dt,U_dN
3.12,2.95474
3.13,2.93148
3.14,2.90804
3.15,2.88442
3.16,2.86063
3.17,2.83666
3.18,2.81251
3.19,2.78817
3.2,2.76364
3.21,2.73892
3.22,2.714
3.23,2.68889
3.24,2.66357
3.25,2.63806
3.26,2.61234
3.27,2.58641
3.28,2.56027
3.29,2.53391
3.3,2.50733
3.31,2.48054
3.32,2.45351
3.33,2.42626
3.34,2.39878
3.35,2.37106
3.36,2.3431
3.37,2.3149
3.38,2.28644
3.39,2.25774
3.4,2.22878
3.41,2.19956
3.42,2.17008
3.43,2.14032
3.44,2.1103
3.45,2.08
3.46,2.04942
3.47,2.01855
3.48,1.9874
3.49,1.95595
3.5,1.92421
3.51,1.89218
3.52,1.85984
3.53,1.8272
3.54,1.79426
3.55,1.761
3.56,1.72744
3.57,1.69358
3.58,1.6594
3.59,1.62491
3.6,1.59011
3.61,1.555
3.62,1.51958
3.63,1.48386
3.64,1.44783
3.65,1.4115
3.66,1.37488
3.67,1.33796
3.68,1.30075
3.69,1.26326
3.7,1.22549
3.71,1.18745
3.72,1.14915
3.73,1.11059
3.74,1.07178
3.75,1.03274
3.76,0.99346
3.77,0.953963
3.78,0.914257
3.79,0.874353
3.8,0.834262
3.81,0.793996
3.82,0.753568
3.83,0.712989
3.84,0.672274
3.85,0.631435
3.86,0.590486
3.87,0.549442
3.88,0.508315
3.89,0.46712
3.9,0.425872
3.91,0.384585
3.92,0.343272
3.93,0.30195
3.94,0.26063
3.95,0.219329
3.96,0.178059
3.97,0.136834
3.98,0.0956678
3.99,0.0545731
4,0.0135626
4.01,-0.0273514
4.02,-0.0681572
4.03,-0.108843
4.04,-0.149399
4.05,-0.189814
4.06,-0.23008
4.07,-0.270185
4.08,-0.310124
4.09,-0.349887
4.1,-0.389469
4.11,-0.428862
4.12,-0.468061
4.13,-0.507061
4.14,-0.545859
4.15,-0.584452
4.16,-0.622836
4.17,-0.66101
4.18,-0.698974
4.19,-0.736726
4.2,-0.774268
4.21,-0.811601
4.22,-0.848726
4.23,-0.885647
4.24,-0.922367
4.25,-0.958889
4.26,-0.995219
4.27,-1.03136
4.28,-1.06732
4.29,-1.10311
4.3,-1.13872
4.31,-1.17418
4.32,-1.20948
4.33,-1.24463
4.34,-1.27964
4.35,-1.31453
4.36,-1.34929
4.37,-1.38395
4.38,-1.41849
4.39,-1.45295
4.4,-1.48731
4.41,-1.52161
4.42,-1.55583
4.43,-1.59
4.44,-1.62411
4.45,-1.65819
4.46,-1.69223
4.47,-1.72624
4.48,-1.76024
4.49,-1.79423
4.5,-1.82822
4.51,-1.86221
4.52,-1.89621
4.53,-1.93023
4.54,-1.96427
4.55,-1.99834
4.56,-2.03244
4.57,-2.06657
4.58,-2.10075
4.59,-2.13496
4.6,-2.16922
4.61,-2.20352
4.62,-2.23787
4.63,-2.27227
4.64,-2.30671
4.65,-2.34121
4.66,-2.37575
4.67,-2.41033
4.68,-2.44496
4.69,-2.47963
4.7,-2.51434
4.71,-2.54909
4.72,-2.58386
4.73,-2.61867
4.74,-2.65349
4.75,-2.68834
4.76,-2.7232
4.77,-2.75807
4.78,-2.79294
4.79,-2.82781
4.8,-2.86268
4.81,-2.89752
4.82,-2.93235
4.83,-2.96715
4.84,-3.00191
4.85,-3.03664
4.86,-3.07132
4.87,-3.10594
4.88,-3.14051
4.89,-3.17501
4.9,-3.20943
4.91,-3.24378
4.92,-3.27804
4.93,-3.31221
4.94,-3.34628
4.95,-3.38025
4.96,-3.41411
4.97,-3.44785
4.98,-3.48147
4.99,-3.51497
5,-3.54834
5.01,-3.58158
5.02,-3.61468
5.03,-3.64763
5.04,-3.68044
5.05,-3.7131
5.06,-3.7456
5.07,-3.77794
5.08,-3.81013
5.09,-3.84215
5.1,-3.87401
5.11,-3.9057
5.12,-3.93721
5.13,-3.96856
5.14,-3.99973
5.15,-4.03073
5.16,-4.06155
5.17,-4.09219
5.18,-4.12265
5.19,-4.15294
5.2,-4.18304
5.21,-4.21295
5.22,-4.24269
5.23,-4.27224
5.24,-4.30161
5.25,-4.33079
5.26,-4.35979
5.27,-4.3886
5.28,-4.41723
5.29,-4.44567
5.3,-4.47392
5.31,-4.50199
5.32,-4.52987
5.33,-4.55756
5.34,-4.58506
5.35,-4.61238
5.36,-4.6395
5.37,-4.66644
5.38,-4.69319
5.39,-4.71975
5.4,-4.74612
5.41,-4.7723
5.42,-4.79829
5.43,-4.82408
5.44,-4.84969
5.45,-4.8751
5.46,-4.90031
5.47,-4.92534
5.48,-4.95017
5.49,-4.97481
5.5,-4.99925
5.51,-5.02349
5.52,-5.04754
5.53,-5.07139
5.54,-5.09505
5.55,-5.11851
5.56,-5.14177
5.57,-5.16484
5.58,-5.1877
5.59,-5.21037
5.6,-5.23285
5.61,-5.25512
5.62,-5.2772
5.63,-5.29908
5.64,-5.32076
5.65,-5.34225
5.66,-5.36354
5.67,-5.38464
5.68,-5.40555
5.69,-5.42626
5.7,-5.44678
5.71,-5.46711
5.72,-5.48726
5.73,-5.50721
5.74,-5.52698
5.75,-5.54657
5.76,-5.56598
5.77,-5.58521
5.78,-5.60427
5.79,-5.62315
5.8,-5.64186
5.81,-5.6604
5.82,-5.67878
5.83,-5.69699
5.84,-5.71505
5.85,-5.73296
5.86,-5.75071
5.87,-5.76832
5.88,-5.78579
5.89,-5.80311
5.9,-5.82031
5.91,-5.83738
5.92,-5.85432
5.93,-5.87115
5.94,-5.88786
5.95,-5.90447
5.96,-5.92097
5.97,-5.93738
5.98,-5.95371
5.99,-5.96994
6,-5.98611
6.01,-6.0022
6.02,-6.01823
6.03,-6.03421
6.04,-6.05014
6.05,-6.06603
6.06,-6.08189
6.07,-6.09772
6.08,-6.11354
6.09,-6.12936
6.1,-6.14518
6.11,-6.16101
6.12,-6.17686
6.13,-6.19274
6.14,-6.20866
6.15,-6.22464
6.16,-6.24067
6.17,-6.25678
6.18,-6.27297
6.19,-6.28925
6.2,-6.30564
6.21,-6.32215
6.22,-6.33878
6.23,-6.35555
6.24,-6.37247
6.25,-6.38955
6.26,-6.40681
6.27,-6.42425
6.28,-6.4419
6.29,-6.45975
6.3,-6.47783
6.31,-6.49614
6.32,-6.5147
6.33,-6.53352
6.34,-6.55261
6.35,-6.57198
6.36,-6.59165
6.37,-6.61163
6.38,-6.63192
6.39,-6.65255
6.4,-6.67352
6.41,-6.69483
6.42,-6.71651
6.43,-6.73856
6.44,-6.761
6.45,-6.78382
6.46,-6.80705
6.47,-6.83068
6.48,-6.85473
6.49,-6.87921
6.5,-6.90411
6.51,-6.92945
6.52,-6.95523
6.53,-6.98147
6.54,-7.00815
6.55,-7.03529
6.56,-7.06289
6.57,-7.09095
6.58,-7.11947
6.59,-7.14845
6.6,-7.1779
6.61,-7.20782
6.62,-7.23819
6.63,-7.26902
6.64,-7.30031
6.65,-7.33205
6.66,-7.36424
6.67,-7.39688
6.68,-7.42995
6.69,-7.46345
6.7,-7.49737
6.71,-7.53171
6.72,-7.56645
6.73,-7.60159
6.74,-7.63712
6.75,-7.67302
6.76,-7.70929
6.77,-7.74591
6.78,-7.78287
6.79,-7.82016
6.8,-7.85776
6.81,-7.89566
6.82,-7.93385
6.83,-7.97231
6.84,-8.01103
6.85,-8.04999
6.86,-8.08917
6.87,-8.12857
6.88,-8.16817
6.89,-8.20794
6.9,-8.24789
6.91,-8.28798
6.92,-8.32821
6.93,-8.36855
6.94,-8.409
6.95,-8.44954
6.96,-8.49016
6.97,-8.53083
6.98,-8.57155
6.99,-8.6123
7,-8.65306
7.01,-8.69383
7.02,-8.73459
7.03,-8.77533
7.04,-8.81604
7.05,-8.8567
7.06,-8.8973
7.07,-8.93783
7.08,-8.97828
7.09,-9.01865
7.1,-9.05891
7.11,-9.09907
7.12,-9.13911
7.13,-9.17903
7.14,-9.21881
7.15,-9.25845
7.16,-9.29795
7.17,-9.33729
7.18,-9.37647
7.19,-9.41549
7.2,-9.45433
7.21,-9.493
7.22,-9.53148
7.23,-9.56978
7.24,-9.60788
7.25,-9.64579
7.26,-9.68349
7.27,-9.72099
7.28,-9.75828
7.29,-9.79536
7.3,-9.83222
7.31,-9.86886
7.32,-9.90527
7.33,-9.94145
7.34,-9.9774
7.35,-10.0131
7.36,-10.0486
7.37,-10.0838
7.38,-10.1188
7.39,-10.1535
7.4,-10.1879
7.41,-10.2221
7.42,-10.256
7.43,-10.2896
7.44,-10.3229
7.45,-10.3559
7.46,-10.3886
7.47,-10.421
7.48,-10.4531
7.49,-10.4849
7.5,-10.5163
7.51,-10.5474
7.52,-10.5782
7.53,-10.6085
7.54,-10.6385
7.55,-10.6681
7.56,-10.6974
7.57,-10.7262
7.58,-10.7546
7.59,-10.7826
7.6,-10.8102
7.61,-10.8373
7.62,-10.864
7.63,-10.8902
7.64,-10.9159
7.65,-10.9412
7.66,-10.9659
7.67,-10.9902
7.68,-11.014
7.69,-11.0372
7.7,-11.0599
7.71,-11.082
7.72,-11.1036
7.73,-11.1247
7.74,-11.1452
7.75,-11.1651
7.76,-11.1844
7.77,-11.2032
7.78,-11.2213
7.79,-11.2389
7.8,-11.2559
7.81,-11.2722
7.82,-11.288
7.83,-11.3031
7.84,-11.3176
7.85,-11.3316
7.86,-11.3448
7.87,-11.3575
7.88,-11.3696
7.89,-11.381
7.9,-11.3918
7.91,-11.402
7.92,-11.4116
7.93,-11.4206
7.94,-11.4289
7.95,-11.4367
7.96,-11.4438
7.97,-11.4504
7.98,-11.4564
7.99,-11.4617
8,-11.4665
8.01,-11.4707
8.02,-11.4744
8.03,-11.4775
8.04,-11.48
8.05,-11.4819
8.06,-11.4833
8.07,-11.4842
8.08,-11.4845
8.09,-11.4843
8.1,-11.4836
8.11,-11.4824
8.12,-11.4806
8.13,-11.4784
8.14,-11.4756
8.15,-11.4724
8.16,-11.4686
8.17,-11.4644
8.18,-11.4596
8.19,-11.4544
8.2,-11.4488
8.21,-11.4426
8.22,-11.436
8.23,-11.4289
8.24,-11.4213
8.25,-11.4133
8.26,-11.4048
8.27,-11.3959
8.28,-11.3864
8.29,-11.3766
8.3,-11.3662
8.31,-11.3554
8.32,-11.3441
8.33,-11.3323
8.34,-11.3201
8.35,-11.3074
8.36,-11.2942
8.37,-11.2805
8.38,-11.2664
8.39,-11.2517
8.4,-11.2366
8.41,-11.221
8.42,-11.2049
8.43,-11.1883
8.44,-11.1711
8.45,-11.1535
8.46,-11.1353
8.47,-11.1167
8.48,-11.0975
8.49,-11.0778
8.5,-11.0576
8.51,-11.0368
8.52,-11.0156
8.53,-10.9938
8.54,-10.9714
8.55,-10.9486
8.56,-10.9252
8.57,-10.9013
8.58,-10.8768
8.59,-10.8519
8.6,-10.8264
8.61,-10.8004
8.62,-10.7738
8.63,-10.7468
8.64,-10.7192
8.65,-10.6912
8.66,-10.6626
8.67,-10.6336
8.68,-10.604
8.69,-10.574
8.7,-10.5435
8.71,-10.5126
8.72,-10.4811
8.73,-10.4493
8.74,-10.417
8.75,-10.3843
8.76,-10.3512
8.77,-10.3176
8.78,-10.2837
8.79,-10.2494
8.8,-10.2148
8.81,-10.1797
8.82,-10.1444
8.83,-10.1087
8.84,-10.0727
8.85,-10.0364
8.86,-9.99974
8.87,-9.96285
8.88,-9.92569
8.89,-9.88827
8.9,-9.85061
8.91,-9.81272
8.92,-9.77461
8.93,-9.73629
8.94,-9.69778
8.95,-9.65908
8.96,-9.6202
8.97,-9.58115
8.98,-9.54195
8.99,-9.50261
9,-9.46312
9.01,-9.42351
9.02,-9.38377
9.03,-9.34392
9.04,-9.30396
9.05,-9.26389
9.06,-9.22373
9.07,-9.18348
9.08,-9.14314
9.09,-9.10271
9.1,-9.06221
9.11,-9.02163
9.12,-8.98098
9.13,-8.94026
9.14,-8.89946
9.15,-8.8586
9.16,-8.81767
9.17,-8.77667
9.18,-8.73561
9.19,-8.69447
9.2,-8.65328
9.21,-8.61201
9.22,-8.57068
9.23,-8.52928
9.24,-8.48781
9.25,-8.44627
9.26,-8.40466
9.27,-8.36297
9.28,-8.32122
9.29,-8.27939
9.3,-8.23749
9.31,-8.19551
9.32,-8.15346
9.33,-8.11133
9.34,-8.06913
9.35,-8.02686
9.36,-7.98452
9.37,-7.9421
9.38,-7.89962
9.39,-7.85707
9.4,-7.81445
9.41,-7.77178
9.42,-7.72904
9.43,-7.68626
9.44,-7.64342
9.45,-7.60054
9.46,-7.55762
9.47,-7.51467
9.48,-7.4717
9.49,-7.4287
9.5,-7.3857
9.51,-7.34269
9.52,-7.29969
9.53,-7.2567
9.54,-7.21373
9.55,-7.1708
9.56,-7.12792
9.57,-7.08509
9.58,-7.04232
9.59,-6.99963
9.6,-6.95704
9.61,-6.91454
9.62,-6.87215
9.63,-6.82989
9.64,-6.78777
9.65,-6.7458
9.66,-6.70399
9.67,-6.66236
9.68,-6.62092
9.69,-6.57968
9.7,-6.53866
9.71,-6.49787
9.72,-6.45731
9.73,-6.41701
9.74,-6.37698
9.75,-6.33723
9.76,-6.29776
9.77,-6.2586
9.78,-6.21976
9.79,-6.18124
9.8,-6.14305
9.81,-6.10521
9.82,-6.06773
9.83,-6.03062
9.84,-5.99388
9.85,-5.95753
9.86,-5.92157
9.87,-5.88602
9.88,-5.85087
9.89,-5.81614
9.9,-5.78183
9.91,-5.74795
9.92,-5.7145
9.93,-5.68149
9.94,-5.64893
9.95,-5.61681
9.96,-5.58514
9.97,-5.55392
9.98,-5.52316
9.99,-5.49285
10,-5.46299
10.01,-5.4336
10.02,-5.40466
10.03,-5.37617
10.04,-5.34814
10.05,-5.32056
10.06,-5.29342
10.07,-5.26674
10.08,-5.24049
10.09,-5.21469
10.1,-5.18932
10.11,-5.16437
10.12,-5.13985
10.13,-5.11574
10.14,-5.09204
10.15,-5.06875
10.16,-5.04584
10.17,-5.02332
10.18,-5.00118
10.19,-4.97941
10.2,-4.95799
10.21,-4.93692
10.22,-4.91619
10.23,-4.89578
10.24,-4.87569
10.25,-4.85589
10.26,-4.83639
10.27,-4.81716
10.28,-4.7982
10.29,-4.77948
10.3,-4.761
10.31,-4.74274
10.32,-4.72469
10.33,-4.70683
10.34,-4.68915
10.35,-4.67162
10.36,-4.65424
10.37,-4.63699
10.38,-4.61985
10.39,-4.60281
10.4,-4.58584
10.41,-4.56893
10.42,-4.55207
10.43,-4.53523
10.44,-4.5184
10.45,-4.50156
10.46,-4.4847
10.47,-4.46778
10.48,-4.45081
10.49,-4.43376
10.5,-4.41661
10.51,-4.39934
10.52,-4.38195
10.53,-4.3644
10.54,-4.34668
10.55,-4.32878
10.56,-4.31069
10.57,-4.29237
10.58,-4.27383
10.59,-4.25503
10.6,-4.23598
10.61,-4.21665
10.62,-4.19702
10.63,-4.17709
10.64,-4.15685
10.65,-4.13628
10.66,-4.11536
10.67,-4.09409
10.68,-4.07246
10.69,-4.05046
10.7,-4.02808
10.71,-4.00531
10.72,-3.98214
10.73,-3.95857
10.74,-3.93459
10.75,-3.91019
10.76,-3.88538
10.77,-3.86015
10.78,-3.8345
10.79,-3.80842
10.8,-3.78192
10.81,-3.755
10.82,-3.72765
10.83,-3.69988
10.84,-3.67169
10.85,-3.64309
10.86,-3.61408
10.87,-3.58467
10.88,-3.55486
10.89,-3.52465
10.9,-3.49407
10.91,-3.46311
10.92,-3.43178
10.93,-3.40009
10.94,-3.36806
10.95,-3.3357
10.96,-3.30301
10.97,-3.27
10.98,-3.2367
10.99,-3.2031
11,-3.16923
11.01,-3.1351
11.02,-3.10072
11.03,-3.0661
11.04,-3.03126
11.05,-2.99621
11.06,-2.96096
11.07,-2.92553
11.08,-2.88993
11.09,-2.85418
11.1,-2.81828
11.11,-2.78226
11.12,-2.74612
11.13,-2.70988
11.14,-2.67355
11.15,-2.63714
11.16,-2.60066
11.17,-2.56413
11.18,-2.52755
11.19,-2.49094
11.2,-2.45431
11.21,-2.41766
11.22,-2.38101
11.23,-2.34437
11.24,-2.30773
11.25,-2.27112
11.26,-2.23454
11.27,-2.19799
11.28,-2.16149
11.29,-2.12503
11.3,-2.08863
11.31,-2.05229
11.32,-2.01601
11.33,-1.9798
11.34,-1.94366
11.35,-1.90761
11.36,-1.87163
11.37,-1.83574
11.38,-1.79993
11.39,-1.76422
11.4,-1.7286
11.41,-1.69308
11.42,-1.65766
11.43,-1.62234
11.44,-1.58712
11.45,-1.55201
11.46,-1.51701
11.47,-1.48212
11.48,-1.44734
11.49,-1.41269
11.5,-1.37815
11.51,-1.34374
11.52,-1.30946
11.53,-1.2753
11.54,-1.24128
11.55,-1.2074
11.56,-1.17366
11.57,-1.14006
11.58,-1.10662
11.59,-1.07334
11.6,-1.04021
11.61,-1.00725
11.62,-0.974467
11.63,-0.941859
11.64,-0.909436
11.65,-0.877202
11.66,-0.845164
11.67,-0.81333
11.68,-0.781704
11.69,-0.750294
11.7,-0.719106
11.71,-0.688147
11.72,-0.657423
11.73,-0.62694
11.74,-0.596705
11.75,-0.566723
11.76,-0.537001
11.77,-0.507542
11.78,-0.478354
11.79,-0.449439
11.8,-0.420803
11.81,-0.392449
11.82,-0.364379
11.83,-0.336598
11.84,-0.309105
11.85,-0.281903
11.86,-0.254992
11.87,-0.228372
11.88,-0.20204
11.89,-0.175996
11.9,-0.150236
11.91,-0.124756
11.92,-0.0995509
11.93,-0.0746154
11.94,-0.0499422
11.95,-0.0255234
11.96,-0.00135013
11.97,0.0225877
11.98,0.0463013
11.99,0.0698025
12,0.0931048
12.01,0.116222
12.02,0.13917
12.03,0.161964
12.04,0.184621
12.05,0.207161
12.06,0.229601
12.07,0.251961
12.08,0.274262
12.09,0.296526
12.1,0.318774
12.11,0.341029
12.12,0.363315
12.13,0.385655
12.14,0.408073
12.15,0.430594
12.16,0.453243
12.17,0.476045
12.18,0.499024
12.19,0.522208
12.2,0.545619
12.21,0.569285
12.22,0.593229
12.23,0.617477
12.24,0.642052
12.25,0.666979
12.26,0.692281
12.27,0.71798
12.28,0.744099
12.29,0.770658
12.3,0.797679
12.31,0.82518
12.32,0.85318
12.33,0.881697
12.34,0.910748
12.35,0.940346
12.36,0.970507
12.37,1.00124
12.38,1.03256
12.39,1.06448
12.4,1.09701
12.41,1.13014
12.42,1.16389
12.43,1.19827
12.44,1.23327
12.45,1.2689
12.46,1.30516
12.47,1.34204
12.48,1.37954
12.49,1.41766
12.5,1.4564
12.51,1.49574
12.52,1.53568
12.53,1.5762
12.54,1.6173
12.55,1.65896
12.56,1.70117
12.57,1.74392
12.58,1.78718
12.59,1.83095
12.6,1.87521
12.61,1.91992
12.62,1.96509
12.63,2.01068
12.64,2.05667
12.65,2.10305
12.66,2.14979
12.67,2.19686
12.68,2.24425
12.69,2.29194
12.7,2.33989
12.71,2.38808
12.72,2.43649
12.73,2.4851
12.74,2.53387
12.75,2.5828
12.76,2.63184
12.77,2.68099
12.78,2.7302
12.79,2.77948
12.8,2.82877
12.81,2.87808
12.82,2.92737
12.83,2.97661
12.84,3.0258
12.85,3.07491
12.86,3.12392
