dt,WR_x,WR_y
20.24,-6.9243,-6.9243
20.25,-6.93097,-6.93097
20.26,-6.93764,-6.93764
20.27,-6.94432,-6.94432
20.28,-6.95099,-6.95099
20.29,-6.95767,-6.95767
20.3,-6.96435,-6.96435
20.31,-6.97103,-6.97103
20.32,-6.97772,-6.97772
20.33,-6.98441,-6.98441
20.34,-6.9911,-6.9911
20.35,-6.99779,-6.99779
20.36,-7.00448,-7.00448
20.37,-7.01118,-7.01118
20.38,-7.01788,-7.01788
20.39,-7.02458,-7.02458
20.4,-7.03129,-7.03129
20.41,-7.03799,-7.03799
20.42,-7.0447,-7.0447
20.43,-7.05141,-7.05141
20.44,-7.05813,-7.05813
20.45,-7.06485,-7.06485
20.46,-7.07156,-7.07156
20.47,-7.07828,-7.07828
20.48,-7.08501,-7.08501
20.49,-7.09173,-7.09173
20.5,-7.09846,-7.09846
20.51,-7.10519,-7.10519
20.52,-7.11192,-7.11192
20.53,-7.11866,-7.11866
20.54,-7.12539,-7.12539
20.55,-7.13213,-7.13213
20.56,-7.13887,-7.13887
20.57,-7.14562,-7.14562
20.58,-7.15236,-7.15236
20.59,-7.15911,-7.15911
20.6,-7.16586,-7.16586
20.61,-7.17261,-7.17261
20.62,-7.17937,-7.17937
20.63,-7.18612,-7.18612
20.64,-7.19288,-7.19288
20.65,-7.19964,-7.19964
20.66,-7.2064,-7.2064
20.67,-7.21317,-7.21317
20.68,-7.21993,-7.21993
20.69,-7.2267,-7.2267
20.7,-7.23347,-7.23347
20.71,-7.24024,-7.24024
20.72,-7.24702,-7.24702
20.73,-7.25379,-7.25379
20.74,-7.26057,-7.26057
20.75,-7.26735,-7.26735
20.76,-7.27413,-7.27413
20.77,-7.28092,-7.28092
20.78,-7.2877,-7.2877
20.79,-7.29449,-7.29449
20.8,-7.30128,-7.30128
20.81,-7.30807,-7.30807
20.82,-7.31487,-7.31487
20.83,-7.32166,-7.32166
20.84,-7.32846,-7.32846
20.85,-7.33526,-7.33526
20.86,-7.34206,-7.34206
20.87,-7.34886,-7.34886
20.88,-7.35566,-7.35566
20.89,-7.36247,-7.36247
20.9,-7.36927,-7.36927
20.91,-7.37608,-7.37608
20.92,-7.38289,-7.38289
20.93,-7.3897,-7.3897
20.94,-7.39652,-7.39652
20.95,-7.40333,-7.40333
20.96,-7.41015,-7.41015
20.97,-7.41697,-7.41697
20.98,-7.42379,-7.42379
20.99,-7.43061,-7.43061
21.0,-7.43743,-7.43743
21.01,-7.44425,-7.44425
21.02,-7.45108,-7.45108
21.03,-7.45791,-7.45791
21.04,-7.46473,-7.46473
21.05,-7.47156,-7.47156
21.06,-7.47839,-7.47839
21.07,-7.48523,-7.48523
21.08,-7.49206,-7.49206
21.09,-7.4989,-7.4989
21.1,-7.50573,-7.50573
21.11,-7.51257,-7.51257
21.12,-7.51941,-7.51941
21.13,-7.52625,-7.52625
21.14,-7.53309,-7.53309
21.15,-7.53993,-7.53993
21.16,-7.54678,-7.54678
21.17,-7.55362,-7.55362
21.18,-7.56047,-7.56047
21.19,-7.56732,-7.56732
21.2,-7.57416,-7.57416
21.21,-7.58101,-7.58101
21.22,-7.58786,-7.58786
21.23,-7.59472,-7.59472
21.24,-7.60157,-7.60157
21.25,-7.60842,-7.60842
21.26,-7.61528,-7.61528
21.27,-7.62213,-7.62213
21.28,-7.62899,-7.62899
21.29,-7.63584,-7.63584
21.3,-7.6427,-7.6427
21.31,-7.64956,-7.64956
21.32,-7.65642,-7.65642
21.33,-7.66328,-7.66328
21.34,-7.67014,-7.67014
21.35,-7.677,-7.677
21.36,-7.68387,-7.68387
21.37,-7.69073,-7.69073
21.38,-7.69759,-7.69759
21.39,-7.70446,-7.70446
21.4,-7.71132,-7.71132
21.41,-7.71819,-7.71819
21.42,-7.72506,-7.72506
21.43,-7.73192,-7.73192
21.44,-7.73879,-7.73879
21.45,-7.74566,-7.74566
21.46,-7.75253,-7.75253
21.47,-7.7594,-7.7594
21.48,-7.76627,-7.76627
21.49,-7.77314,-7.77314
21.5,-7.78001,-7.78001
21.51,-7.78688,-7.78688
21.52,-7.79375,-7.79375
21.53,-7.80062,-7.80062
21.54,-7.80749,-7.80749
21.55,-7.81437,-7.81437
21.56,-7.82124,-7.82124
21.57,-7.82811,-7.82811
21.58,-7.83498,-7.83498
21.59,-7.84186,-7.84186
21.6,-7.84873,-7.84873
21.61,-7.8556,-7.8556
21.62,-7.86248,-7.86248
21.63,-7.86935,-7.86935
21.64,-7.87622,-7.87622
21.65,-7.8831,-7.8831
21.66,-7.88997,-7.88997
21.67,-7.89684,-7.89684
21.68,-7.90371,-7.90371
21.69,-7.91059,-7.91059
21.7,-7.91746,-7.91746
21.71,-7.92433,-7.92433
21.72,-7.93121,-7.93121
21.73,-7.93808,-7.93808
21.74,-7.94495,-7.94495
21.75,-7.95182,-7.95182
21.76,-7.95869,-7.95869
21.77,-7.96556,-7.96556
21.78,-7.97243,-7.97243
21.79,-7.9793,-7.9793
21.8,-7.98617,-7.98617
21.81,-7.99304,-7.99304
21.82,-7.99991,-7.99991
21.83,-8.00678,-8.00678
21.84,-8.01365,-8.01365
21.85,-8.02052,-8.02052
21.86,-8.02738,-8.02738
21.87,-8.03425,-8.03425
21.88,-8.04112,-8.04112
21.89,-8.04798,-8.04798
21.9,-8.05484,-8.05484
21.91,-8.06171,-8.06171
21.92,-8.06857,-8.06857
21.93,-8.07543,-8.07543
21.94,-8.08229,-8.08229
21.95,-8.08915,-8.08915
21.96,-8.09601,-8.09601
21.97,-8.10287,-8.10287
21.98,-8.10973,-8.10973
21.99,-8.11658,-8.11658
22.0,-8.12344,-8.12344
22.01,-8.13029,-8.13029
22.02,-8.13715,-8.13715
22.03,-8.144,-8.144
22.04,-8.15085,-8.15085
22.05,-8.1577,-8.1577
22.06,-8.16455,-8.16455
22.07,-8.1714,-8.1714
22.08,-8.17824,-8.17824
22.09,-8.18509,-8.18509
22.1,-8.19193,-8.19193
22.11,-8.19877,-8.19877
22.12,-8.20561,-8.20561
22.13,-8.21245,-8.21245
22.14,-8.21929,-8.21929
22.15,-8.22613,-8.22613
22.16,-8.23296,-8.23296
22.17,-8.2398,-8.2398
22.18,-8.24663,-8.24663
22.19,-8.25346,-8.25346
22.2,-8.26028,-8.26028
22.21,-8.26711,-8.26711
22.22,-8.27394,-8.27394
22.23,-8.28076,-8.28076
22.24,-8.28758,-8.28758
22.25,-8.2944,-8.2944
22.26,-8.30122,-8.30122
22.27,-8.30803,-8.30803
22.28,-8.31485,-8.31485
22.29,-8.32166,-8.32166
22.3,-8.32847,-8.32847
22.31,-8.33528,-8.33528
22.32,-8.34208,-8.34208
22.33,-8.34889,-8.34889
22.34,-8.35569,-8.35569
22.35,-8.36249,-8.36249
22.36,-8.36928,-8.36928
22.37,-8.37608,-8.37608
22.38,-8.38287,-8.38287
22.39,-8.38966,-8.38966
22.4,-8.39645,-8.39645
22.41,-8.40324,-8.40324
22.42,-8.41002,-8.41002
22.43,-8.4168,-8.4168
22.44,-8.42358,-8.42358
22.45,-8.43035,-8.43035
22.46,-8.43713,-8.43713
22.47,-8.4439,-8.4439
22.48,-8.45066,-8.45066
22.49,-8.45743,-8.45743
22.5,-8.46419,-8.46419
22.51,-8.47095,-8.47095
22.52,-8.47771,-8.47771
22.53,-8.48446,-8.48446
22.54,-8.49121,-8.49121
22.55,-8.49796,-8.49796
22.56,-8.50471,-8.50471
22.57,-8.51145,-8.51145
22.58,-8.51819,-8.51819
22.59,-8.52493,-8.52493
22.6,-8.53166,-8.53166
22.61,-8.53839,-8.53839
22.62,-8.54512,-8.54512
22.63,-8.55184,-8.55184
22.64,-8.55856,-8.55856
22.65,-8.56528,-8.56528
22.66,-8.57199,-8.57199
22.67,-8.5787,-8.5787
22.68,-8.58541,-8.58541
22.69,-8.59211,-8.59211
22.7,-8.59881,-8.59881
22.71,-8.60551,-8.60551
22.72,-8.6122,-8.6122
22.73,-8.61889,-8.61889
22.74,-8.62558,-8.62558
22.75,-8.63226,-8.63226
22.76,-8.63894,-8.63894
22.77,-8.64562,-8.64562
22.78,-8.65229,-8.65229
22.79,-8.65896,-8.65896
22.8,-8.66562,-8.66562
22.81,-8.67228,-8.67228
22.82,-8.67894,-8.67894
22.83,-8.68559,-8.68559
22.84,-8.69223,-8.69223
22.85,-8.69888,-8.69888
22.86,-8.70552,-8.70552
22.87,-8.71215,-8.71215
22.88,-8.71879,-8.71879
22.89,-8.72541,-8.72541
22.9,-8.73204,-8.73204
22.91,-8.73865,-8.73865
22.92,-8.74527,-8.74527
22.93,-8.75188,-8.75188
22.94,-8.75848,-8.75848
22.95,-8.76509,-8.76509
22.96,-8.77168,-8.77168
22.97,-8.77827,-8.77827
22.98,-8.78486,-8.78486
22.99,-8.79145,-8.79145
23.0,-8.79802,-8.79802
23.01,-8.8046,-8.8046
23.02,-8.81117,-8.81117
23.03,-8.81773,-8.81773
23.04,-8.82429,-8.82429
23.05,-8.83084,-8.83084
23.06,-8.83739,-8.83739
23.07,-8.84394,-8.84394
23.08,-8.85048,-8.85048
23.09,-8.85701,-8.85701
23.1,-8.86354,-8.86354
23.11,-8.87007,-8.87007
23.12,-8.87658,-8.87658
23.13,-8.8831,-8.8831
23.14,-8.88961,-8.88961
23.15,-8.89611,-8.89611
23.16,-8.90261,-8.90261
23.17,-8.9091,-8.9091
23.18,-8.91559,-8.91559
23.19,-8.92207,-8.92207
23.2,-8.92855,-8.92855
23.21,-8.93502,-8.93502
23.22,-8.94148,-8.94148
23.23,-8.94794,-8.94794
23.24,-8.9544,-8.9544
23.25,-8.96085,-8.96085
23.26,-8.96729,-8.96729
23.27,-8.97373,-8.97373
23.28,-8.98016,-8.98016
23.29,-8.98658,-8.98658
23.3,-8.993,-8.993
23.31,-8.99941,-8.99941
23.32,-9.00582,-9.00582
23.33,-9.01222,-9.01222
23.34,-9.01862,-9.01862
23.35,-9.02501,-9.02501
23.36,-9.03139,-9.03139
23.37,-9.03777,-9.03777
23.38,-9.04414,-9.04414
23.39,-9.0505,-9.0505
23.4,-9.05686,-9.05686
23.41,-9.06321,-9.06321
23.42,-9.06955,-9.06955
23.43,-9.07589,-9.07589
23.44,-9.08222,-9.08222
23.45,-9.08855,-9.08855
23.46,-9.09487,-9.09487
23.47,-9.10118,-9.10118
23.48,-9.10748,-9.10748
23.49,-9.11378,-9.11378
23.5,-9.12007,-9.12007
23.51,-9.12636,-9.12636
23.52,-9.13264,-9.13264
23.53,-9.13891,-9.13891
23.54,-9.14517,-9.14517
23.55,-9.15143,-9.15143
23.56,-9.15768,-9.15768
23.57,-9.16392,-9.16392
23.58,-9.17015,-9.17015
23.59,-9.17638,-9.17638
23.6,-9.1826,-9.1826
23.61,-9.18882,-9.18882
23.62,-9.19502,-9.19502
23.63,-9.20122,-9.20122
23.64,-9.20741,-9.20741
23.65,-9.2136,-9.2136
23.66,-9.21977,-9.21977
23.67,-9.22594,-9.22594
23.68,-9.2321,-9.2321
23.69,-9.23826,-9.23826
23.7,-9.2444,-9.2444
23.71,-9.25054,-9.25054
23.72,-9.25667,-9.25667
23.73,-9.26279,-9.26279
23.74,-9.26891,-9.26891
23.75,-9.27501,-9.27501
23.76,-9.28111,-9.28111
23.77,-9.2872,-9.2872
23.78,-9.29329,-9.29329
23.79,-9.29936,-9.29936
23.8,-9.30543,-9.30543
23.81,-9.31148,-9.31148
23.82,-9.31753,-9.31753
23.83,-9.32358,-9.32358
23.84,-9.32961,-9.32961
23.85,-9.33563,-9.33563
23.86,-9.34165,-9.34165
23.87,-9.34766,-9.34766
23.88,-9.35366,-9.35366
23.89,-9.35965,-9.35965
23.9,-9.36563,-9.36563
23.91,-9.3716,-9.3716
23.92,-9.37756,-9.37756
23.93,-9.38352,-9.38352
23.94,-9.38947,-9.38947
23.95,-9.3954,-9.3954
23.96,-9.40133,-9.40133
23.97,-9.40725,-9.40725
23.98,-9.41316,-9.41316
23.99,-9.41907,-9.41907
24.0,-9.42496,-9.42496
24.01,-9.43084,-9.43084
24.02,-9.43672,-9.43672
24.03,-9.44258,-9.44258
24.04,-9.44844,-9.44844
24.05,-9.45428,-9.45428
24.06,-9.46012,-9.46012
24.07,-9.46595,-9.46595
24.08,-9.47177,-9.47177
24.09,-9.47757,-9.47757
24.1,-9.48337,-9.48337
24.11,-9.48916,-9.48916
24.12,-9.49494,-9.49494
24.13,-9.50071,-9.50071
24.14,-9.50647,-9.50647
24.15,-9.51222,-9.51222
24.16,-9.51796,-9.51796
24.17,-9.52369,-9.52369
24.18,-9.52941,-9.52941
24.19,-9.53512,-9.53512
24.2,-9.54082,-9.54082
24.21,-9.54651,-9.54651
24.22,-9.55219,-9.55219
24.23,-9.55786,-9.55786
24.24,-9.56352,-9.56352
24.25,-9.56917,-9.56917
24.26,-9.57481,-9.57481
24.27,-9.58044,-9.58044
24.28,-9.58605,-9.58605
24.29,-9.59166,-9.59166
24.3,-9.59726,-9.59726
24.31,-9.60284,-9.60284
24.32,-9.60842,-9.60842
24.33,-9.61398,-9.61398
24.34,-9.61954,-9.61954
24.35,-9.62508,-9.62508
24.36,-9.63061,-9.63061
24.37,-9.63613,-9.63613
24.38,-9.64165,-9.64165
24.39,-9.64714,-9.64714
24.4,-9.65263,-9.65263
24.41,-9.65811,-9.65811
24.42,-9.66358,-9.66358
24.43,-9.66903,-9.66903
24.44,-9.67447,-9.67447
24.45,-9.67991,-9.67991
24.46,-9.68533,-9.68533
24.47,-9.69074,-9.69074
24.48,-9.69613,-9.69613
24.49,-9.70152,-9.70152
24.5,-9.7069,-9.7069
24.51,-9.71226,-9.71226
24.52,-9.71761,-9.71761
24.53,-9.72295,-9.72295
24.54,-9.72828,-9.72828
24.55,-9.7336,-9.7336
24.56,-9.7389,-9.7389
24.57,-9.74419,-9.74419
24.58,-9.74948,-9.74948
24.59,-9.75474,-9.75474
24.6,-9.76,-9.76
24.61,-9.76525,-9.76525
24.62,-9.77048,-9.77048
24.63,-9.7757,-9.7757
24.64,-9.78091,-9.78091
24.65,-9.7861,-9.7861
24.66,-9.79129,-9.79129
24.67,-9.79646,-9.79646
24.68,-9.80162,-9.80162
24.69,-9.80676,-9.80676
24.7,-9.8119,-9.8119
24.71,-9.81702,-9.81702
24.72,-9.82213,-9.82213
24.73,-9.82722,-9.82722
24.74,-9.8323,-9.8323
24.75,-9.83737,-9.83737
24.76,-9.84243,-9.84243
24.77,-9.84748,-9.84748
24.78,-9.85251,-9.85251
24.79,-9.85753,-9.85753
24.8,-9.86253,-9.86253
24.81,-9.86753,-9.86753
24.82,-9.8725,-9.8725
24.83,-9.87747,-9.87747
24.84,-9.88242,-9.88242
24.85,-9.88736,-9.88736
24.86,-9.89229,-9.89229
24.87,-9.8972,-9.8972
24.88,-9.9021,-9.9021
24.89,-9.90699,-9.90699
24.9,-9.91186,-9.91186
24.91,-9.91672,-9.91672
24.92,-9.92157,-9.92157
24.93,-9.9264,-9.9264
24.94,-9.93122,-9.93122
24.95,-9.93602,-9.93602
24.96,-9.94081,-9.94081
24.97,-9.94559,-9.94559
24.98,-9.95035,-9.95035
24.99,-9.9551,-9.9551
25.0,-9.95983,-9.95983
25.01,-9.96455,-9.96455
25.02,-9.96926,-9.96926
25.03,-9.97395,-9.97395
25.04,-9.97863,-9.97863
25.05,-9.98329,-9.98329
25.06,-9.98794,-9.98794
25.07,-9.99258,-9.99258
25.08,-9.9972,-9.9972
25.09,-10.0018,-10.0018
25.1,-10.0064,-10.0064
25.11,-10.011,-10.011
25.12,-10.0155,-10.0155
25.13,-10.0201,-10.0201
25.14,-10.0246,-10.0246
25.15,-10.0291,-10.0291
25.16,-10.0336,-10.0336
25.17,-10.0381,-10.0381
25.18,-10.0426,-10.0426
25.19,-10.0471,-10.0471
25.2,-10.0515,-10.0515
25.21,-10.0559,-10.0559
25.22,-10.0603,-10.0603
25.23,-10.0647,-10.0647
25.24,-10.0691,-10.0691
25.25,-10.0735,-10.0735
25.26,-10.0778,-10.0778
25.27,-10.0822,-10.0822
25.28,-10.0865,-10.0865
25.29,-10.0908,-10.0908
25.3,-10.0951,-10.0951
25.31,-10.0994,-10.0994
25.32,-10.1036,-10.1036
25.33,-10.1079,-10.1079
25.34,-10.1121,-10.1121
25.35,-10.1163,-10.1163
25.36,-10.1205,-10.1205
25.37,-10.1247,-10.1247
25.38,-10.1289,-10.1289
25.39,-10.133,-10.133
25.4,-10.1371,-10.1371
25.41,-10.1413,-10.1413
25.42,-10.1454,-10.1454
25.43,-10.1494,-10.1494
25.44,-10.1535,-10.1535
25.45,-10.1576,-10.1576
25.46,-10.1616,-10.1616
25.47,-10.1656,-10.1656
25.48,-10.1696,-10.1696
25.49,-10.1736,-10.1736
25.5,-10.1776,-10.1776
25.51,-10.1815,-10.1815
25.52,-10.1855,-10.1855
25.53,-10.1894,-10.1894
25.54,-10.1933,-10.1933
25.55,-10.1972,-10.1972
25.56,-10.2011,-10.2011
25.57,-10.2049,-10.2049
25.58,-10.2087,-10.2087
25.59,-10.2126,-10.2126
25.6,-10.2164,-10.2164
25.61,-10.2202,-10.2202
25.62,-10.2239,-10.2239
25.63,-10.2277,-10.2277
25.64,-10.2314,-10.2314
25.65,-10.2351,-10.2351
25.66,-10.2388,-10.2388
25.67,-10.2425,-10.2425
25.68,-10.2462,-10.2462
25.69,-10.2498,-10.2498
25.7,-10.2534,-10.2534
25.71,-10.2571,-10.2571
25.72,-10.2607,-10.2607
25.73,-10.2642,-10.2642
25.74,-10.2678,-10.2678
25.75,-10.2713,-10.2713
25.76,-10.2749,-10.2749
25.77,-10.2784,-10.2784
25.78,-10.2818,-10.2818
25.79,-10.2853,-10.2853
25.8,-10.2888,-10.2888
25.81,-10.2922,-10.2922
25.82,-10.2956,-10.2956
25.83,-10.299,-10.299
25.84,-10.3024,-10.3024
25.85,-10.3058,-10.3058
25.86,-10.3091,-10.3091
25.87,-10.3124,-10.3124
25.88,-10.3157,-10.3157
25.89,-10.319,-10.319
25.9,-10.3223,-10.3223
25.91,-10.3256,-10.3256
25.92,-10.3288,-10.3288
25.93,-10.332,-10.332
25.94,-10.3352,-10.3352
25.95,-10.3384,-10.3384
25.96,-10.3415,-10.3415
25.97,-10.3447,-10.3447
25.98,-10.3478,-10.3478
25.99,-10.3509,-10.3509
26.0,-10.354,-10.354
26.01,-10.357,-10.357
26.02,-10.3601,-10.3601
26.03,-10.3631,-10.3631
26.04,-10.3661,-10.3661
26.05,-10.3691,-10.3691
26.06,-10.3721,-10.3721
26.07,-10.375,-10.375
26.08,-10.378,-10.378
26.09,-10.3809,-10.3809
26.1,-10.3838,-10.3838
26.11,-10.3866,-10.3866
26.12,-10.3895,-10.3895
26.13,-10.3923,-10.3923
26.14,-10.3951,-10.3951
26.15,-10.3979,-10.3979
26.16,-10.4007,-10.4007
26.17,-10.4035,-10.4035
26.18,-10.4062,-10.4062
26.19,-10.4089,-10.4089
26.2,-10.4116,-10.4116
26.21,-10.4143,-10.4143
26.22,-10.4169,-10.4169
26.23,-10.4196,-10.4196
26.24,-10.4222,-10.4222
26.25,-10.4248,-10.4248
26.26,-10.4274,-10.4274
26.27,-10.4299,-10.4299
26.28,-10.4325,-10.4325
26.29,-10.435,-10.435
26.3,-10.4375,-10.4375
26.31,-10.4399,-10.4399
26.32,-10.4424,-10.4424
26.33,-10.4448,-10.4448
26.34,-10.4472,-10.4472
26.35,-10.4496,-10.4496
26.36,-10.452,-10.452
26.37,-10.4544,-10.4544
26.38,-10.4567,-10.4567
26.39,-10.459,-10.459
26.4,-10.4613,-10.4613
26.41,-10.4635,-10.4635
26.42,-10.4658,-10.4658
26.43,-10.468,-10.468
26.44,-10.4702,-10.4702
26.45,-10.4724,-10.4724
26.46,-10.4746,-10.4746
26.47,-10.4767,-10.4767
26.48,-10.4788,-10.4788
26.49,-10.4809,-10.4809
26.5,-10.483,-10.483
26.51,-10.4851,-10.4851
26.52,-10.4871,-10.4871
26.53,-10.4891,-10.4891
26.54,-10.4911,-10.4911
26.55,-10.4931,-10.4931
26.56,-10.4951,-10.4951
26.57,-10.497,-10.497
26.58,-10.4989,-10.4989
26.59,-10.5008,-10.5008
26.6,-10.5026,-10.5026
26.61,-10.5045,-10.5045
26.62,-10.5063,-10.5063
26.63,-10.5081,-10.5081
26.64,-10.5099,-10.5099
26.65,-10.5116,-10.5116
26.66,-10.5134,-10.5134
26.67,-10.5151,-10.5151
26.68,-10.5168,-10.5168
26.69,-10.5184,-10.5184
26.7,-10.5201,-10.5201
26.71,-10.5217,-10.5217
26.72,-10.5233,-10.5233
26.73,-10.5249,-10.5249
26.74,-10.5265,-10.5265
26.75,-10.528,-10.528
26.76,-10.5295,-10.5295
26.77,-10.531,-10.531
26.78,-10.5325,-10.5325
26.79,-10.5339,-10.5339
26.8,-10.5353,-10.5353
26.81,-10.5367,-10.5367
26.82,-10.5381,-10.5381
26.83,-10.5395,-10.5395
26.84,-10.5408,-10.5408
26.85,-10.5421,-10.5421
26.86,-10.5434,-10.5434
26.87,-10.5447,-10.5447
26.88,-10.5459,-10.5459
26.89,-10.5471,-10.5471
26.9,-10.5483,-10.5483
26.91,-10.5495,-10.5495
26.92,-10.5507,-10.5507
26.93,-10.5518,-10.5518
26.94,-10.5529,-10.5529
26.95,-10.554,-10.554
26.96,-10.555,-10.555
26.97,-10.5561,-10.5561
26.98,-10.5571,-10.5571
26.99,-10.5581,-10.5581
27.0,-10.559,-10.559
27.01,-10.56,-10.56
27.02,-10.5609,-10.5609
27.03,-10.5618,-10.5618
27.04,-10.5627,-10.5627
27.05,-10.5635,-10.5635
27.06,-10.5643,-10.5643
27.07,-10.5651,-10.5651
27.08,-10.5659,-10.5659
27.09,-10.5667,-10.5667
27.1,-10.5674,-10.5674
27.11,-10.5681,-10.5681
27.12,-10.5688,-10.5688
27.13,-10.5694,-10.5694
27.14,-10.5701,-10.5701
27.15,-10.5707,-10.5707
27.16,-10.5713,-10.5713
27.17,-10.5718,-10.5718
27.18,-10.5724,-10.5724
27.19,-10.5729,-10.5729
27.2,-10.5734,-10.5734
27.21,-10.5739,-10.5739
27.22,-10.5743,-10.5743
27.23,-10.5747,-10.5747
27.24,-10.5751,-10.5751
27.25,-10.5755,-10.5755
27.26,-10.5758,-10.5758
27.27,-10.5762,-10.5762
27.28,-10.5765,-10.5765
27.29,-10.5767,-10.5767
27.3,-10.577,-10.577
27.31,-10.5772,-10.5772
27.32,-10.5774,-10.5774
27.33,-10.5776,-10.5776
27.34,-10.5777,-10.5777
27.35,-10.5779,-10.5779
27.36,-10.578,-10.578
27.37,-10.578,-10.578
27.38,-10.5781,-10.5781
27.39,-10.5781,-10.5781
27.4,-10.5781,-10.5781
27.41,-10.5781,-10.5781
27.42,-10.5781,-10.5781
27.43,-10.578,-10.578
27.44,-10.5779,-10.5779
27.45,-10.5778,-10.5778
27.46,-10.5776,-10.5776
27.47,-10.5774,-10.5774
27.48,-10.5773,-10.5773
27.49,-10.577,-10.577
27.5,-10.5768,-10.5768
27.51,-10.5765,-10.5765
27.52,-10.5762,-10.5762
27.53,-10.5759,-10.5759
27.54,-10.5755,-10.5755
27.55,-10.5752,-10.5752
27.56,-10.5748,-10.5748
27.57,-10.5743,-10.5743
27.58,-10.5739,-10.5739
27.59,-10.5734,-10.5734
27.6,-10.5729,-10.5729
27.61,-10.5724,-10.5724
27.62,-10.5718,-10.5718
27.63,-10.5713,-10.5713
27.64,-10.5707,-10.5707
27.65,-10.57,-10.57
27.66,-10.5694,-10.5694
27.67,-10.5687,-10.5687
27.68,-10.568,-10.568
27.69,-10.5673,-10.5673
27.7,-10.5665,-10.5665
27.71,-10.5657,-10.5657
27.72,-10.5649,-10.5649
27.73,-10.5641,-10.5641
27.74,-10.5632,-10.5632
27.75,-10.5623,-10.5623
27.76,-10.5614,-10.5614
27.77,-10.5605,-10.5605
27.78,-10.5595,-10.5595
27.79,-10.5585,-10.5585
27.8,-10.5575,-10.5575
27.81,-10.5565,-10.5565
27.82,-10.5554,-10.5554
27.83,-10.5543,-10.5543
27.84,-10.5532,-10.5532
27.85,-10.552,-10.552
27.86,-10.5509,-10.5509
27.87,-10.5497,-10.5497
27.88,-10.5484,-10.5484
27.89,-10.5472,-10.5472
27.9,-10.5459,-10.5459
27.91,-10.5446,-10.5446
27.92,-10.5433,-10.5433
27.93,-10.5419,-10.5419
27.94,-10.5405,-10.5405
27.95,-10.5391,-10.5391
27.96,-10.5377,-10.5377
27.97,-10.5362,-10.5362
27.98,-10.5347,-10.5347
27.99,-10.5332,-10.5332
28.0,-10.5317,-10.5317
28.01,-10.5301,-10.5301
28.02,-10.5285,-10.5285
28.03,-10.5269,-10.5269
28.04,-10.5252,-10.5252
28.05,-10.5235,-10.5235
28.06,-10.5218,-10.5218
28.07,-10.5201,-10.5201
28.08,-10.5183,-10.5183
28.09,-10.5165,-10.5165
28.1,-10.5147,-10.5147
28.11,-10.5129,-10.5129
28.12,-10.511,-10.511
28.13,-10.5091,-10.5091
28.14,-10.5072,-10.5072
28.15,-10.5053,-10.5053
28.16,-10.5033,-10.5033
28.17,-10.5013,-10.5013
28.18,-10.4992,-10.4992
28.19,-10.4972,-10.4972
28.2,-10.4951,-10.4951
28.21,-10.493,-10.493
28.22,-10.4908,-10.4908
28.23,-10.4887,-10.4887
28.24,-10.4865,-10.4865
28.25,-10.4843,-10.4843
28.26,-10.482,-10.482
28.27,-10.4797,-10.4797
28.28,-10.4774,-10.4774
28.29,-10.4751,-10.4751
28.3,-10.4727,-10.4727
28.31,-10.4704,-10.4704
28.32,-10.4679,-10.4679
28.33,-10.4655,-10.4655
28.34,-10.463,-10.463
28.35,-10.4605,-10.4605
28.36,-10.458,-10.458
28.37,-10.4555,-10.4555
28.38,-10.4529,-10.4529
28.39,-10.4503,-10.4503
28.4,-10.4476,-10.4476
28.41,-10.445,-10.445
28.42,-10.4423,-10.4423
28.43,-10.4396,-10.4396
28.44,-10.4368,-10.4368
28.45,-10.434,-10.434
28.46,-10.4312,-10.4312
28.47,-10.4284,-10.4284
28.48,-10.4256,-10.4256
28.49,-10.4227,-10.4227
28.5,-10.4198,-10.4198
28.51,-10.4168,-10.4168
28.52,-10.4138,-10.4138
28.53,-10.4108,-10.4108
28.54,-10.4078,-10.4078
28.55,-10.4048,-10.4048
28.56,-10.4017,-10.4017
28.57,-10.3986,-10.3986
28.58,-10.3954,-10.3954
28.59,-10.3923,-10.3923
28.6,-10.3891,-10.3891
28.61,-10.3859,-10.3859
28.62,-10.3826,-10.3826
28.63,-10.3793,-10.3793
28.64,-10.376,-10.376
28.65,-10.3727,-10.3727
28.66,-10.3693,-10.3693
28.67,-10.3659,-10.3659
28.68,-10.3625,-10.3625
28.69,-10.3591,-10.3591
28.7,-10.3556,-10.3556
28.71,-10.3521,-10.3521
28.72,-10.3485,-10.3485
28.73,-10.345,-10.345
28.74,-10.3414,-10.3414
28.75,-10.3378,-10.3378
28.76,-10.3341,-10.3341
28.77,-10.3305,-10.3305
28.78,-10.3267,-10.3267
28.79,-10.323,-10.323
28.8,-10.3193,-10.3193
28.81,-10.3155,-10.3155
28.82,-10.3116,-10.3116
28.83,-10.3078,-10.3078
28.84,-10.3039,-10.3039
28.85,-10.3,-10.3
28.86,-10.2961,-10.2961
28.87,-10.2921,-10.2921
28.88,-10.2881,-10.2881
28.89,-10.2841,-10.2841
28.9,-10.2801,-10.2801
28.91,-10.276,-10.276
28.92,-10.2719,-10.2719
28.93,-10.2678,-10.2678
28.94,-10.2636,-10.2636
28.95,-10.2594,-10.2594
28.96,-10.2552,-10.2552
28.97,-10.2509,-10.2509
28.98,-10.2467,-10.2467
28.99,-10.2424,-10.2424
29.0,-10.238,-10.238
29.01,-10.2337,-10.2337
29.02,-10.2293,-10.2293
