dt,WR_x,WR_y
0.0,12.0,12.0
0.01,12.0,12.0
0.02,11.9999,11.9999
0.03,11.9999,11.9999
0.04,11.9997,11.9997
0.05,11.9996,11.9996
0.06,11.9994,11.9994
0.07,11.9992,11.9992
0.08,11.9989,11.9989
0.09,11.9987,11.9987
0.1,11.9983,11.9983
0.11,11.998,11.998
0.12,11.9976,11.9976
0.13,11.9972,11.9972
0.14,11.9967,11.9967
0.15,11.9963,11.9963
0.16,11.9957,11.9957
0.17,11.9952,11.9952
0.18,11.9946,11.9946
0.19,11.994,11.994
0.2,11.9933,11.9933
0.21,11.9927,11.9927
0.22,11.9919,11.9919
0.23,11.9912,11.9912
0.24,11.9904,11.9904
0.25,11.9896,11.9896
0.26,11.9887,11.9887
0.27,11.9879,11.9879
0.28,11.9869,11.9869
0.29,11.986,11.986
0.3,11.985,11.985
0.31,11.984,11.984
0.32,11.9829,11.9829
0.33,11.9819,11.9819
0.34,11.9807,11.9807
0.35,11.9796,11.9796
0.36,11.9784,11.9784
0.37,11.9772,11.9772
0.38,11.9759,11.9759
0.39,11.9747,11.9747
0.4,11.9734,11.9734
0.41,11.972,11.972
0.42,11.9706,11.9706
0.43,11.9692,11.9692
0.44,11.9678,11.9678
0.45,11.9663,11.9663
0.46,11.9648,11.9648
0.47,11.9632,11.9632
0.48,11.9616,11.9616
0.49,11.96,11.96
0.5,11.9584,11.9584
0.51,11.9567,11.9567
0.52,11.955,11.955
0.53,11.9532,11.9532
0.54,11.9515,11.9515
0.55,11.9497,11.9497
0.56,11.9478,11.9478
0.57,11.9459,11.9459
0.58,11.944,11.944
0.59,11.9421,11.9421
0.6,11.9401,11.9401
0.61,11.9381,11.9381
0.62,11.936,11.936
0.63,11.934,11.934
0.64,11.9319,11.9319
0.65,11.9297,11.9297
0.66,11.9275,11.9275
0.67,11.9253,11.9253
0.68,11.9231,11.9231
0.69,11.9208,11.9208
0.7,11.9185,11.9185
0.71,11.9162,11.9162
0.72,11.9138,11.9138
0.73,11.9114,11.9114
0.74,11.909,11.909
0.75,11.9065,11.9065
0.76,11.904,11.904
0.77,11.9015,11.9015
0.78,11.8989,11.8989
0.79,11.8963,11.8963
0.8,11.8936,11.8936
0.81,11.891,11.891
0.82,11.8883,11.8883
0.83,11.8855,11.8855
0.84,11.8828,11.8828
0.85,11.88,11.88
0.86,11.8772,11.8772
0.87,11.8743,11.8743
0.88,11.8714,11.8714
0.89,11.8685,11.8685
0.9,11.8655,11.8655
0.91,11.8625,11.8625
0.92,11.8595,11.8595
0.93,11.8564,11.8564
0.94,11.8533,11.8533
0.95,11.8502,11.8502
0.96,11.8471,11.8471
0.97,11.8439,11.8439
0.98,11.8406,11.8406
0.99,11.8374,11.8374
1.0,11.8341,11.8341
1.01,11.8308,11.8308
1.02,11.8274,11.8274
1.03,11.824,11.824
1.04,11.8206,11.8206
1.05,11.8172,11.8172
1.06,11.8137,11.8137
1.07,11.8102,11.8102
1.08,11.8066,11.8066
1.09,11.8031,11.8031
1.1,11.7995,11.7995
1.11,11.7958,11.7958
1.12,11.7921,11.7921
1.13,11.7884,11.7884
1.14,11.7847,11.7847
1.15,11.7809,11.7809
1.16,11.7771,11.7771
1.17,11.7733,11.7733
1.18,11.7694,11.7694
1.19,11.7655,11.7655
1.2,11.7616,11.7616
1.21,11.7576,11.7576
1.22,11.7536,11.7536
1.23,11.7496,11.7496
1.24,11.7456,11.7456
1.25,11.7415,11.7415
1.26,11.7373,11.7373
1.27,11.7332,11.7332
1.28,11.729,11.729
1.29,11.7248,11.7248
1.3,11.7205,11.7205
1.31,11.7162,11.7162
1.32,11.7119,11.7119
1.33,11.7076,11.7076
1.34,11.7032,11.7032
1.35,11.6988,11.6988
1.36,11.6944,11.6944
1.37,11.6899,11.6899
1.38,11.6854,11.6854
1.39,11.6808,11.6808
1.4,11.6763,11.6763
1.41,11.6717,11.6717
1.42,11.6671,11.6671
1.43,11.6624,11.6624
1.44,11.6577,11.6577
1.45,11.653,11.653
1.46,11.6482,11.6482
1.47,11.6434,11.6434
1.48,11.6386,11.6386
1.49,11.6338,11.6338
1.5,11.6289,11.6289
1.51,11.624,11.624
1.52,11.619,11.619
1.53,11.6141,11.6141
1.54,11.609,11.609
1.55,11.604,11.604
1.56,11.5989,11.5989
1.57,11.5938,11.5938
1.58,11.5887,11.5887
1.59,11.5835,11.5835
1.6,11.5784,11.5784
1.61,11.5731,11.5731
1.62,11.5679,11.5679
1.63,11.5626,11.5626
1.64,11.5573,11.5573
1.65,11.5519,11.5519
1.66,11.5465,11.5465
1.67,11.5411,11.5411
1.68,11.5357,11.5357
1.69,11.5302,11.5302
1.7,11.5247,11.5247
1.71,11.5192,11.5192
1.72,11.5136,11.5136
1.73,11.508,11.508
1.74,11.5024,11.5024
1.75,11.4968,11.4968
1.76,11.4911,11.4911
1.77,11.4854,11.4854
1.78,11.4796,11.4796
1.79,11.4738,11.4738
1.8,11.468,11.468
1.81,11.4622,11.4622
1.82,11.4563,11.4563
1.83,11.4504,11.4504
1.84,11.4445,11.4445
1.85,11.4385,11.4385
1.86,11.4325,11.4325
1.87,11.4265,11.4265
1.88,11.4205,11.4205
1.89,11.4144,11.4144
1.9,11.4083,11.4083
1.91,11.4021,11.4021
1.92,11.396,11.396
1.93,11.3898,11.3898
1.94,11.3835,11.3835
1.95,11.3773,11.3773
1.96,11.371,11.371
1.97,11.3647,11.3647
1.98,11.3583,11.3583
1.99,11.352,11.352
2.0,11.3455,11.3455
2.01,11.3391,11.3391
2.02,11.3326,11.3326
2.03,11.3261,11.3261
2.04,11.3196,11.3196
2.05,11.3131,11.3131
2.06,11.3065,11.3065
2.07,11.2999,11.2999
2.08,11.2932,11.2932
2.09,11.2865,11.2865
2.1,11.2798,11.2798
2.11,11.2731,11.2731
2.12,11.2663,11.2663
2.13,11.2595,11.2595
2.14,11.2527,11.2527
2.15,11.2459,11.2459
2.16,11.239,11.239
2.17,11.2321,11.2321
2.18,11.2251,11.2251
2.19,11.2182,11.2182
2.2,11.2112,11.2112
2.21,11.2041,11.2041
2.22,11.1971,11.1971
2.23,11.19,11.19
2.24,11.1829,11.1829
2.25,11.1758,11.1758
2.26,11.1686,11.1686
2.27,11.1614,11.1614
2.28,11.1542,11.1542
2.29,11.1469,11.1469
2.3,11.1396,11.1396
2.31,11.1323,11.1323
2.32,11.125,11.125
2.33,11.1176,11.1176
2.34,11.1102,11.1102
2.35,11.1028,11.1028
2.36,11.0953,11.0953
2.37,11.0878,11.0878
2.38,11.0803,11.0803
2.39,11.0728,11.0728
2.4,11.0652,11.0652
2.41,11.0576,11.0576
2.42,11.05,11.05
2.43,11.0423,11.0423
2.44,11.0346,11.0346
2.45,11.0269,11.0269
2.46,11.0192,11.0192
2.47,11.0114,11.0114
2.48,11.0036,11.0036
2.49,10.9958,10.9958
2.5,10.988,10.988
2.51,10.9801,10.9801
2.52,10.9722,10.9722
2.53,10.9642,10.9642
2.54,10.9563,10.9563
2.55,10.9483,10.9483
2.56,10.9403,10.9403
2.57,10.9322,10.9322
2.58,10.9242,10.9242
2.59,10.9161,10.9161
2.6,10.9079,10.9079
2.61,10.8998,10.8998
2.62,10.8916,10.8916
2.63,10.8834,10.8834
2.64,10.8752,10.8752
2.65,10.8669,10.8669
2.66,10.8586,10.8586
2.67,10.8503,10.8503
2.68,10.842,10.842
2.69,10.8336,10.8336
2.7,10.8252,10.8252
2.71,10.8168,10.8168
2.72,10.8083,10.8083
2.73,10.7998,10.7998
2.74,10.7913,10.7913
2.75,10.7828,10.7828
2.76,10.7742,10.7742
2.77,10.7657,10.7657
2.78,10.757,10.757
2.79,10.7484,10.7484
2.8,10.7397,10.7397
2.81,10.7311,10.7311
2.82,10.7223,10.7223
2.83,10.7136,10.7136
2.84,10.7048,10.7048
2.85,10.696,10.696
2.86,10.6872,10.6872
2.87,10.6784,10.6784
2.88,10.6695,10.6695
2.89,10.6606,10.6606
2.9,10.6517,10.6517
2.91,10.6427,10.6427
2.92,10.6337,10.6337
2.93,10.6247,10.6247
2.94,10.6157,10.6157
2.95,10.6066,10.6066
2.96,10.5975,10.5975
2.97,10.5884,10.5884
2.98,10.5793,10.5793
2.99,10.5701,10.5701
3.0,10.561,10.561
3.01,10.5518,10.5518
3.02,10.5425,10.5425
3.03,10.5333,10.5333
3.04,10.524,10.524
3.05,10.5147,10.5147
3.06,10.5053,10.5053
3.07,10.496,10.496
3.08,10.4866,10.4866
3.09,10.4772,10.4772
3.1,10.4677,10.4677
3.11,10.4583,10.4583
3.12,10.4488,10.4488
3.13,10.4393,10.4393
3.14,10.4297,10.4297
3.15,10.4202,10.4202
3.16,10.4106,10.4106
3.17,10.401,10.401
3.18,10.3913,10.3913
3.19,10.3817,10.3817
3.2,10.372,10.372
3.21,10.3623,10.3623
3.22,10.3525,10.3525
3.23,10.3428,10.3428
3.24,10.333,10.333
3.25,10.3232,10.3232
3.26,10.3134,10.3134
3.27,10.3035,10.3035
3.28,10.2936,10.2936
3.29,10.2837,10.2837
3.3,10.2738,10.2738
3.31,10.2638,10.2638
3.32,10.2539,10.2539
3.33,10.2439,10.2439
3.34,10.2338,10.2338
3.35,10.2238,10.2238
3.36,10.2137,10.2137
3.37,10.2036,10.2036
3.38,10.1935,10.1935
3.39,10.1834,10.1834
3.4,10.1732,10.1732
3.41,10.163,10.163
3.42,10.1528,10.1528
3.43,10.1426,10.1426
3.44,10.1323,10.1323
3.45,10.122,10.122
3.46,10.1117,10.1117
3.47,10.1014,10.1014
3.48,10.091,10.091
3.49,10.0807,10.0807
3.5,10.0703,10.0703
3.51,10.0598,10.0598
3.52,10.0494,10.0494
3.53,10.0389,10.0389
3.54,10.0284,10.0284
3.55,10.0179,10.0179
3.56,10.0074,10.0074
3.57,9.99684,9.99684
3.58,9.98626,9.98626
3.59,9.97566,9.97566
3.6,9.96503,9.96503
3.61,9.95439,9.95439
3.62,9.94372,9.94372
3.63,9.93303,9.93303
3.64,9.92231,9.92231
3.65,9.91158,9.91158
3.66,9.90082,9.90082
3.67,9.89004,9.89004
3.68,9.87924,9.87924
3.69,9.86842,9.86842
3.7,9.85757,9.85757
3.71,9.8467,9.8467
3.72,9.83581,9.83581
3.73,9.8249,9.8249
3.74,9.81397,9.81397
3.75,9.80302,9.80302
3.76,9.79204,9.79204
3.77,9.78104,9.78104
3.78,9.77002,9.77002
3.79,9.75898,9.75898
3.8,9.74792,9.74792
3.81,9.73684,9.73684
3.82,9.72574,9.72574
3.83,9.71461,9.71461
3.84,9.70347,9.70347
3.85,9.6923,9.6923
3.86,9.68111,9.68111
3.87,9.6699,9.6699
3.88,9.65867,9.65867
3.89,9.64742,9.64742
3.9,9.63615,9.63615
3.91,9.62486,9.62486
3.92,9.61355,9.61355
3.93,9.60222,9.60222
3.94,9.59086,9.59086
3.95,9.57949,9.57949
3.96,9.56809,9.56809
3.97,9.55668,9.55668
3.98,9.54525,9.54525
3.99,9.53379,9.53379
4.0,9.52232,9.52232
4.01,9.51082,9.51082
4.02,9.49931,9.49931
4.03,9.48777,9.48777
4.04,9.47621,9.47621
4.05,9.46464,9.46464
4.06,9.45305,9.45305
4.07,9.44143,9.44143
4.08,9.4298,9.4298
4.09,9.41814,9.41814
4.1,9.40647,9.40647
4.11,9.39478,9.39478
4.12,9.38306,9.38306
4.13,9.37133,9.37133
4.14,9.35958,9.35958
4.15,9.34781,9.34781
4.16,9.33602,9.33602
4.17,9.32421,9.32421
4.18,9.31239,9.31239
4.19,9.30054,9.30054
4.2,9.28867,9.28867
4.21,9.27679,9.27679
4.22,9.26489,9.26489
4.23,9.25296,9.25296
4.24,9.24102,9.24102
4.25,9.22906,9.22906
4.26,9.21709,9.21709
4.27,9.20509,9.20509
4.28,9.19307,9.19307
4.29,9.18104,9.18104
4.3,9.16899,9.16899
4.31,9.15692,9.15692
4.32,9.14483,9.14483
4.33,9.13272,9.13272
4.34,9.1206,9.1206
4.35,9.10846,9.10846
4.36,9.0963,9.0963
4.37,9.08412,9.08412
4.38,9.07192,9.07192
4.39,9.05971,9.05971
4.4,9.04748,9.04748
4.41,9.03523,9.03523
4.42,9.02296,9.02296
4.43,9.01067,9.01067
4.44,8.99837,8.99837
4.45,8.98605,8.98605
4.46,8.97371,8.97371
4.47,8.96136,8.96136
4.48,8.94899,8.94899
4.49,8.9366,8.9366
4.5,8.92419,8.92419
4.51,8.91177,8.91177
4.52,8.89933,8.89933
4.53,8.88687,8.88687
4.54,8.8744,8.8744
4.55,8.86191,8.86191
4.56,8.8494,8.8494
4.57,8.83688,8.83688
4.58,8.82434,8.82434
4.59,8.81178,8.81178
4.6,8.79921,8.79921
4.61,8.78662,8.78662
4.62,8.77401,8.77401
4.63,8.76139,8.76139
4.64,8.74875,8.74875
4.65,8.73609,8.73609
4.66,8.72342,8.72342
4.67,8.71073,8.71073
4.68,8.69803,8.69803
4.69,8.68531,8.68531
4.7,8.67258,8.67258
4.71,8.65982,8.65982
4.72,8.64706,8.64706
4.73,8.63427,8.63427
4.74,8.62148,8.62148
4.75,8.60866,8.60866
4.76,8.59583,8.59583
4.77,8.58299,8.58299
4.78,8.57013,8.57013
4.79,8.55725,8.55725
4.8,8.54436,8.54436
4.81,8.53146,8.53146
4.82,8.51854,8.51854
4.83,8.5056,8.5056
4.84,8.49265,8.49265
4.85,8.47968,8.47968
4.86,8.4667,8.4667
4.87,8.45371,8.45371
4.88,8.4407,8.4407
4.89,8.42767,8.42767
4.9,8.41463,8.41463
4.91,8.40158,8.40158
4.92,8.38851,8.38851
4.93,8.37543,8.37543
4.94,8.36233,8.36233
4.95,8.34922,8.34922
4.96,8.33609,8.33609
4.97,8.32295,8.32295
4.98,8.3098,8.3098
4.99,8.29663,8.29663
5.0,8.28345,8.28345
5.01,8.27025,8.27025
5.02,8.25704,8.25704
5.03,8.24382,8.24382
5.04,8.23058,8.23058
5.05,8.21733,8.21733
5.06,8.20407,8.20407
5.07,8.19079,8.19079
5.08,8.1775,8.1775
5.09,8.16419,8.16419
5.1,8.15087,8.15087
5.11,8.13754,8.13754
5.12,8.1242,8.1242
5.13,8.11084,8.11084
5.14,8.09747,8.09747
5.15,8.08408,8.08408
5.16,8.07069,8.07069
5.17,8.05728,8.05728
5.18,8.04385,8.04385
5.19,8.03042,8.03042
5.2,8.01697,8.01697
5.21,8.00351,8.00351
5.22,7.99004,7.99004
5.23,7.97655,7.97655
5.24,7.96305,7.96305
5.25,7.94954,7.94954
5.26,7.93602,7.93602
5.27,7.92248,7.92248
5.28,7.90894,7.90894
5.29,7.89538,7.89538
5.3,7.88181,7.88181
5.31,7.86822,7.86822
5.32,7.85463,7.85463
5.33,7.84102,7.84102
5.34,7.8274,7.8274
5.35,7.81377,7.81377
5.36,7.80013,7.80013
5.37,7.78647,7.78647
5.38,7.77281,7.77281
5.39,7.75913,7.75913
5.4,7.74544,7.74544
5.41,7.73174,7.73174
5.42,7.71803,7.71803
5.43,7.70431,7.70431
5.44,7.69058,7.69058
5.45,7.67683,7.67683
5.46,7.66308,7.66308
5.47,7.64931,7.64931
5.48,7.63554,7.63554
5.49,7.62175,7.62175
5.5,7.60795,7.60795
5.51,7.59414,7.59414
5.52,7.58032,7.58032
5.53,7.56649,7.56649
5.54,7.55265,7.55265
5.55,7.5388,7.5388
5.56,7.52493,7.52493
5.57,7.51106,7.51106
5.58,7.49718,7.49718
5.59,7.48329,7.48329
5.6,7.46939,7.46939
5.61,7.45547,7.45547
5.62,7.44155,7.44155
5.63,7.42762,7.42762
5.64,7.41368,7.41368
5.65,7.39972,7.39972
5.66,7.38576,7.38576
5.67,7.37179,7.37179
5.68,7.35781,7.35781
5.69,7.34382,7.34382
5.7,7.32982,7.32982
5.71,7.31581,7.31581
5.72,7.30179,7.30179
5.73,7.28776,7.28776
5.74,7.27372,7.27372
5.75,7.25968,7.25968
5.76,7.24562,7.24562
5.77,7.23156,7.23156
5.78,7.21748,7.21748
5.79,7.2034,7.2034
5.8,7.18931,7.18931
5.81,7.17521,7.17521
5.82,7.1611,7.1611
5.83,7.14698,7.14698
5.84,7.13286,7.13286
5.85,7.11872,7.11872
5.86,7.10458,7.10458
5.87,7.09043,7.09043
5.88,7.07627,7.07627
5.89,7.0621,7.0621
5.9,7.04793,7.04793
5.91,7.03374,7.03374
5.92,7.01955,7.01955
5.93,7.00535,7.00535
5.94,6.99115,6.99115
5.95,6.97693,6.97693
5.96,6.96271,6.96271
5.97,6.94848,6.94848
5.98,6.93424,6.93424
5.99,6.91999,6.91999
6.0,6.90574,6.90574
6.01,6.89148,6.89148
6.02,6.87721,6.87721
6.03,6.86293,6.86293
6.04,6.84865,6.84865
6.05,6.83436,6.83436
6.06,6.82006,6.82006
6.07,6.80575,6.80575
6.08,6.79144,6.79144
6.09,6.77712,6.77712
6.1,6.7628,6.7628
6.11,6.74847,6.74847
6.12,6.73413,6.73413
6.13,6.71978,6.71978
6.14,6.70543,6.70543
6.15,6.69107,6.69107
6.16,6.6767,6.6767
6.17,6.66233,6.66233
6.18,6.64795,6.64795
6.19,6.63357,6.63357
6.2,6.61918,6.61918
6.21,6.60478,6.60478
6.22,6.59038,6.59038
6.23,6.57597,6.57597
6.24,6.56155,6.56155
6.25,6.54713,6.54713
6.26,6.5327,6.5327
6.27,6.51827,6.51827
6.28,6.50383,6.50383
6.29,6.48939,6.48939
6.3,6.47494,6.47494
6.31,6.46048,6.46048
6.32,6.44602,6.44602
6.33,6.43156,6.43156
6.34,6.41708,6.41708
6.35,6.40261,6.40261
6.36,6.38812,6.38812
6.37,6.37364,6.37364
6.38,6.35914,6.35914
6.39,6.34465,6.34465
6.4,6.33014,6.33014
6.41,6.31564,6.31564
6.42,6.30112,6.30112
6.43,6.28661,6.28661
6.44,6.27208,6.27208
6.45,6.25756,6.25756
6.46,6.24303,6.24303
6.47,6.22849,6.22849
6.48,6.21395,6.21395
6.49,6.19941,6.19941
6.5,6.18486,6.18486
6.51,6.1703,6.1703
6.52,6.15575,6.15575
6.53,6.14118,6.14118
6.54,6.12662,6.12662
6.55,6.11205,6.11205
6.56,6.09748,6.09748
6.57,6.0829,6.0829
6.58,6.06832,6.06832
6.59,6.05373,6.05373
6.6,6.03914,6.03914
6.61,6.02455,6.02455
6.62,6.00995,6.00995
6.63,5.99535,5.99535
6.64,5.98075,5.98075
6.65,5.96614,5.96614
6.66,5.95153,5.95153
6.67,5.93692,5.93692
6.68,5.9223,5.9223
6.69,5.90768,5.90768
6.7,5.89306,5.89306
6.71,5.87843,5.87843
6.72,5.8638,5.8638
6.73,5.84917,5.84917
6.74,5.83453,5.83453
6.75,5.8199,5.8199
6.76,5.80526,5.80526
6.77,5.79061,5.79061
6.78,5.77597,5.77597
6.79,5.76132,5.76132
6.8,5.74667,5.74667
6.81,5.73201,5.73201
6.82,5.71736,5.71736
6.83,5.7027,5.7027
6.84,5.68804,5.68804
6.85,5.67338,5.67338
6.86,5.65871,5.65871
6.87,5.64405,5.64405
6.88,5.62938,5.62938
6.89,5.61471,5.61471
6.9,5.60003,5.60003
6.91,5.58536,5.58536
6.92,5.57068,5.57068
6.93,5.556,5.556
6.94,5.54132,5.54132
6.95,5.52664,5.52664
6.96,5.51196,5.51196
6.97,5.49727,5.49727
6.98,5.48259,5.48259
6.99,5.4679,5.4679
7.0,5.45321,5.45321
7.01,5.43852,5.43852
7.02,5.42383,5.42383
7.03,5.40914,5.40914
7.04,5.39445,5.39445
7.05,5.37975,5.37975
7.06,5.36506,5.36506
7.07,5.35036,5.35036
7.08,5.33566,5.33566
7.09,5.32097,5.32097
7.1,5.30627,5.30627
7.11,5.29157,5.29157
7.12,5.27687,5.27687
7.13,5.26217,5.26217
7.14,5.24747,5.24747
7.15,5.23277,5.23277
7.16,5.21807,5.21807
7.17,5.20336,5.20336
7.18,5.18866,5.18866
7.19,5.17396,5.17396
7.2,5.15926,5.15926
7.21,5.14455,5.14455
7.22,5.12985,5.12985
7.23,5.11515,5.11515
7.24,5.10045,5.10045
7.25,5.08575,5.08575
7.26,5.07104,5.07104
7.27,5.05634,5.05634
7.28,5.04164,5.04164
7.29,5.02694,5.02694
7.3,5.01224,5.01224
7.31,4.99754,4.99754
7.32,4.98284,4.98284
7.33,4.96814,4.96814
7.34,4.95344,4.95344
7.35,4.93874,4.93874
7.36,4.92405,4.92405
7.37,4.90935,4.90935
7.38,4.89466,4.89466
7.39,4.87996,4.87996
7.4,4.86527,4.86527
7.41,4.85058,4.85058
7.42,4.83589,4.83589
7.43,4.8212,4.8212
7.44,4.80651,4.80651
7.45,4.79182,4.79182
7.46,4.77714,4.77714
7.47,4.76245,4.76245
7.48,4.74777,4.74777
7.49,4.73309,4.73309
7.5,4.71841,4.71841
7.51,4.70373,4.70373
7.52,4.68905,4.68905
7.53,4.67438,4.67438
7.54,4.6597,4.6597
7.55,4.64503,4.64503
7.56,4.63036,4.63036
7.57,4.6157,4.6157
7.58,4.60103,4.60103
7.59,4.58637,4.58637
7.6,4.57171,4.57171
7.61,4.55705,4.55705
7.62,4.54239,4.54239
7.63,4.52774,4.52774
7.64,4.51308,4.51308
7.65,4.49843,4.49843
7.66,4.48379,4.48379
7.67,4.46914,4.46914
7.68,4.4545,4.4545
7.69,4.43986,4.43986
7.7,4.42522,4.42522
7.71,4.41059,4.41059
7.72,4.39596,4.39596
7.73,4.38133,4.38133
7.74,4.3667,4.3667
7.75,4.35208,4.35208
7.76,4.33746,4.33746
7.77,4.32284,4.32284
7.78,4.30823,4.30823
7.79,4.29362,4.29362
7.8,4.27901,4.27901
7.81,4.2644,4.2644
7.82,4.2498,4.2498
7.83,4.23521,4.23521
7.84,4.22061,4.22061
7.85,4.20602,4.20602
7.86,4.19143,4.19143
7.87,4.17685,4.17685
7.88,4.16227,4.16227
7.89,4.14769,4.14769
7.9,4.13312,4.13312
7.91,4.11855,4.11855
7.92,4.10399,4.10399
7.93,4.08942,4.08942
7.94,4.07487,4.07487
7.95,4.06031,4.06031
7.96,4.04576,4.04576
7.97,4.03122,4.03122
7.98,4.01668,4.01668
7.99,4.00214,4.00214
8.0,3.98761,3.98761
8.01,3.97308,3.97308
8.02,3.95855,3.95855
8.03,3.94403,3.94403
8.04,3.92952,3.92952
8.05,3.91501,3.91501
8.06,3.9005,3.9005
8.07,3.886,3.886
8.08,3.8715,3.8715
8.09,3.85701,3.85701
8.1,3.84252,3.84252
8.11,3.82804,3.82804
8.12,3.81356,3.81356
8.13,3.79908,3.79908
8.14,3.78461,3.78461
8.15,3.77015,3.77015
8.16,3.75569,3.75569
8.17,3.74124,3.74124
8.18,3.72679,3.72679
8.19,3.71235,3.71235
8.2,3.69791,3.69791
8.21,3.68347,3.68347
8.22,3.66905,3.66905
8.23,3.65462,3.65462
8.24,3.64021,3.64021
8.25,3.6258,3.6258
8.26,3.61139,3.61139
8.27,3.59699,3.59699
8.28,3.58259,3.58259
8.29,3.56821,3.56821
8.3,3.55382,3.55382
8.31,3.53944,3.53944
8.32,3.52507,3.52507
8.33,3.51071,3.51071
8.34,3.49634,3.49634
8.35,3.48199,3.48199
8.36,3.46764,3.46764
8.37,3.4533,3.4533
8.38,3.43896,3.43896
8.39,3.42463,3.42463
8.4,3.41031,3.41031
8.41,3.39599,3.39599
8.42,3.38168,3.38168
8.43,3.36737,3.36737
8.44,3.35307,3.35307
8.45,3.33878,3.33878
8.46,3.32449,3.32449
8.47,3.31021,3.31021
8.48,3.29594,3.29594
8.49,3.28167,3.28167
8.5,3.26741,3.26741
8.51,3.25316,3.25316
8.52,3.23891,3.23891
8.53,3.22467,3.22467
8.54,3.21044,3.21044
8.55,3.19621,3.19621
8.56,3.18199,3.18199
8.57,3.16778,3.16778
8.58,3.15357,3.15357
8.59,3.13937,3.13937
8.6,3.12518,3.12518
8.61,3.111,3.111
8.62,3.09682,3.09682
8.63,3.08265,3.08265
8.64,3.06848,3.06848
8.65,3.05433,3.05433
8.66,3.04018,3.04018
8.67,3.02604,3.02604
8.68,3.0119,3.0119
8.69,2.99778,2.99778
8.7,2.98366,2.98366
8.71,2.96954,2.96954
8.72,2.95544,2.95544
8.73,2.94134,2.94134
8.74,2.92725,2.92725
8.75,2.91317,2.91317
8.76,2.8991,2.8991
8.77,2.88503,2.88503
8.78,2.87098,2.87098
8.79,2.85693,2.85693
8.8,2.84288,2.84288
8.81,2.82885,2.82885
8.82,2.81482,2.81482
8.83,2.8008,2.8008
8.84,2.78679,2.78679
8.85,2.77279,2.77279
8.86,2.7588,2.7588
8.87,2.74481,2.74481
8.88,2.73083,2.73083
8.89,2.71686,2.71686
8.9,2.7029,2.7029
8.91,2.68895,2.68895
8.92,2.675,2.675
8.93,2.66107,2.66107
8.94,2.64714,2.64714
8.95,2.63322,2.63322
8.96,2.61931,2.61931
8.97,2.60541,2.60541
8.98,2.59151,2.59151
8.99,2.57763,2.57763
9.0,2.56375,2.56375
9.01,2.54988,2.54988
9.02,2.53602,2.53602
9.03,2.52217,2.52217
9.04,2.50833,2.50833
9.05,2.4945,2.4945
9.06,2.48067,2.48067
9.07,2.46686,2.46686
9.08,2.45305,2.45305
9.09,2.43926,2.43926
9.1,2.42547,2.42547
9.11,2.41169,2.41169
9.12,2.39792,2.39792
9.13,2.38416,2.38416
9.14,2.37041,2.37041
9.15,2.35667,2.35667
9.16,2.34293,2.34293
9.17,2.32921,2.32921
9.18,2.3155,2.3155
9.19,2.30179,2.30179
9.2,2.28809,2.28809
9.21,2.27441,2.27441
9.22,2.26073,2.26073
9.23,2.24707,2.24707
9.24,2.23341,2.23341
9.25,2.21976,2.21976
9.26,2.20612,2.20612
9.27,2.19249,2.19249
9.28,2.17887,2.17887
9.29,2.16526,2.16526
9.3,2.15166,2.15166
9.31,2.13807,2.13807
9.32,2.12449,2.12449
9.33,2.11092,2.11092
9.34,2.09736,2.09736
9.35,2.08381,2.08381
9.36,2.07027,2.07027
9.37,2.05674,2.05674
9.38,2.04322,2.04322
9.39,2.02971,2.02971
9.4,2.01621,2.01621
9.41,2.00272,2.00272
9.42,1.98924,1.98924
9.43,1.97577,1.97577
9.44,1.96231,1.96231
9.45,1.94886,1.94886
9.46,1.93542,1.93542
9.47,1.92199,1.92199
9.48,1.90858,1.90858
9.49,1.89517,1.89517
9.5,1.88177,1.88177
9.51,1.86838,1.86838
9.52,1.855,1.855
9.53,1.84164,1.84164
9.54,1.82828,1.82828
9.55,1.81494,1.81494
9.56,1.8016,1.8016
9.57,1.78828,1.78828
9.58,1.77496,1.77496
9.59,1.76166,1.76166
9.6,1.74837,1.74837
9.61,1.73509,1.73509
9.62,1.72182,1.72182
9.63,1.70856,1.70856
9.64,1.69531,1.69531
9.65,1.68207,1.68207
9.66,1.66884,1.66884
9.67,1.65563,1.65563
9.68,1.64242,1.64242
9.69,1.62923,1.62923
9.7,1.61604,1.61604
9.71,1.60287,1.60287
9.72,1.58971,1.58971
9.73,1.57656,1.57656
9.74,1.56342,1.56342
9.75,1.55029,1.55029
9.76,1.53717,1.53717
9.77,1.52407,1.52407
9.78,1.51097,1.51097
9.79,1.49789,1.49789
9.8,1.48482,1.48482
9.81,1.47175,1.47175
9.82,1.4587,1.4587
9.83,1.44567,1.44567
9.84,1.43264,1.43264
9.85,1.41962,1.41962
9.86,1.40662,1.40662
9.87,1.39363,1.39363
9.88,1.38065,1.38065
9.89,1.36768,1.36768
9.9,1.35472,1.35472
9.91,1.34177,1.34177
9.92,1.32884,1.32884
9.93,1.31591,1.31591
9.94,1.303,1.303
9.95,1.2901,1.2901
9.96,1.27721,1.27721
9.97,1.26433,1.26433
9.98,1.25147,1.25147
9.99,1.23862,1.23862
10.0,1.22577,1.22577
10.01,1.21294,1.21294
10.02,1.20013,1.20013
10.03,1.18732,1.18732
10.04,1.17453,1.17453
10.05,1.16174,1.16174
