dt,WR_x,WR_y,U_dN
36.79,0.377687,0.377687,0.368598
36.8,0.39586,0.39586,0.386773
36.81,0.414027,0.414027,0.404944
36.82,0.43219,0.43219,0.423109
36.83,0.450347,0.450347,0.441269
36.84,0.468499,0.468499,0.459423
36.85,0.486645,0.486645,0.477572
36.86,0.504786,0.504786,0.495715
36.87,0.522921,0.522921,0.513853
36.88,0.54105,0.54105,0.531985
36.89,0.559174,0.559174,0.550112
36.9,0.577291,0.577291,0.568233
36.91,0.595403,0.595403,0.586347
36.92,0.613509,0.613509,0.604456
36.93,0.631609,0.631609,0.622559
36.94,0.649703,0.649703,0.640656
36.95,0.66779,0.66779,0.658746
36.96,0.685871,0.685871,0.676831
36.97,0.703946,0.703946,0.694909
36.98,0.722015,0.722015,0.712981
36.99,0.740077,0.740077,0.731046
37.0,0.758133,0.758133,0.749105
37.01,0.776181,0.776181,0.767157
37.02,0.794224,0.794224,0.785203
37.03,0.812259,0.812259,0.803242
37.04,0.830288,0.830288,0.821274
37.05,0.84831,0.84831,0.839299
37.06,0.866325,0.866325,0.857317
37.07,0.884333,0.884333,0.875329
37.08,0.902334,0.902334,0.893333
37.09,0.920327,0.920327,0.911331
37.1,0.938314,0.938314,0.929321
37.11,0.956293,0.956293,0.947304
37.12,0.974265,0.974265,0.965279
37.13,0.992229,0.992229,0.983247
37.14,1.01019,1.01019,1.00121
37.15,1.02814,1.02814,1.01916
37.16,1.04608,1.04608,1.03711
37.17,1.06401,1.06401,1.05504
37.18,1.08194,1.08194,1.07298
37.19,1.09986,1.09986,1.0909
37.2,1.11777,1.11777,1.10881
37.21,1.13567,1.13567,1.12672
37.22,1.15356,1.15356,1.14462
37.23,1.17145,1.17145,1.16251
37.24,1.18933,1.18933,1.18039
37.25,1.2072,1.2072,1.19827
37.26,1.22506,1.22506,1.21613
37.27,1.24292,1.24292,1.23399
37.28,1.26076,1.26076,1.25184
37.29,1.2786,1.2786,1.26968
37.3,1.29643,1.29643,1.28751
37.31,1.31425,1.31425,1.30534
37.32,1.33206,1.33206,1.32315
37.33,1.34986,1.34986,1.34096
37.34,1.36765,1.36765,1.35875
37.35,1.38544,1.38544,1.37654
37.36,1.40321,1.40321,1.39432
37.37,1.42098,1.42098,1.41209
37.38,1.43873,1.43873,1.42986
37.39,1.45648,1.45648,1.44761
37.4,1.47422,1.47422,1.46535
37.41,1.49195,1.49195,1.48309
37.42,1.50967,1.50967,1.50081
37.43,1.52738,1.52738,1.51853
37.44,1.54508,1.54508,1.53623
37.45,1.56278,1.56278,1.55393
37.46,1.58046,1.58046,1.57162
37.47,1.59813,1.59813,1.58929
37.48,1.61579,1.61579,1.60696
37.49,1.63345,1.63345,1.62462
37.5,1.65109,1.65109,1.64227
37.51,1.66872,1.66872,1.65991
37.52,1.68635,1.68635,1.67753
37.53,1.70396,1.70396,1.69515
37.54,1.72156,1.72156,1.71276
37.55,1.73915,1.73915,1.73036
37.56,1.75674,1.75674,1.74795
37.57,1.77431,1.77431,1.76552
37.58,1.79187,1.79187,1.78309
37.59,1.80942,1.80942,1.80065
37.6,1.82696,1.82696,1.81819
37.61,1.84449,1.84449,1.83573
37.62,1.86201,1.86201,1.85325
37.63,1.87952,1.87952,1.87077
37.64,1.89702,1.89702,1.88827
37.65,1.91451,1.91451,1.90576
37.66,1.93198,1.93198,1.92324
37.67,1.94945,1.94945,1.94072
37.68,1.9669,1.9669,1.95818
37.69,1.98435,1.98435,1.97562
37.7,2.00178,2.00178,1.99306
37.71,2.0192,2.0192,2.01049
37.72,2.03661,2.03661,2.0279
37.73,2.05401,2.05401,2.04531
37.74,2.07139,2.07139,2.0627
37.75,2.08877,2.08877,2.08008
37.76,2.10613,2.10613,2.09745
37.77,2.12349,2.12349,2.11481
37.78,2.14083,2.14083,2.13216
37.79,2.15815,2.15815,2.14949
37.8,2.17547,2.17547,2.16681
37.81,2.19278,2.19278,2.18412
37.82,2.21007,2.21007,2.20142
37.83,2.22735,2.22735,2.21871
37.84,2.24462,2.24462,2.23599
37.85,2.26188,2.26188,2.25325
37.86,2.27912,2.27912,2.2705
37.87,2.29636,2.29636,2.28774
37.88,2.31358,2.31358,2.30497
37.89,2.33079,2.33079,2.32218
37.9,2.34798,2.34798,2.33938
37.91,2.36517,2.36517,2.35657
37.92,2.38234,2.38234,2.37375
37.93,2.39949,2.39949,2.39092
37.94,2.41664,2.41664,2.40807
37.95,2.43377,2.43377,2.42521
37.96,2.45089,2.45089,2.44233
37.97,2.468,2.468,2.45945
37.98,2.4851,2.4851,2.47655
37.99,2.50218,2.50218,2.49364
38.0,2.51925,2.51925,2.51071
38.01,2.5363,2.5363,2.52777
38.02,2.55334,2.55334,2.54482
38.03,2.57037,2.57037,2.56186
38.04,2.58739,2.58739,2.57888
38.05,2.60439,2.60439,2.59589
38.06,2.62138,2.62138,2.61289
38.07,2.63836,2.63836,2.62987
38.08,2.65532,2.65532,2.64684
38.09,2.67227,2.67227,2.66379
38.1,2.6892,2.6892,2.68073
38.11,2.70612,2.70612,2.69766
38.12,2.72303,2.72303,2.71458
38.13,2.73993,2.73993,2.73148
38.14,2.75681,2.75681,2.74837
38.15,2.77367,2.77367,2.76524
38.16,2.79052,2.79052,2.7821
38.17,2.80736,2.80736,2.79894
38.18,2.82419,2.82419,2.81578
38.19,2.841,2.841,2.83259
38.2,2.85779,2.85779,2.8494
38.21,2.87457,2.87457,2.86618
38.22,2.89134,2.89134,2.88296
38.23,2.9081,2.9081,2.89972
38.24,2.92483,2.92483,2.91646
38.25,2.94156,2.94156,2.9332
38.26,2.95827,2.95827,2.94991
38.27,2.97496,2.97496,2.96662
38.28,2.99164,2.99164,2.9833
38.29,3.00831,3.00831,2.99998
38.3,3.02496,3.02496,3.01663
38.31,3.0416,3.0416,3.03328
38.32,3.05822,3.05822,3.04991
38.33,3.07482,3.07482,3.06652
38.34,3.09141,3.09141,3.08312
38.35,3.10799,3.10799,3.0997
38.36,3.12455,3.12455,3.11627
38.37,3.1411,3.1411,3.13282
38.38,3.15763,3.15763,3.14936
38.39,3.17414,3.17414,3.16589
38.4,3.19064,3.19064,3.18239
38.41,3.20713,3.20713,3.19889
38.42,3.2236,3.2236,3.21536
38.43,3.24005,3.24005,3.23183
38.44,3.25649,3.25649,3.24827
38.45,3.27291,3.27291,3.2647
38.46,3.28932,3.28932,3.28112
38.47,3.30571,3.30571,3.29752
38.48,3.32209,3.32209,3.3139
38.49,3.33845,3.33845,3.33027
38.5,3.35479,3.35479,3.34662
38.51,3.37112,3.37112,3.36295
38.52,3.38743,3.38743,3.37927
38.53,3.40373,3.40373,3.39558
38.54,3.42001,3.42001,3.41187
38.55,3.43627,3.43627,3.42814
38.56,3.45252,3.45252,3.44439
38.57,3.46875,3.46875,3.46063
38.58,3.48496,3.48496,3.47686
38.59,3.50116,3.50116,3.49306
38.6,3.51734,3.51734,3.50925
38.61,3.53351,3.53351,3.52543
38.62,3.54966,3.54966,3.54158
38.63,3.56579,3.56579,3.55773
38.64,3.58191,3.58191,3.57385
38.65,3.59801,3.59801,3.58996
38.66,3.61409,3.61409,3.60605
38.67,3.63015,3.63015,3.62212
38.68,3.6462,3.6462,3.63818
38.69,3.66224,3.66224,3.65422
38.7,3.67825,3.67825,3.67024
38.71,3.69425,3.69425,3.68625
38.72,3.71023,3.71023,3.70224
38.73,3.72619,3.72619,3.71821
38.74,3.74214,3.74214,3.73417
38.75,3.75807,3.75807,3.75011
38.76,3.77398,3.77398,3.76603
38.77,3.78988,3.78988,3.78193
38.78,3.80576,3.80576,3.79782
38.79,3.82162,3.82162,3.81369
38.8,3.83746,3.83746,3.82954
38.81,3.85328,3.85328,3.84537
38.82,3.86909,3.86909,3.86119
38.83,3.88488,3.88488,3.87699
38.84,3.90066,3.90066,3.89277
38.85,3.91641,3.91641,3.90853
38.86,3.93215,3.93215,3.92428
38.87,3.94787,3.94787,3.94001
38.88,3.96357,3.96357,3.95572
38.89,3.97925,3.97925,3.97141
38.9,3.99492,3.99492,3.98708
38.91,4.01056,4.01056,4.00274
38.92,4.02619,4.02619,4.01838
38.93,4.04181,4.04181,4.034
38.94,4.0574,4.0574,4.0496
38.95,4.07297,4.07297,4.06519
38.96,4.08853,4.08853,4.08075
38.97,4.10407,4.10407,4.0963
38.98,4.11959,4.11959,4.11183
38.99,4.13509,4.13509,4.12734
39.0,4.15058,4.15058,4.14283
39.01,4.16604,4.16604,4.15831
39.02,4.18149,4.18149,4.17376
39.03,4.19691,4.19691,4.1892
39.04,4.21232,4.21232,4.20462
39.05,4.22771,4.22771,4.22002
39.06,4.24309,4.24309,4.2354
39.07,4.25844,4.25844,4.25076
39.08,4.27377,4.27377,4.26611
39.09,4.28909,4.28909,4.28143
39.1,4.30439,4.30439,4.29674
39.11,4.31966,4.31966,4.31202
39.12,4.33492,4.33492,4.32729
39.13,4.35016,4.35016,4.34254
39.14,4.36538,4.36538,4.35777
39.15,4.38058,4.38058,4.37298
39.16,4.39576,4.39576,4.38817
39.17,4.41093,4.41093,4.40335
39.18,4.42607,4.42607,4.4185
39.19,4.4412,4.4412,4.43363
39.2,4.4563,4.4563,4.44875
39.21,4.47139,4.47139,4.46384
39.22,4.48645,4.48645,4.47892
39.23,4.5015,4.5015,4.49398
39.24,4.51653,4.51653,4.50901
39.25,4.53153,4.53153,4.52403
39.26,4.54652,4.54652,4.53903
39.27,4.56149,4.56149,4.55401
39.28,4.57644,4.57644,4.56896
39.29,4.59137,4.59137,4.5839
39.3,4.60628,4.60628,4.59882
39.31,4.62116,4.62116,4.61372
39.32,4.63603,4.63603,4.6286
39.33,4.65088,4.65088,4.64346
39.34,4.66571,4.66571,4.6583
39.35,4.68052,4.68052,4.67312
39.36,4.69531,4.69531,4.68792
39.37,4.71008,4.71008,4.7027
39.38,4.72483,4.72483,4.71745
39.39,4.73956,4.73956,4.73219
39.4,4.75427,4.75427,4.74691
39.41,4.76895,4.76895,4.76161
39.42,4.78362,4.78362,4.77629
39.43,4.79827,4.79827,4.79095
39.44,4.8129,4.8129,4.80558
39.45,4.8275,4.8275,4.8202
39.46,4.84209,4.84209,4.8348
39.47,4.85666,4.85666,4.84937
39.48,4.8712,4.8712,4.86393
39.49,4.88573,4.88573,4.87846
39.5,4.90023,4.90023,4.89298
39.51,4.91471,4.91471,4.90747
39.52,4.92918,4.92918,4.92194
39.53,4.94362,4.94362,4.9364
39.54,4.95804,4.95804,4.95083
39.55,4.97244,4.97244,4.96524
39.56,4.98682,4.98682,4.97963
39.57,5.00118,5.00118,4.994
39.58,5.01551,5.01551,5.00834
39.59,5.02983,5.02983,5.02267
39.6,5.04413,5.04413,5.03698
39.61,5.0584,5.0584,5.05126
39.62,5.07265,5.07265,5.06553
39.63,5.08688,5.08688,5.07977
39.64,5.1011,5.1011,5.09399
39.65,5.11529,5.11529,5.10819
39.66,5.12945,5.12945,5.12237
39.67,5.1436,5.1436,5.13653
39.68,5.15773,5.15773,5.15066
39.69,5.17183,5.17183,5.16478
39.7,5.18591,5.18591,5.17887
39.71,5.19998,5.19998,5.19294
39.72,5.21402,5.21402,5.207
39.73,5.22803,5.22803,5.22102
39.74,5.24203,5.24203,5.23503
39.75,5.25601,5.25601,5.24902
39.76,5.26996,5.26996,5.26298
39.77,5.28389,5.28389,5.27693
39.78,5.2978,5.2978,5.29085
39.79,5.31169,5.31169,5.30475
39.8,5.32556,5.32556,5.31862
39.81,5.3394,5.3394,5.33248
39.82,5.35322,5.35322,5.34631
39.83,5.36703,5.36703,5.36013
39.84,5.38081,5.38081,5.37392
39.85,5.39456,5.39456,5.38768
39.86,5.4083,5.4083,5.40143
39.87,5.42201,5.42201,5.41515
39.88,5.4357,5.4357,5.42886
39.89,5.44937,5.44937,5.44254
39.9,5.46302,5.46302,5.45619
39.91,5.47664,5.47664,5.46983
39.92,5.49025,5.49025,5.48344
39.93,5.50383,5.50383,5.49704
39.94,5.51738,5.51738,5.51061
39.95,5.53092,5.53092,5.52415
39.96,5.54443,5.54443,5.53768
39.97,5.55792,5.55792,5.55118
39.98,5.57139,5.57139,5.56466
39.99,5.58484,5.58484,5.57812
40.0,5.59826,5.59826,5.59155
40.01,5.61167,5.61167,5.60496
40.02,5.62504,5.62504,5.61835
40.03,5.6384,5.6384,5.63172
40.04,5.65173,5.65173,5.64507
40.05,5.66505,5.66505,5.65839
40.06,5.67833,5.67833,5.67169
40.07,5.6916,5.6916,5.68497
40.08,5.70484,5.70484,5.69822
40.09,5.71806,5.71806,5.71145
40.1,5.73126,5.73126,5.72466
40.11,5.74443,5.74443,5.73785
40.12,5.75759,5.75759,5.75101
40.13,5.77072,5.77072,5.76415
40.14,5.78382,5.78382,5.77727
40.15,5.7969,5.7969,5.79036
40.16,5.80996,5.80996,5.80343
40.17,5.823,5.823,5.81648
40.18,5.83602,5.83602,5.82951
40.19,5.84901,5.84901,5.84251
40.2,5.86198,5.86198,5.85549
40.21,5.87492,5.87492,5.86845
40.22,5.88784,5.88784,5.88138
40.23,5.90074,5.90074,5.89429
40.24,5.91362,5.91362,5.90718
40.25,5.92647,5.92647,5.92004
40.26,5.9393,5.9393,5.93288
40.27,5.9521,5.9521,5.9457
40.28,5.96489,5.96489,5.95849
40.29,5.97764,5.97764,5.97127
40.3,5.99038,5.99038,5.98401
40.31,6.00309,6.00309,5.99674
40.32,6.01578,6.01578,6.00944
40.33,6.02845,6.02845,6.02211
40.34,6.04109,6.04109,6.03477
40.35,6.05371,6.05371,6.0474
40.36,6.0663,6.0663,6.06001
40.37,6.07887,6.07887,6.07259
40.38,6.09142,6.09142,6.08515
40.39,6.10395,6.10395,6.09768
40.4,6.11645,6.11645,6.1102
40.41,6.12892,6.12892,6.12269
40.42,6.14138,6.14138,6.13515
40.43,6.15381,6.15381,6.14759
40.44,6.16621,6.16621,6.16001
40.45,6.17859,6.17859,6.1724
40.46,6.19095,6.19095,6.18477
40.47,6.20329,6.20329,6.19712
40.48,6.2156,6.2156,6.20944
40.49,6.22789,6.22789,6.22174
40.5,6.24015,6.24015,6.23402
40.51,6.25239,6.25239,6.24627
40.52,6.2646,6.2646,6.25849
40.53,6.27679,6.27679,6.2707
40.54,6.28896,6.28896,6.28288
40.55,6.3011,6.3011,6.29503
40.56,6.31322,6.31322,6.30716
40.57,6.32532,6.32532,6.31927
40.58,6.33739,6.33739,6.33135
40.59,6.34944,6.34944,6.34341
40.6,6.36146,6.36146,6.35545
40.61,6.37346,6.37346,6.36746
40.62,6.38543,6.38543,6.37945
40.63,6.39738,6.39738,6.39141
40.64,6.40931,6.40931,6.40335
40.65,6.42121,6.42121,6.41526
40.66,6.43309,6.43309,6.42715
40.67,6.44494,6.44494,6.43902
40.68,6.45677,6.45677,6.45086
40.69,6.46858,6.46858,6.46267
40.7,6.48036,6.48036,6.47447
40.71,6.49211,6.49211,6.48624
40.72,6.50385,6.50385,6.49798
40.73,6.51555,6.51555,6.5097
40.74,6.52724,6.52724,6.5214
40.75,6.5389,6.5389,6.53307
40.76,6.55053,6.55053,6.54471
40.77,6.56214,6.56214,6.55633
40.78,6.57372,6.57372,6.56793
40.79,6.58529,6.58529,6.57951
40.8,6.59682,6.59682,6.59105
40.81,6.60833,6.60833,6.60258
40.82,6.61982,6.61982,6.61408
40.83,6.63128,6.63128,6.62555
40.84,6.64272,6.64272,6.637
40.85,6.65413,6.65413,6.64843
40.86,6.66552,6.66552,6.65983
40.87,6.67689,6.67689,6.67121
40.88,6.68823,6.68823,6.68256
40.89,6.69954,6.69954,6.69388
40.9,6.71083,6.71083,6.70519
40.91,6.7221,6.7221,6.71646
40.92,6.73334,6.73334,6.72772
40.93,6.74455,6.74455,6.73895
40.94,6.75574,6.75574,6.75015
40.95,6.76691,6.76691,6.76133
40.96,6.77805,6.77805,6.77248
40.97,6.78917,6.78917,6.78361
40.98,6.80026,6.80026,6.79472
40.99,6.81133,6.81133,6.80579
41.0,6.82237,6.82237,6.81685
41.01,6.83339,6.83339,6.82788
41.02,6.84438,6.84438,6.83888
41.03,6.85535,6.85535,6.84986
41.04,6.86629,6.86629,6.86082
41.05,6.87721,6.87721,6.87175
41.06,6.8881,6.8881,6.88265
41.07,6.89897,6.89897,6.89353
41.08,6.90981,6.90981,6.90439
41.09,6.92063,6.92063,6.91522
41.1,6.93142,6.93142,6.92602
41.11,6.94219,6.94219,6.9368
41.12,6.95293,6.95293,6.94756
41.13,6.96365,6.96365,6.95829
41.14,6.97434,6.97434,6.96899
41.15,6.98501,6.98501,6.97967
41.16,6.99565,6.99565,6.99033
41.17,7.00627,7.00627,7.00096
41.18,7.01686,7.01686,7.01156
41.19,7.02743,7.02743,7.02214
41.2,7.03797,7.03797,7.0327
41.21,7.04848,7.04848,7.04323
41.22,7.05898,7.05898,7.05373
41.23,7.06944,7.06944,7.06421
41.24,7.07988,7.07988,7.07466
41.25,7.0903,7.0903,7.08509
41.26,7.10069,7.10069,7.09549
41.27,7.11105,7.11105,7.10587
41.28,7.12139,7.12139,7.11622
41.29,7.13171,7.13171,7.12655
41.3,7.142,7.142,7.13685
41.31,7.15226,7.15226,7.14713
41.32,7.1625,7.1625,7.15738
41.33,7.17272,7.17272,7.16761
41.34,7.1829,7.1829,7.17781
41.35,7.19307,7.19307,7.18799
41.36,7.20321,7.20321,7.19814
41.37,7.21332,7.21332,7.20826
41.38,7.22341,7.22341,7.21836
41.39,7.23347,7.23347,7.22844
41.4,7.2435,7.2435,7.23849
41.41,7.25352,7.25352,7.24851
41.42,7.2635,7.2635,7.25851
41.43,7.27346,7.27346,7.26848
41.44,7.2834,7.2834,7.27843
41.45,7.29331,7.29331,7.28835
41.46,7.30319,7.30319,7.29825
41.47,7.31305,7.31305,7.30812
41.48,7.32288,7.32288,7.31797
41.49,7.33269,7.33269,7.32779
41.5,7.34247,7.34247,7.33758
41.51,7.35223,7.35223,7.34735
41.52,7.36196,7.36196,7.3571
41.53,7.37167,7.37167,7.36681
41.54,7.38135,7.38135,7.37651
41.55,7.391,7.391,7.38618
41.56,7.40063,7.40063,7.39582
41.57,7.41024,7.41024,7.40544
41.58,7.41982,7.41982,7.41503
41.59,7.42937,7.42937,7.42459
41.6,7.4389,7.4389,7.43413
41.61,7.4484,7.4484,7.44365
41.62,7.45788,7.45788,7.45314
41.63,7.46733,7.46733,7.4626
41.64,7.47675,7.47675,7.47204
41.65,7.48615,7.48615,7.48145
41.66,7.49553,7.49553,7.49084
41.67,7.50488,7.50488,7.5002
41.68,7.5142,7.5142,7.50954
41.69,7.5235,7.5235,7.51885
41.7,7.53277,7.53277,7.52814
41.71,7.54202,7.54202,7.5374
41.72,7.55124,7.55124,7.54663
41.73,7.56044,7.56044,7.55584
41.74,7.56961,7.56961,7.56502
41.75,7.57875,7.57875,7.57418
41.76,7.58787,7.58787,7.58331
41.77,7.59697,7.59697,7.59242
41.78,7.60603,7.60603,7.6015
41.79,7.61508,7.61508,7.61056
41.8,7.62409,7.62409,7.61959
41.81,7.63309,7.63309,7.62859
41.82,7.64205,7.64205,7.63757
41.83,7.65099,7.65099,7.64652
41.84,7.65991,7.65991,7.65545
41.85,7.6688,7.6688,7.66435
41.86,7.67766,7.67766,7.67323
41.87,7.6865,7.6865,7.68208
41.88,7.69531,7.69531,7.6909
41.89,7.7041,7.7041,7.6997
41.9,7.71286,7.71286,7.70848
41.91,7.72159,7.72159,7.71723
41.92,7.7303,7.7303,7.72595
41.93,7.73899,7.73899,7.73465
41.94,7.74765,7.74765,7.74332
41.95,7.75628,7.75628,7.75196
41.96,7.76489,7.76489,7.76058
41.97,7.77347,7.77347,7.76918
41.98,7.78203,7.78203,7.77775
41.99,7.79056,7.79056,7.78629
42.0,7.79906,7.79906,7.79481
42.01,7.80754,7.80754,7.8033
42.02,7.816,7.816,7.81177
42.03,7.82443,7.82443,7.82021
42.04,7.83283,7.83283,7.82863
42.05,7.84121,7.84121,7.83702
42.06,7.84956,7.84956,7.84538
42.07,7.85789,7.85789,7.85372
42.08,7.86619,7.86619,7.86204
42.09,7.87446,7.87446,7.87033
42.1,7.88271,7.88271,7.87859
42.11,7.89094,7.89094,7.88682
42.12,7.89914,7.89914,7.89504
42.13,7.90731,7.90731,7.90322
42.14,7.91546,7.91546,7.91138
42.15,7.92358,7.92358,7.91952
42.16,7.93168,7.93168,7.92763
42.17,7.93975,7.93975,7.93571
42.18,7.94779,7.94779,7.94377
42.19,7.95581,7.95581,7.9518
42.2,7.96381,7.96381,7.95981
42.21,7.97178,7.97178,7.96779
42.22,7.97972,7.97972,7.97575
42.23,7.98764,7.98764,7.98368
42.24,7.99553,7.99553,7.99158
42.25,8.0034,8.0034,7.99946
42.26,8.01124,8.01124,8.00732
42.27,8.01905,8.01905,8.01515
42.28,8.02684,8.02684,8.02295
42.29,8.03461,8.03461,8.03073
42.3,8.04235,8.04235,8.03848
42.31,8.05006,8.05006,8.04621
42.32,8.05775,8.05775,8.05391
42.33,8.06542,8.06542,8.06158
42.34,8.07305,8.07305,8.06923
42.35,8.08067,8.08067,8.07686
42.36,8.08825,8.08825,8.08446
42.37,8.09581,8.09581,8.09203
42.38,8.10335,8.10335,8.09958
42.39,8.11086,8.11086,8.10711
42.4,8.11835,8.11835,8.1146
42.41,8.12581,8.12581,8.12208
42.42,8.13324,8.13324,8.12952
42.43,8.14065,8.14065,8.13695
42.44,8.14803,8.14803,8.14434
42.45,8.15539,8.15539,8.15171
42.46,8.16273,8.16273,8.15906
42.47,8.17003,8.17003,8.16638
42.48,8.17732,8.17732,8.17368
42.49,8.18457,8.18457,8.18095
42.5,8.19181,8.19181,8.18819
42.51,8.19901,8.19901,8.19541
42.52,8.20619,8.20619,8.2026
42.53,8.21335,8.21335,8.20977
42.54,8.22048,8.22048,8.21692
42.55,8.22759,8.22759,8.22403
42.56,8.23467,8.23467,8.23113
42.57,8.24172,8.24172,8.23819
42.58,8.24875,8.24875,8.24524
42.59,8.25576,8.25576,8.25225
42.6,8.26274,8.26274,8.25925
42.61,8.26969,8.26969,8.26621
42.62,8.27662,8.27662,8.27315
42.63,8.28352,8.28352,8.28007
42.64,8.2904,8.2904,8.28696
42.65,8.29725,8.29725,8.29383
42.66,8.30408,8.30408,8.30067
42.67,8.31089,8.31089,8.30748
42.68,8.31766,8.31766,8.31428
42.69,8.32442,8.32442,8.32104
42.7,8.33115,8.33115,8.32778
42.71,8.33785,8.33785,8.3345
42.72,8.34453,8.34453,8.34119
42.73,8.35118,8.35118,8.34785
42.74,8.35781,8.35781,8.35449
42.75,8.36441,8.36441,8.36111
42.76,8.37099,8.37099,8.3677
42.77,8.37754,8.37754,8.37426
42.78,8.38407,8.38407,8.3808
42.79,8.39057,8.39057,8.38732
42.8,8.39705,8.39705,8.39381
42.81,8.4035,8.4035,8.40027
42.82,8.40993,8.40993,8.40671
42.83,8.41633,8.41633,8.41313
42.84,8.42271,8.42271,8.41952
42.85,8.42906,8.42906,8.42589
42.86,8.43539,8.43539,8.43223
42.87,8.44169,8.44169,8.43854
42.88,8.44797,8.44797,8.44483
42.89,8.45423,8.45423,8.4511
42.9,8.46045,8.46045,8.45734
42.91,8.46666,8.46666,8.46356
42.92,8.47284,8.47284,8.46975
42.93,8.47899,8.47899,8.47592
42.94,8.48512,8.48512,8.48206
42.95,8.49123,8.49123,8.48818
42.96,8.49731,8.49731,8.49427
42.97,8.50336,8.50336,8.50034
42.98,8.50939,8.50939,8.50638
42.99,8.5154,8.5154,8.5124
43.0,8.52138,8.52138,8.51839
43.01,8.52734,8.52734,8.52436
43.02,8.53327,8.53327,8.53031
43.03,8.53918,8.53918,8.53623
43.04,8.54506,8.54506,8.54212
43.05,8.55092,8.55092,8.54799
43.06,8.55676,8.55676,8.55384
43.07,8.56257,8.56257,8.55966
43.08,8.56835,8.56835,8.56546
43.09,8.57411,8.57411,8.57123
43.1,8.57985,8.57985,8.57698
43.11,8.58556,8.58556,8.5827
43.12,8.59125,8.59125,8.5884
43.13,8.59691,8.59691,8.59408
43.14,8.60255,8.60255,8.59973
43.15,8.60816,8.60816,8.60535
43.16,8.61375,8.61375,8.61096
43.17,8.61932,8.61932,8.61653
43.18,8.62486,8.62486,8.62209
43.19,8.63037,8.63037,8.62761
43.2,8.63587,8.63587,8.63312
43.21,8.64133,8.64133,8.6386
43.22,8.64678,8.64678,8.64405
43.23,8.6522,8.6522,8.64949
43.24,8.65759,8.65759,8.65489
43.25,8.66296,8.66296,8.66028
43.26,8.66831,8.66831,8.66564
43.27,8.67363,8.67363,8.67097
43.28,8.67893,8.67893,8.67628
43.29,8.68421,8.68421,8.68157
43.3,8.68946,8.68946,8.68683
43.31,8.69468,8.69468,8.69207
43.32,8.69988,8.69988,8.69728
43.33,8.70506,8.70506,8.70247
43.34,8.71022,8.71022,8.70764
43.35,8.71535,8.71535,8.71278
43.36,8.72045,8.72045,8.7179
43.37,8.72554,8.72554,8.723
43.38,8.7306,8.7306,8.72807
43.39,8.73563,8.73563,8.73311
43.4,8.74064,8.74064,8.73814
43.41,8.74563,8.74563,8.74313
43.42,8.75059,8.75059,8.74811
43.43,8.75553,8.75553,8.75306
43.44,8.76045,8.76045,8.75799
43.45,8.76534,8.76534,8.76289
43.46,8.7702,8.7702,8.76777
43.47,8.77505,8.77505,8.77263
43.48,8.77987,8.77987,8.77746
43.49,8.78467,8.78467,8.78227
43.5,8.78944,8.78944,8.78705
43.51,8.79419,8.79419,8.79181
43.52,8.79892,8.79892,8.79655
43.53,8.80362,8.80362,8.80127
43.54,8.8083,8.8083,8.80596
43.55,8.81295,8.81295,8.81062
43.56,8.81758,8.81758,8.81527
43.57,8.82219,8.82219,8.81989
43.58,8.82678,8.82678,8.82449
43.59,8.83134,8.83134,8.82906
43.6,8.83588,8.83588,8.83361
43.61,8.84039,8.84039,8.83813
43.62,8.84488,8.84488,8.84264
43.63,8.84935,8.84935,8.84712
43.64,8.8538,8.8538,8.85157
43.65,8.85822,8.85822,8.85601
43.66,8.86262,8.86262,8.86042
43.67,8.86699,8.86699,8.8648
43.68,8.87134,8.87134,8.86917
43.69,8.87567,8.87567,8.87351
43.7,8.87998,8.87998,8.87782
43.71,8.88426,8.88426,8.88212
43.72,8.88852,8.88852,8.88639
43.73,8.89275,8.89275,8.89064
43.74,8.89697,8.89697,8.89486
43.75,8.90116,8.90116,8.89906
43.76,8.90532,8.90532,8.90324
43.77,8.90947,8.90947,8.9074
43.78,8.91359,8.91359,8.91153
43.79,8.91769,8.91769,8.91564
43.8,8.92176,8.92176,8.91973
43.81,8.92582,8.92582,8.92379
43.82,8.92985,8.92985,8.92783
43.83,8.93385,8.93385,8.93185
43.84,8.93784,8.93784,8.93585
43.85,8.9418,8.9418,8.93982
43.86,8.94574,8.94574,8.94377
43.87,8.94965,8.94965,8.9477
43.88,8.95355,8.95355,8.9516
43.89,8.95742,8.95742,8.95548
43.9,8.96127,8.96127,8.95934
43.91,8.96509,8.96509,8.96318
43.92,8.96889,8.96889,8.96699
43.93,8.97267,8.97267,8.97078
43.94,8.97643,8.97643,8.97455
43.95,8.98017,8.98017,8.9783
43.96,8.98388,8.98388,8.98202
43.97,8.98757,8.98757,8.98573
43.98,8.99124,8.99124,8.98941
43.99,8.99489,8.99489,8.99306
44.0,8.99851,8.99851,8.9967
44.01,9.00211,9.00211,9.00031
44.02,9.00569,9.00569,9.0039
44.03,9.00925,9.00925,9.00747
44.04,9.01278,9.01278,9.01101
44.05,9.01629,9.01629,9.01454
44.06,9.01978,9.01978,9.01804
44.07,9.02325,9.02325,9.02152
44.08,9.0267,9.0267,9.02498
44.09,9.03012,9.03012,9.02841
44.1,9.03352,9.03352,9.03182
44.11,9.0369,9.0369,9.03521
44.12,9.04026,9.04026,9.03858
44.13,9.0436,9.0436,9.04193
44.14,9.04691,9.04691,9.04526
