dt,WR_x,WR_y,U_dN
17.29,-5.06358,-5.06358,-5.06053
17.3,-5.06967,-5.06967,-5.06662
17.31,-5.07576,-5.07576,-5.07271
17.32,-5.08185,-5.08185,-5.0788
17.33,-5.08794,-5.08794,-5.0849
17.34,-5.09403,-5.09403,-5.09099
17.35,-5.10012,-5.10012,-5.09708
17.36,-5.10621,-5.10621,-5.10317
17.37,-5.1123,-5.1123,-5.10926
17.38,-5.11839,-5.11839,-5.11535
17.39,-5.12448,-5.12448,-5.12144
17.4,-5.13057,-5.13057,-5.12753
17.41,-5.13666,-5.13666,-5.13362
17.42,-5.14275,-5.14275,-5.13971
17.43,-5.14884,-5.14884,-5.1458
17.44,-5.15493,-5.15493,-5.15189
17.45,-5.16102,-5.16102,-5.15798
17.46,-5.16711,-5.16711,-5.16407
17.47,-5.1732,-5.1732,-5.17016
17.48,-5.17929,-5.17929,-5.17625
17.49,-5.18538,-5.18538,-5.18234
17.5,-5.19148,-5.19148,-5.18843
17.51,-5.19757,-5.19757,-5.19452
17.52,-5.20366,-5.20366,-5.20061
17.53,-5.20975,-5.20975,-5.2067
17.54,-5.21584,-5.21584,-5.21279
17.55,-5.22193,-5.22193,-5.21889
17.56,-5.22802,-5.22802,-5.22498
17.57,-5.23412,-5.23412,-5.23107
17.58,-5.24021,-5.24021,-5.23716
17.59,-5.2463,-5.2463,-5.24326
17.6,-5.2524,-5.2524,-5.24935
17.61,-5.25849,-5.25849,-5.25544
17.62,-5.26459,-5.26459,-5.26154
17.63,-5.27068,-5.27068,-5.26763
17.64,-5.27678,-5.27678,-5.27373
17.65,-5.28287,-5.28287,-5.27983
17.66,-5.28897,-5.28897,-5.28592
17.67,-5.29507,-5.29507,-5.29202
17.68,-5.30117,-5.30117,-5.29812
17.69,-5.30726,-5.30726,-5.30421
17.7,-5.31336,-5.31336,-5.31031
17.71,-5.31946,-5.31946,-5.31641
17.72,-5.32556,-5.32556,-5.32251
17.73,-5.33166,-5.33166,-5.32861
17.74,-5.33777,-5.33777,-5.33471
17.75,-5.34387,-5.34387,-5.34082
17.76,-5.34997,-5.34997,-5.34692
17.77,-5.35608,-5.35608,-5.35302
17.78,-5.36218,-5.36218,-5.35913
17.79,-5.36829,-5.36829,-5.36523
17.8,-5.37439,-5.37439,-5.37134
17.81,-5.3805,-5.3805,-5.37745
17.82,-5.38661,-5.38661,-5.38355
17.83,-5.39272,-5.39272,-5.38966
17.84,-5.39883,-5.39883,-5.39577
17.85,-5.40494,-5.40494,-5.40188
17.86,-5.41105,-5.41105,-5.40799
17.87,-5.41716,-5.41716,-5.41411
17.88,-5.42328,-5.42328,-5.42022
17.89,-5.42939,-5.42939,-5.42633
17.9,-5.43551,-5.43551,-5.43245
17.91,-5.44163,-5.44163,-5.43857
17.92,-5.44774,-5.44774,-5.44468
17.93,-5.45386,-5.45386,-5.4508
17.94,-5.45998,-5.45998,-5.45692
17.95,-5.4661,-5.4661,-5.46304
17.96,-5.47223,-5.47223,-5.46917
17.97,-5.47835,-5.47835,-5.47529
17.98,-5.48448,-5.48448,-5.48141
17.99,-5.4906,-5.4906,-5.48754
18.0,-5.49673,-5.49673,-5.49367
18.01,-5.50286,-5.50286,-5.49979
18.02,-5.50899,-5.50899,-5.50592
18.03,-5.51512,-5.51512,-5.51205
18.04,-5.52125,-5.52125,-5.51819
18.05,-5.52739,-5.52739,-5.52432
18.06,-5.53352,-5.53352,-5.53045
18.07,-5.53966,-5.53966,-5.53659
18.08,-5.5458,-5.5458,-5.54273
18.09,-5.55194,-5.55194,-5.54887
18.1,-5.55808,-5.55808,-5.55501
18.11,-5.56422,-5.56422,-5.56115
18.12,-5.57036,-5.57036,-5.56729
18.13,-5.57651,-5.57651,-5.57344
18.14,-5.58265,-5.58265,-5.57958
18.15,-5.5888,-5.5888,-5.58573
18.16,-5.59495,-5.59495,-5.59188
18.17,-5.6011,-5.6011,-5.59803
18.18,-5.60726,-5.60726,-5.60418
18.19,-5.61341,-5.61341,-5.61033
18.2,-5.61957,-5.61957,-5.61649
18.21,-5.62572,-5.62572,-5.62265
18.22,-5.63188,-5.63188,-5.6288
18.23,-5.63804,-5.63804,-5.63496
18.24,-5.64421,-5.64421,-5.64113
18.25,-5.65037,-5.65037,-5.64729
18.26,-5.65654,-5.65654,-5.65345
18.27,-5.6627,-5.6627,-5.65962
18.28,-5.66887,-5.66887,-5.66579
18.29,-5.67504,-5.67504,-5.67196
18.3,-5.68122,-5.68122,-5.67813
18.31,-5.68739,-5.68739,-5.6843
18.32,-5.69357,-5.69357,-5.69048
18.33,-5.69975,-5.69975,-5.69666
18.34,-5.70593,-5.70593,-5.70284
18.35,-5.71211,-5.71211,-5.70902
18.36,-5.71829,-5.71829,-5.7152
18.37,-5.72448,-5.72448,-5.72138
18.38,-5.73066,-5.73066,-5.72757
18.39,-5.73685,-5.73685,-5.73376
18.4,-5.74305,-5.74305,-5.73995
18.41,-5.74924,-5.74924,-5.74614
18.42,-5.75543,-5.75543,-5.75234
18.43,-5.76163,-5.76163,-5.75853
18.44,-5.76783,-5.76783,-5.76473
18.45,-5.77403,-5.77403,-5.77093
18.46,-5.78023,-5.78023,-5.77713
18.47,-5.78644,-5.78644,-5.78334
18.48,-5.79264,-5.79264,-5.78954
18.49,-5.79885,-5.79885,-5.79575
18.5,-5.80506,-5.80506,-5.80196
18.51,-5.81128,-5.81128,-5.80817
18.52,-5.81749,-5.81749,-5.81438
18.53,-5.82371,-5.82371,-5.8206
18.54,-5.82993,-5.82993,-5.82682
18.55,-5.83615,-5.83615,-5.83304
18.56,-5.84237,-5.84237,-5.83926
18.57,-5.8486,-5.8486,-5.84549
18.58,-5.85483,-5.85483,-5.85171
18.59,-5.86106,-5.86106,-5.85794
18.6,-5.86729,-5.86729,-5.86417
18.61,-5.87352,-5.87352,-5.87041
18.62,-5.87976,-5.87976,-5.87664
18.63,-5.886,-5.886,-5.88288
18.64,-5.89224,-5.89224,-5.88912
18.65,-5.89848,-5.89848,-5.89536
18.66,-5.90473,-5.90473,-5.90161
18.67,-5.91098,-5.91098,-5.90785
18.68,-5.91723,-5.91723,-5.9141
18.69,-5.92348,-5.92348,-5.92035
18.7,-5.92973,-5.92973,-5.92661
18.71,-5.93599,-5.93599,-5.93286
18.72,-5.94225,-5.94225,-5.93912
18.73,-5.94851,-5.94851,-5.94538
18.74,-5.95477,-5.95477,-5.95164
18.75,-5.96104,-5.96104,-5.95791
18.76,-5.96731,-5.96731,-5.96417
18.77,-5.97358,-5.97358,-5.97044
18.78,-5.97985,-5.97985,-5.97672
18.79,-5.98613,-5.98613,-5.98299
18.8,-5.99241,-5.99241,-5.98927
18.81,-5.99869,-5.99869,-5.99555
18.82,-6.00497,-6.00497,-6.00183
18.83,-6.01126,-6.01126,-6.00811
18.84,-6.01754,-6.01754,-6.0144
18.85,-6.02383,-6.02383,-6.02069
18.86,-6.03013,-6.03013,-6.02698
18.87,-6.03642,-6.03642,-6.03327
18.88,-6.04272,-6.04272,-6.03957
18.89,-6.04902,-6.04902,-6.04587
18.9,-6.05532,-6.05532,-6.05217
18.91,-6.06163,-6.06163,-6.05847
18.92,-6.06793,-6.06793,-6.06478
18.93,-6.07424,-6.07424,-6.07109
18.94,-6.08056,-6.08056,-6.0774
18.95,-6.08687,-6.08687,-6.08371
18.96,-6.09319,-6.09319,-6.09003
18.97,-6.09951,-6.09951,-6.09635
18.98,-6.10583,-6.10583,-6.10267
18.99,-6.11216,-6.11216,-6.109
19.0,-6.11849,-6.11849,-6.11532
19.01,-6.12482,-6.12482,-6.12165
19.02,-6.13115,-6.13115,-6.12798
19.03,-6.13749,-6.13749,-6.13432
19.04,-6.14382,-6.14382,-6.14065
19.05,-6.15016,-6.15016,-6.14699
19.06,-6.15651,-6.15651,-6.15334
19.07,-6.16285,-6.16285,-6.15968
19.08,-6.1692,-6.1692,-6.16603
19.09,-6.17555,-6.17555,-6.17238
19.1,-6.18191,-6.18191,-6.17873
19.11,-6.18827,-6.18827,-6.18509
19.12,-6.19462,-6.19462,-6.19145
19.13,-6.20099,-6.20099,-6.19781
19.14,-6.20735,-6.20735,-6.20417
19.15,-6.21372,-6.21372,-6.21054
19.16,-6.22009,-6.22009,-6.2169
19.17,-6.22646,-6.22646,-6.22328
19.18,-6.23284,-6.23284,-6.22965
19.19,-6.23922,-6.23922,-6.23603
19.2,-6.2456,-6.2456,-6.24241
19.21,-6.25198,-6.25198,-6.24879
19.22,-6.25837,-6.25837,-6.25517
19.23,-6.26476,-6.26476,-6.26156
19.24,-6.27115,-6.27115,-6.26795
19.25,-6.27754,-6.27754,-6.27434
19.26,-6.28394,-6.28394,-6.28074
19.27,-6.29034,-6.29034,-6.28714
19.28,-6.29674,-6.29674,-6.29354
19.29,-6.30315,-6.30315,-6.29994
19.3,-6.30956,-6.30956,-6.30635
19.31,-6.31597,-6.31597,-6.31276
19.32,-6.32238,-6.32238,-6.31917
19.33,-6.3288,-6.3288,-6.32559
19.34,-6.33522,-6.33522,-6.33201
19.35,-6.34164,-6.34164,-6.33843
19.36,-6.34806,-6.34806,-6.34485
19.37,-6.35449,-6.35449,-6.35128
19.38,-6.36092,-6.36092,-6.3577
19.39,-6.36735,-6.36735,-6.36414
19.4,-6.37379,-6.37379,-6.37057
19.41,-6.38023,-6.38023,-6.37701
19.42,-6.38667,-6.38667,-6.38345
19.43,-6.39311,-6.39311,-6.38989
19.44,-6.39956,-6.39956,-6.39634
19.45,-6.40601,-6.40601,-6.40278
19.46,-6.41246,-6.41246,-6.40924
19.47,-6.41892,-6.41892,-6.41569
19.48,-6.42538,-6.42538,-6.42215
19.49,-6.43184,-6.43184,-6.42861
19.5,-6.4383,-6.4383,-6.43507
19.51,-6.44477,-6.44477,-6.44153
19.52,-6.45124,-6.45124,-6.448
19.53,-6.45771,-6.45771,-6.45447
19.54,-6.46418,-6.46418,-6.46095
19.55,-6.47066,-6.47066,-6.46742
19.56,-6.47714,-6.47714,-6.4739
19.57,-6.48363,-6.48363,-6.48038
19.58,-6.49011,-6.49011,-6.48687
19.59,-6.4966,-6.4966,-6.49336
19.6,-6.50309,-6.50309,-6.49985
19.61,-6.50959,-6.50959,-6.50634
19.62,-6.51608,-6.51608,-6.51284
19.63,-6.52258,-6.52258,-6.51933
19.64,-6.52909,-6.52909,-6.52584
19.65,-6.53559,-6.53559,-6.53234
19.66,-6.5421,-6.5421,-6.53885
19.67,-6.54861,-6.54861,-6.54536
19.68,-6.55513,-6.55513,-6.55187
19.69,-6.56164,-6.56164,-6.55839
19.7,-6.56816,-6.56816,-6.5649
19.71,-6.57469,-6.57469,-6.57143
19.72,-6.58121,-6.58121,-6.57795
19.73,-6.58774,-6.58774,-6.58448
19.74,-6.59427,-6.59427,-6.59101
19.75,-6.60081,-6.60081,-6.59754
19.76,-6.60734,-6.60734,-6.60407
19.77,-6.61388,-6.61388,-6.61061
19.78,-6.62042,-6.62042,-6.61715
19.79,-6.62697,-6.62697,-6.6237
19.8,-6.63352,-6.63352,-6.63024
19.81,-6.64007,-6.64007,-6.63679
19.82,-6.64662,-6.64662,-6.64334
19.83,-6.65318,-6.65318,-6.6499
19.84,-6.65974,-6.65974,-6.65646
19.85,-6.6663,-6.6663,-6.66302
19.86,-6.67286,-6.67286,-6.66958
19.87,-6.67943,-6.67943,-6.67614
19.88,-6.686,-6.686,-6.68271
19.89,-6.69257,-6.69257,-6.68928
19.9,-6.69915,-6.69915,-6.69586
19.91,-6.70572,-6.70572,-6.70244
19.92,-6.71231,-6.71231,-6.70901
19.93,-6.71889,-6.71889,-6.7156
19.94,-6.72547,-6.72547,-6.72218
19.95,-6.73206,-6.73206,-6.72877
19.96,-6.73866,-6.73866,-6.73536
19.97,-6.74525,-6.74525,-6.74195
19.98,-6.75185,-6.75185,-6.74855
19.99,-6.75845,-6.75845,-6.75515
20.0,-6.76505,-6.76505,-6.76175
20.01,-6.77165,-6.77165,-6.76835
20.02,-6.77826,-6.77826,-6.77496
20.03,-6.78487,-6.78487,-6.78157
20.04,-6.79149,-6.79149,-6.78818
20.05,-6.7981,-6.7981,-6.79479
20.06,-6.80472,-6.80472,-6.80141
20.07,-6.81134,-6.81134,-6.80803
20.08,-6.81797,-6.81797,-6.81465
20.09,-6.82459,-6.82459,-6.82128
20.1,-6.83122,-6.83122,-6.82791
20.11,-6.83785,-6.83785,-6.83454
20.12,-6.84449,-6.84449,-6.84117
20.13,-6.85113,-6.85113,-6.84781
20.14,-6.85777,-6.85777,-6.85445
20.15,-6.86441,-6.86441,-6.86109
20.16,-6.87105,-6.87105,-6.86773
20.17,-6.8777,-6.8777,-6.87438
20.18,-6.88435,-6.88435,-6.88103
20.19,-6.891,-6.891,-6.88768
20.2,-6.89766,-6.89766,-6.89433
20.21,-6.90432,-6.90432,-6.90099
20.22,-6.91098,-6.91098,-6.90765
20.23,-6.91764,-6.91764,-6.91431
20.24,-6.9243,-6.9243,-6.92097
20.25,-6.93097,-6.93097,-6.92764
20.26,-6.93764,-6.93764,-6.93431
20.27,-6.94432,-6.94432,-6.94098
20.28,-6.95099,-6.95099,-6.94765
20.29,-6.95767,-6.95767,-6.95433
20.3,-6.96435,-6.96435,-6.96101
20.31,-6.97103,-6.97103,-6.96769
20.32,-6.97772,-6.97772,-6.97437
20.33,-6.98441,-6.98441,-6.98106
20.34,-6.9911,-6.9911,-6.98775
20.35,-6.99779,-6.99779,-6.99444
20.36,-7.00448,-7.00448,-7.00114
20.37,-7.01118,-7.01118,-7.00783
20.38,-7.01788,-7.01788,-7.01453
20.39,-7.02458,-7.02458,-7.02123
20.4,-7.03129,-7.03129,-7.02793
20.41,-7.03799,-7.03799,-7.03464
20.42,-7.0447,-7.0447,-7.04135
20.43,-7.05141,-7.05141,-7.04806
20.44,-7.05813,-7.05813,-7.05477
20.45,-7.06485,-7.06485,-7.06149
20.46,-7.07156,-7.07156,-7.0682
20.47,-7.07828,-7.07828,-7.07492
20.48,-7.08501,-7.08501,-7.08165
20.49,-7.09173,-7.09173,-7.08837
20.5,-7.09846,-7.09846,-7.0951
20.51,-7.10519,-7.10519,-7.10183
20.52,-7.11192,-7.11192,-7.10856
20.53,-7.11866,-7.11866,-7.11529
20.54,-7.12539,-7.12539,-7.12203
20.55,-7.13213,-7.13213,-7.12876
20.56,-7.13887,-7.13887,-7.1355
20.57,-7.14562,-7.14562,-7.14225
20.58,-7.15236,-7.15236,-7.14899
20.59,-7.15911,-7.15911,-7.15574
20.6,-7.16586,-7.16586,-7.16249
20.61,-7.17261,-7.17261,-7.16924
20.62,-7.17937,-7.17937,-7.17599
20.63,-7.18612,-7.18612,-7.18274
20.64,-7.19288,-7.19288,-7.1895
20.65,-7.19964,-7.19964,-7.19626
20.66,-7.2064,-7.2064,-7.20302
20.67,-7.21317,-7.21317,-7.20979
20.68,-7.21993,-7.21993,-7.21655
20.69,-7.2267,-7.2267,-7.22332
20.7,-7.23347,-7.23347,-7.23009
20.71,-7.24024,-7.24024,-7.23686
20.72,-7.24702,-7.24702,-7.24363
20.73,-7.25379,-7.25379,-7.25041
20.74,-7.26057,-7.26057,-7.25718
20.75,-7.26735,-7.26735,-7.26396
20.76,-7.27413,-7.27413,-7.27074
20.77,-7.28092,-7.28092,-7.27753
20.78,-7.2877,-7.2877,-7.28431
20.79,-7.29449,-7.29449,-7.2911
20.8,-7.30128,-7.30128,-7.29789
20.81,-7.30807,-7.30807,-7.30468
20.82,-7.31487,-7.31487,-7.31147
20.83,-7.32166,-7.32166,-7.31826
20.84,-7.32846,-7.32846,-7.32506
20.85,-7.33526,-7.33526,-7.33186
20.86,-7.34206,-7.34206,-7.33866
20.87,-7.34886,-7.34886,-7.34546
20.88,-7.35566,-7.35566,-7.35226
20.89,-7.36247,-7.36247,-7.35906
20.9,-7.36927,-7.36927,-7.36587
20.91,-7.37608,-7.37608,-7.37268
20.92,-7.38289,-7.38289,-7.37949
20.93,-7.3897,-7.3897,-7.3863
20.94,-7.39652,-7.39652,-7.39311
20.95,-7.40333,-7.40333,-7.39992
20.96,-7.41015,-7.41015,-7.40674
20.97,-7.41697,-7.41697,-7.41356
20.98,-7.42379,-7.42379,-7.42038
20.99,-7.43061,-7.43061,-7.4272
21.0,-7.43743,-7.43743,-7.43402
21.01,-7.44425,-7.44425,-7.44084
21.02,-7.45108,-7.45108,-7.44767
21.03,-7.45791,-7.45791,-7.45449
21.04,-7.46473,-7.46473,-7.46132
21.05,-7.47156,-7.47156,-7.46815
21.06,-7.47839,-7.47839,-7.47498
21.07,-7.48523,-7.48523,-7.48181
21.08,-7.49206,-7.49206,-7.48864
21.09,-7.4989,-7.4989,-7.49548
21.1,-7.50573,-7.50573,-7.50231
21.11,-7.51257,-7.51257,-7.50915
21.12,-7.51941,-7.51941,-7.51599
21.13,-7.52625,-7.52625,-7.52283
21.14,-7.53309,-7.53309,-7.52967
21.15,-7.53993,-7.53993,-7.53651
21.16,-7.54678,-7.54678,-7.54336
21.17,-7.55362,-7.55362,-7.5502
21.18,-7.56047,-7.56047,-7.55705
21.19,-7.56732,-7.56732,-7.56389
21.2,-7.57416,-7.57416,-7.57074
21.21,-7.58101,-7.58101,-7.57759
21.22,-7.58786,-7.58786,-7.58444
21.23,-7.59472,-7.59472,-7.59129
21.24,-7.60157,-7.60157,-7.59814
21.25,-7.60842,-7.60842,-7.60499
21.26,-7.61528,-7.61528,-7.61185
21.27,-7.62213,-7.62213,-7.6187
21.28,-7.62899,-7.62899,-7.62556
21.29,-7.63584,-7.63584,-7.63242
21.3,-7.6427,-7.6427,-7.63927
21.31,-7.64956,-7.64956,-7.64613
21.32,-7.65642,-7.65642,-7.65299
21.33,-7.66328,-7.66328,-7.65985
21.34,-7.67014,-7.67014,-7.66671
21.35,-7.677,-7.677,-7.67357
21.36,-7.68387,-7.68387,-7.68044
21.37,-7.69073,-7.69073,-7.6873
21.38,-7.69759,-7.69759,-7.69416
21.39,-7.70446,-7.70446,-7.70103
21.4,-7.71132,-7.71132,-7.70789
21.41,-7.71819,-7.71819,-7.71476
21.42,-7.72506,-7.72506,-7.72162
21.43,-7.73192,-7.73192,-7.72849
21.44,-7.73879,-7.73879,-7.73536
21.45,-7.74566,-7.74566,-7.74223
21.46,-7.75253,-7.75253,-7.7491
21.47,-7.7594,-7.7594,-7.75596
21.48,-7.76627,-7.76627,-7.76283
21.49,-7.77314,-7.77314,-7.7697
21.5,-7.78001,-7.78001,-7.77657
21.51,-7.78688,-7.78688,-7.78344
21.52,-7.79375,-7.79375,-7.79032
21.53,-7.80062,-7.80062,-7.79719
21.54,-7.80749,-7.80749,-7.80406
21.55,-7.81437,-7.81437,-7.81093
21.56,-7.82124,-7.82124,-7.8178
21.57,-7.82811,-7.82811,-7.82467
21.58,-7.83498,-7.83498,-7.83155
21.59,-7.84186,-7.84186,-7.83842
21.6,-7.84873,-7.84873,-7.84529
21.61,-7.8556,-7.8556,-7.85217
21.62,-7.86248,-7.86248,-7.85904
21.63,-7.86935,-7.86935,-7.86591
21.64,-7.87622,-7.87622,-7.87279
21.65,-7.8831,-7.8831,-7.87966
21.66,-7.88997,-7.88997,-7.88653
21.67,-7.89684,-7.89684,-7.8934
21.68,-7.90371,-7.90371,-7.90028
21.69,-7.91059,-7.91059,-7.90715
21.7,-7.91746,-7.91746,-7.91402
21.71,-7.92433,-7.92433,-7.9209
21.72,-7.93121,-7.93121,-7.92777
21.73,-7.93808,-7.93808,-7.93464
21.74,-7.94495,-7.94495,-7.94151
21.75,-7.95182,-7.95182,-7.94839
21.76,-7.95869,-7.95869,-7.95526
21.77,-7.96556,-7.96556,-7.96213
21.78,-7.97243,-7.97243,-7.969
21.79,-7.9793,-7.9793,-7.97587
21.8,-7.98617,-7.98617,-7.98274
21.81,-7.99304,-7.99304,-7.98961
21.82,-7.99991,-7.99991,-7.99648
21.83,-8.00678,-8.00678,-8.00335
21.84,-8.01365,-8.01365,-8.01022
21.85,-8.02052,-8.02052,-8.01708
21.86,-8.02738,-8.02738,-8.02395
21.87,-8.03425,-8.03425,-8.03082
21.88,-8.04112,-8.04112,-8.03768
21.89,-8.04798,-8.04798,-8.04455
21.9,-8.05484,-8.05484,-8.05141
21.91,-8.06171,-8.06171,-8.05828
21.92,-8.06857,-8.06857,-8.06514
21.93,-8.07543,-8.07543,-8.072
21.94,-8.08229,-8.08229,-8.07886
21.95,-8.08915,-8.08915,-8.08572
21.96,-8.09601,-8.09601,-8.09258
21.97,-8.10287,-8.10287,-8.09944
21.98,-8.10973,-8.10973,-8.1063
21.99,-8.11658,-8.11658,-8.11316
22.0,-8.12344,-8.12344,-8.12001
22.01,-8.13029,-8.13029,-8.12687
22.02,-8.13715,-8.13715,-8.13372
22.03,-8.144,-8.144,-8.14057
22.04,-8.15085,-8.15085,-8.14743
22.05,-8.1577,-8.1577,-8.15428
22.06,-8.16455,-8.16455,-8.16113
22.07,-8.1714,-8.1714,-8.16797
22.08,-8.17824,-8.17824,-8.17482
22.09,-8.18509,-8.18509,-8.18167
22.1,-8.19193,-8.19193,-8.18851
22.11,-8.19877,-8.19877,-8.19535
22.12,-8.20561,-8.20561,-8.20219
22.13,-8.21245,-8.21245,-8.20903
22.14,-8.21929,-8.21929,-8.21587
22.15,-8.22613,-8.22613,-8.22271
22.16,-8.23296,-8.23296,-8.22954
22.17,-8.2398,-8.2398,-8.23638
22.18,-8.24663,-8.24663,-8.24321
22.19,-8.25346,-8.25346,-8.25004
22.2,-8.26028,-8.26028,-8.25687
22.21,-8.26711,-8.26711,-8.2637
22.22,-8.27394,-8.27394,-8.27052
22.23,-8.28076,-8.28076,-8.27735
22.24,-8.28758,-8.28758,-8.28417
22.25,-8.2944,-8.2944,-8.29099
22.26,-8.30122,-8.30122,-8.29781
22.27,-8.30803,-8.30803,-8.30463
22.28,-8.31485,-8.31485,-8.31144
22.29,-8.32166,-8.32166,-8.31825
22.3,-8.32847,-8.32847,-8.32506
22.31,-8.33528,-8.33528,-8.33187
22.32,-8.34208,-8.34208,-8.33868
22.33,-8.34889,-8.34889,-8.34548
22.34,-8.35569,-8.35569,-8.35229
22.35,-8.36249,-8.36249,-8.35909
22.36,-8.36928,-8.36928,-8.36589
22.37,-8.37608,-8.37608,-8.37268
22.38,-8.38287,-8.38287,-8.37948
22.39,-8.38966,-8.38966,-8.38627
22.4,-8.39645,-8.39645,-8.39306
22.41,-8.40324,-8.40324,-8.39984
22.42,-8.41002,-8.41002,-8.40663
22.43,-8.4168,-8.4168,-8.41341
22.44,-8.42358,-8.42358,-8.42019
22.45,-8.43035,-8.43035,-8.42697
22.46,-8.43713,-8.43713,-8.43374
22.47,-8.4439,-8.4439,-8.44051
22.48,-8.45066,-8.45066,-8.44728
22.49,-8.45743,-8.45743,-8.45405
22.5,-8.46419,-8.46419,-8.46081
22.51,-8.47095,-8.47095,-8.46757
22.52,-8.47771,-8.47771,-8.47433
22.53,-8.48446,-8.48446,-8.48109
22.54,-8.49121,-8.49121,-8.48784
22.55,-8.49796,-8.49796,-8.49459
22.56,-8.50471,-8.50471,-8.50133
22.57,-8.51145,-8.51145,-8.50808
22.58,-8.51819,-8.51819,-8.51482
22.59,-8.52493,-8.52493,-8.52156
22.6,-8.53166,-8.53166,-8.52829
22.61,-8.53839,-8.53839,-8.53502
22.62,-8.54512,-8.54512,-8.54175
22.63,-8.55184,-8.55184,-8.54848
22.64,-8.55856,-8.55856,-8.5552
22.65,-8.56528,-8.56528,-8.56192
22.66,-8.57199,-8.57199,-8.56863
22.67,-8.5787,-8.5787,-8.57535
22.68,-8.58541,-8.58541,-8.58206
22.69,-8.59211,-8.59211,-8.58876
22.7,-8.59881,-8.59881,-8.59546
22.71,-8.60551,-8.60551,-8.60216
22.72,-8.6122,-8.6122,-8.60886
22.73,-8.61889,-8.61889,-8.61555
22.74,-8.62558,-8.62558,-8.62224
22.75,-8.63226,-8.63226,-8.62892
22.76,-8.63894,-8.63894,-8.6356
22.77,-8.64562,-8.64562,-8.64228
22.78,-8.65229,-8.65229,-8.64895
22.79,-8.65896,-8.65896,-8.65562
22.8,-8.66562,-8.66562,-8.66229
22.81,-8.67228,-8.67228,-8.66895
22.82,-8.67894,-8.67894,-8.67561
22.83,-8.68559,-8.68559,-8.68226
22.84,-8.69223,-8.69223,-8.68891
22.85,-8.69888,-8.69888,-8.69556
22.86,-8.70552,-8.70552,-8.7022
22.87,-8.71215,-8.71215,-8.70884
22.88,-8.71879,-8.71879,-8.71547
22.89,-8.72541,-8.72541,-8.7221
22.9,-8.73204,-8.73204,-8.72872
22.91,-8.73865,-8.73865,-8.73535
22.92,-8.74527,-8.74527,-8.74196
22.93,-8.75188,-8.75188,-8.74857
22.94,-8.75848,-8.75848,-8.75518
22.95,-8.76509,-8.76509,-8.76179
22.96,-8.77168,-8.77168,-8.76838
22.97,-8.77827,-8.77827,-8.77498
22.98,-8.78486,-8.78486,-8.78157
22.99,-8.79145,-8.79145,-8.78815
23.0,-8.79802,-8.79802,-8.79473
23.01,-8.8046,-8.8046,-8.80131
23.02,-8.81117,-8.81117,-8.80788
23.03,-8.81773,-8.81773,-8.81445
23.04,-8.82429,-8.82429,-8.82101
23.05,-8.83084,-8.83084,-8.82757
23.06,-8.83739,-8.83739,-8.83412
23.07,-8.84394,-8.84394,-8.84067
23.08,-8.85048,-8.85048,-8.84721
23.09,-8.85701,-8.85701,-8.85374
23.1,-8.86354,-8.86354,-8.86028
23.11,-8.87007,-8.87007,-8.8668
23.12,-8.87658,-8.87658,-8.87333
23.13,-8.8831,-8.8831,-8.87984
23.14,-8.88961,-8.88961,-8.88635
23.15,-8.89611,-8.89611,-8.89286
23.16,-8.90261,-8.90261,-8.89936
23.17,-8.9091,-8.9091,-8.90586
23.18,-8.91559,-8.91559,-8.91235
23.19,-8.92207,-8.92207,-8.91883
23.2,-8.92855,-8.92855,-8.92531
23.21,-8.93502,-8.93502,-8.93178
23.22,-8.94148,-8.94148,-8.93825
23.23,-8.94794,-8.94794,-8.94471
23.24,-8.9544,-8.9544,-8.95117
23.25,-8.96085,-8.96085,-8.95762
23.26,-8.96729,-8.96729,-8.96407
23.27,-8.97373,-8.97373,-8.97051
23.28,-8.98016,-8.98016,-8.97694
23.29,-8.98658,-8.98658,-8.98337
23.3,-8.993,-8.993,-8.98979
23.31,-8.99941,-8.99941,-8.99621
23.32,-9.00582,-9.00582,-9.00262
23.33,-9.01222,-9.01222,-9.00902
23.34,-9.01862,-9.01862,-9.01542
23.35,-9.02501,-9.02501,-9.02181
23.36,-9.03139,-9.03139,-9.0282
23.37,-9.03777,-9.03777,-9.03458
23.38,-9.04414,-9.04414,-9.04095
23.39,-9.0505,-9.0505,-9.04732
23.4,-9.05686,-9.05686,-9.05368
23.41,-9.06321,-9.06321,-9.06003
23.42,-9.06955,-9.06955,-9.06638
23.43,-9.07589,-9.07589,-9.07272
23.44,-9.08222,-9.08222,-9.07906
23.45,-9.08855,-9.08855,-9.08539
23.46,-9.09487,-9.09487,-9.09171
23.47,-9.10118,-9.10118,-9.09802
23.48,-9.10748,-9.10748,-9.10433
23.49,-9.11378,-9.11378,-9.11063
23.5,-9.12007,-9.12007,-9.11693
23.51,-9.12636,-9.12636,-9.12322
23.52,-9.13264,-9.13264,-9.1295
23.53,-9.13891,-9.13891,-9.13577
23.54,-9.14517,-9.14517,-9.14204
23.55,-9.15143,-9.15143,-9.1483
23.56,-9.15768,-9.15768,-9.15455
23.57,-9.16392,-9.16392,-9.1608
23.58,-9.17015,-9.17015,-9.16704
23.59,-9.17638,-9.17638,-9.17327
23.6,-9.1826,-9.1826,-9.17949
23.61,-9.18882,-9.18882,-9.18571
23.62,-9.19502,-9.19502,-9.19192
23.63,-9.20122,-9.20122,-9.19812
23.64,-9.20741,-9.20741,-9.20432
