dt,WRv_x,WRv_y,U_vN
21.56,-0.687238,-0.687238,-0.687226
21.57,-0.687258,-0.687258,-0.687248
21.58,-0.687275,-0.687275,-0.687266
21.59,-0.68729,-0.68729,-0.687282
21.6,-0.687302,-0.687302,-0.687296
21.61,-0.687311,-0.687311,-0.687307
21.62,-0.687318,-0.687318,-0.687315
21.63,-0.687322,-0.687322,-0.68732
21.64,-0.687324,-0.687324,-0.687323
21.65,-0.687322,-0.687322,-0.687323
21.66,-0.687318,-0.687318,-0.68732
21.67,-0.687312,-0.687312,-0.687315
21.68,-0.687302,-0.687302,-0.687307
21.69,-0.68729,-0.68729,-0.687296
21.7,-0.687275,-0.687275,-0.687283
21.71,-0.687257,-0.687257,-0.687266
21.72,-0.687237,-0.687237,-0.687247
21.73,-0.687213,-0.687213,-0.687225
21.74,-0.687187,-0.687187,-0.6872
21.75,-0.687158,-0.687158,-0.687173
21.76,-0.687127,-0.687127,-0.687142
21.77,-0.687092,-0.687092,-0.687109
21.78,-0.687054,-0.687054,-0.687073
21.79,-0.687014,-0.687014,-0.687034
21.8,-0.686971,-0.686971,-0.686993
21.81,-0.686925,-0.686925,-0.686948
21.82,-0.686876,-0.686876,-0.6869
21.83,-0.686824,-0.686824,-0.68685
21.84,-0.686769,-0.686769,-0.686796
21.85,-0.686711,-0.686711,-0.68674
21.86,-0.68665,-0.68665,-0.686681
21.87,-0.686587,-0.686587,-0.686619
21.88,-0.68652,-0.68652,-0.686553
21.89,-0.68645,-0.68645,-0.686485
21.9,-0.686378,-0.686378,-0.686414
21.91,-0.686302,-0.686302,-0.68634
21.92,-0.686223,-0.686223,-0.686263
21.93,-0.686142,-0.686142,-0.686182
21.94,-0.686057,-0.686057,-0.686099
21.95,-0.685969,-0.685969,-0.686013
21.96,-0.685878,-0.685878,-0.685923
21.97,-0.685784,-0.685784,-0.685831
21.98,-0.685687,-0.685687,-0.685736
21.99,-0.685587,-0.685587,-0.685637
22.0,-0.685484,-0.685484,-0.685535
22.01,-0.685377,-0.685377,-0.68543
22.02,-0.685268,-0.685268,-0.685322
22.03,-0.685155,-0.685155,-0.685211
22.04,-0.685039,-0.685039,-0.685097
22.05,-0.68492,-0.68492,-0.68498
22.06,-0.684798,-0.684798,-0.684859
22.07,-0.684672,-0.684672,-0.684735
22.08,-0.684544,-0.684544,-0.684608
22.09,-0.684412,-0.684412,-0.684478
22.1,-0.684277,-0.684277,-0.684345
22.11,-0.684139,-0.684139,-0.684208
22.12,-0.683997,-0.683997,-0.684068
22.13,-0.683853,-0.683853,-0.683925
22.14,-0.683704,-0.683704,-0.683778
22.15,-0.683553,-0.683553,-0.683629
22.16,-0.683399,-0.683399,-0.683476
22.17,-0.683241,-0.683241,-0.68332
22.18,-0.683079,-0.683079,-0.68316
22.19,-0.682915,-0.682915,-0.682997
22.2,-0.682747,-0.682747,-0.682831
22.21,-0.682576,-0.682576,-0.682661
22.22,-0.682401,-0.682401,-0.682488
22.23,-0.682223,-0.682223,-0.682312
22.24,-0.682042,-0.682042,-0.682133
22.25,-0.681857,-0.681857,-0.681949
22.26,-0.681669,-0.681669,-0.681763
22.27,-0.681477,-0.681477,-0.681573
22.28,-0.681283,-0.681283,-0.68138
22.29,-0.681084,-0.681084,-0.681183
22.3,-0.680882,-0.680882,-0.680983
22.31,-0.680677,-0.680677,-0.68078
22.32,-0.680468,-0.680468,-0.680573
22.33,-0.680256,-0.680256,-0.680362
22.34,-0.68004,-0.68004,-0.680148
22.35,-0.679821,-0.679821,-0.679931
22.36,-0.679598,-0.679598,-0.67971
22.37,-0.679372,-0.679372,-0.679485
22.38,-0.679142,-0.679142,-0.679257
22.39,-0.678909,-0.678909,-0.679026
22.4,-0.678672,-0.678672,-0.678791
22.41,-0.678432,-0.678432,-0.678552
22.42,-0.678188,-0.678188,-0.67831
22.43,-0.67794,-0.67794,-0.678064
22.44,-0.677689,-0.677689,-0.677815
22.45,-0.677435,-0.677435,-0.677562
22.46,-0.677176,-0.677176,-0.677305
22.47,-0.676914,-0.676914,-0.677045
22.48,-0.676649,-0.676649,-0.676781
22.49,-0.676379,-0.676379,-0.676514
22.5,-0.676107,-0.676107,-0.676243
22.51,-0.67583,-0.67583,-0.675968
22.52,-0.67555,-0.67555,-0.67569
22.53,-0.675266,-0.675266,-0.675408
22.54,-0.674978,-0.674978,-0.675122
22.55,-0.674687,-0.674687,-0.674833
22.56,-0.674392,-0.674392,-0.67454
22.57,-0.674093,-0.674093,-0.674243
22.58,-0.673791,-0.673791,-0.673942
22.59,-0.673485,-0.673485,-0.673638
22.6,-0.673175,-0.673175,-0.67333
22.61,-0.672861,-0.672861,-0.673018
22.62,-0.672544,-0.672544,-0.672702
22.63,-0.672222,-0.672222,-0.672383
22.64,-0.671897,-0.671897,-0.67206
22.65,-0.671569,-0.671569,-0.671733
22.66,-0.671236,-0.671236,-0.671402
22.67,-0.6709,-0.6709,-0.671068
22.68,-0.670559,-0.670559,-0.670729
22.69,-0.670215,-0.670215,-0.670387
22.7,-0.669867,-0.669867,-0.670041
22.71,-0.669516,-0.669516,-0.669691
22.72,-0.66916,-0.66916,-0.669338
22.73,-0.6688,-0.6688,-0.66898
22.74,-0.668437,-0.668437,-0.668619
22.75,-0.66807,-0.66807,-0.668253
22.76,-0.667698,-0.667698,-0.667884
22.77,-0.667323,-0.667323,-0.667511
22.78,-0.666944,-0.666944,-0.667134
22.79,-0.666561,-0.666561,-0.666753
22.8,-0.666175,-0.666175,-0.666368
22.81,-0.665784,-0.665784,-0.665979
22.82,-0.665389,-0.665389,-0.665586
22.83,-0.66499,-0.66499,-0.66519
22.84,-0.664587,-0.664587,-0.664789
22.85,-0.664181,-0.664181,-0.664384
22.86,-0.66377,-0.66377,-0.663975
22.87,-0.663355,-0.663355,-0.663563
22.88,-0.662937,-0.662937,-0.663146
22.89,-0.662514,-0.662514,-0.662725
22.9,-0.662087,-0.662087,-0.662301
22.91,-0.661656,-0.661656,-0.661872
22.92,-0.661222,-0.661222,-0.661439
22.93,-0.660783,-0.660783,-0.661002
22.94,-0.66034,-0.66034,-0.660561
22.95,-0.659893,-0.659893,-0.660116
22.96,-0.659442,-0.659442,-0.659667
22.97,-0.658986,-0.658986,-0.659214
22.98,-0.658527,-0.658527,-0.658757
22.99,-0.658064,-0.658064,-0.658296
23.0,-0.657596,-0.657596,-0.65783
23.01,-0.657125,-0.657125,-0.657361
23.02,-0.656649,-0.656649,-0.656887
23.03,-0.656169,-0.656169,-0.656409
23.04,-0.655685,-0.655685,-0.655927
23.05,-0.655197,-0.655197,-0.655441
23.06,-0.654705,-0.654705,-0.654951
23.07,-0.654208,-0.654208,-0.654456
23.08,-0.653708,-0.653708,-0.653958
23.09,-0.653203,-0.653203,-0.653455
23.1,-0.652694,-0.652694,-0.652948
23.11,-0.65218,-0.65218,-0.652437
23.12,-0.651663,-0.651663,-0.651922
23.13,-0.651141,-0.651141,-0.651402
23.14,-0.650615,-0.650615,-0.650878
23.15,-0.650085,-0.650085,-0.65035
23.16,-0.649551,-0.649551,-0.649818
23.17,-0.649012,-0.649012,-0.649282
23.18,-0.648469,-0.648469,-0.648741
23.19,-0.647922,-0.647922,-0.648196
23.2,-0.647371,-0.647371,-0.647646
23.21,-0.646815,-0.646815,-0.647093
23.22,-0.646255,-0.646255,-0.646535
23.23,-0.645691,-0.645691,-0.645973
23.24,-0.645122,-0.645122,-0.645406
23.25,-0.644549,-0.644549,-0.644836
23.26,-0.643972,-0.643972,-0.644261
23.27,-0.643391,-0.643391,-0.643681
23.28,-0.642805,-0.642805,-0.643098
23.29,-0.642214,-0.642214,-0.64251
23.3,-0.64162,-0.64162,-0.641917
23.31,-0.641021,-0.641021,-0.64132
23.32,-0.640418,-0.640418,-0.640719
23.33,-0.63981,-0.63981,-0.640114
23.34,-0.639198,-0.639198,-0.639504
23.35,-0.638582,-0.638582,-0.63889
23.36,-0.637961,-0.637961,-0.638271
23.37,-0.637336,-0.637336,-0.637648
23.38,-0.636706,-0.636706,-0.637021
23.39,-0.636072,-0.636072,-0.636389
23.4,-0.635434,-0.635434,-0.635753
23.41,-0.634791,-0.634791,-0.635112
23.42,-0.634144,-0.634144,-0.634467
23.43,-0.633492,-0.633492,-0.633818
23.44,-0.632836,-0.632836,-0.633164
23.45,-0.632175,-0.632175,-0.632505
23.46,-0.63151,-0.63151,-0.631843
23.47,-0.63084,-0.63084,-0.631175
23.48,-0.630166,-0.630166,-0.630503
23.49,-0.629488,-0.629488,-0.629827
23.5,-0.628805,-0.628805,-0.629146
23.51,-0.628118,-0.628118,-0.628461
23.52,-0.627426,-0.627426,-0.627772
23.53,-0.626729,-0.626729,-0.627077
23.54,-0.626028,-0.626028,-0.626379
23.55,-0.625323,-0.625323,-0.625675
23.56,-0.624613,-0.624613,-0.624968
23.57,-0.623898,-0.623898,-0.624255
23.58,-0.623179,-0.623179,-0.623539
23.59,-0.622455,-0.622455,-0.622817
23.6,-0.621727,-0.621727,-0.622091
23.61,-0.620995,-0.620995,-0.621361
23.62,-0.620257,-0.620257,-0.620626
23.63,-0.619515,-0.619515,-0.619886
23.64,-0.618769,-0.618769,-0.619142
23.65,-0.618018,-0.618018,-0.618393
23.66,-0.617262,-0.617262,-0.61764
23.67,-0.616502,-0.616502,-0.616882
23.68,-0.615737,-0.615737,-0.61612
23.69,-0.614968,-0.614968,-0.615353
23.7,-0.614194,-0.614194,-0.614581
23.71,-0.613416,-0.613416,-0.613805
23.72,-0.612632,-0.612632,-0.613024
23.73,-0.611844,-0.611844,-0.612238
23.74,-0.611052,-0.611052,-0.611448
23.75,-0.610255,-0.610255,-0.610653
23.76,-0.609453,-0.609453,-0.609854
23.77,-0.608647,-0.608647,-0.60905
23.78,-0.607836,-0.607836,-0.608241
23.79,-0.60702,-0.60702,-0.607428
23.8,-0.6062,-0.6062,-0.60661
23.81,-0.605375,-0.605375,-0.605787
23.82,-0.604545,-0.604545,-0.60496
23.83,-0.603711,-0.603711,-0.604128
23.84,-0.602872,-0.602872,-0.603291
23.85,-0.602028,-0.602028,-0.60245
23.86,-0.601179,-0.601179,-0.601604
23.87,-0.600326,-0.600326,-0.600753
23.88,-0.599469,-0.599469,-0.599897
23.89,-0.598606,-0.598606,-0.599037
23.9,-0.597739,-0.597739,-0.598172
23.91,-0.596867,-0.596867,-0.597303
23.92,-0.59599,-0.59599,-0.596428
23.93,-0.595109,-0.595109,-0.595549
23.94,-0.594223,-0.594223,-0.594666
23.95,-0.593332,-0.593332,-0.593777
23.96,-0.592436,-0.592436,-0.592884
23.97,-0.591536,-0.591536,-0.591986
23.98,-0.590631,-0.590631,-0.591083
23.99,-0.589721,-0.589721,-0.590176
24.0,-0.588806,-0.588806,-0.589263
24.01,-0.587887,-0.587887,-0.588346
24.02,-0.586963,-0.586963,-0.587425
24.03,-0.586034,-0.586034,-0.586498
24.04,-0.5851,-0.5851,-0.585567
24.05,-0.584161,-0.584161,-0.584631
24.06,-0.583218,-0.583218,-0.58369
24.07,-0.58227,-0.58227,-0.582744
24.08,-0.581317,-0.581317,-0.581794
24.09,-0.58036,-0.58036,-0.580839
24.1,-0.579397,-0.579397,-0.579878
24.11,-0.57843,-0.57843,-0.578914
24.12,-0.577458,-0.577458,-0.577944
24.13,-0.576481,-0.576481,-0.57697
24.14,-0.575499,-0.575499,-0.57599
24.15,-0.574513,-0.574513,-0.575006
24.16,-0.573522,-0.573522,-0.574017
24.17,-0.572525,-0.572525,-0.573024
24.18,-0.571524,-0.571524,-0.572025
24.19,-0.570519,-0.570519,-0.571022
24.2,-0.569508,-0.569508,-0.570013
24.21,-0.568493,-0.568493,-0.569
24.22,-0.567472,-0.567472,-0.567982
24.23,-0.566447,-0.566447,-0.56696
24.24,-0.565417,-0.565417,-0.565932
24.25,-0.564382,-0.564382,-0.5649
24.26,-0.563342,-0.563342,-0.563862
24.27,-0.562298,-0.562298,-0.56282
24.28,-0.561248,-0.561248,-0.561773
24.29,-0.560194,-0.560194,-0.560721
24.3,-0.559135,-0.559135,-0.559664
24.31,-0.558071,-0.558071,-0.558603
24.32,-0.557002,-0.557002,-0.557536
24.33,-0.555928,-0.555928,-0.556465
24.34,-0.554849,-0.554849,-0.555389
24.35,-0.553766,-0.553766,-0.554307
24.36,-0.552677,-0.552677,-0.553221
24.37,-0.551584,-0.551584,-0.55213
24.38,-0.550485,-0.550485,-0.551035
24.39,-0.549382,-0.549382,-0.549934
24.4,-0.548274,-0.548274,-0.548828
24.41,-0.547161,-0.547161,-0.547718
24.42,-0.546043,-0.546043,-0.546602
24.43,-0.544921,-0.544921,-0.545482
24.44,-0.543793,-0.543793,-0.544357
24.45,-0.54266,-0.54266,-0.543227
24.46,-0.541523,-0.541523,-0.542092
24.47,-0.54038,-0.54038,-0.540952
24.48,-0.539233,-0.539233,-0.539807
24.49,-0.538081,-0.538081,-0.538657
24.5,-0.536924,-0.536924,-0.537502
24.51,-0.535762,-0.535762,-0.536343
24.52,-0.534594,-0.534594,-0.535178
24.53,-0.533423,-0.533423,-0.534009
24.54,-0.532246,-0.532246,-0.532834
24.55,-0.531064,-0.531064,-0.531655
24.56,-0.529877,-0.529877,-0.53047
24.57,-0.528685,-0.528685,-0.529281
24.58,-0.527489,-0.527489,-0.528087
24.59,-0.526287,-0.526287,-0.526888
24.6,-0.525081,-0.525081,-0.525684
24.61,-0.523869,-0.523869,-0.524475
24.62,-0.522653,-0.522653,-0.523261
24.63,-0.521431,-0.521431,-0.522042
24.64,-0.520205,-0.520205,-0.520818
24.65,-0.518974,-0.518974,-0.51959
24.66,-0.517738,-0.517738,-0.518356
24.67,-0.516497,-0.516497,-0.517117
24.68,-0.51525,-0.51525,-0.515873
24.69,-0.513999,-0.513999,-0.514625
24.7,-0.512743,-0.512743,-0.513371
24.71,-0.511482,-0.511482,-0.512113
24.72,-0.510216,-0.510216,-0.510849
24.73,-0.508946,-0.508946,-0.509581
24.74,-0.50767,-0.50767,-0.508308
24.75,-0.506389,-0.506389,-0.507029
24.76,-0.505103,-0.505103,-0.505746
24.77,-0.503812,-0.503812,-0.504458
24.78,-0.502517,-0.502517,-0.503165
24.79,-0.501216,-0.501216,-0.501866
24.8,-0.49991,-0.49991,-0.500563
24.81,-0.4986,-0.4986,-0.499255
24.82,-0.497284,-0.497284,-0.497942
24.83,-0.495964,-0.495964,-0.496624
24.84,-0.494638,-0.494638,-0.495301
24.85,-0.493308,-0.493308,-0.493973
24.86,-0.491972,-0.491972,-0.49264
24.87,-0.490632,-0.490632,-0.491302
24.88,-0.489287,-0.489287,-0.489959
24.89,-0.487936,-0.487936,-0.488611
24.9,-0.486581,-0.486581,-0.487259
24.91,-0.485221,-0.485221,-0.485901
24.92,-0.483855,-0.483855,-0.484538
24.93,-0.482485,-0.482485,-0.48317
24.94,-0.48111,-0.48111,-0.481798
24.95,-0.47973,-0.47973,-0.48042
24.96,-0.478345,-0.478345,-0.479037
24.97,-0.476955,-0.476955,-0.47765
24.98,-0.47556,-0.47556,-0.476257
24.99,-0.474159,-0.474159,-0.474859
25.0,-0.472754,-0.472754,-0.473457
25.01,-0.471344,-0.471344,-0.472049
25.02,-0.469929,-0.469929,-0.470637
25.03,-0.46851,-0.46851,-0.46922
25.04,-0.467085,-0.467085,-0.467797
25.05,-0.465655,-0.465655,-0.46637
25.06,-0.46422,-0.46422,-0.464937
25.07,-0.46278,-0.46278,-0.4635
25.08,-0.461335,-0.461335,-0.462058
25.09,-0.459886,-0.459886,-0.460611
25.1,-0.458431,-0.458431,-0.459158
25.11,-0.456971,-0.456971,-0.457701
25.12,-0.455507,-0.455507,-0.456239
25.13,-0.454037,-0.454037,-0.454772
25.14,-0.452562,-0.452562,-0.4533
25.15,-0.451083,-0.451083,-0.451823
25.16,-0.449598,-0.449598,-0.450341
25.17,-0.448109,-0.448109,-0.448854
25.18,-0.446615,-0.446615,-0.447362
25.19,-0.445115,-0.445115,-0.445865
25.2,-0.443611,-0.443611,-0.444363
25.21,-0.442102,-0.442102,-0.442856
25.22,-0.440587,-0.440587,-0.441345
25.23,-0.439068,-0.439068,-0.439828
25.24,-0.437544,-0.437544,-0.438306
25.25,-0.436015,-0.436015,-0.43678
25.26,-0.434481,-0.434481,-0.435248
25.27,-0.432942,-0.432942,-0.433712
25.28,-0.431398,-0.431398,-0.43217
25.29,-0.429849,-0.429849,-0.430624
25.3,-0.428295,-0.428295,-0.429072
25.31,-0.426737,-0.426737,-0.427516
25.32,-0.425173,-0.425173,-0.425955
25.33,-0.423604,-0.423604,-0.424389
25.34,-0.422031,-0.422031,-0.422818
25.35,-0.420452,-0.420452,-0.421242
25.36,-0.418869,-0.418869,-0.419661
25.37,-0.417281,-0.417281,-0.418075
25.38,-0.415687,-0.415687,-0.416484
25.39,-0.414089,-0.414089,-0.414888
25.4,-0.412486,-0.412486,-0.413288
25.41,-0.410878,-0.410878,-0.411682
25.42,-0.409265,-0.409265,-0.410071
25.43,-0.407647,-0.407647,-0.408456
25.44,-0.406024,-0.406024,-0.406836
25.45,-0.404397,-0.404397,-0.40521
25.46,-0.402764,-0.402764,-0.40358
25.47,-0.401126,-0.401126,-0.401945
25.48,-0.399484,-0.399484,-0.400305
25.49,-0.397837,-0.397837,-0.39866
25.5,-0.396184,-0.396184,-0.397011
25.51,-0.394527,-0.394527,-0.395356
25.52,-0.392865,-0.392865,-0.393696
25.53,-0.391198,-0.391198,-0.392032
25.54,-0.389527,-0.389527,-0.390362
25.55,-0.38785,-0.38785,-0.388688
25.56,-0.386168,-0.386168,-0.387009
25.57,-0.384482,-0.384482,-0.385325
25.58,-0.38279,-0.38279,-0.383636
25.59,-0.381094,-0.381094,-0.381942
25.6,-0.379393,-0.379393,-0.380244
25.61,-0.377687,-0.377687,-0.37854
25.62,-0.375976,-0.375976,-0.376832
25.63,-0.374261,-0.374261,-0.375119
25.64,-0.37254,-0.37254,-0.373401
25.65,-0.370815,-0.370815,-0.371678
25.66,-0.369085,-0.369085,-0.36995
25.67,-0.36735,-0.36735,-0.368217
25.68,-0.36561,-0.36561,-0.36648
25.69,-0.363865,-0.363865,-0.364737
25.7,-0.362115,-0.362115,-0.36299
25.71,-0.360361,-0.360361,-0.361238
25.72,-0.358602,-0.358602,-0.359481
25.73,-0.356837,-0.356837,-0.35772
25.74,-0.355069,-0.355069,-0.355953
25.75,-0.353295,-0.353295,-0.354182
25.76,-0.351516,-0.351516,-0.352406
25.77,-0.349733,-0.349733,-0.350625
25.78,-0.347945,-0.347945,-0.348839
25.79,-0.346152,-0.346152,-0.347048
25.8,-0.344354,-0.344354,-0.345253
25.81,-0.342552,-0.342552,-0.343453
25.82,-0.340744,-0.340744,-0.341648
25.83,-0.338932,-0.338932,-0.339838
25.84,-0.337115,-0.337115,-0.338024
25.85,-0.335293,-0.335293,-0.336204
25.86,-0.333467,-0.333467,-0.33438
25.87,-0.331636,-0.331636,-0.332551
25.88,-0.3298,-0.3298,-0.330718
25.89,-0.327959,-0.327959,-0.328879
25.9,-0.326113,-0.326113,-0.327036
25.91,-0.324263,-0.324263,-0.325188
25.92,-0.322408,-0.322408,-0.323336
25.93,-0.320548,-0.320548,-0.321478
25.94,-0.318684,-0.318684,-0.319616
25.95,-0.316815,-0.316815,-0.317749
25.96,-0.314941,-0.314941,-0.315878
25.97,-0.313062,-0.313062,-0.314001
25.98,-0.311179,-0.311179,-0.31212
25.99,-0.309291,-0.309291,-0.310235
26.0,-0.307398,-0.307398,-0.308344
26.01,-0.3055,-0.3055,-0.306449
26.02,-0.303598,-0.303598,-0.304549
26.03,-0.301691,-0.301691,-0.302645
26.04,-0.29978,-0.29978,-0.300735
26.05,-0.297863,-0.297863,-0.298821
26.06,-0.295942,-0.295942,-0.296903
26.07,-0.294017,-0.294017,-0.294979
26.08,-0.292086,-0.292086,-0.293052
26.09,-0.290151,-0.290151,-0.291119
26.1,-0.288212,-0.288212,-0.289182
26.11,-0.286268,-0.286268,-0.28724
26.12,-0.284319,-0.284319,-0.285293
26.13,-0.282365,-0.282365,-0.283342
26.14,-0.280407,-0.280407,-0.281386
26.15,-0.278444,-0.278444,-0.279426
26.16,-0.276477,-0.276477,-0.27746
26.17,-0.274505,-0.274505,-0.275491
26.18,-0.272528,-0.272528,-0.273516
26.19,-0.270547,-0.270547,-0.271537
26.2,-0.268561,-0.268561,-0.269554
26.21,-0.266571,-0.266571,-0.267566
26.22,-0.264576,-0.264576,-0.265573
26.23,-0.262576,-0.262576,-0.263576
26.24,-0.260572,-0.260572,-0.261574
26.25,-0.258563,-0.258563,-0.259567
26.26,-0.25655,-0.25655,-0.257556
26.27,-0.254532,-0.254532,-0.255541
26.28,-0.252509,-0.252509,-0.253521
26.29,-0.250483,-0.250483,-0.251496
26.3,-0.248451,-0.248451,-0.249467
26.31,-0.246415,-0.246415,-0.247433
26.32,-0.244375,-0.244375,-0.245395
26.33,-0.242329,-0.242329,-0.243352
26.34,-0.24028,-0.24028,-0.241305
26.35,-0.238226,-0.238226,-0.239253
26.36,-0.236167,-0.236167,-0.237197
26.37,-0.234104,-0.234104,-0.235136
26.38,-0.232037,-0.232037,-0.233071
26.39,-0.229965,-0.229965,-0.231001
26.4,-0.227888,-0.227888,-0.228927
26.41,-0.225807,-0.225807,-0.226848
26.42,-0.223722,-0.223722,-0.224765
26.43,-0.221632,-0.221632,-0.222677
26.44,-0.219538,-0.219538,-0.220585
26.45,-0.217439,-0.217439,-0.218489
26.46,-0.215336,-0.215336,-0.216388
26.47,-0.213228,-0.213228,-0.214282
26.48,-0.211117,-0.211117,-0.212172
26.49,-0.209,-0.209,-0.210058
26.5,-0.206879,-0.206879,-0.20794
26.51,-0.204754,-0.204754,-0.205817
26.52,-0.202625,-0.202625,-0.203689
26.53,-0.200491,-0.200491,-0.201558
26.54,-0.198352,-0.198352,-0.199422
26.55,-0.19621,-0.19621,-0.197281
26.56,-0.194063,-0.194063,-0.195136
26.57,-0.191912,-0.191912,-0.192987
26.58,-0.189756,-0.189756,-0.190834
26.59,-0.187596,-0.187596,-0.188676
26.6,-0.185431,-0.185431,-0.186514
26.61,-0.183263,-0.183263,-0.184347
26.62,-0.18109,-0.18109,-0.182176
26.63,-0.178913,-0.178913,-0.180001
26.64,-0.176731,-0.176731,-0.177822
26.65,-0.174545,-0.174545,-0.175638
26.66,-0.172355,-0.172355,-0.17345
26.67,-0.170161,-0.170161,-0.171258
26.68,-0.167962,-0.167962,-0.169062
26.69,-0.165759,-0.165759,-0.166861
26.7,-0.163552,-0.163552,-0.164656
26.71,-0.161341,-0.161341,-0.162447
26.72,-0.159125,-0.159125,-0.160233
26.73,-0.156906,-0.156906,-0.158016
26.74,-0.154682,-0.154682,-0.155794
26.75,-0.152453,-0.152453,-0.153568
26.76,-0.150221,-0.150221,-0.151337
26.77,-0.147985,-0.147985,-0.149103
26.78,-0.145744,-0.145744,-0.146864
26.79,-0.143499,-0.143499,-0.144621
26.8,-0.14125,-0.14125,-0.142374
26.81,-0.138997,-0.138997,-0.140123
26.82,-0.136739,-0.136739,-0.137868
26.83,-0.134478,-0.134478,-0.135609
26.84,-0.132212,-0.132212,-0.133345
26.85,-0.129943,-0.129943,-0.131077
26.86,-0.127669,-0.127669,-0.128806
26.87,-0.125391,-0.125391,-0.12653
26.88,-0.123109,-0.123109,-0.12425
26.89,-0.120823,-0.120823,-0.121966
26.9,-0.118533,-0.118533,-0.119678
26.91,-0.116239,-0.116239,-0.117386
26.92,-0.11394,-0.11394,-0.115089
26.93,-0.111638,-0.111638,-0.112789
26.94,-0.109332,-0.109332,-0.110485
26.95,-0.107021,-0.107021,-0.108177
26.96,-0.104707,-0.104707,-0.105864
26.97,-0.102389,-0.102389,-0.103548
26.98,-0.100067,-0.100067,-0.101228
26.99,-0.0977402,-0.0977402,-0.0989034
27.0,-0.0954099,-0.0954099,-0.0965751
27.01,-0.0930757,-0.0930757,-0.0942428
27.02,-0.0907375,-0.0907375,-0.0919066
27.03,-0.0883954,-0.0883954,-0.0895664
27.04,-0.0860493,-0.0860493,-0.0872223
27.05,-0.0836993,-0.0836993,-0.0848743
27.06,-0.0813454,-0.0813454,-0.0825223
27.07,-0.0789876,-0.0789876,-0.0801665
27.08,-0.0766258,-0.0766258,-0.0778067
27.09,-0.0742602,-0.0742602,-0.075443
27.1,-0.0718908,-0.0718908,-0.0730755
27.11,-0.0695174,-0.0695174,-0.0707041
27.12,-0.0671402,-0.0671402,-0.0683288
27.13,-0.0647592,-0.0647592,-0.0659497
27.14,-0.0623743,-0.0623743,-0.0635668
27.15,-0.0599856,-0.0599856,-0.06118
27.16,-0.0575931,-0.0575931,-0.0587894
27.17,-0.0551968,-0.0551968,-0.056395
27.18,-0.0527967,-0.0527967,-0.0539967
27.19,-0.0503928,-0.0503928,-0.0515947
27.2,-0.0479851,-0.0479851,-0.049189
27.21,-0.0455737,-0.0455737,-0.0467794
27.22,-0.0431585,-0.0431585,-0.0443661
27.23,-0.0407396,-0.0407396,-0.041949
27.24,-0.0383169,-0.0383169,-0.0395283
27.25,-0.0358906,-0.0358906,-0.0371037
27.26,-0.0334605,-0.0334605,-0.0346755
27.27,-0.0310267,-0.0310267,-0.0322436
27.28,-0.0285892,-0.0285892,-0.0298079
27.29,-0.0261481,-0.0261481,-0.0273686
27.3,-0.0237032,-0.0237032,-0.0249256
27.31,-0.0212548,-0.0212548,-0.022479
27.32,-0.0188026,-0.0188026,-0.0200287
27.33,-0.0163469,-0.0163469,-0.0175748
27.34,-0.0138875,-0.0138875,-0.0151172
27.35,-0.0114245,-0.0114245,-0.012656
27.36,-0.00895793,-0.00895793,-0.0101912
27.37,-0.00648774,-0.00648774,-0.00772284
27.38,-0.00401398,-0.00401398,-0.00525086
27.39,-0.00153666,-0.00153666,-0.00277532
27.4,0.00094423,0.00094423,-0.000296212
27.41,0.00342866,0.00342866,0.00218645
27.42,0.00591663,0.00591663,0.00467264
27.43,0.00840812,0.00840812,0.00716237
27.44,0.0109031,0.0109031,0.00965562
27.45,0.0134016,0.0134016,0.0121524
27.46,0.0159036,0.0159036,0.0146526
27.47,0.0184091,0.0184091,0.0171563
27.48,0.020918,0.020918,0.0196635
27.49,0.0234304,0.0234304,0.0221742
27.5,0.0259462,0.0259462,0.0246883
27.51,0.0284655,0.0284655,0.0272058
27.52,0.0309882,0.0309882,0.0297268
27.53,0.0335142,0.0335142,0.0322512
27.54,0.0360437,0.0360437,0.034779
27.55,0.0385766,0.0385766,0.0373102
27.56,0.0411128,0.0411128,0.0398447
27.57,0.0436524,0.0436524,0.0423826
27.58,0.0461954,0.0461954,0.0449239
27.59,0.0487417,0.0487417,0.0474685
27.6,0.0512913,0.0512913,0.0500165
27.61,0.0538442,0.0538442,0.0525677
27.62,0.0564004,0.0564004,0.0551223
27.63,0.0589599,0.0589599,0.0576802
27.64,0.0615227,0.0615227,0.0602413
27.65,0.0640888,0.0640888,0.0628057
27.66,0.0666581,0.0666581,0.0653734
27.67,0.0692306,0.0692306,0.0679443
27.68,0.0718064,0.0718064,0.0705185
27.69,0.0743853,0.0743853,0.0730959
27.7,0.0769675,0.0769675,0.0756764
27.71,0.0795529,0.0795529,0.0782602
27.72,0.0821415,0.0821415,0.0808472
27.73,0.0847332,0.0847332,0.0834373
27.74,0.0873281,0.0873281,0.0860306
27.75,0.0899261,0.0899261,0.0886271
27.76,0.0925272,0.0925272,0.0912266
27.77,0.0951315,0.0951315,0.0938293
27.78,0.0977388,0.0977388,0.0964352
27.79,0.100349,0.100349,0.0990441
27.8,0.102963,0.102963,0.101656
27.81,0.105579,0.105579,0.104271
27.82,0.108199,0.108199,0.106889
27.83,0.110822,0.110822,0.10951
27.84,0.113447,0.113447,0.112135
27.85,0.116076,0.116076,0.114762
27.86,0.118708,0.118708,0.117392
