dt,WRv_x,WRv_y,U_vN
64.63,-1.67879,-1.67879,-1.67869
64.64,-1.67898,-1.67898,-1.67888
64.65,-1.67916,-1.67916,-1.67907
64.66,-1.67933,-1.67933,-1.67924
64.67,-1.6795,-1.6795,-1.67941
64.68,-1.67966,-1.67966,-1.67958
64.69,-1.67981,-1.67981,-1.67974
64.7,-1.67996,-1.67996,-1.67989
64.71,-1.6801,-1.6801,-1.68003
64.72,-1.68024,-1.68024,-1.68017
64.73,-1.68036,-1.68036,-1.6803
64.74,-1.68049,-1.68049,-1.68043
64.75,-1.6806,-1.6806,-1.68054
64.76,-1.68071,-1.68071,-1.68066
64.77,-1.68081,-1.68081,-1.68076
64.78,-1.68091,-1.68091,-1.68086
64.79,-1.681,-1.681,-1.68095
64.8,-1.68108,-1.68108,-1.68104
64.81,-1.68116,-1.68116,-1.68112
64.82,-1.68123,-1.68123,-1.68119
64.83,-1.68129,-1.68129,-1.68126
64.84,-1.68134,-1.68134,-1.68132
64.85,-1.68139,-1.68139,-1.68137
64.86,-1.68144,-1.68144,-1.68142
64.87,-1.68147,-1.68147,-1.68146
64.88,-1.68151,-1.68151,-1.68149
64.89,-1.68153,-1.68153,-1.68152
64.9,-1.68155,-1.68155,-1.68154
64.91,-1.68156,-1.68156,-1.68155
64.92,-1.68156,-1.68156,-1.68156
64.93,-1.68156,-1.68156,-1.68156
64.94,-1.68155,-1.68155,-1.68155
64.95,-1.68153,-1.68153,-1.68154
64.96,-1.68151,-1.68151,-1.68152
64.97,-1.68148,-1.68148,-1.68149
64.98,-1.68144,-1.68144,-1.68146
64.99,-1.6814,-1.6814,-1.68142
65.0,-1.68135,-1.68135,-1.68138
65.01,-1.6813,-1.6813,-1.68132
65.02,-1.68123,-1.68123,-1.68126
65.03,-1.68116,-1.68116,-1.6812
65.04,-1.68109,-1.68109,-1.68113
65.05,-1.68101,-1.68101,-1.68105
65.06,-1.68092,-1.68092,-1.68096
65.07,-1.68082,-1.68082,-1.68087
65.08,-1.68072,-1.68072,-1.68077
65.09,-1.68061,-1.68061,-1.68066
65.1,-1.68049,-1.68049,-1.68055
65.11,-1.68037,-1.68037,-1.68043
65.12,-1.68024,-1.68024,-1.68031
65.13,-1.68011,-1.68011,-1.68017
65.14,-1.67996,-1.67996,-1.68003
65.15,-1.67981,-1.67981,-1.67989
65.16,-1.67966,-1.67966,-1.67974
65.17,-1.67949,-1.67949,-1.67958
65.18,-1.67933,-1.67933,-1.67941
65.19,-1.67915,-1.67915,-1.67924
65.2,-1.67897,-1.67897,-1.67906
65.21,-1.67878,-1.67878,-1.67887
65.22,-1.67858,-1.67858,-1.67868
65.23,-1.67838,-1.67838,-1.67848
65.24,-1.67817,-1.67817,-1.67827
65.25,-1.67795,-1.67795,-1.67806
65.26,-1.67773,-1.67773,-1.67784
65.27,-1.6775,-1.6775,-1.67761
65.28,-1.67726,-1.67726,-1.67738
65.29,-1.67701,-1.67701,-1.67714
65.3,-1.67676,-1.67676,-1.67689
65.31,-1.67651,-1.67651,-1.67664
65.32,-1.67624,-1.67624,-1.67637
65.33,-1.67597,-1.67597,-1.67611
65.34,-1.67569,-1.67569,-1.67583
65.35,-1.67541,-1.67541,-1.67555
65.36,-1.67512,-1.67512,-1.67526
65.37,-1.67482,-1.67482,-1.67497
65.38,-1.67452,-1.67452,-1.67467
65.39,-1.6742,-1.6742,-1.67436
65.4,-1.67388,-1.67388,-1.67404
65.41,-1.67356,-1.67356,-1.67372
65.42,-1.67323,-1.67323,-1.67339
65.43,-1.67289,-1.67289,-1.67306
65.44,-1.67254,-1.67254,-1.67272
65.45,-1.67219,-1.67219,-1.67237
65.46,-1.67183,-1.67183,-1.67201
65.47,-1.67146,-1.67146,-1.67165
65.48,-1.67109,-1.67109,-1.67128
65.49,-1.67071,-1.67071,-1.6709
65.5,-1.67032,-1.67032,-1.67052
65.51,-1.66993,-1.66993,-1.67013
65.52,-1.66953,-1.66953,-1.66973
65.53,-1.66912,-1.66912,-1.66933
65.54,-1.66871,-1.66871,-1.66892
65.55,-1.66829,-1.66829,-1.6685
65.56,-1.66786,-1.66786,-1.66807
65.57,-1.66743,-1.66743,-1.66764
65.58,-1.66698,-1.66698,-1.6672
65.59,-1.66654,-1.66654,-1.66676
65.6,-1.66608,-1.66608,-1.66631
65.61,-1.66562,-1.66562,-1.66585
65.62,-1.66515,-1.66515,-1.66538
65.63,-1.66467,-1.66467,-1.66491
65.64,-1.66419,-1.66419,-1.66443
65.65,-1.6637,-1.6637,-1.66395
65.66,-1.6632,-1.6632,-1.66345
65.67,-1.6627,-1.6627,-1.66295
65.68,-1.66219,-1.66219,-1.66245
65.69,-1.66167,-1.66167,-1.66193
65.7,-1.66115,-1.66115,-1.66141
65.71,-1.66062,-1.66062,-1.66088
65.72,-1.66008,-1.66008,-1.66035
65.73,-1.65954,-1.65954,-1.65981
65.74,-1.65899,-1.65899,-1.65926
65.75,-1.65843,-1.65843,-1.65871
65.76,-1.65786,-1.65786,-1.65814
65.77,-1.65729,-1.65729,-1.65758
65.78,-1.65671,-1.65671,-1.657
65.79,-1.65612,-1.65612,-1.65642
65.8,-1.65553,-1.65553,-1.65583
65.81,-1.65493,-1.65493,-1.65523
65.82,-1.65433,-1.65433,-1.65463
65.83,-1.65371,-1.65371,-1.65402
65.84,-1.65309,-1.65309,-1.6534
65.85,-1.65246,-1.65246,-1.65278
65.86,-1.65183,-1.65183,-1.65215
65.87,-1.65119,-1.65119,-1.65151
65.88,-1.65054,-1.65054,-1.65086
65.89,-1.64989,-1.64989,-1.65021
65.9,-1.64922,-1.64922,-1.64955
65.91,-1.64856,-1.64856,-1.64889
65.92,-1.64788,-1.64788,-1.64822
65.93,-1.6472,-1.6472,-1.64754
65.94,-1.64651,-1.64651,-1.64685
65.95,-1.64581,-1.64581,-1.64616
65.96,-1.64511,-1.64511,-1.64546
65.97,-1.6444,-1.6444,-1.64475
65.98,-1.64368,-1.64368,-1.64404
65.99,-1.64296,-1.64296,-1.64332
66.0,-1.64223,-1.64223,-1.64259
66.01,-1.64149,-1.64149,-1.64186
66.02,-1.64074,-1.64074,-1.64112
66.03,-1.63999,-1.63999,-1.64037
66.04,-1.63923,-1.63923,-1.63961
66.05,-1.63847,-1.63847,-1.63885
66.06,-1.6377,-1.6377,-1.63808
66.07,-1.63692,-1.63692,-1.63731
66.08,-1.63613,-1.63613,-1.63652
66.09,-1.63534,-1.63534,-1.63573
66.1,-1.63454,-1.63454,-1.63494
66.11,-1.63373,-1.63373,-1.63413
66.12,-1.63292,-1.63292,-1.63332
66.13,-1.6321,-1.6321,-1.63251
66.14,-1.63127,-1.63127,-1.63168
66.15,-1.63043,-1.63043,-1.63085
66.16,-1.62959,-1.62959,-1.63001
66.17,-1.62875,-1.62875,-1.62917
66.18,-1.62789,-1.62789,-1.62832
66.19,-1.62703,-1.62703,-1.62746
66.2,-1.62616,-1.62616,-1.62659
66.21,-1.62528,-1.62528,-1.62572
66.22,-1.6244,-1.6244,-1.62484
66.23,-1.62351,-1.62351,-1.62396
66.24,-1.62261,-1.62261,-1.62306
66.25,-1.62171,-1.62171,-1.62216
66.26,-1.6208,-1.6208,-1.62126
66.27,-1.61988,-1.61988,-1.62034
66.28,-1.61896,-1.61896,-1.61942
66.29,-1.61803,-1.61803,-1.61849
66.3,-1.61709,-1.61709,-1.61756
66.31,-1.61615,-1.61615,-1.61662
66.32,-1.61519,-1.61519,-1.61567
66.33,-1.61424,-1.61424,-1.61472
66.34,-1.61327,-1.61327,-1.61375
66.35,-1.6123,-1.6123,-1.61278
66.36,-1.61132,-1.61132,-1.61181
66.37,-1.61033,-1.61033,-1.61083
66.38,-1.60934,-1.60934,-1.60984
66.39,-1.60834,-1.60834,-1.60884
66.4,-1.60733,-1.60733,-1.60784
66.41,-1.60632,-1.60632,-1.60683
66.42,-1.6053,-1.6053,-1.60581
66.43,-1.60427,-1.60427,-1.60479
66.44,-1.60324,-1.60324,-1.60376
66.45,-1.6022,-1.6022,-1.60272
66.46,-1.60115,-1.60115,-1.60168
66.47,-1.6001,-1.6001,-1.60062
66.48,-1.59904,-1.59904,-1.59957
66.49,-1.59797,-1.59797,-1.5985
66.5,-1.59689,-1.59689,-1.59743
66.51,-1.59581,-1.59581,-1.59635
66.52,-1.59472,-1.59472,-1.59527
66.53,-1.59363,-1.59363,-1.59417
66.54,-1.59252,-1.59252,-1.59307
66.55,-1.59141,-1.59141,-1.59197
66.56,-1.5903,-1.5903,-1.59086
66.57,-1.58917,-1.58917,-1.58974
66.58,-1.58804,-1.58804,-1.58861
66.59,-1.58691,-1.58691,-1.58748
66.6,-1.58576,-1.58576,-1.58634
66.61,-1.58461,-1.58461,-1.58519
66.62,-1.58346,-1.58346,-1.58404
66.63,-1.58229,-1.58229,-1.58288
66.64,-1.58112,-1.58112,-1.58171
66.65,-1.57995,-1.57995,-1.58053
66.66,-1.57876,-1.57876,-1.57935
66.67,-1.57757,-1.57757,-1.57817
66.68,-1.57637,-1.57637,-1.57697
66.69,-1.57517,-1.57517,-1.57577
66.7,-1.57396,-1.57396,-1.57456
66.71,-1.57274,-1.57274,-1.57335
66.72,-1.57151,-1.57151,-1.57213
66.73,-1.57028,-1.57028,-1.5709
66.74,-1.56904,-1.56904,-1.56966
66.75,-1.5678,-1.5678,-1.56842
66.76,-1.56655,-1.56655,-1.56717
66.77,-1.56529,-1.56529,-1.56592
66.78,-1.56402,-1.56402,-1.56465
66.79,-1.56275,-1.56275,-1.56338
66.8,-1.56147,-1.56147,-1.56211
66.81,-1.56018,-1.56018,-1.56083
66.82,-1.55889,-1.55889,-1.55954
66.83,-1.55759,-1.55759,-1.55824
66.84,-1.55629,-1.55629,-1.55694
66.85,-1.55497,-1.55497,-1.55563
66.86,-1.55365,-1.55365,-1.55431
66.87,-1.55233,-1.55233,-1.55299
66.88,-1.55099,-1.55099,-1.55166
66.89,-1.54965,-1.54965,-1.55032
66.9,-1.54831,-1.54831,-1.54898
66.91,-1.54695,-1.54695,-1.54763
66.92,-1.5456,-1.5456,-1.54627
66.93,-1.54423,-1.54423,-1.54491
66.94,-1.54286,-1.54286,-1.54354
66.95,-1.54148,-1.54148,-1.54217
66.96,-1.54009,-1.54009,-1.54078
66.97,-1.5387,-1.5387,-1.53939
66.98,-1.5373,-1.5373,-1.538
66.99,-1.53589,-1.53589,-1.53659
67.0,-1.53448,-1.53448,-1.53518
67.01,-1.53306,-1.53306,-1.53377
67.02,-1.53163,-1.53163,-1.53234
67.03,-1.5302,-1.5302,-1.53091
67.04,-1.52876,-1.52876,-1.52948
67.05,-1.52731,-1.52731,-1.52803
67.06,-1.52586,-1.52586,-1.52658
67.07,-1.5244,-1.5244,-1.52513
67.08,-1.52293,-1.52293,-1.52367
67.09,-1.52146,-1.52146,-1.5222
67.1,-1.51998,-1.51998,-1.52072
67.11,-1.51849,-1.51849,-1.51924
67.12,-1.517,-1.517,-1.51775
67.13,-1.5155,-1.5155,-1.51625
67.14,-1.514,-1.514,-1.51475
67.15,-1.51248,-1.51248,-1.51324
67.16,-1.51096,-1.51096,-1.51172
67.17,-1.50944,-1.50944,-1.5102
67.18,-1.50791,-1.50791,-1.50867
67.19,-1.50637,-1.50637,-1.50714
67.2,-1.50482,-1.50482,-1.5056
67.21,-1.50327,-1.50327,-1.50405
67.22,-1.50171,-1.50171,-1.50249
67.23,-1.50015,-1.50015,-1.50093
67.24,-1.49858,-1.49858,-1.49936
67.25,-1.497,-1.497,-1.49779
67.26,-1.49542,-1.49542,-1.49621
67.27,-1.49382,-1.49382,-1.49462
67.28,-1.49223,-1.49223,-1.49303
67.29,-1.49062,-1.49062,-1.49143
67.3,-1.48901,-1.48901,-1.48982
67.31,-1.4874,-1.4874,-1.4882
67.32,-1.48577,-1.48577,-1.48658
67.33,-1.48414,-1.48414,-1.48496
67.34,-1.48251,-1.48251,-1.48333
67.35,-1.48086,-1.48086,-1.48169
67.36,-1.47922,-1.47922,-1.48004
67.37,-1.47756,-1.47756,-1.47839
67.38,-1.4759,-1.4759,-1.47673
67.39,-1.47423,-1.47423,-1.47506
67.4,-1.47255,-1.47255,-1.47339
67.41,-1.47087,-1.47087,-1.47171
67.42,-1.46919,-1.46919,-1.47003
67.43,-1.46749,-1.46749,-1.46834
67.44,-1.46579,-1.46579,-1.46664
67.45,-1.46408,-1.46408,-1.46494
67.46,-1.46237,-1.46237,-1.46323
67.47,-1.46065,-1.46065,-1.46151
67.48,-1.45893,-1.45893,-1.45979
67.49,-1.45719,-1.45719,-1.45806
67.5,-1.45546,-1.45546,-1.45632
67.51,-1.45371,-1.45371,-1.45458
67.52,-1.45196,-1.45196,-1.45283
67.53,-1.4502,-1.4502,-1.45108
67.54,-1.44844,-1.44844,-1.44932
67.55,-1.44667,-1.44667,-1.44755
67.56,-1.44489,-1.44489,-1.44578
67.57,-1.44311,-1.44311,-1.444
67.58,-1.44132,-1.44132,-1.44221
67.59,-1.43952,-1.43952,-1.44042
67.6,-1.43772,-1.43772,-1.43862
67.61,-1.43591,-1.43591,-1.43682
67.62,-1.4341,-1.4341,-1.43501
67.63,-1.43228,-1.43228,-1.43319
67.64,-1.43045,-1.43045,-1.43137
67.65,-1.42862,-1.42862,-1.42954
67.66,-1.42678,-1.42678,-1.4277
67.67,-1.42494,-1.42494,-1.42586
67.68,-1.42308,-1.42308,-1.42401
67.69,-1.42123,-1.42123,-1.42216
67.7,-1.41936,-1.41936,-1.4203
67.71,-1.41749,-1.41749,-1.41843
67.72,-1.41562,-1.41562,-1.41656
67.73,-1.41373,-1.41373,-1.41468
67.74,-1.41185,-1.41185,-1.41279
67.75,-1.40995,-1.40995,-1.4109
67.76,-1.40805,-1.40805,-1.409
67.77,-1.40614,-1.40614,-1.4071
67.78,-1.40423,-1.40423,-1.40519
67.79,-1.40231,-1.40231,-1.40327
67.8,-1.40039,-1.40039,-1.40135
67.81,-1.39846,-1.39846,-1.39942
67.82,-1.39652,-1.39652,-1.39749
67.83,-1.39457,-1.39457,-1.39555
67.84,-1.39263,-1.39263,-1.3936
67.85,-1.39067,-1.39067,-1.39165
67.86,-1.38871,-1.38871,-1.38969
67.87,-1.38674,-1.38674,-1.38772
67.88,-1.38477,-1.38477,-1.38575
67.89,-1.38279,-1.38279,-1.38378
67.9,-1.3808,-1.3808,-1.38179
67.91,-1.37881,-1.37881,-1.37981
67.92,-1.37681,-1.37681,-1.37781
67.93,-1.37481,-1.37481,-1.37581
67.94,-1.3728,-1.3728,-1.3738
67.95,-1.37078,-1.37078,-1.37179
67.96,-1.36876,-1.36876,-1.36977
67.97,-1.36673,-1.36673,-1.36775
67.98,-1.3647,-1.3647,-1.36572
67.99,-1.36266,-1.36266,-1.36368
68.0,-1.36062,-1.36062,-1.36164
68.01,-1.35856,-1.35856,-1.35959
68.02,-1.35651,-1.35651,-1.35754
68.03,-1.35444,-1.35444,-1.35548
68.04,-1.35238,-1.35238,-1.35341
68.05,-1.3503,-1.3503,-1.35134
68.06,-1.34822,-1.34822,-1.34926
68.07,-1.34613,-1.34613,-1.34718
68.08,-1.34404,-1.34404,-1.34509
68.09,-1.34194,-1.34194,-1.34299
68.1,-1.33984,-1.33984,-1.34089
68.11,-1.33773,-1.33773,-1.33879
68.12,-1.33562,-1.33562,-1.33667
68.13,-1.33349,-1.33349,-1.33455
68.14,-1.33137,-1.33137,-1.33243
68.15,-1.32923,-1.32923,-1.3303
68.16,-1.3271,-1.3271,-1.32817
68.17,-1.32495,-1.32495,-1.32602
68.18,-1.3228,-1.3228,-1.32388
68.19,-1.32065,-1.32065,-1.32172
68.2,-1.31848,-1.31848,-1.31957
68.21,-1.31632,-1.31632,-1.3174
68.22,-1.31414,-1.31414,-1.31523
68.23,-1.31197,-1.31197,-1.31306
68.24,-1.30978,-1.30978,-1.31087
68.25,-1.30759,-1.30759,-1.30869
68.26,-1.3054,-1.3054,-1.30649
68.27,-1.3032,-1.3032,-1.3043
68.28,-1.30099,-1.30099,-1.30209
68.29,-1.29878,-1.29878,-1.29988
68.3,-1.29656,-1.29656,-1.29767
68.31,-1.29434,-1.29434,-1.29545
68.32,-1.29211,-1.29211,-1.29322
68.33,-1.28987,-1.28987,-1.29099
68.34,-1.28763,-1.28763,-1.28875
68.35,-1.28539,-1.28539,-1.28651
68.36,-1.28314,-1.28314,-1.28426
68.37,-1.28088,-1.28088,-1.28201
68.38,-1.27862,-1.27862,-1.27975
68.39,-1.27635,-1.27635,-1.27748
68.4,-1.27408,-1.27408,-1.27521
68.41,-1.2718,-1.2718,-1.27294
68.42,-1.26951,-1.26951,-1.27065
68.43,-1.26722,-1.26722,-1.26837
68.44,-1.26493,-1.26493,-1.26608
68.45,-1.26263,-1.26263,-1.26378
68.46,-1.26032,-1.26032,-1.26147
68.47,-1.25801,-1.25801,-1.25917
68.48,-1.25569,-1.25569,-1.25685
68.49,-1.25337,-1.25337,-1.25453
68.5,-1.25104,-1.25104,-1.25221
68.51,-1.24871,-1.24871,-1.24988
68.52,-1.24637,-1.24637,-1.24754
68.53,-1.24403,-1.24403,-1.2452
68.54,-1.24168,-1.24168,-1.24286
68.55,-1.23933,-1.23933,-1.2405
68.56,-1.23697,-1.23697,-1.23815
68.57,-1.2346,-1.2346,-1.23579
68.58,-1.23223,-1.23223,-1.23342
68.59,-1.22986,-1.22986,-1.23105
68.6,-1.22748,-1.22748,-1.22867
68.61,-1.22509,-1.22509,-1.22628
68.62,-1.2227,-1.2227,-1.2239
68.63,-1.2203,-1.2203,-1.2215
68.64,-1.2179,-1.2179,-1.2191
68.65,-1.2155,-1.2155,-1.2167
68.66,-1.21309,-1.21309,-1.21429
68.67,-1.21067,-1.21067,-1.21188
68.68,-1.20825,-1.20825,-1.20946
68.69,-1.20582,-1.20582,-1.20703
68.7,-1.20339,-1.20339,-1.2046
68.71,-1.20095,-1.20095,-1.20217
68.72,-1.19851,-1.19851,-1.19973
68.73,-1.19606,-1.19606,-1.19728
68.74,-1.19361,-1.19361,-1.19483
68.75,-1.19115,-1.19115,-1.19238
68.76,-1.18869,-1.18869,-1.18992
68.77,-1.18622,-1.18622,-1.18745
68.78,-1.18375,-1.18375,-1.18498
68.79,-1.18127,-1.18127,-1.18251
68.8,-1.17879,-1.17879,-1.18003
68.81,-1.1763,-1.1763,-1.17754
68.82,-1.17381,-1.17381,-1.17505
68.83,-1.17131,-1.17131,-1.17256
68.84,-1.16881,-1.16881,-1.17006
68.85,-1.1663,-1.1663,-1.16755
68.86,-1.16379,-1.16379,-1.16504
68.87,-1.16127,-1.16127,-1.16253
68.88,-1.15875,-1.15875,-1.16001
68.89,-1.15622,-1.15622,-1.15748
68.9,-1.15369,-1.15369,-1.15495
68.91,-1.15115,-1.15115,-1.15242
68.92,-1.14861,-1.14861,-1.14988
68.93,-1.14606,-1.14606,-1.14734
68.94,-1.14351,-1.14351,-1.14479
68.95,-1.14096,-1.14096,-1.14223
68.96,-1.1384,-1.1384,-1.13968
68.97,-1.13583,-1.13583,-1.13711
68.98,-1.13326,-1.13326,-1.13454
68.99,-1.13068,-1.13068,-1.13197
69.0,-1.1281,-1.1281,-1.12939
69.01,-1.12552,-1.12552,-1.12681
69.02,-1.12293,-1.12293,-1.12423
69.03,-1.12034,-1.12034,-1.12163
69.04,-1.11774,-1.11774,-1.11904
69.05,-1.11514,-1.11514,-1.11644
69.06,-1.11253,-1.11253,-1.11383
69.07,-1.10992,-1.10992,-1.11122
69.08,-1.1073,-1.1073,-1.10861
69.09,-1.10468,-1.10468,-1.10599
69.1,-1.10205,-1.10205,-1.10336
69.11,-1.09942,-1.09942,-1.10074
69.12,-1.09678,-1.09678,-1.0981
69.13,-1.09414,-1.09414,-1.09546
69.14,-1.0915,-1.0915,-1.09282
69.15,-1.08885,-1.08885,-1.09018
69.16,-1.0862,-1.0862,-1.08752
69.17,-1.08354,-1.08354,-1.08487
69.18,-1.08088,-1.08088,-1.08221
69.19,-1.07821,-1.07821,-1.07954
69.2,-1.07554,-1.07554,-1.07688
69.21,-1.07286,-1.07286,-1.0742
69.22,-1.07018,-1.07018,-1.07152
69.23,-1.0675,-1.0675,-1.06884
69.24,-1.06481,-1.06481,-1.06616
69.25,-1.06212,-1.06212,-1.06346
69.26,-1.05942,-1.05942,-1.06077
69.27,-1.05672,-1.05672,-1.05807
69.28,-1.05401,-1.05401,-1.05536
69.29,-1.0513,-1.0513,-1.05266
69.3,-1.04859,-1.04859,-1.04994
69.31,-1.04587,-1.04587,-1.04723
69.32,-1.04314,-1.04314,-1.04451
69.33,-1.04042,-1.04042,-1.04178
69.34,-1.03768,-1.03768,-1.03905
69.35,-1.03495,-1.03495,-1.03632
69.36,-1.03221,-1.03221,-1.03358
69.37,-1.02946,-1.02946,-1.03084
69.38,-1.02671,-1.02671,-1.02809
69.39,-1.02396,-1.02396,-1.02534
69.4,-1.02121,-1.02121,-1.02258
69.41,-1.01844,-1.01844,-1.01982
69.42,-1.01568,-1.01568,-1.01706
69.43,-1.01291,-1.01291,-1.01429
69.44,-1.01014,-1.01014,-1.01152
69.45,-1.00736,-1.00736,-1.00875
69.46,-1.00458,-1.00458,-1.00597
69.47,-1.00179,-1.00179,-1.00318
69.48,-0.999002,-0.999002,-1.0004
69.49,-0.996209,-0.996209,-0.997606
69.5,-0.993411,-0.993411,-0.99481
69.51,-0.99061,-0.99061,-0.992011
69.52,-0.987804,-0.987804,-0.989207
69.53,-0.984995,-0.984995,-0.9864
69.54,-0.982182,-0.982182,-0.983588
69.55,-0.979364,-0.979364,-0.980773
69.56,-0.976543,-0.976543,-0.977954
69.57,-0.973718,-0.973718,-0.975131
69.58,-0.970889,-0.970889,-0.972304
69.59,-0.968057,-0.968057,-0.969473
69.6,-0.96522,-0.96522,-0.966638
69.61,-0.96238,-0.96238,-0.9638
69.62,-0.959535,-0.959535,-0.960957
69.63,-0.956687,-0.956687,-0.958111
69.64,-0.953836,-0.953836,-0.955262
69.65,-0.95098,-0.95098,-0.952408
69.66,-0.948121,-0.948121,-0.94955
69.67,-0.945258,-0.945258,-0.946689
69.68,-0.942391,-0.942391,-0.943825
69.69,-0.939521,-0.939521,-0.940956
69.7,-0.936647,-0.936647,-0.938084
69.71,-0.933769,-0.933769,-0.935208
69.72,-0.930888,-0.930888,-0.932328
69.73,-0.928003,-0.928003,-0.929445
69.74,-0.925114,-0.925114,-0.926558
69.75,-0.922222,-0.922222,-0.923668
69.76,-0.919326,-0.919326,-0.920774
69.77,-0.916427,-0.916427,-0.917876
69.78,-0.913524,-0.913524,-0.914975
69.79,-0.910617,-0.910617,-0.912071
69.8,-0.907707,-0.907707,-0.909162
69.81,-0.904794,-0.904794,-0.906251
69.82,-0.901877,-0.901877,-0.903336
69.83,-0.898957,-0.898957,-0.900417
69.84,-0.896033,-0.896033,-0.897495
69.85,-0.893106,-0.893106,-0.894569
69.86,-0.890175,-0.890175,-0.89164
69.87,-0.887241,-0.887241,-0.888708
69.88,-0.884303,-0.884303,-0.885772
69.89,-0.881363,-0.881363,-0.882833
69.9,-0.878418,-0.878418,-0.87989
69.91,-0.875471,-0.875471,-0.876945
69.92,-0.87252,-0.87252,-0.873995
69.93,-0.869566,-0.869566,-0.871043
69.94,-0.866608,-0.866608,-0.868087
69.95,-0.863648,-0.863648,-0.865128
69.96,-0.860684,-0.860684,-0.862166
69.97,-0.857717,-0.857717,-0.8592
69.98,-0.854746,-0.854746,-0.856231
69.99,-0.851773,-0.851773,-0.853259
70.0,-0.848796,-0.848796,-0.850284
70.01,-0.845816,-0.845816,-0.847306
70.02,-0.842833,-0.842833,-0.844324
70.03,-0.839846,-0.839846,-0.84134
70.04,-0.836857,-0.836857,-0.838352
70.05,-0.833865,-0.833865,-0.835361
70.06,-0.830869,-0.830869,-0.832367
70.07,-0.82787,-0.82787,-0.82937
70.08,-0.824869,-0.824869,-0.82637
70.09,-0.821864,-0.821864,-0.823366
70.1,-0.818856,-0.818856,-0.82036
70.11,-0.815845,-0.815845,-0.817351
70.12,-0.812832,-0.812832,-0.814339
70.13,-0.809815,-0.809815,-0.811323
70.14,-0.806795,-0.806795,-0.808305
70.15,-0.803773,-0.803773,-0.805284
70.16,-0.800747,-0.800747,-0.80226
70.17,-0.797719,-0.797719,-0.799233
70.18,-0.794688,-0.794688,-0.796203
70.19,-0.791654,-0.791654,-0.793171
70.2,-0.788617,-0.788617,-0.790135
70.21,-0.785577,-0.785577,-0.787097
70.22,-0.782534,-0.782534,-0.784056
70.23,-0.779489,-0.779489,-0.781012
70.24,-0.776441,-0.776441,-0.777965
70.25,-0.77339,-0.77339,-0.774915
70.26,-0.770336,-0.770336,-0.771863
70.27,-0.76728,-0.76728,-0.768808
70.28,-0.76422,-0.76422,-0.76575
70.29,-0.761159,-0.761159,-0.762689
70.3,-0.758094,-0.758094,-0.759626
70.31,-0.755027,-0.755027,-0.75656
70.32,-0.751957,-0.751957,-0.753492
70.33,-0.748885,-0.748885,-0.750421
70.34,-0.74581,-0.74581,-0.747347
70.35,-0.742732,-0.742732,-0.744271
70.36,-0.739652,-0.739652,-0.741192
70.37,-0.736569,-0.736569,-0.73811
70.38,-0.733484,-0.733484,-0.735026
70.39,-0.730396,-0.730396,-0.73194
70.4,-0.727306,-0.727306,-0.728851
70.41,-0.724213,-0.724213,-0.725759
70.42,-0.721118,-0.721118,-0.722665
70.43,-0.71802,-0.71802,-0.719569
70.44,-0.71492,-0.71492,-0.71647
70.45,-0.711817,-0.711817,-0.713369
70.46,-0.708712,-0.708712,-0.710265
70.47,-0.705605,-0.705605,-0.707159
70.48,-0.702495,-0.702495,-0.70405
70.49,-0.699383,-0.699383,-0.700939
70.5,-0.696269,-0.696269,-0.697826
70.51,-0.693152,-0.693152,-0.694711
70.52,-0.690033,-0.690033,-0.691593
70.53,-0.686912,-0.686912,-0.688473
70.54,-0.683789,-0.683789,-0.68535
70.55,-0.680663,-0.680663,-0.682226
70.56,-0.677535,-0.677535,-0.679099
70.57,-0.674405,-0.674405,-0.67597
70.58,-0.671273,-0.671273,-0.672839
70.59,-0.668138,-0.668138,-0.669705
70.6,-0.665001,-0.665001,-0.66657
70.61,-0.661863,-0.661863,-0.663432
70.62,-0.658722,-0.658722,-0.660292
70.63,-0.655579,-0.655579,-0.65715
70.64,-0.652434,-0.652434,-0.654006
70.65,-0.649287,-0.649287,-0.65086
70.66,-0.646138,-0.646138,-0.647712
70.67,-0.642986,-0.642986,-0.644562
70.68,-0.639833,-0.639833,-0.64141
70.69,-0.636678,-0.636678,-0.638256
70.7,-0.633521,-0.633521,-0.635099
70.71,-0.630362,-0.630362,-0.631941
70.72,-0.627201,-0.627201,-0.628781
70.73,-0.624038,-0.624038,-0.625619
70.74,-0.620873,-0.620873,-0.622455
70.75,-0.617706,-0.617706,-0.61929
70.76,-0.614538,-0.614538,-0.616122
70.77,-0.611367,-0.611367,-0.612953
70.78,-0.608195,-0.608195,-0.609781
70.79,-0.605021,-0.605021,-0.606608
70.8,-0.601845,-0.601845,-0.603433
70.81,-0.598668,-0.598668,-0.600256
70.82,-0.595488,-0.595488,-0.597078
70.83,-0.592307,-0.592307,-0.593898
70.84,-0.589124,-0.589124,-0.590716
70.85,-0.58594,-0.58594,-0.587532
70.86,-0.582753,-0.582753,-0.584347
70.87,-0.579566,-0.579566,-0.581159
70.88,-0.576376,-0.576376,-0.577971
70.89,-0.573185,-0.573185,-0.57478
70.9,-0.569992,-0.569992,-0.571588
70.91,-0.566798,-0.566798,-0.568395
70.92,-0.563602,-0.563602,-0.5652
70.93,-0.560404,-0.560404,-0.562003
70.94,-0.557205,-0.557205,-0.558805
70.95,-0.554005,-0.554005,-0.555605
70.96,-0.550803,-0.550803,-0.552404
70.97,-0.547599,-0.547599,-0.549201
70.98,-0.544394,-0.544394,-0.545997
