dt,U_vN
0,0
0.01,-0.00166666
0.02,-0.00499998
0.03,-0.00833328
0.04,-0.0116665
0.05,-0.0149997
0.06,-0.0183328
0.07,-0.0216658
0.08,-0.0249987
0.09,-0.0283314
0.1,-0.031664
0.11,-0.0349964
0.12,-0.0383286
0.13,-0.0416606
0.14,-0.0449924
0.15,-0.0483239
0.16,-0.0516551
0.17,-0.0549861
0.18,-0.0583167
0.19,-0.0616471
0.2,-0.064977
0.21,-0.0683067
0.22,-0.0716359
0.23,-0.0749648
0.24,-0.0782932
0.25,-0.0816212
0.26,-0.0849487
0.27,-0.0882758
0.28,-0.0916024
0.29,-0.0949285
0.3,-0.098254
0.31,-0.101579
0.32,-0.104903
0.33,-0.108227
0.34,-0.111551
0.35,-0.114873
0.36,-0.118195
0.37,-0.121517
0.38,-0.124837
0.39,-0.128157
0.4,-0.131476
0.41,-0.134795
0.42,-0.138113
0.43,-0.14143
0.44,-0.144746
0.45,-0.148061
0.46,-0.151376
0.47,-0.15469
0.48,-0.158003
0.49,-0.161315
0.5,-0.164626
0.51,-0.167936
0.52,-0.171245
0.53,-0.174554
0.54,-0.177861
0.55,-0.181167
0.56,-0.184473
0.57,-0.187777
0.58,-0.19108
0.59,-0.194383
0.6,-0.197684
0.61,-0.200984
0.62,-0.204283
0.63,-0.207581
0.64,-0.210877
0.65,-0.214173
0.66,-0.217467
0.67,-0.22076
0.68,-0.224052
0.69,-0.227343
0.7,-0.230632
0.71,-0.23392
0.72,-0.237207
0.73,-0.240493
0.74,-0.243777
0.75,-0.24706
0.76,-0.250341
0.77,-0.253621
0.78,-0.2569
0.79,-0.260177
0.8,-0.263453
0.81,-0.266727
0.82,-0.27
0.83,-0.273272
0.84,-0.276541
0.85,-0.27981
0.86,-0.283076
0.87,-0.286342
0.88,-0.289605
0.89,-0.292867
0.9,-0.296128
0.91,-0.299386
0.92,-0.302644
0.93,-0.305899
0.94,-0.309153
0.95,-0.312405
0.96,-0.315655
0.97,-0.318903
0.98,-0.32215
0.99,-0.325395
1,-0.328638
1.01,-0.33188
1.02,-0.335119
1.03,-0.338357
1.04,-0.341593
1.05,-0.344827
1.06,-0.348059
1.07,-0.351289
1.08,-0.354517
1.09,-0.357743
1.1,-0.360968
1.11,-0.36419
1.12,-0.36741
1.13,-0.370628
1.14,-0.373844
1.15,-0.377058
1.16,-0.38027
1.17,-0.38348
1.18,-0.386688
1.19,-0.389894
1.2,-0.393097
1.21,-0.396299
1.22,-0.399498
1.23,-0.402695
1.24,-0.405889
1.25,-0.409082
1.26,-0.412272
1.27,-0.41546
1.28,-0.418646
1.29,-0.421829
1.3,-0.42501
1.31,-0.428189
1.32,-0.431365
1.33,-0.434539
1.34,-0.43771
1.35,-0.44088
1.36,-0.444046
1.37,-0.44721
1.38,-0.450372
1.39,-0.453532
1.4,-0.456688
1.41,-0.459843
1.42,-0.462994
1.43,-0.466144
1.44,-0.46929
1.45,-0.472434
1.46,-0.475576
1.47,-0.478715
1.48,-0.481851
1.49,-0.484985
1.5,-0.488116
1.51,-0.491244
1.52,-0.494369
1.53,-0.497492
1.54,-0.500612
1.55,-0.503729
1.56,-0.506844
1.57,-0.509956
1.58,-0.513065
1.59,-0.516171
1.6,-0.519274
1.61,-0.522375
1.62,-0.525472
1.63,-0.528567
1.64,-0.531659
1.65,-0.534748
1.66,-0.537834
1.67,-0.540917
1.68,-0.543997
1.69,-0.547074
1.7,-0.550148
1.71,-0.553219
1.72,-0.556287
1.73,-0.559352
1.74,-0.562414
1.75,-0.565473
1.76,-0.568529
1.77,-0.571581
1.78,-0.574631
1.79,-0.577677
1.8,-0.58072
1.81,-0.58376
1.82,-0.586797
1.83,-0.589831
1.84,-0.592861
1.85,-0.595888
1.86,-0.598912
1.87,-0.601933
1.88,-0.60495
1.89,-0.607964
1.9,-0.610975
1.91,-0.613982
1.92,-0.616986
1.93,-0.619987
1.94,-0.622984
1.95,-0.625978
1.96,-0.628968
1.97,-0.631955
1.98,-0.634939
1.99,-0.637919
2,-0.640896
2.01,-0.643869
2.02,-0.646838
2.03,-0.649804
2.04,-0.652767
2.05,-0.655726
2.06,-0.658681
2.07,-0.661633
2.08,-0.664581
2.09,-0.667526
2.1,-0.670467
2.11,-0.673404
2.12,-0.676338
2.13,-0.679268
2.14,-0.682194
2.15,-0.685117
2.16,-0.688036
2.17,-0.690951
2.18,-0.693862
2.19,-0.69677
2.2,-0.699674
2.21,-0.702574
2.22,-0.70547
2.23,-0.708362
2.24,-0.711251
2.25,-0.714135
2.26,-0.717016
2.27,-0.719893
2.28,-0.722766
2.29,-0.725635
2.3,-0.7285
2.31,-0.731362
2.32,-0.734219
2.33,-0.737072
2.34,-0.739922
2.35,-0.742767
2.36,-0.745608
2.37,-0.748445
2.38,-0.751278
2.39,-0.754108
2.4,-0.756933
2.41,-0.759754
2.42,-0.76257
2.43,-0.765383
2.44,-0.768192
2.45,-0.770996
2.46,-0.773797
2.47,-0.776593
2.48,-0.779385
2.49,-0.782172
2.5,-0.784956
2.51,-0.787735
2.52,-0.79051
2.53,-0.793281
2.54,-0.796047
2.55,-0.798809
2.56,-0.801567
2.57,-0.804321
2.58,-0.80707
2.59,-0.809815
2.6,-0.812556
2.61,-0.815292
2.62,-0.818024
2.63,-0.820751
2.64,-0.823474
2.65,-0.826193
2.66,-0.828907
2.67,-0.831616
2.68,-0.834322
2.69,-0.837022
2.7,-0.839719
2.71,-0.84241
2.72,-0.845098
2.73,-0.84778
2.74,-0.850458
2.75,-0.853132
2.76,-0.855801
2.77,-0.858465
2.78,-0.861125
2.79,-0.863781
2.8,-0.866431
2.81,-0.869077
2.82,-0.871719
2.83,-0.874355
2.84,-0.876987
2.85,-0.879615
2.86,-0.882237
2.87,-0.884855
2.88,-0.887468
2.89,-0.890077
2.9,-0.89268
2.91,-0.895279
2.92,-0.897874
2.93,-0.900463
2.94,-0.903047
2.95,-0.905627
2.96,-0.908202
2.97,-0.910772
2.98,-0.913338
2.99,-0.915898
3,-0.918454
3.01,-0.921004
3.02,-0.92355
3.03,-0.926091
3.04,-0.928627
3.05,-0.931158
3.06,-0.933684
3.07,-0.936205
3.08,-0.938721
3.09,-0.941232
3.1,-0.943738
3.11,-0.94624
3.12,-0.948736
3.13,-0.951227
3.14,-0.953713
3.15,-0.956194
3.16,-0.95867
3.17,-0.961141
3.18,-0.963607
3.19,-0.966067
3.2,-0.968523
3.21,-0.970974
3.22,-0.973419
3.23,-0.975859
3.24,-0.978294
3.25,-0.980724
3.26,-0.983149
3.27,-0.985569
3.28,-0.987983
3.29,-0.990392
3.3,-0.992796
3.31,-0.995195
3.32,-0.997588
3.33,-0.999977
3.34,-1.00236
3.35,-1.00474
3.36,-1.00711
3.37,-1.00948
3.38,-1.01184
3.39,-1.0142
3.4,-1.01655
3.41,-1.01889
3.42,-1.02123
3.43,-1.02357
3.44,-1.0259
3.45,-1.02822
3.46,-1.03054
3.47,-1.03286
3.48,-1.03516
3.49,-1.03747
3.5,-1.03976
3.51,-1.04206
3.52,-1.04434
3.53,-1.04662
3.54,-1.0489
3.55,-1.05117
3.56,-1.05343
3.57,-1.05569
3.58,-1.05795
3.59,-1.06019
3.6,-1.06244
3.61,-1.06467
3.62,-1.06691
3.63,-1.06913
3.64,-1.07135
3.65,-1.07357
3.66,-1.07578
3.67,-1.07798
3.68,-1.08018
3.69,-1.08237
3.7,-1.08456
3.71,-1.08674
3.72,-1.08891
3.73,-1.09108
3.74,-1.09325
3.75,-1.09541
3.76,-1.09756
3.77,-1.09971
3.78,-1.10185
3.79,-1.10399
3.8,-1.10612
3.81,-1.10824
3.82,-1.11036
3.83,-1.11247
3.84,-1.11458
3.85,-1.11668
3.86,-1.11878
3.87,-1.12087
3.88,-1.12295
3.89,-1.12503
3.9,-1.1271
3.91,-1.12917
3.92,-1.13123
3.93,-1.13329
3.94,-1.13534
3.95,-1.13738
3.96,-1.13942
3.97,-1.14145
3.98,-1.14348
3.99,-1.1455
4,-1.14751
4.01,-1.14952
4.02,-1.15152
4.03,-1.15352
4.04,-1.15551
4.05,-1.15749
4.06,-1.15947
4.07,-1.16145
4.08,-1.16341
4.09,-1.16537
4.1,-1.16733
4.11,-1.16928
4.12,-1.17122
4.13,-1.17316
4.14,-1.17509
4.15,-1.17702
4.16,-1.17894
4.17,-1.18085
4.18,-1.18276
4.19,-1.18466
4.2,-1.18656
4.21,-1.18844
4.22,-1.19033
4.23,-1.19221
4.24,-1.19408
4.25,-1.19594
4.26,-1.1978
4.27,-1.19965
4.28,-1.2015
4.29,-1.20334
4.3,-1.20518
4.31,-1.20701
4.32,-1.20883
4.33,-1.21065
4.34,-1.21246
4.35,-1.21426
4.36,-1.21606
4.37,-1.21785
4.38,-1.21964
4.39,-1.22142
4.4,-1.22319
4.41,-1.22496
4.42,-1.22672
4.43,-1.22848
4.44,-1.23023
4.45,-1.23197
4.46,-1.23371
4.47,-1.23544
4.48,-1.23716
4.49,-1.23888
4.5,-1.24059
4.51,-1.2423
4.52,-1.244
4.53,-1.24569
4.54,-1.24738
4.55,-1.24906
4.56,-1.25074
4.57,-1.25241
4.58,-1.25407
4.59,-1.25572
4.6,-1.25738
4.61,-1.25902
4.62,-1.26066
4.63,-1.26229
4.64,-1.26391
4.65,-1.26553
4.66,-1.26714
4.67,-1.26875
4.68,-1.27035
4.69,-1.27194
4.7,-1.27353
4.71,-1.27511
4.72,-1.27669
4.73,-1.27826
4.74,-1.27982
4.75,-1.28137
4.76,-1.28292
4.77,-1.28447
4.78,-1.286
4.79,-1.28753
4.8,-1.28906
4.81,-1.29058
4.82,-1.29209
4.83,-1.29359
4.84,-1.29509
4.85,-1.29659
4.86,-1.29807
4.87,-1.29955
4.88,-1.30103
4.89,-1.30249
4.9,-1.30395
4.91,-1.30541
4.92,-1.30686
4.93,-1.3083
4.94,-1.30973
4.95,-1.31116
4.96,-1.31258
4.97,-1.314
4.98,-1.31541
4.99,-1.31681
5,-1.31821
5.01,-1.3196
5.02,-1.32099
5.03,-1.32236
5.04,-1.32374
5.05,-1.3251
5.06,-1.32646
5.07,-1.32781
5.08,-1.32916
5.09,-1.3305
5.1,-1.33183
5.11,-1.33316
5.12,-1.33448
5.13,-1.33579
5.14,-1.3371
5.15,-1.3384
5.16,-1.33969
5.17,-1.34098
5.18,-1.34226
5.19,-1.34354
5.2,-1.34481
5.21,-1.34607
5.22,-1.34732
5.23,-1.34857
5.24,-1.34982
5.25,-1.35105
5.26,-1.35228
5.27,-1.35351
5.28,-1.35472
5.29,-1.35593
5.3,-1.35714
5.31,-1.35834
5.32,-1.35953
5.33,-1.36071
5.34,-1.36189
5.35,-1.36306
5.36,-1.36423
5.37,-1.36539
5.38,-1.36654
5.39,-1.36769
5.4,-1.36883
5.41,-1.36996
5.42,-1.37109
5.43,-1.37221
5.44,-1.37332
5.45,-1.37443
5.46,-1.37553
5.47,-1.37662
5.48,-1.37771
5.49,-1.37879
5.5,-1.37987
5.51,-1.38094
5.52,-1.382
5.53,-1.38305
5.54,-1.3841
5.55,-1.38515
5.56,-1.38618
5.57,-1.38721
5.58,-1.38824
5.59,-1.38925
5.6,-1.39026
5.61,-1.39127
5.62,-1.39226
5.63,-1.39325
5.64,-1.39424
5.65,-1.39522
5.66,-1.39619
5.67,-1.39715
5.68,-1.39811
5.69,-1.39907
5.7,-1.40001
5.71,-1.40095
5.72,-1.40188
5.73,-1.40281
5.74,-1.40373
5.75,-1.40464
5.76,-1.40555
5.77,-1.40645
5.78,-1.40734
5.79,-1.40823
5.8,-1.40911
5.81,-1.40999
5.82,-1.41086
5.83,-1.41172
5.84,-1.41257
5.85,-1.41342
5.86,-1.41427
5.87,-1.4151
5.88,-1.41593
5.89,-1.41675
5.9,-1.41757
5.91,-1.41838
5.92,-1.41919
5.93,-1.41998
5.94,-1.42077
5.95,-1.42156
5.96,-1.42234
5.97,-1.42311
5.98,-1.42387
5.99,-1.42463
6,-1.42539
6.01,-1.42613
6.02,-1.42687
6.03,-1.4276
6.04,-1.42833
6.05,-1.42905
6.06,-1.42977
6.07,-1.43047
6.08,-1.43118
6.09,-1.43187
6.1,-1.43256
6.11,-1.43324
6.12,-1.43392
6.13,-1.43459
6.14,-1.43525
6.15,-1.43591
6.16,-1.43656
6.17,-1.4372
6.18,-1.43784
6.19,-1.43847
6.2,-1.43909
6.21,-1.43971
6.22,-1.44032
6.23,-1.44093
6.24,-1.44153
6.25,-1.44212
6.26,-1.44271
6.27,-1.44329
6.28,-1.44386
6.29,-1.44443
6.3,-1.44499
6.31,-1.44555
6.32,-1.4461
6.33,-1.44664
6.34,-1.44718
6.35,-1.44771
6.36,-1.44823
6.37,-1.44875
6.38,-1.44926
6.39,-1.44976
6.4,-1.45026
6.41,-1.45075
6.42,-1.45124
6.43,-1.45172
6.44,-1.45219
6.45,-1.45266
6.46,-1.45312
6.47,-1.45358
6.48,-1.45402
6.49,-1.45447
6.5,-1.4549
6.51,-1.45533
6.52,-1.45575
6.53,-1.45617
6.54,-1.45658
6.55,-1.45699
6.56,-1.45739
6.57,-1.45778
6.58,-1.45816
6.59,-1.45854
6.6,-1.45892
6.61,-1.45929
6.62,-1.45965
6.63,-1.46
6.64,-1.46035
6.65,-1.46069
6.66,-1.46103
6.67,-1.46136
6.68,-1.46169
6.69,-1.462
6.7,-1.46232
6.71,-1.46262
6.72,-1.46292
6.73,-1.46322
6.74,-1.4635
6.75,-1.46379
6.76,-1.46406
6.77,-1.46433
6.78,-1.46459
6.79,-1.46485
6.8,-1.4651
6.81,-1.46535
6.82,-1.46559
6.83,-1.46582
6.84,-1.46605
6.85,-1.46627
6.86,-1.46648
6.87,-1.46669
6.88,-1.46689
6.89,-1.46709
6.9,-1.46728
6.91,-1.46746
6.92,-1.46764
6.93,-1.46782
6.94,-1.46798
6.95,-1.46814
6.96,-1.4683
6.97,-1.46845
6.98,-1.46859
6.99,-1.46873
7,-1.46886
7.01,-1.46898
7.02,-1.4691
7.03,-1.46922
7.04,-1.46932
7.05,-1.46942
7.06,-1.46952
7.07,-1.46961
7.08,-1.46969
7.09,-1.46977
7.1,-1.46984
7.11,-1.46991
7.12,-1.46997
7.13,-1.47002
7.14,-1.47007
7.15,-1.47011
7.16,-1.47015
7.17,-1.47018
7.18,-1.47021
7.19,-1.47023
7.2,-1.47024
7.21,-1.47025
7.22,-1.47025
7.23,-1.47025
7.24,-1.47024
7.25,-1.47022
7.26,-1.4702
7.27,-1.47017
7.28,-1.47014
7.29,-1.4701
7.3,-1.47006
7.31,-1.47001
7.32,-1.46995
7.33,-1.46989
7.34,-1.46982
7.35,-1.46975
7.36,-1.46967
7.37,-1.46959
7.38,-1.4695
7.39,-1.46941
7.4,-1.46931
7.41,-1.4692
7.42,-1.46909
7.43,-1.46897
7.44,-1.46885
7.45,-1.46872
7.46,-1.46858
7.47,-1.46844
7.48,-1.4683
7.49,-1.46815
7.5,-1.46799
7.51,-1.46783
7.52,-1.46766
7.53,-1.46749
7.54,-1.46731
7.55,-1.46712
7.56,-1.46693
7.57,-1.46674
7.58,-1.46654
7.59,-1.46633
7.6,-1.46612
7.61,-1.4659
7.62,-1.46568
7.63,-1.46545
7.64,-1.46522
7.65,-1.46498
7.66,-1.46474
7.67,-1.46449
7.68,-1.46423
7.69,-1.46397
7.7,-1.46371
7.71,-1.46344
7.72,-1.46316
7.73,-1.46288
7.74,-1.46259
7.75,-1.4623
7.76,-1.462
7.77,-1.4617
7.78,-1.46139
7.79,-1.46108
7.8,-1.46076
7.81,-1.46044
7.82,-1.46011
7.83,-1.45977
7.84,-1.45943
7.85,-1.45909
7.86,-1.45874
7.87,-1.45838
7.88,-1.45802
7.89,-1.45766
7.9,-1.45729
7.91,-1.45691
7.92,-1.45653
7.93,-1.45615
7.94,-1.45575
7.95,-1.45536
7.96,-1.45496
7.97,-1.45455
7.98,-1.45414
7.99,-1.45372
8,-1.4533
8.01,-1.45288
8.02,-1.45244
8.03,-1.45201
8.04,-1.45157
8.05,-1.45112
8.06,-1.45067
8.07,-1.45021
8.08,-1.44975
8.09,-1.44928
8.1,-1.44881
8.11,-1.44833
8.12,-1.44785
8.13,-1.44737
8.14,-1.44688
8.15,-1.44638
8.16,-1.44588
8.17,-1.44537
8.18,-1.44486
8.19,-1.44435
8.2,-1.44383
8.21,-1.4433
8.22,-1.44277
8.23,-1.44224
8.24,-1.4417
8.25,-1.44116
8.26,-1.44061
8.27,-1.44005
8.28,-1.43949
8.29,-1.43893
8.3,-1.43836
8.31,-1.43779
8.32,-1.43721
8.33,-1.43663
8.34,-1.43605
8.35,-1.43546
8.36,-1.43486
8.37,-1.43426
8.38,-1.43365
8.39,-1.43304
8.4,-1.43243
8.41,-1.43181
8.42,-1.43119
8.43,-1.43056
8.44,-1.42993
8.45,-1.42929
8.46,-1.42865
8.47,-1.428
8.48,-1.42735
8.49,-1.4267
8.5,-1.42604
8.51,-1.42538
8.52,-1.42471
8.53,-1.42403
8.54,-1.42336
8.55,-1.42268
8.56,-1.42199
8.57,-1.4213
8.58,-1.4206
8.59,-1.41991
8.6,-1.4192
8.61,-1.41849
8.62,-1.41778
8.63,-1.41707
8.64,-1.41635
8.65,-1.41562
8.66,-1.41489
8.67,-1.41416
8.68,-1.41342
8.69,-1.41268
8.7,-1.41193
8.71,-1.41118
8.72,-1.41043
8.73,-1.40967
8.74,-1.40891
8.75,-1.40814
8.76,-1.40737
8.77,-1.40659
8.78,-1.40581
8.79,-1.40503
8.8,-1.40424
8.81,-1.40345
8.82,-1.40266
8.83,-1.40186
8.84,-1.40105
8.85,-1.40025
8.86,-1.39943
8.87,-1.39862
8.88,-1.3978
8.89,-1.39698
8.9,-1.39615
8.91,-1.39532
8.92,-1.39448
8.93,-1.39364
8.94,-1.3928
8.95,-1.39195
8.96,-1.3911
8.97,-1.39025
8.98,-1.38939
8.99,-1.38852
9,-1.38766
9.01,-1.38679
9.02,-1.38591
9.03,-1.38504
9.04,-1.38415
9.05,-1.38327
9.06,-1.38238
9.07,-1.38149
9.08,-1.38059
9.09,-1.37969
9.1,-1.37879
9.11,-1.37788
9.12,-1.37697
9.13,-1.37605
9.14,-1.37514
9.15,-1.37421
9.16,-1.37329
9.17,-1.37236
9.18,-1.37143
9.19,-1.37049
9.2,-1.36955
9.21,-1.36861
9.22,-1.36766
9.23,-1.36671
9.24,-1.36576
9.25,-1.3648
9.26,-1.36384
9.27,-1.36287
9.28,-1.36191
9.29,-1.36094
9.3,-1.35996
9.31,-1.35898
9.32,-1.358
9.33,-1.35702
9.34,-1.35603
9.35,-1.35504
9.36,-1.35405
9.37,-1.35305
9.38,-1.35205
9.39,-1.35104
9.4,-1.35003
9.41,-1.34902
9.42,-1.34801
9.43,-1.34699
9.44,-1.34597
9.45,-1.34495
9.46,-1.34392
9.47,-1.34289
9.48,-1.34186
9.49,-1.34082
9.5,-1.33978
9.51,-1.33874
9.52,-1.3377
9.53,-1.33665
9.54,-1.33559
9.55,-1.33454
9.56,-1.33348
9.57,-1.33242
9.58,-1.33136
9.59,-1.33029
9.6,-1.32922
9.61,-1.32815
9.62,-1.32707
9.63,-1.326
9.64,-1.32491
9.65,-1.32383
9.66,-1.32274
9.67,-1.32165
9.68,-1.32056
9.69,-1.31946
9.7,-1.31837
9.71,-1.31726
9.72,-1.31616
9.73,-1.31505
9.74,-1.31394
9.75,-1.31283
9.76,-1.31172
9.77,-1.3106
9.78,-1.30948
9.79,-1.30835
9.8,-1.30723
9.81,-1.3061
9.82,-1.30497
9.83,-1.30383
9.84,-1.3027
9.85,-1.30156
9.86,-1.30042
9.87,-1.29927
9.88,-1.29813
9.89,-1.29698
9.9,-1.29583
9.91,-1.29467
9.92,-1.29351
9.93,-1.29235
9.94,-1.29119
9.95,-1.29003
9.96,-1.28886
9.97,-1.28769
9.98,-1.28652
9.99,-1.28535
10,-1.28417
10.01,-1.28299
10.02,-1.28181
10.03,-1.28063
10.04,-1.27944
10.05,-1.27826
10.06,-1.27707
10.07,-1.27587
10.08,-1.27468
10.09,-1.27348
10.1,-1.27228
10.11,-1.27108
10.12,-1.26988
10.13,-1.26867
10.14,-1.26746
10.15,-1.26625
10.16,-1.26504
10.17,-1.26383
10.18,-1.26261
10.19,-1.26139
10.2,-1.26017
10.21,-1.25895
10.22,-1.25772
10.23,-1.2565
10.24,-1.25527
10.25,-1.25404
10.26,-1.2528
10.27,-1.25157
10.28,-1.25033
10.29,-1.2491
10.3,-1.24785
10.31,-1.24661
10.32,-1.24537
10.33,-1.24412
10.34,-1.24287
10.35,-1.24162
10.36,-1.24037
10.37,-1.23912
10.38,-1.23786
10.39,-1.23661
10.4,-1.23535
10.41,-1.23409
10.42,-1.23282
10.43,-1.23156
10.44,-1.23029
10.45,-1.22903
10.46,-1.22776
10.47,-1.22649
10.48,-1.22521
10.49,-1.22394
10.5,-1.22266
10.51,-1.22139
10.52,-1.22011
10.53,-1.21883
10.54,-1.21755
10.55,-1.21626
10.56,-1.21498
10.57,-1.21369
10.58,-1.2124
10.59,-1.21111
10.6,-1.20982
10.61,-1.20853
10.62,-1.20723
10.63,-1.20594
10.64,-1.20464
10.65,-1.20334
10.66,-1.20204
10.67,-1.20074
10.68,-1.19944
10.69,-1.19814
10.7,-1.19683
10.71,-1.19553
10.72,-1.19422
10.73,-1.19291
10.74,-1.1916
10.75,-1.19029
10.76,-1.18898
10.77,-1.18766
10.78,-1.18635
10.79,-1.18503
10.8,-1.18371
10.81,-1.18239
10.82,-1.18107
10.83,-1.17975
10.84,-1.17843
10.85,-1.17711
10.86,-1.17578
10.87,-1.17446
10.88,-1.17313
10.89,-1.17181
10.9,-1.17048
10.91,-1.16915
10.92,-1.16782
10.93,-1.16649
10.94,-1.16516
10.95,-1.16382
10.96,-1.16249
10.97,-1.16115
10.98,-1.15982
10.99,-1.15848
11,-1.15714
11.01,-1.1558
11.02,-1.15447
11.03,-1.15313
11.04,-1.15178
11.05,-1.15044
11.06,-1.1491
11.07,-1.14776
11.08,-1.14641
11.09,-1.14507
11.1,-1.14372
11.11,-1.14238
11.12,-1.14103
11.13,-1.13968
11.14,-1.13833
11.15,-1.13699
11.16,-1.13564
11.17,-1.13429
11.18,-1.13293
11.19,-1.13158
11.2,-1.13023
11.21,-1.12888
11.22,-1.12753
11.23,-1.12617
11.24,-1.12482
11.25,-1.12346
11.26,-1.12211
11.27,-1.12075
11.28,-1.1194
11.29,-1.11804
11.3,-1.11669
11.31,-1.11533
11.32,-1.11397
11.33,-1.11261
11.34,-1.11125
11.35,-1.1099
11.36,-1.10854
11.37,-1.10718
11.38,-1.10582
11.39,-1.10446
11.4,-1.1031
11.41,-1.10174
11.42,-1.10038
11.43,-1.09902
11.44,-1.09765
11.45,-1.09629
11.46,-1.09493
11.47,-1.09357
11.48,-1.09221
11.49,-1.09084
11.5,-1.08948
11.51,-1.08812
11.52,-1.08676
11.53,-1.0854
11.54,-1.08403
11.55,-1.08267
11.56,-1.08131
11.57,-1.07994
11.58,-1.07858
11.59,-1.07722
11.6,-1.07586
11.61,-1.07449
11.62,-1.07313
11.63,-1.07177
11.64,-1.0704
11.65,-1.06904
11.66,-1.06768
11.67,-1.06632
11.68,-1.06495
11.69,-1.06359
11.7,-1.06223
11.71,-1.06087
11.72,-1.05951
11.73,-1.05815
11.74,-1.05678
11.75,-1.05542
11.76,-1.05406
11.77,-1.0527
11.78,-1.05134
11.79,-1.04998
11.8,-1.04862
11.81,-1.04726
11.82,-1.0459
11.83,-1.04454
11.84,-1.04319
11.85,-1.04183
11.86,-1.04047
11.87,-1.03911
11.88,-1.03775
11.89,-1.0364
11.9,-1.03504
11.91,-1.03369
11.92,-1.03233
11.93,-1.03098
11.94,-1.02962
11.95,-1.02827
11.96,-1.02691
11.97,-1.02556
11.98,-1.02421
11.99,-1.02286
12,-1.02151
12.01,-1.02016
12.02,-1.01881
12.03,-1.01746
12.04,-1.01611
12.05,-1.01476
12.06,-1.01341
12.07,-1.01206
12.08,-1.01072
12.09,-1.00937
12.1,-1.00803
12.11,-1.00668
12.12,-1.00534
12.13,-1.004
12.14,-1.00265
12.15,-1.00131
12.16,-0.999972
12.17,-0.998633
12.18,-0.997294
12.19,-0.995955
12.2,-0.994618
12.21,-0.993282
12.22,-0.991946
12.23,-0.990611
12.24,-0.989277
12.25,-0.987944
12.26,-0.986612
12.27,-0.98528
12.28,-0.98395
12.29,-0.982621
12.3,-0.981292
12.31,-0.979965
12.32,-0.978638
12.33,-0.977313
12.34,-0.975988
12.35,-0.974664
12.36,-0.973342
12.37,-0.97202
12.38,-0.9707
12.39,-0.96938
12.4,-0.968062
12.41,-0.966745
12.42,-0.965429
12.43,-0.964114
12.44,-0.9628
12.45,-0.961487
12.46,-0.960175
12.47,-0.958865
12.48,-0.957556
12.49,-0.956247
12.5,-0.95494
12.51,-0.953635
12.52,-0.95233
12.53,-0.951027
12.54,-0.949725
12.55,-0.948424
12.56,-0.947125
12.57,-0.945826
12.58,-0.944529
12.59,-0.943234
12.6,-0.941939
12.61,-0.940646
12.62,-0.939355
12.63,-0.938064
12.64,-0.936775
12.65,-0.935488
12.66,-0.934202
12.67,-0.932917
12.68,-0.931633
12.69,-0.930351
12.7,-0.929071
12.71,-0.927792
12.72,-0.926514
12.73,-0.925238
12.74,-0.923963
12.75,-0.92269
12.76,-0.921418
12.77,-0.920148
12.78,-0.918879
12.79,-0.917612
12.8,-0.916346
12.81,-0.915082
12.82,-0.91382
12.83,-0.912559
12.84,-0.9113
12.85,-0.910042
12.86,-0.908786
12.87,-0.907531
12.88,-0.906278
12.89,-0.905027
12.9,-0.903777
12.91,-0.90253
12.92,-0.901283
12.93,-0.900039
12.94,-0.898796
12.95,-0.897555
12.96,-0.896315
12.97,-0.895078
12.98,-0.893842
12.99,-0.892608
13,-0.891375
13.01,-0.890144
13.02,-0.888916
13.03,-0.887689
13.04,-0.886463
13.05,-0.88524
13.06,-0.884018
13.07,-0.882798
13.08,-0.88158
13.09,-0.880364
13.1,-0.87915
13.11,-0.877938
13.12,-0.876727
13.13,-0.875519
13.14,-0.874312
13.15,-0.873107
13.16,-0.871904
13.17,-0.870704
13.18,-0.869505
13.19,-0.868308
13.2,-0.867113
13.21,-0.86592
13.22,-0.864729
13.23,-0.863539
13.24,-0.862352
13.25,-0.861167
13.26,-0.859984
13.27,-0.858803
13.28,-0.857625
13.29,-0.856448
13.3,-0.855273
13.31,-0.8541
13.32,-0.852929
13.33,-0.851761
13.34,-0.850594
13.35,-0.84943
13.36,-0.848268
13.37,-0.847108
13.38,-0.84595
13.39,-0.844794
13.4,-0.84364
13.41,-0.842489
13.42,-0.84134
13.43,-0.840192
13.44,-0.839048
13.45,-0.837905
13.46,-0.836764
13.47,-0.835626
13.48,-0.83449
13.49,-0.833356
13.5,-0.832225
13.51,-0.831095
13.52,-0.829968
13.53,-0.828843
13.54,-0.827721
13.55,-0.826601
13.56,-0.825483
13.57,-0.824367
13.58,-0.823254
13.59,-0.822143
13.6,-0.821034
13.61,-0.819928
13.62,-0.818824
13.63,-0.817723
13.64,-0.816623
13.65,-0.815527
13.66,-0.814432
13.67,-0.81334
13.68,-0.81225
13.69,-0.811163
13.7,-0.810078
13.71,-0.808996
13.72,-0.807916
13.73,-0.806839
13.74,-0.805763
13.75,-0.804691
13.76,-0.803621
13.77,-0.802553
13.78,-0.801488
13.79,-0.800425
13.8,-0.799365
13.81,-0.798307
13.82,-0.797252
13.83,-0.796199
13.84,-0.795149
13.85,-0.794101
13.86,-0.793056
13.87,-0.792014
13.88,-0.790974
13.89,-0.789936
13.9,-0.788901
13.91,-0.787869
13.92,-0.786839
13.93,-0.785812
13.94,-0.784787
13.95,-0.783766
13.96,-0.782746
13.97,-0.781729
13.98,-0.780715
13.99,-0.779704
14,-0.778695
