dt,U_vN
62.53,-1.51044
62.54,-1.51176
62.55,-1.51308
62.56,-1.5144
62.57,-1.51572
62.58,-1.51703
62.59,-1.51833
62.6,-1.51964
62.61,-1.52093
62.62,-1.52223
62.63,-1.52352
62.64,-1.5248
62.65,-1.52608
62.66,-1.52736
62.67,-1.52863
62.68,-1.5299
62.69,-1.53116
62.7,-1.53242
62.71,-1.53367
62.72,-1.53492
62.73,-1.53617
62.74,-1.53741
62.75,-1.53865
62.76,-1.53988
62.77,-1.54111
62.78,-1.54233
62.79,-1.54355
62.8,-1.54476
62.81,-1.54597
62.82,-1.54718
62.83,-1.54838
62.84,-1.54958
62.85,-1.55077
62.86,-1.55196
62.87,-1.55314
62.88,-1.55432
62.89,-1.55549
62.9,-1.55666
62.91,-1.55782
62.92,-1.55898
62.93,-1.56014
62.94,-1.56129
62.95,-1.56243
62.96,-1.56357
62.97,-1.56471
62.98,-1.56584
62.99,-1.56697
63,-1.56809
63.01,-1.56921
63.02,-1.57032
63.03,-1.57142
63.04,-1.57253
63.05,-1.57362
63.06,-1.57472
63.07,-1.57581
63.08,-1.57689
63.09,-1.57797
63.1,-1.57904
63.11,-1.58011
63.12,-1.58117
63.13,-1.58223
63.14,-1.58328
63.15,-1.58433
63.16,-1.58538
63.17,-1.58642
63.18,-1.58745
63.19,-1.58848
63.2,-1.5895
63.21,-1.59052
63.22,-1.59154
63.23,-1.59254
63.24,-1.59355
63.25,-1.59455
63.26,-1.59554
63.27,-1.59653
63.28,-1.59751
63.29,-1.59849
63.3,-1.59946
63.31,-1.60043
63.32,-1.60139
63.33,-1.60235
63.34,-1.6033
63.35,-1.60425
63.36,-1.60519
63.37,-1.60613
63.38,-1.60706
63.39,-1.60799
63.4,-1.60891
63.41,-1.60982
63.42,-1.61073
63.43,-1.61164
63.44,-1.61254
63.45,-1.61343
63.46,-1.61432
63.47,-1.6152
63.48,-1.61608
63.49,-1.61696
63.5,-1.61782
63.51,-1.61869
63.52,-1.61954
63.53,-1.62039
63.54,-1.62124
63.55,-1.62208
63.56,-1.62292
63.57,-1.62375
63.58,-1.62457
63.59,-1.62539
63.6,-1.6262
63.61,-1.62701
63.62,-1.62781
63.63,-1.62861
63.64,-1.6294
63.65,-1.63019
63.66,-1.63097
63.67,-1.63174
63.68,-1.63251
63.69,-1.63327
63.7,-1.63403
63.71,-1.63478
63.72,-1.63553
63.73,-1.63627
63.74,-1.63701
63.75,-1.63774
63.76,-1.63846
63.77,-1.63918
63.78,-1.63989
63.79,-1.6406
63.8,-1.6413
63.81,-1.64199
63.82,-1.64268
63.83,-1.64337
63.84,-1.64405
63.85,-1.64472
63.86,-1.64539
63.87,-1.64605
63.88,-1.6467
63.89,-1.64735
63.9,-1.648
63.91,-1.64863
63.92,-1.64927
63.93,-1.64989
63.94,-1.65051
63.95,-1.65113
63.96,-1.65174
63.97,-1.65234
63.98,-1.65294
63.99,-1.65353
64,-1.65411
64.01,-1.65469
64.02,-1.65526
64.03,-1.65583
64.04,-1.65639
64.05,-1.65695
64.06,-1.6575
64.07,-1.65804
64.08,-1.65858
64.09,-1.65911
64.1,-1.65964
64.11,-1.66016
64.12,-1.66067
64.13,-1.66118
64.14,-1.66168
64.15,-1.66217
64.16,-1.66266
64.17,-1.66315
64.18,-1.66363
64.19,-1.6641
64.2,-1.66456
64.21,-1.66502
64.22,-1.66547
64.23,-1.66592
64.24,-1.66636
64.25,-1.6668
64.26,-1.66722
64.27,-1.66765
64.28,-1.66806
64.29,-1.66847
64.3,-1.66888
64.31,-1.66928
64.32,-1.66967
64.33,-1.67005
64.34,-1.67043
64.35,-1.6708
64.36,-1.67117
64.37,-1.67153
64.38,-1.67189
64.39,-1.67223
64.4,-1.67258
64.41,-1.67291
64.42,-1.67324
64.43,-1.67356
64.44,-1.67388
64.45,-1.67419
64.46,-1.67449
64.47,-1.67479
64.48,-1.67508
64.49,-1.67537
64.5,-1.67565
64.51,-1.67592
64.52,-1.67619
64.53,-1.67645
64.54,-1.6767
64.55,-1.67695
64.56,-1.67719
64.57,-1.67742
64.58,-1.67765
64.59,-1.67787
64.6,-1.67809
64.61,-1.6783
64.62,-1.6785
64.63,-1.67869
64.64,-1.67888
64.65,-1.67907
64.66,-1.67924
64.67,-1.67941
64.68,-1.67958
64.69,-1.67974
64.7,-1.67989
64.71,-1.68003
64.72,-1.68017
64.73,-1.6803
64.74,-1.68043
64.75,-1.68054
64.76,-1.68066
64.77,-1.68076
64.78,-1.68086
64.79,-1.68095
64.8,-1.68104
64.81,-1.68112
64.82,-1.68119
64.83,-1.68126
64.84,-1.68132
64.85,-1.68137
64.86,-1.68142
64.87,-1.68146
64.88,-1.68149
64.89,-1.68152
64.9,-1.68154
64.91,-1.68155
64.92,-1.68156
64.93,-1.68156
64.94,-1.68155
64.95,-1.68154
64.96,-1.68152
64.97,-1.68149
64.98,-1.68146
64.99,-1.68142
65,-1.68138
65.01,-1.68132
65.02,-1.68126
65.03,-1.6812
65.04,-1.68113
65.05,-1.68105
65.06,-1.68096
65.07,-1.68087
65.08,-1.68077
65.09,-1.68066
65.1,-1.68055
65.11,-1.68043
65.12,-1.68031
65.13,-1.68017
65.14,-1.68003
65.15,-1.67989
65.16,-1.67974
65.17,-1.67958
65.18,-1.67941
65.19,-1.67924
65.2,-1.67906
65.21,-1.67887
65.22,-1.67868
65.23,-1.67848
65.24,-1.67827
65.25,-1.67806
65.26,-1.67784
65.27,-1.67761
65.28,-1.67738
65.29,-1.67714
65.3,-1.67689
65.31,-1.67664
65.32,-1.67637
65.33,-1.67611
65.34,-1.67583
65.35,-1.67555
65.36,-1.67526
65.37,-1.67497
65.38,-1.67467
65.39,-1.67436
65.4,-1.67404
65.41,-1.67372
65.42,-1.67339
65.43,-1.67306
65.44,-1.67272
65.45,-1.67237
65.46,-1.67201
65.47,-1.67165
65.48,-1.67128
65.49,-1.6709
65.5,-1.67052
65.51,-1.67013
65.52,-1.66973
65.53,-1.66933
65.54,-1.66892
65.55,-1.6685
65.56,-1.66807
65.57,-1.66764
65.58,-1.6672
65.59,-1.66676
65.6,-1.66631
65.61,-1.66585
65.62,-1.66538
65.63,-1.66491
65.64,-1.66443
65.65,-1.66395
65.66,-1.66345
65.67,-1.66295
65.68,-1.66245
65.69,-1.66193
65.7,-1.66141
65.71,-1.66088
65.72,-1.66035
65.73,-1.65981
65.74,-1.65926
65.75,-1.65871
65.76,-1.65814
65.77,-1.65758
65.78,-1.657
65.79,-1.65642
65.8,-1.65583
65.81,-1.65523
65.82,-1.65463
65.83,-1.65402
65.84,-1.6534
65.85,-1.65278
65.86,-1.65215
65.87,-1.65151
65.88,-1.65086
65.89,-1.65021
65.9,-1.64955
65.91,-1.64889
65.92,-1.64822
65.93,-1.64754
65.94,-1.64685
65.95,-1.64616
65.96,-1.64546
65.97,-1.64475
65.98,-1.64404
65.99,-1.64332
66,-1.64259
66.01,-1.64186
66.02,-1.64112
66.03,-1.64037
66.04,-1.63961
66.05,-1.63885
66.06,-1.63808
66.07,-1.63731
66.08,-1.63652
66.09,-1.63573
66.1,-1.63494
66.11,-1.63413
66.12,-1.63332
66.13,-1.63251
66.14,-1.63168
66.15,-1.63085
66.16,-1.63001
66.17,-1.62917
66.18,-1.62832
66.19,-1.62746
66.2,-1.62659
66.21,-1.62572
66.22,-1.62484
66.23,-1.62396
66.24,-1.62306
66.25,-1.62216
66.26,-1.62126
66.27,-1.62034
66.28,-1.61942
66.29,-1.61849
66.3,-1.61756
66.31,-1.61662
66.32,-1.61567
66.33,-1.61472
66.34,-1.61375
66.35,-1.61278
66.36,-1.61181
66.37,-1.61083
66.38,-1.60984
66.39,-1.60884
66.4,-1.60784
66.41,-1.60683
66.42,-1.60581
66.43,-1.60479
66.44,-1.60376
66.45,-1.60272
66.46,-1.60168
66.47,-1.60062
66.48,-1.59957
66.49,-1.5985
66.5,-1.59743
66.51,-1.59635
66.52,-1.59527
66.53,-1.59417
66.54,-1.59307
66.55,-1.59197
66.56,-1.59086
66.57,-1.58974
66.58,-1.58861
66.59,-1.58748
66.6,-1.58634
66.61,-1.58519
66.62,-1.58404
66.63,-1.58288
66.64,-1.58171
66.65,-1.58053
66.66,-1.57935
66.67,-1.57817
66.68,-1.57697
66.69,-1.57577
66.7,-1.57456
66.71,-1.57335
66.72,-1.57213
66.73,-1.5709
66.74,-1.56966
66.75,-1.56842
66.76,-1.56717
66.77,-1.56592
66.78,-1.56465
66.79,-1.56338
66.8,-1.56211
66.81,-1.56083
66.82,-1.55954
66.83,-1.55824
66.84,-1.55694
66.85,-1.55563
66.86,-1.55431
66.87,-1.55299
66.88,-1.55166
66.89,-1.55032
66.9,-1.54898
66.91,-1.54763
66.92,-1.54627
66.93,-1.54491
66.94,-1.54354
66.95,-1.54217
66.96,-1.54078
66.97,-1.53939
66.98,-1.538
66.99,-1.53659
67,-1.53518
67.01,-1.53377
67.02,-1.53234
67.03,-1.53091
67.04,-1.52948
67.05,-1.52803
67.06,-1.52658
67.07,-1.52513
67.08,-1.52367
67.09,-1.5222
67.1,-1.52072
67.11,-1.51924
67.12,-1.51775
67.13,-1.51625
67.14,-1.51475
67.15,-1.51324
67.16,-1.51172
67.17,-1.5102
67.18,-1.50867
67.19,-1.50714
67.2,-1.5056
67.21,-1.50405
67.22,-1.50249
67.23,-1.50093
67.24,-1.49936
67.25,-1.49779
67.26,-1.49621
67.27,-1.49462
67.28,-1.49303
67.29,-1.49143
67.3,-1.48982
67.31,-1.4882
67.32,-1.48658
67.33,-1.48496
67.34,-1.48333
67.35,-1.48169
67.36,-1.48004
67.37,-1.47839
67.38,-1.47673
67.39,-1.47506
67.4,-1.47339
67.41,-1.47171
67.42,-1.47003
67.43,-1.46834
67.44,-1.46664
67.45,-1.46494
67.46,-1.46323
67.47,-1.46151
67.48,-1.45979
67.49,-1.45806
67.5,-1.45632
67.51,-1.45458
67.52,-1.45283
67.53,-1.45108
67.54,-1.44932
67.55,-1.44755
67.56,-1.44578
67.57,-1.444
67.58,-1.44221
67.59,-1.44042
67.6,-1.43862
67.61,-1.43682
67.62,-1.43501
67.63,-1.43319
67.64,-1.43137
67.65,-1.42954
67.66,-1.4277
67.67,-1.42586
67.68,-1.42401
67.69,-1.42216
67.7,-1.4203
67.71,-1.41843
67.72,-1.41656
67.73,-1.41468
67.74,-1.41279
67.75,-1.4109
67.76,-1.409
67.77,-1.4071
67.78,-1.40519
67.79,-1.40327
67.8,-1.40135
67.81,-1.39942
67.82,-1.39749
67.83,-1.39555
67.84,-1.3936
67.85,-1.39165
67.86,-1.38969
67.87,-1.38772
67.88,-1.38575
67.89,-1.38378
67.9,-1.38179
67.91,-1.37981
67.92,-1.37781
67.93,-1.37581
67.94,-1.3738
67.95,-1.37179
67.96,-1.36977
67.97,-1.36775
67.98,-1.36572
67.99,-1.36368
68,-1.36164
68.01,-1.35959
68.02,-1.35754
68.03,-1.35548
68.04,-1.35341
68.05,-1.35134
68.06,-1.34926
68.07,-1.34718
68.08,-1.34509
68.09,-1.34299
68.1,-1.34089
68.11,-1.33879
68.12,-1.33667
68.13,-1.33455
68.14,-1.33243
68.15,-1.3303
68.16,-1.32817
68.17,-1.32602
68.18,-1.32388
68.19,-1.32172
68.2,-1.31957
68.21,-1.3174
68.22,-1.31523
68.23,-1.31306
68.24,-1.31087
68.25,-1.30869
68.26,-1.30649
68.27,-1.3043
68.28,-1.30209
68.29,-1.29988
68.3,-1.29767
68.31,-1.29545
68.32,-1.29322
68.33,-1.29099
68.34,-1.28875
68.35,-1.28651
68.36,-1.28426
68.37,-1.28201
68.38,-1.27975
68.39,-1.27748
68.4,-1.27521
68.41,-1.27294
68.42,-1.27065
68.43,-1.26837
68.44,-1.26608
68.45,-1.26378
68.46,-1.26147
68.47,-1.25917
68.48,-1.25685
68.49,-1.25453
68.5,-1.25221
68.51,-1.24988
68.52,-1.24754
68.53,-1.2452
68.54,-1.24286
68.55,-1.2405
68.56,-1.23815
68.57,-1.23579
68.58,-1.23342
68.59,-1.23105
68.6,-1.22867
68.61,-1.22628
68.62,-1.2239
68.63,-1.2215
68.64,-1.2191
68.65,-1.2167
68.66,-1.21429
68.67,-1.21188
68.68,-1.20946
68.69,-1.20703
68.7,-1.2046
68.71,-1.20217
68.72,-1.19973
68.73,-1.19728
68.74,-1.19483
68.75,-1.19238
68.76,-1.18992
68.77,-1.18745
68.78,-1.18498
68.79,-1.18251
68.8,-1.18003
68.81,-1.17754
68.82,-1.17505
68.83,-1.17256
68.84,-1.17006
68.85,-1.16755
68.86,-1.16504
68.87,-1.16253
68.88,-1.16001
68.89,-1.15748
68.9,-1.15495
68.91,-1.15242
68.92,-1.14988
68.93,-1.14734
68.94,-1.14479
68.95,-1.14223
68.96,-1.13968
68.97,-1.13711
68.98,-1.13454
68.99,-1.13197
69,-1.12939
69.01,-1.12681
69.02,-1.12423
69.03,-1.12163
69.04,-1.11904
69.05,-1.11644
69.06,-1.11383
69.07,-1.11122
69.08,-1.10861
69.09,-1.10599
69.1,-1.10336
69.11,-1.10074
69.12,-1.0981
69.13,-1.09546
69.14,-1.09282
69.15,-1.09018
69.16,-1.08752
69.17,-1.08487
69.18,-1.08221
69.19,-1.07954
69.2,-1.07688
69.21,-1.0742
69.22,-1.07152
69.23,-1.06884
69.24,-1.06616
69.25,-1.06346
69.26,-1.06077
69.27,-1.05807
69.28,-1.05536
69.29,-1.05266
69.3,-1.04994
69.31,-1.04723
69.32,-1.04451
69.33,-1.04178
69.34,-1.03905
69.35,-1.03632
69.36,-1.03358
69.37,-1.03084
69.38,-1.02809
69.39,-1.02534
69.4,-1.02258
69.41,-1.01982
69.42,-1.01706
69.43,-1.01429
69.44,-1.01152
69.45,-1.00875
69.46,-1.00597
69.47,-1.00318
69.48,-1.0004
69.49,-0.997606
69.5,-0.99481
69.51,-0.992011
69.52,-0.989207
69.53,-0.9864
69.54,-0.983588
69.55,-0.980773
69.56,-0.977954
69.57,-0.975131
69.58,-0.972304
69.59,-0.969473
69.6,-0.966638
69.61,-0.9638
69.62,-0.960957
69.63,-0.958111
69.64,-0.955262
69.65,-0.952408
69.66,-0.94955
69.67,-0.946689
69.68,-0.943825
69.69,-0.940956
69.7,-0.938084
69.71,-0.935208
69.72,-0.932328
69.73,-0.929445
69.74,-0.926558
69.75,-0.923668
69.76,-0.920774
69.77,-0.917876
69.78,-0.914975
69.79,-0.912071
69.8,-0.909162
69.81,-0.906251
69.82,-0.903336
69.83,-0.900417
69.84,-0.897495
69.85,-0.894569
69.86,-0.89164
69.87,-0.888708
69.88,-0.885772
69.89,-0.882833
69.9,-0.87989
69.91,-0.876945
69.92,-0.873995
69.93,-0.871043
69.94,-0.868087
69.95,-0.865128
69.96,-0.862166
69.97,-0.8592
69.98,-0.856231
69.99,-0.853259
70,-0.850284
70.01,-0.847306
70.02,-0.844324
70.03,-0.84134
70.04,-0.838352
70.05,-0.835361
70.06,-0.832367
70.07,-0.82937
70.08,-0.82637
70.09,-0.823366
70.1,-0.82036
70.11,-0.817351
70.12,-0.814339
70.13,-0.811323
70.14,-0.808305
70.15,-0.805284
70.16,-0.80226
70.17,-0.799233
70.18,-0.796203
70.19,-0.793171
70.2,-0.790135
70.21,-0.787097
70.22,-0.784056
70.23,-0.781012
70.24,-0.777965
70.25,-0.774915
70.26,-0.771863
70.27,-0.768808
70.28,-0.76575
70.29,-0.762689
70.3,-0.759626
70.31,-0.75656
70.32,-0.753492
70.33,-0.750421
70.34,-0.747347
70.35,-0.744271
70.36,-0.741192
70.37,-0.73811
70.38,-0.735026
70.39,-0.73194
70.4,-0.728851
70.41,-0.725759
70.42,-0.722665
70.43,-0.719569
70.44,-0.71647
70.45,-0.713369
70.46,-0.710265
70.47,-0.707159
70.48,-0.70405
70.49,-0.700939
70.5,-0.697826
70.51,-0.694711
70.52,-0.691593
70.53,-0.688473
70.54,-0.68535
70.55,-0.682226
70.56,-0.679099
70.57,-0.67597
70.58,-0.672839
70.59,-0.669705
70.6,-0.66657
70.61,-0.663432
70.62,-0.660292
70.63,-0.65715
70.64,-0.654006
70.65,-0.65086
70.66,-0.647712
70.67,-0.644562
70.68,-0.64141
70.69,-0.638256
70.7,-0.635099
70.71,-0.631941
70.72,-0.628781
70.73,-0.625619
70.74,-0.622455
70.75,-0.61929
70.76,-0.616122
70.77,-0.612953
70.78,-0.609781
70.79,-0.606608
70.8,-0.603433
70.81,-0.600256
70.82,-0.597078
70.83,-0.593898
70.84,-0.590716
70.85,-0.587532
70.86,-0.584347
70.87,-0.581159
70.88,-0.577971
70.89,-0.57478
70.9,-0.571588
70.91,-0.568395
70.92,-0.5652
70.93,-0.562003
70.94,-0.558805
70.95,-0.555605
70.96,-0.552404
70.97,-0.549201
70.98,-0.545997
70.99,-0.542791
71,-0.539584
71.01,-0.536375
71.02,-0.533165
71.03,-0.529954
71.04,-0.526741
71.05,-0.523527
71.06,-0.520312
71.07,-0.517095
71.08,-0.513877
71.09,-0.510658
71.1,-0.507437
71.11,-0.504216
71.12,-0.500993
71.13,-0.497769
71.14,-0.494543
71.15,-0.491317
71.16,-0.488089
71.17,-0.48486
71.18,-0.48163
71.19,-0.478399
71.2,-0.475167
71.21,-0.471934
71.22,-0.4687
71.23,-0.465465
71.24,-0.462229
71.25,-0.458992
71.26,-0.455753
71.27,-0.452514
71.28,-0.449274
71.29,-0.446034
71.3,-0.442792
71.31,-0.439549
71.32,-0.436306
71.33,-0.433061
71.34,-0.429816
71.35,-0.42657
71.36,-0.423324
71.37,-0.420076
71.38,-0.416828
71.39,-0.413579
71.4,-0.410329
71.41,-0.407079
71.42,-0.403828
71.43,-0.400576
71.44,-0.397324
71.45,-0.394071
71.46,-0.390818
71.47,-0.387564
71.48,-0.384309
71.49,-0.381054
71.5,-0.377798
71.51,-0.374542
71.52,-0.371285
71.53,-0.368028
71.54,-0.364771
71.55,-0.361513
71.56,-0.358254
71.57,-0.354995
71.58,-0.351736
71.59,-0.348477
71.6,-0.345217
71.61,-0.341957
71.62,-0.338696
71.63,-0.335435
71.64,-0.332174
71.65,-0.328913
71.66,-0.325652
71.67,-0.32239
71.68,-0.319128
71.69,-0.315866
71.7,-0.312604
71.71,-0.309341
71.72,-0.306079
71.73,-0.302816
71.74,-0.299554
71.75,-0.296291
71.76,-0.293028
71.77,-0.289765
71.78,-0.286503
71.79,-0.28324
71.8,-0.279977
71.81,-0.276714
71.82,-0.273452
71.83,-0.270189
71.84,-0.266927
71.85,-0.263664
71.86,-0.260402
71.87,-0.25714
71.88,-0.253878
71.89,-0.250617
71.9,-0.247355
71.91,-0.244094
71.92,-0.240833
71.93,-0.237572
71.94,-0.234312
71.95,-0.231052
71.96,-0.227792
71.97,-0.224533
71.98,-0.221273
71.99,-0.218015
72,-0.214756
72.01,-0.211499
72.02,-0.208241
72.03,-0.204984
72.04,-0.201727
72.05,-0.198471
72.06,-0.195216
72.07,-0.191961
72.08,-0.188706
72.09,-0.185452
72.1,-0.182199
72.11,-0.178946
72.12,-0.175694
72.13,-0.172443
72.14,-0.169192
72.15,-0.165942
72.16,-0.162692
72.17,-0.159443
72.18,-0.156195
72.19,-0.152948
72.2,-0.149701
72.21,-0.146455
72.22,-0.14321
72.23,-0.139966
72.24,-0.136723
72.25,-0.13348
72.26,-0.130238
72.27,-0.126998
72.28,-0.123758
72.29,-0.120519
72.3,-0.117281
72.31,-0.114044
72.32,-0.110808
72.33,-0.107572
72.34,-0.104338
72.35,-0.101105
72.36,-0.0978732
72.37,-0.0946422
72.38,-0.0914123
72.39,-0.0881835
72.4,-0.0849558
72.41,-0.0817293
72.42,-0.0785039
72.43,-0.0752796
72.44,-0.0720566
72.45,-0.0688347
72.46,-0.0656141
72.47,-0.0623947
72.48,-0.0591766
72.49,-0.0559597
72.5,-0.0527442
72.51,-0.0495299
72.52,-0.046317
72.53,-0.0431054
72.54,-0.0398952
72.55,-0.0366864
72.56,-0.0334789
72.57,-0.0302729
72.58,-0.0270683
72.59,-0.0238652
72.6,-0.0206635
72.61,-0.0174633
72.62,-0.0142646
72.63,-0.0110674
72.64,-0.0078718
72.65,-0.00467772
72.66,-0.00148521
72.67,0.0017057
72.68,0.00489501
72.69,0.0080827
72.7,0.0112687
72.71,0.0144531
72.72,0.0176358
72.73,0.0208169
72.74,0.0239962
72.75,0.0271737
72.76,0.0303496
72.77,0.0335237
72.78,0.036696
72.79,0.0398665
72.8,0.0430351
72.81,0.046202
72.82,0.049367
72.83,0.0525302
72.84,0.0556914
72.85,0.0588508
72.86,0.0620082
72.87,0.0651638
72.88,0.0683173
72.89,0.0714689
72.9,0.0746185
72.91,0.0777662
72.92,0.0809118
72.93,0.0840553
72.94,0.0871969
72.95,0.0903363
72.96,0.0934737
72.97,0.096609
72.98,0.0997421
72.99,0.102873
73,0.106002
73.01,0.109129
73.02,0.112253
73.03,0.115376
73.04,0.118496
73.05,0.121613
73.06,0.124729
73.07,0.127842
73.08,0.130954
73.09,0.134062
73.1,0.137169
73.11,0.140273
73.12,0.143375
73.13,0.146474
73.14,0.149571
73.15,0.152666
73.16,0.155758
73.17,0.158848
73.18,0.161935
73.19,0.16502
73.2,0.168102
73.21,0.171182
73.22,0.174259
73.23,0.177334
73.24,0.180407
73.25,0.183476
73.26,0.186543
73.27,0.189608
73.28,0.19267
73.29,0.195729
73.3,0.198786
73.31,0.20184
73.32,0.204891
73.33,0.20794
73.34,0.210986
73.35,0.214029
73.36,0.21707
73.37,0.220108
73.38,0.223143
73.39,0.226175
73.4,0.229204
73.41,0.232231
73.42,0.235255
73.43,0.238276
73.44,0.241294
73.45,0.244309
73.46,0.247321
73.47,0.250331
73.48,0.253337
73.49,0.256341
73.5,0.259341
73.51,0.262339
73.52,0.265333
73.53,0.268325
73.54,0.271314
73.55,0.274299
73.56,0.277282
73.57,0.280261
73.58,0.283238
73.59,0.286211
73.6,0.289181
73.61,0.292148
73.62,0.295112
73.63,0.298073
73.64,0.301031
73.65,0.303985
73.66,0.306936
73.67,0.309884
73.68,0.312829
73.69,0.315771
73.7,0.318709
73.71,0.321644
73.72,0.324576
73.73,0.327504
73.74,0.330429
73.75,0.333351
73.76,0.33627
73.77,0.339185
73.78,0.342097
73.79,0.345005
73.8,0.34791
73.81,0.350811
73.82,0.353709
73.83,0.356604
73.84,0.359495
73.85,0.362383
73.86,0.365267
73.87,0.368148
73.88,0.371025
73.89,0.373899
73.9,0.376769
73.91,0.379636
73.92,0.382499
73.93,0.385358
73.94,0.388214
73.95,0.391066
73.96,0.393915
73.97,0.39676
73.98,0.399601
73.99,0.402438
74,0.405272
74.01,0.408103
74.02,0.410929
74.03,0.413752
74.04,0.416571
74.05,0.419386
74.06,0.422198
74.07,0.425005
74.08,0.427809
74.09,0.430609
74.1,0.433406
74.11,0.436198
74.12,0.438987
74.13,0.441772
74.14,0.444553
74.15,0.44733
74.16,0.450103
74.17,0.452872
74.18,0.455637
74.19,0.458398
74.2,0.461156
74.21,0.463909
74.22,0.466659
74.23,0.469404
74.24,0.472145
74.25,0.474883
74.26,0.477616
74.27,0.480346
74.28,0.483071
74.29,0.485792
74.3,0.488509
74.31,0.491222
74.32,0.493931
74.33,0.496636
74.34,0.499336
74.35,0.502033
74.36,0.504725
74.37,0.507414
74.38,0.510098
74.39,0.512777
74.4,0.515453
74.41,0.518124
74.42,0.520791
74.43,0.523454
74.44,0.526113
74.45,0.528767
74.46,0.531417
74.47,0.534063
74.48,0.536705
74.49,0.539342
74.5,0.541975
74.51,0.544603
74.52,0.547227
74.53,0.549847
74.54,0.552463
74.55,0.555074
74.56,0.55768
74.57,0.560282
74.58,0.56288
74.59,0.565474
74.6,0.568062
74.61,0.570647
74.62,0.573227
74.63,0.575802
74.64,0.578373
74.65,0.58094
74.66,0.583502
74.67,0.586059
74.68,0.588612
74.69,0.591161
74.7,0.593704
74.71,0.596244
74.72,0.598778
74.73,0.601308
74.74,0.603834
74.75,0.606355
74.76,0.608871
74.77,0.611382
74.78,0.613889
74.79,0.616392
74.8,0.618889
74.81,0.621382
74.82,0.62387
74.83,0.626354
74.84,0.628833
74.85,0.631307
74.86,0.633776
74.87,0.636241
74.88,0.638701
74.89,0.641156
74.9,0.643606
74.91,0.646052
74.92,0.648492
74.93,0.650928
74.94,0.653359
74.95,0.655786
74.96,0.658207
74.97,0.660624
74.98,0.663036
74.99,0.665443
75,0.667845
75.01,0.670242
75.02,0.672634
75.03,0.675021
75.04,0.677404
75.05,0.679781
75.06,0.682154
75.07,0.684522
75.08,0.686884
75.09,0.689242
75.1,0.691595
75.11,0.693942
75.12,0.696285
75.13,0.698623
75.14,0.700956
75.15,0.703284
75.16,0.705606
75.17,0.707924
75.18,0.710237
75.19,0.712544
75.2,0.714847
75.21,0.717144
75.22,0.719437
75.23,0.721724
75.24,0.724006
75.25,0.726283
75.26,0.728555
75.27,0.730822
75.28,0.733084
75.29,0.73534
75.3,0.737592
75.31,0.739838
75.32,0.742079
75.33,0.744315
75.34,0.746546
75.35,0.748772
75.36,0.750992
75.37,0.753207
75.38,0.755417
75.39,0.757622
75.4,0.759821
75.41,0.762015
75.42,0.764204
75.43,0.766388
75.44,0.768567
75.45,0.77074
75.46,0.772908
75.47,0.77507
75.48,0.777228
75.49,0.77938
75.5,0.781526
75.51,0.783668
75.52,0.785804
75.53,0.787935
75.54,0.79006
75.55,0.79218
75.56,0.794295
75.57,0.796404
75.58,0.798508
75.59,0.800607
75.6,0.8027
75.61,0.804788
75.62,0.80687
75.63,0.808947
75.64,0.811019
75.65,0.813085
75.66,0.815146
75.67,0.817201
75.68,0.819251
75.69,0.821296
75.7,0.823335
75.71,0.825368
75.72,0.827396
75.73,0.829419
75.74,0.831436
75.75,0.833448
75.76,0.835454
75.77,0.837454
75.78,0.839449
75.79,0.841439
75.8,0.843423
75.81,0.845402
75.82,0.847375
75.83,0.849342
75.84,0.851304
75.85,0.853261
75.86,0.855212
75.87,0.857157
75.88,0.859097
75.89,0.861031
75.9,0.86296
75.91,0.864883
75.92,0.8668
75.93,0.868712
75.94,0.870619
75.95,0.872519
75.96,0.874414
75.97,0.876304
75.98,0.878188
75.99,0.880066
76,0.881938
76.01,0.883805
76.02,0.885667
76.03,0.887522
76.04,0.889372
76.05,0.891217
76.06,0.893056
76.07,0.894889
76.08,0.896716
76.09,0.898538
76.1,0.900354
76.11,0.902164
76.12,0.903969
76.13,0.905768
76.14,0.907561
76.15,0.909349
76.16,0.91113
76.17,0.912907
76.18,0.914677
76.19,0.916442
76.2,0.918201
76.21,0.919954
76.22,0.921702
76.23,0.923443
76.24,0.925179
76.25,0.92691
76.26,0.928634
76.27,0.930353
76.28,0.932066
76.29,0.933774
76.3,0.935475
76.31,0.937171
76.32,0.938861
76.33,0.940545
76.34,0.942224
76.35,0.943897
76.36,0.945563
76.37,0.947225
76.38,0.94888
76.39,0.95053
76.4,0.952173
76.41,0.953811
76.42,0.955443
76.43,0.95707
76.44,0.95869
76.45,0.960305
76.46,0.961914
76.47,0.963517
76.48,0.965114
76.49,0.966706
76.5,0.968291
76.51,0.969871
76.52,0.971445
76.53,0.973013
76.54,0.974576
76.55,0.976132
76.56,0.977683
76.57,0.979228
76.58,0.980767
76.59,0.9823
76.6,0.983827
76.61,0.985348
76.62,0.986864
76.63,0.988374
76.64,0.989877
76.65,0.991375
76.66,0.992868
76.67,0.994354
76.68,0.995834
76.69,0.997309
76.7,0.998777
76.71,1.00024
76.72,1.0017
76.73,1.00315
76.74,1.00459
76.75,1.00603
76.76,1.00747
76.77,1.00889
76.78,1.01032
76.79,1.01173
76.8,1.01314
76.81,1.01454
76.82,1.01594
76.83,1.01734
76.84,1.01872
76.85,1.0201
76.86,1.02148
76.87,1.02285
76.88,1.02421
76.89,1.02556
76.9,1.02692
76.91,1.02826
