dt,WRv
0,0
0.01,-0.00333333
0.02,-0.00666664
0.03,-0.00999991
0.04,-0.0133331
0.05,-0.0166663
0.06,-0.0199993
0.07,-0.0233323
0.08,-0.0266651
0.09,-0.0299977
0.1,-0.0333302
0.11,-0.0366625
0.12,-0.0399946
0.13,-0.0433265
0.14,-0.0466582
0.15,-0.0499896
0.16,-0.0533207
0.17,-0.0566515
0.18,-0.059982
0.19,-0.0633121
0.2,-0.0666419
0.21,-0.0699714
0.22,-0.0733004
0.23,-0.0766291
0.24,-0.0799573
0.25,-0.0832851
0.26,-0.0866124
0.27,-0.0899392
0.28,-0.0932656
0.29,-0.0965914
0.3,-0.0999167
0.31,-0.103241
0.32,-0.106566
0.33,-0.109889
0.34,-0.113212
0.35,-0.116534
0.36,-0.119856
0.37,-0.123177
0.38,-0.126497
0.39,-0.129817
0.4,-0.133136
0.41,-0.136454
0.42,-0.139771
0.43,-0.143088
0.44,-0.146404
0.45,-0.149719
0.46,-0.153033
0.47,-0.156346
0.48,-0.159659
0.49,-0.162971
0.5,-0.166281
0.51,-0.169591
0.52,-0.1729
0.53,-0.176208
0.54,-0.179515
0.55,-0.18282
0.56,-0.186125
0.57,-0.189429
0.58,-0.192732
0.59,-0.196034
0.6,-0.199334
0.61,-0.202634
0.62,-0.205932
0.63,-0.209229
0.64,-0.212526
0.65,-0.21582
0.66,-0.219114
0.67,-0.222407
0.68,-0.225698
0.69,-0.228988
0.7,-0.232277
0.71,-0.235564
0.72,-0.23885
0.73,-0.242135
0.74,-0.245419
0.75,-0.248701
0.76,-0.251982
0.77,-0.255261
0.78,-0.258539
0.79,-0.261815
0.8,-0.265091
0.81,-0.268364
0.82,-0.271636
0.83,-0.274907
0.84,-0.278176
0.85,-0.281443
0.86,-0.284709
0.87,-0.287974
0.88,-0.291237
0.89,-0.294498
0.9,-0.297757
0.91,-0.301015
0.92,-0.304272
0.93,-0.307526
0.94,-0.310779
0.95,-0.31403
0.96,-0.31728
0.97,-0.320527
0.98,-0.323773
0.99,-0.327017
1,-0.33026
1.01,-0.3335
1.02,-0.336739
1.03,-0.339975
1.04,-0.34321
1.05,-0.346443
1.06,-0.349674
1.07,-0.352904
1.08,-0.356131
1.09,-0.359356
1.1,-0.362579
1.11,-0.3658
1.12,-0.36902
1.13,-0.372237
1.14,-0.375452
1.15,-0.378665
1.16,-0.381876
1.17,-0.385085
1.18,-0.388291
1.19,-0.391496
1.2,-0.394698
1.21,-0.397899
1.22,-0.401097
1.23,-0.404292
1.24,-0.407486
1.25,-0.410677
1.26,-0.413867
1.27,-0.417053
1.28,-0.420238
1.29,-0.42342
1.3,-0.4266
1.31,-0.429777
1.32,-0.432952
1.33,-0.436125
1.34,-0.439296
1.35,-0.442463
1.36,-0.445629
1.37,-0.448792
1.38,-0.451953
1.39,-0.455111
1.4,-0.458266
1.41,-0.461419
1.42,-0.46457
1.43,-0.467718
1.44,-0.470863
1.45,-0.474006
1.46,-0.477146
1.47,-0.480284
1.48,-0.483418
1.49,-0.486551
1.5,-0.48968
1.51,-0.492807
1.52,-0.495931
1.53,-0.499053
1.54,-0.502172
1.55,-0.505287
1.56,-0.508401
1.57,-0.511511
1.58,-0.514619
1.59,-0.517723
1.6,-0.520825
1.61,-0.523924
1.62,-0.52702
1.63,-0.530114
1.64,-0.533204
1.65,-0.536292
1.66,-0.539376
1.67,-0.542458
1.68,-0.545536
1.69,-0.548612
1.7,-0.551684
1.71,-0.554754
1.72,-0.55782
1.73,-0.560884
1.74,-0.563944
1.75,-0.567001
1.76,-0.570056
1.77,-0.573107
1.78,-0.576155
1.79,-0.579199
1.8,-0.582241
1.81,-0.585279
1.82,-0.588315
1.83,-0.591347
1.84,-0.594375
1.85,-0.597401
1.86,-0.600423
1.87,-0.603442
1.88,-0.606458
1.89,-0.60947
1.9,-0.612479
1.91,-0.615485
1.92,-0.618487
1.93,-0.621486
1.94,-0.624482
1.95,-0.627474
1.96,-0.630463
1.97,-0.633448
1.98,-0.63643
1.99,-0.639408
2,-0.642383
2.01,-0.645354
2.02,-0.648322
2.03,-0.651287
2.04,-0.654247
2.05,-0.657204
2.06,-0.660158
2.07,-0.663108
2.08,-0.666055
2.09,-0.668997
2.1,-0.671937
2.11,-0.674872
2.12,-0.677804
2.13,-0.680732
2.14,-0.683656
2.15,-0.686577
2.16,-0.689494
2.17,-0.692407
2.18,-0.695317
2.19,-0.698223
2.2,-0.701125
2.21,-0.704023
2.22,-0.706917
2.23,-0.709807
2.24,-0.712694
2.25,-0.715577
2.26,-0.718456
2.27,-0.721331
2.28,-0.724202
2.29,-0.727069
2.3,-0.729932
2.31,-0.732791
2.32,-0.735647
2.33,-0.738498
2.34,-0.741345
2.35,-0.744188
2.36,-0.747028
2.37,-0.749863
2.38,-0.752694
2.39,-0.755521
2.4,-0.758344
2.41,-0.761163
2.42,-0.763978
2.43,-0.766789
2.44,-0.769595
2.45,-0.772397
2.46,-0.775196
2.47,-0.77799
2.48,-0.780779
2.49,-0.783565
2.5,-0.786346
2.51,-0.789124
2.52,-0.791896
2.53,-0.794665
2.54,-0.797429
2.55,-0.800189
2.56,-0.802945
2.57,-0.805697
2.58,-0.808444
2.59,-0.811186
2.6,-0.813925
2.61,-0.816659
2.62,-0.819388
2.63,-0.822114
2.64,-0.824834
2.65,-0.827551
2.66,-0.830263
2.67,-0.83297
2.68,-0.835673
2.69,-0.838372
2.7,-0.841066
2.71,-0.843755
2.72,-0.84644
2.73,-0.84912
2.74,-0.851796
2.75,-0.854468
2.76,-0.857134
2.77,-0.859797
2.78,-0.862454
2.79,-0.865107
2.8,-0.867755
2.81,-0.870399
2.82,-0.873038
2.83,-0.875672
2.84,-0.878302
2.85,-0.880927
2.86,-0.883547
2.87,-0.886163
2.88,-0.888774
2.89,-0.89138
2.9,-0.893981
2.91,-0.896578
2.92,-0.899169
2.93,-0.901756
2.94,-0.904339
2.95,-0.906916
2.96,-0.909488
2.97,-0.912056
2.98,-0.914619
2.99,-0.917177
3,-0.91973
3.01,-0.922278
3.02,-0.924822
3.03,-0.92736
3.04,-0.929893
3.05,-0.932422
3.06,-0.934946
3.07,-0.937464
3.08,-0.939978
3.09,-0.942487
3.1,-0.94499
3.11,-0.947489
3.12,-0.949983
3.13,-0.952471
3.14,-0.954955
3.15,-0.957433
3.16,-0.959907
3.17,-0.962375
3.18,-0.964838
3.19,-0.967297
3.2,-0.96975
3.21,-0.972198
3.22,-0.97464
3.23,-0.977078
3.24,-0.979511
3.25,-0.981938
3.26,-0.98436
3.27,-0.986777
3.28,-0.989189
3.29,-0.991595
3.3,-0.993997
3.31,-0.996393
3.32,-0.998784
3.33,-1.00117
3.34,-1.00355
3.35,-1.00592
3.36,-1.00829
3.37,-1.01066
3.38,-1.01302
3.39,-1.01537
3.4,-1.01772
3.41,-1.02006
3.42,-1.0224
3.43,-1.02473
3.44,-1.02706
3.45,-1.02938
3.46,-1.0317
3.47,-1.03401
3.48,-1.03632
3.49,-1.03862
3.5,-1.04091
3.51,-1.0432
3.52,-1.04548
3.53,-1.04776
3.54,-1.05004
3.55,-1.0523
3.56,-1.05456
3.57,-1.05682
3.58,-1.05907
3.59,-1.06132
3.6,-1.06356
3.61,-1.06579
3.62,-1.06802
3.63,-1.07024
3.64,-1.07246
3.65,-1.07467
3.66,-1.07688
3.67,-1.07908
3.68,-1.08128
3.69,-1.08347
3.7,-1.08565
3.71,-1.08783
3.72,-1.09
3.73,-1.09217
3.74,-1.09433
3.75,-1.09649
3.76,-1.09864
3.77,-1.10078
3.78,-1.10292
3.79,-1.10505
3.8,-1.10718
3.81,-1.1093
3.82,-1.11142
3.83,-1.11353
3.84,-1.11563
3.85,-1.11773
3.86,-1.11982
3.87,-1.12191
3.88,-1.12399
3.89,-1.12607
3.9,-1.12814
3.91,-1.1302
3.92,-1.13226
3.93,-1.13431
3.94,-1.13636
3.95,-1.1384
3.96,-1.14043
3.97,-1.14246
3.98,-1.14449
3.99,-1.1465
4,-1.14852
4.01,-1.15052
4.02,-1.15252
4.03,-1.15452
4.04,-1.1565
4.05,-1.15849
4.06,-1.16046
4.07,-1.16243
4.08,-1.1644
4.09,-1.16635
4.1,-1.16831
4.11,-1.17025
4.12,-1.17219
4.13,-1.17413
4.14,-1.17606
4.15,-1.17798
4.16,-1.1799
4.17,-1.18181
4.18,-1.18371
4.19,-1.18561
4.2,-1.1875
4.21,-1.18939
4.22,-1.19127
4.23,-1.19314
4.24,-1.19501
4.25,-1.19687
4.26,-1.19873
4.27,-1.20058
4.28,-1.20242
4.29,-1.20426
4.3,-1.20609
4.31,-1.20792
4.32,-1.20974
4.33,-1.21155
4.34,-1.21336
4.35,-1.21516
4.36,-1.21696
4.37,-1.21875
4.38,-1.22053
4.39,-1.22231
4.4,-1.22408
4.41,-1.22584
4.42,-1.2276
4.43,-1.22935
4.44,-1.2311
4.45,-1.23284
4.46,-1.23457
4.47,-1.2363
4.48,-1.23802
4.49,-1.23974
4.5,-1.24145
4.51,-1.24315
4.52,-1.24485
4.53,-1.24654
4.54,-1.24822
4.55,-1.2499
4.56,-1.25157
4.57,-1.25324
4.58,-1.2549
4.59,-1.25655
4.6,-1.2582
4.61,-1.25984
4.62,-1.26147
4.63,-1.2631
4.64,-1.26472
4.65,-1.26634
4.66,-1.26795
4.67,-1.26955
4.68,-1.27115
4.69,-1.27274
4.7,-1.27432
4.71,-1.2759
4.72,-1.27747
4.73,-1.27904
4.74,-1.2806
4.75,-1.28215
4.76,-1.2837
4.77,-1.28524
4.78,-1.28677
4.79,-1.2883
4.8,-1.28982
4.81,-1.29133
4.82,-1.29284
4.83,-1.29434
4.84,-1.29584
4.85,-1.29733
4.86,-1.29881
4.87,-1.30029
4.88,-1.30176
4.89,-1.30322
4.9,-1.30468
4.91,-1.30613
4.92,-1.30758
4.93,-1.30902
4.94,-1.31045
4.95,-1.31187
4.96,-1.31329
4.97,-1.31471
4.98,-1.31611
4.99,-1.31751
5,-1.31891
5.01,-1.3203
5.02,-1.32168
5.03,-1.32305
5.04,-1.32442
5.05,-1.32578
5.06,-1.32714
5.07,-1.32849
5.08,-1.32983
5.09,-1.33116
5.1,-1.33249
5.11,-1.33382
5.12,-1.33513
5.13,-1.33645
5.14,-1.33775
5.15,-1.33905
5.16,-1.34034
5.17,-1.34162
5.18,-1.3429
5.19,-1.34417
5.2,-1.34544
5.21,-1.3467
5.22,-1.34795
5.23,-1.3492
5.24,-1.35044
5.25,-1.35167
5.26,-1.3529
5.27,-1.35412
5.28,-1.35533
5.29,-1.35654
5.3,-1.35774
5.31,-1.35893
5.32,-1.36012
5.33,-1.3613
5.34,-1.36248
5.35,-1.36365
5.36,-1.36481
5.37,-1.36597
5.38,-1.36712
5.39,-1.36826
5.4,-1.36939
5.41,-1.37052
5.42,-1.37165
5.43,-1.37277
5.44,-1.37388
5.45,-1.37498
5.46,-1.37608
5.47,-1.37717
5.48,-1.37825
5.49,-1.37933
5.5,-1.3804
5.51,-1.38147
5.52,-1.38253
5.53,-1.38358
5.54,-1.38463
5.55,-1.38567
5.56,-1.3867
5.57,-1.38773
5.58,-1.38875
5.59,-1.38976
5.6,-1.39077
5.61,-1.39177
5.62,-1.39276
5.63,-1.39375
5.64,-1.39473
5.65,-1.3957
5.66,-1.39667
5.67,-1.39764
5.68,-1.39859
5.69,-1.39954
5.7,-1.40048
5.71,-1.40142
5.72,-1.40235
5.73,-1.40327
5.74,-1.40419
5.75,-1.4051
5.76,-1.406
5.77,-1.4069
5.78,-1.40779
5.79,-1.40867
5.8,-1.40955
5.81,-1.41042
5.82,-1.41129
5.83,-1.41215
5.84,-1.413
5.85,-1.41385
5.86,-1.41468
5.87,-1.41552
5.88,-1.41634
5.89,-1.41716
5.9,-1.41798
5.91,-1.41879
5.92,-1.41959
5.93,-1.42038
5.94,-1.42117
5.95,-1.42195
5.96,-1.42272
5.97,-1.42349
5.98,-1.42426
5.99,-1.42501
6,-1.42576
6.01,-1.4265
6.02,-1.42724
6.03,-1.42797
6.04,-1.42869
6.05,-1.42941
6.06,-1.43012
6.07,-1.43083
6.08,-1.43152
6.09,-1.43222
6.1,-1.4329
6.11,-1.43358
6.12,-1.43425
6.13,-1.43492
6.14,-1.43558
6.15,-1.43623
6.16,-1.43688
6.17,-1.43752
6.18,-1.43816
6.19,-1.43878
6.2,-1.4394
6.21,-1.44002
6.22,-1.44063
6.23,-1.44123
6.24,-1.44183
6.25,-1.44242
6.26,-1.443
6.27,-1.44358
6.28,-1.44415
6.29,-1.44471
6.3,-1.44527
6.31,-1.44582
6.32,-1.44637
6.33,-1.44691
6.34,-1.44744
6.35,-1.44797
6.36,-1.44849
6.37,-1.449
6.38,-1.44951
6.39,-1.45001
6.4,-1.45051
6.41,-1.451
6.42,-1.45148
6.43,-1.45196
6.44,-1.45243
6.45,-1.45289
6.46,-1.45335
6.47,-1.4538
6.48,-1.45425
6.49,-1.45469
6.5,-1.45512
6.51,-1.45554
6.52,-1.45596
6.53,-1.45638
6.54,-1.45679
6.55,-1.45719
6.56,-1.45758
6.57,-1.45797
6.58,-1.45836
6.59,-1.45873
6.6,-1.4591
6.61,-1.45947
6.62,-1.45983
6.63,-1.46018
6.64,-1.46052
6.65,-1.46086
6.66,-1.4612
6.67,-1.46153
6.68,-1.46185
6.69,-1.46216
6.7,-1.46247
6.71,-1.46277
6.72,-1.46307
6.73,-1.46336
6.74,-1.46365
6.75,-1.46392
6.76,-1.4642
6.77,-1.46446
6.78,-1.46472
6.79,-1.46498
6.8,-1.46523
6.81,-1.46547
6.82,-1.4657
6.83,-1.46593
6.84,-1.46616
6.85,-1.46638
6.86,-1.46659
6.87,-1.46679
6.88,-1.46699
6.89,-1.46719
6.9,-1.46737
6.91,-1.46756
6.92,-1.46773
6.93,-1.4679
6.94,-1.46806
6.95,-1.46822
6.96,-1.46837
6.97,-1.46852
6.98,-1.46866
6.99,-1.46879
7,-1.46892
7.01,-1.46904
7.02,-1.46916
7.03,-1.46927
7.04,-1.46937
7.05,-1.46947
7.06,-1.46957
7.07,-1.46965
7.08,-1.46973
7.09,-1.46981
7.1,-1.46988
7.11,-1.46994
7.12,-1.47
7.13,-1.47005
7.14,-1.47009
7.15,-1.47013
7.16,-1.47017
7.17,-1.4702
7.18,-1.47022
7.19,-1.47023
7.2,-1.47024
7.21,-1.47025
7.22,-1.47025
7.23,-1.47024
7.24,-1.47023
7.25,-1.47021
7.26,-1.47019
7.27,-1.47016
7.28,-1.47012
7.29,-1.47008
7.3,-1.47003
7.31,-1.46998
7.32,-1.46992
7.33,-1.46986
7.34,-1.46979
7.35,-1.46971
7.36,-1.46963
7.37,-1.46955
7.38,-1.46945
7.39,-1.46936
7.4,-1.46925
7.41,-1.46914
7.42,-1.46903
7.43,-1.46891
7.44,-1.46878
7.45,-1.46865
7.46,-1.46851
7.47,-1.46837
7.48,-1.46822
7.49,-1.46807
7.5,-1.46791
7.51,-1.46775
7.52,-1.46758
7.53,-1.4674
7.54,-1.46722
7.55,-1.46703
7.56,-1.46684
7.57,-1.46664
7.58,-1.46644
7.59,-1.46623
7.6,-1.46601
7.61,-1.46579
7.62,-1.46557
7.63,-1.46534
7.64,-1.4651
7.65,-1.46486
7.66,-1.46461
7.67,-1.46436
7.68,-1.46411
7.69,-1.46384
7.7,-1.46357
7.71,-1.4633
7.72,-1.46302
7.73,-1.46274
7.74,-1.46245
7.75,-1.46215
7.76,-1.46185
7.77,-1.46155
7.78,-1.46124
7.79,-1.46092
7.8,-1.4606
7.81,-1.46027
7.82,-1.45994
7.83,-1.45961
7.84,-1.45926
7.85,-1.45892
7.86,-1.45856
7.87,-1.45821
7.88,-1.45784
7.89,-1.45747
7.9,-1.4571
7.91,-1.45672
7.92,-1.45634
7.93,-1.45595
7.94,-1.45556
7.95,-1.45516
7.96,-1.45476
7.97,-1.45435
7.98,-1.45393
7.99,-1.45351
8,-1.45309
8.01,-1.45266
8.02,-1.45223
8.03,-1.45179
8.04,-1.45134
8.05,-1.45089
8.06,-1.45044
8.07,-1.44998
8.08,-1.44952
8.09,-1.44905
8.1,-1.44857
8.11,-1.4481
8.12,-1.44761
8.13,-1.44712
8.14,-1.44663
8.15,-1.44613
8.16,-1.44563
8.17,-1.44512
8.18,-1.44461
8.19,-1.44409
8.2,-1.44357
8.21,-1.44304
8.22,-1.44251
8.23,-1.44197
8.24,-1.44143
8.25,-1.44088
8.26,-1.44033
8.27,-1.43978
8.28,-1.43921
8.29,-1.43865
8.3,-1.43808
8.31,-1.4375
8.32,-1.43692
8.33,-1.43634
8.34,-1.43575
8.35,-1.43516
8.36,-1.43456
8.37,-1.43396
8.38,-1.43335
8.39,-1.43274
8.4,-1.43212
8.41,-1.4315
8.42,-1.43088
8.43,-1.43025
8.44,-1.42961
8.45,-1.42897
8.46,-1.42833
8.47,-1.42768
8.48,-1.42703
8.49,-1.42637
8.5,-1.42571
8.51,-1.42504
8.52,-1.42437
8.53,-1.4237
8.54,-1.42302
8.55,-1.42233
8.56,-1.42165
8.57,-1.42095
8.58,-1.42026
8.59,-1.41956
8.6,-1.41885
8.61,-1.41814
8.62,-1.41743
8.63,-1.41671
8.64,-1.41598
8.65,-1.41526
8.66,-1.41453
8.67,-1.41379
8.68,-1.41305
8.69,-1.41231
8.7,-1.41156
8.71,-1.41081
8.72,-1.41005
8.73,-1.40929
8.74,-1.40852
8.75,-1.40776
8.76,-1.40698
8.77,-1.40621
8.78,-1.40542
8.79,-1.40464
8.8,-1.40385
8.81,-1.40306
8.82,-1.40226
8.83,-1.40146
8.84,-1.40065
8.85,-1.39984
8.86,-1.39903
8.87,-1.39821
8.88,-1.39739
8.89,-1.39656
8.9,-1.39573
8.91,-1.3949
8.92,-1.39406
8.93,-1.39322
8.94,-1.39238
8.95,-1.39153
8.96,-1.39067
8.97,-1.38982
8.98,-1.38896
8.99,-1.38809
9,-1.38722
9.01,-1.38635
9.02,-1.38548
9.03,-1.3846
9.04,-1.38371
9.05,-1.38283
9.06,-1.38193
9.07,-1.38104
9.08,-1.38014
9.09,-1.37924
9.1,-1.37833
9.11,-1.37743
9.12,-1.37651
9.13,-1.3756
9.14,-1.37468
9.15,-1.37375
9.16,-1.37283
9.17,-1.37189
9.18,-1.37096
9.19,-1.37002
9.2,-1.36908
9.21,-1.36814
9.22,-1.36719
9.23,-1.36623
9.24,-1.36528
9.25,-1.36432
9.26,-1.36336
9.27,-1.36239
9.28,-1.36142
9.29,-1.36045
9.3,-1.35947
9.31,-1.35849
9.32,-1.35751
9.33,-1.35653
9.34,-1.35554
9.35,-1.35454
9.36,-1.35355
9.37,-1.35255
9.38,-1.35155
9.39,-1.35054
9.4,-1.34953
9.41,-1.34852
9.42,-1.3475
9.43,-1.34648
9.44,-1.34546
9.45,-1.34444
9.46,-1.34341
9.47,-1.34238
9.48,-1.34134
9.49,-1.3403
9.5,-1.33926
9.51,-1.33822
9.52,-1.33717
9.53,-1.33612
9.54,-1.33507
9.55,-1.33401
9.56,-1.33295
9.57,-1.33189
9.58,-1.33083
9.59,-1.32976
9.6,-1.32869
9.61,-1.32761
9.62,-1.32654
9.63,-1.32546
9.64,-1.32437
9.65,-1.32329
9.66,-1.3222
9.67,-1.32111
9.68,-1.32001
9.69,-1.31892
9.7,-1.31782
9.71,-1.31671
9.72,-1.31561
9.73,-1.3145
9.74,-1.31339
9.75,-1.31227
9.76,-1.31116
9.77,-1.31004
9.78,-1.30892
9.79,-1.30779
9.8,-1.30666
9.81,-1.30553
9.82,-1.3044
9.83,-1.30327
9.84,-1.30213
9.85,-1.30099
9.86,-1.29985
9.87,-1.2987
9.88,-1.29755
9.89,-1.2964
9.9,-1.29525
9.91,-1.29409
9.92,-1.29294
9.93,-1.29177
9.94,-1.29061
9.95,-1.28945
9.96,-1.28828
9.97,-1.28711
9.98,-1.28594
9.99,-1.28476
10,-1.28358
10.01,-1.2824
10.02,-1.28122
10.03,-1.28004
10.04,-1.27885
10.05,-1.27766
10.06,-1.27647
10.07,-1.27528
10.08,-1.27408
10.09,-1.27288
10.1,-1.27168
10.11,-1.27048
10.12,-1.26927
10.13,-1.26807
10.14,-1.26686
10.15,-1.26565
10.16,-1.26443
10.17,-1.26322
10.18,-1.262
10.19,-1.26078
10.2,-1.25956
10.21,-1.25834
10.22,-1.25711
10.23,-1.25588
10.24,-1.25465
10.25,-1.25342
10.26,-1.25219
10.27,-1.25095
10.28,-1.24971
10.29,-1.24848
10.3,-1.24723
10.31,-1.24599
10.32,-1.24475
10.33,-1.2435
10.34,-1.24225
10.35,-1.241
10.36,-1.23975
10.37,-1.23849
10.38,-1.23724
10.39,-1.23598
10.4,-1.23472
10.41,-1.23346
10.42,-1.23219
10.43,-1.23093
10.44,-1.22966
10.45,-1.22839
10.46,-1.22712
10.47,-1.22585
10.48,-1.22458
10.49,-1.2233
10.5,-1.22203
10.51,-1.22075
10.52,-1.21947
10.53,-1.21819
10.54,-1.2169
10.55,-1.21562
10.56,-1.21433
10.57,-1.21305
10.58,-1.21176
10.59,-1.21047
10.6,-1.20917
10.61,-1.20788
10.62,-1.20659
10.63,-1.20529
10.64,-1.20399
10.65,-1.20269
10.66,-1.20139
10.67,-1.20009
10.68,-1.19879
10.69,-1.19748
10.7,-1.19618
10.71,-1.19487
10.72,-1.19356
10.73,-1.19225
10.74,-1.19094
10.75,-1.18963
10.76,-1.18832
10.77,-1.187
10.78,-1.18569
10.79,-1.18437
10.8,-1.18305
10.81,-1.18173
10.82,-1.18041
10.83,-1.17909
10.84,-1.17777
10.85,-1.17645
10.86,-1.17512
10.87,-1.1738
10.88,-1.17247
10.89,-1.17114
10.9,-1.16981
10.91,-1.16848
10.92,-1.16715
10.93,-1.16582
10.94,-1.16449
10.95,-1.16316
10.96,-1.16182
10.97,-1.16049
10.98,-1.15915
10.99,-1.15781
11,-1.15647
11.01,-1.15514
11.02,-1.1538
11.03,-1.15246
11.04,-1.15111
11.05,-1.14977
11.06,-1.14843
11.07,-1.14709
11.08,-1.14574
11.09,-1.1444
11.1,-1.14305
11.11,-1.1417
11.12,-1.14036
11.13,-1.13901
11.14,-1.13766
11.15,-1.13631
11.16,-1.13496
11.17,-1.13361
11.18,-1.13226
11.19,-1.13091
11.2,-1.12956
11.21,-1.1282
11.22,-1.12685
11.23,-1.1255
11.24,-1.12414
11.25,-1.12279
11.26,-1.12143
11.27,-1.12008
11.28,-1.11872
11.29,-1.11736
11.3,-1.11601
11.31,-1.11465
11.32,-1.11329
11.33,-1.11193
11.34,-1.11057
11.35,-1.10922
11.36,-1.10786
11.37,-1.1065
11.38,-1.10514
11.39,-1.10378
11.4,-1.10242
11.41,-1.10106
11.42,-1.0997
11.43,-1.09833
11.44,-1.09697
11.45,-1.09561
11.46,-1.09425
11.47,-1.09289
11.48,-1.09153
11.49,-1.09016
11.5,-1.0888
11.51,-1.08744
11.52,-1.08608
11.53,-1.08471
11.54,-1.08335
11.55,-1.08199
11.56,-1.08063
11.57,-1.07926
11.58,-1.0779
11.59,-1.07654
11.6,-1.07517
11.61,-1.07381
11.62,-1.07245
11.63,-1.07109
11.64,-1.06972
11.65,-1.06836
11.66,-1.067
11.67,-1.06564
11.68,-1.06427
11.69,-1.06291
11.7,-1.06155
11.71,-1.06019
11.72,-1.05883
11.73,-1.05746
11.74,-1.0561
11.75,-1.05474
11.76,-1.05338
11.77,-1.05202
11.78,-1.05066
11.79,-1.0493
11.8,-1.04794
11.81,-1.04658
11.82,-1.04522
11.83,-1.04386
11.84,-1.04251
11.85,-1.04115
11.86,-1.03979
11.87,-1.03843
11.88,-1.03708
11.89,-1.03572
11.9,-1.03436
11.91,-1.03301
11.92,-1.03165
11.93,-1.0303
11.94,-1.02894
11.95,-1.02759
11.96,-1.02624
11.97,-1.02489
11.98,-1.02353
11.99,-1.02218
12,-1.02083
12.01,-1.01948
12.02,-1.01813
12.03,-1.01678
12.04,-1.01543
12.05,-1.01408
12.06,-1.01274
12.07,-1.01139
12.08,-1.01004
12.09,-1.0087
12.1,-1.00735
12.11,-1.00601
12.12,-1.00467
12.13,-1.00333
12.14,-1.00198
12.15,-1.00064
12.16,-0.999302
12.17,-0.997963
12.18,-0.996624
12.19,-0.995287
12.2,-0.99395
12.21,-0.992613
12.22,-0.991278
12.23,-0.989944
12.24,-0.98861
12.25,-0.987278
12.26,-0.985946
12.27,-0.984615
12.28,-0.983285
12.29,-0.981956
12.3,-0.980628
12.31,-0.979301
12.32,-0.977975
12.33,-0.97665
12.34,-0.975326
12.35,-0.974003
12.36,-0.972681
12.37,-0.97136
12.38,-0.97004
12.39,-0.968721
12.4,-0.967403
12.41,-0.966087
12.42,-0.964771
12.43,-0.963456
12.44,-0.962143
12.45,-0.960831
12.46,-0.95952
12.47,-0.95821
12.48,-0.956901
12.49,-0.955594
12.5,-0.954287
12.51,-0.952982
12.52,-0.951678
12.53,-0.950376
12.54,-0.949074
12.55,-0.947774
12.56,-0.946475
12.57,-0.945178
12.58,-0.943881
12.59,-0.942586
12.6,-0.941293
12.61,-0.94
12.62,-0.938709
12.63,-0.93742
12.64,-0.936131
12.65,-0.934844
12.66,-0.933559
12.67,-0.932275
12.68,-0.930992
12.69,-0.929711
12.7,-0.928431
12.71,-0.927152
12.72,-0.925876
12.73,-0.9246
12.74,-0.923326
12.75,-0.922054
12.76,-0.920783
12.77,-0.919513
12.78,-0.918245
12.79,-0.916979
12.8,-0.915714
12.81,-0.914451
12.82,-0.913189
12.83,-0.911929
12.84,-0.91067
12.85,-0.909413
12.86,-0.908158
12.87,-0.906904
12.88,-0.905652
12.89,-0.904402
12.9,-0.903153
12.91,-0.901906
12.92,-0.900661
12.93,-0.899417
12.94,-0.898175
12.95,-0.896935
12.96,-0.895696
12.97,-0.894459
12.98,-0.893224
12.99,-0.891991
13,-0.890759
13.01,-0.88953
13.02,-0.888302
13.03,-0.887075
13.04,-0.885851
13.05,-0.884629
13.06,-0.883408
13.07,-0.882189
13.08,-0.880972
13.09,-0.879757
13.1,-0.878543
13.11,-0.877332
13.12,-0.876122
13.13,-0.874915
13.14,-0.873709
13.15,-0.872505
13.16,-0.871303
13.17,-0.870104
13.18,-0.868906
13.19,-0.86771
13.2,-0.866516
13.21,-0.865324
13.22,-0.864134
13.23,-0.862945
13.24,-0.861759
13.25,-0.860575
13.26,-0.859393
13.27,-0.858213
13.28,-0.857036
13.29,-0.85586
13.3,-0.854686
13.31,-0.853514
13.32,-0.852345
13.33,-0.851177
13.34,-0.850012
13.35,-0.848848
13.36,-0.847687
13.37,-0.846528
13.38,-0.845371
13.39,-0.844217
13.4,-0.843064
13.41,-0.841914
13.42,-0.840766
13.43,-0.839619
13.44,-0.838476
13.45,-0.837334
13.46,-0.836195
13.47,-0.835057
13.48,-0.833923
13.49,-0.83279
13.5,-0.831659
13.51,-0.830531
13.52,-0.829405
13.53,-0.828282
13.54,-0.82716
13.55,-0.826041
13.56,-0.824925
13.57,-0.82381
13.58,-0.822698
13.59,-0.821588
13.6,-0.820481
13.61,-0.819376
13.62,-0.818273
13.63,-0.817172
13.64,-0.816074
13.65,-0.814979
13.66,-0.813886
13.67,-0.812795
13.68,-0.811706
13.69,-0.81062
13.7,-0.809537
13.71,-0.808455
13.72,-0.807377
13.73,-0.8063
13.74,-0.805226
13.75,-0.804155
13.76,-0.803086
13.77,-0.80202
13.78,-0.800956
13.79,-0.799894
13.8,-0.798835
13.81,-0.797779
13.82,-0.796725
13.83,-0.795673
13.84,-0.794624
13.85,-0.793578
13.86,-0.792534
13.87,-0.791493
13.88,-0.790454
13.89,-0.789418
13.9,-0.788384
13.91,-0.787353
13.92,-0.786325
13.93,-0.785299
13.94,-0.784276
13.95,-0.783255
13.96,-0.782237
13.97,-0.781222
13.98,-0.780209
13.99,-0.779199
14,-0.778191
