dt,WRv
77.76,1.12152
77.77,1.12236
77.78,1.12319
77.79,1.12402
77.8,1.12484
77.81,1.12566
77.82,1.12646
77.83,1.12727
77.84,1.12807
77.85,1.12886
77.86,1.12965
77.87,1.13043
77.88,1.1312
77.89,1.13197
77.9,1.13273
77.91,1.13349
77.92,1.13424
77.93,1.13499
77.94,1.13573
77.95,1.13647
77.96,1.1372
77.97,1.13792
77.98,1.13864
77.99,1.13935
78,1.14006
78.01,1.14076
78.02,1.14145
78.03,1.14214
78.04,1.14283
78.05,1.14351
78.06,1.14418
78.07,1.14485
78.08,1.14551
78.09,1.14616
78.1,1.14681
78.11,1.14746
78.12,1.1481
78.13,1.14873
78.14,1.14936
78.15,1.14998
78.16,1.1506
78.17,1.15121
78.18,1.15182
78.19,1.15242
78.2,1.15301
78.21,1.1536
78.22,1.15418
78.23,1.15476
78.24,1.15533
78.25,1.1559
78.26,1.15646
78.27,1.15702
78.28,1.15757
78.29,1.15811
78.3,1.15865
78.31,1.15918
78.32,1.15971
78.33,1.16023
78.34,1.16075
78.35,1.16126
78.36,1.16177
78.37,1.16227
78.38,1.16276
78.39,1.16325
78.4,1.16374
78.41,1.16422
78.42,1.16469
78.43,1.16516
78.44,1.16562
78.45,1.16608
78.46,1.16653
78.47,1.16697
78.48,1.16741
78.49,1.16785
78.5,1.16828
78.51,1.1687
78.52,1.16912
78.53,1.16954
78.54,1.16995
78.55,1.17035
78.56,1.17075
78.57,1.17114
78.58,1.17153
78.59,1.17191
78.6,1.17229
78.61,1.17266
78.62,1.17302
78.63,1.17338
78.64,1.17374
78.65,1.17409
78.66,1.17443
78.67,1.17477
78.68,1.17511
78.69,1.17544
78.7,1.17576
78.71,1.17608
78.72,1.17639
78.73,1.1767
78.74,1.177
78.75,1.1773
78.76,1.17759
78.77,1.17788
78.78,1.17816
78.79,1.17844
78.8,1.17871
78.81,1.17898
78.82,1.17924
78.83,1.1795
78.84,1.17975
78.85,1.17999
78.86,1.18023
78.87,1.18047
78.88,1.1807
78.89,1.18093
78.9,1.18115
78.91,1.18136
78.92,1.18157
78.93,1.18178
78.94,1.18198
78.95,1.18217
78.96,1.18236
78.97,1.18255
78.98,1.18273
78.99,1.1829
79,1.18308
79.01,1.18324
79.02,1.1834
79.03,1.18356
79.04,1.18371
79.05,1.18385
79.06,1.18399
79.07,1.18413
79.08,1.18426
79.09,1.18438
79.1,1.1845
79.11,1.18462
79.12,1.18473
79.13,1.18484
79.14,1.18494
79.15,1.18504
79.16,1.18513
79.17,1.18521
79.18,1.1853
79.19,1.18537
79.2,1.18545
79.21,1.18551
79.22,1.18558
79.23,1.18563
79.24,1.18569
79.25,1.18573
79.26,1.18578
79.27,1.18582
79.28,1.18585
79.29,1.18588
79.3,1.1859
79.31,1.18592
79.32,1.18594
79.33,1.18595
79.34,1.18596
79.35,1.18596
79.36,1.18595
79.37,1.18595
79.38,1.18593
79.39,1.18592
79.4,1.18589
79.41,1.18587
79.42,1.18584
79.43,1.1858
79.44,1.18576
79.45,1.18572
79.46,1.18567
79.47,1.18561
79.48,1.18555
79.49,1.18549
79.5,1.18542
79.51,1.18535
79.52,1.18527
79.53,1.18519
79.54,1.18511
79.55,1.18502
79.56,1.18492
79.57,1.18482
79.58,1.18472
79.59,1.18461
79.6,1.1845
79.61,1.18438
79.62,1.18426
79.63,1.18414
79.64,1.18401
79.65,1.18387
79.66,1.18374
79.67,1.18359
79.68,1.18345
79.69,1.1833
79.7,1.18314
79.71,1.18298
79.72,1.18282
79.73,1.18265
79.74,1.18248
79.75,1.1823
79.76,1.18212
79.77,1.18193
79.78,1.18174
79.79,1.18155
79.8,1.18135
79.81,1.18115
79.82,1.18094
79.83,1.18073
79.84,1.18052
79.85,1.1803
79.86,1.18008
79.87,1.17985
79.88,1.17962
79.89,1.17938
79.9,1.17914
79.91,1.1789
79.92,1.17865
79.93,1.1784
79.94,1.17815
79.95,1.17789
79.96,1.17762
79.97,1.17736
79.98,1.17709
79.99,1.17681
80,1.17653
