dt,WRa
30.42,0.28961
30.43,0.289495
30.44,0.289379
30.45,0.28926
30.46,0.28914
30.47,0.289018
30.48,0.288894
30.49,0.288768
30.5,0.288641
30.51,0.288511
30.52,0.28838
30.53,0.288247
30.54,0.288113
30.55,0.287977
30.56,0.287838
30.57,0.287699
30.58,0.287557
30.59,0.287413
30.6,0.287268
30.61,0.287121
30.62,0.286972
30.63,0.286822
30.64,0.28667
30.65,0.286515
30.66,0.28636
30.67,0.286202
30.68,0.286042
30.69,0.285881
30.7,0.285718
30.71,0.285554
30.72,0.285387
30.73,0.285219
30.74,0.285049
30.75,0.284877
30.76,0.284703
30.77,0.284528
30.78,0.284351
30.79,0.284172
30.8,0.283991
30.81,0.283808
30.82,0.283624
30.83,0.283438
30.84,0.28325
30.85,0.283061
30.86,0.28287
30.87,0.282677
30.88,0.282482
30.89,0.282285
30.9,0.282087
30.91,0.281887
30.92,0.281685
30.93,0.281481
30.94,0.281276
30.95,0.281068
30.96,0.280859
30.97,0.280649
30.98,0.280436
30.99,0.280222
31,0.280006
31.01,0.279788
31.02,0.279569
31.03,0.279348
31.04,0.279125
31.05,0.2789
31.06,0.278674
31.07,0.278445
31.08,0.278215
31.09,0.277984
31.1,0.27775
31.11,0.277515
31.12,0.277278
31.13,0.277039
31.14,0.276799
31.15,0.276557
31.16,0.276313
31.17,0.276067
31.18,0.27582
31.19,0.27557
31.2,0.275319
31.21,0.275067
31.22,0.274812
31.23,0.274556
31.24,0.274299
31.25,0.274039
31.26,0.273778
31.27,0.273515
31.28,0.27325
31.29,0.272983
31.3,0.272715
31.31,0.272445
31.32,0.272174
31.33,0.2719
31.34,0.271625
31.35,0.271348
31.36,0.27107
31.37,0.27079
31.38,0.270508
31.39,0.270224
31.4,0.269939
31.41,0.269652
31.42,0.269363
31.43,0.269072
31.44,0.26878
31.45,0.268486
31.46,0.268191
31.47,0.267893
31.48,0.267594
31.49,0.267294
31.5,0.266991
31.51,0.266687
31.52,0.266381
31.53,0.266074
31.54,0.265765
31.55,0.265454
31.56,0.265141
31.57,0.264827
31.58,0.264511
31.59,0.264194
31.6,0.263874
31.61,0.263554
31.62,0.263231
31.63,0.262907
31.64,0.262581
31.65,0.262253
31.66,0.261924
31.67,0.261593
31.68,0.26126
31.69,0.260926
31.7,0.26059
31.71,0.260252
31.72,0.259913
31.73,0.259572
31.74,0.259229
31.75,0.258885
31.76,0.258539
31.77,0.258192
31.78,0.257843
31.79,0.257492
31.8,0.257139
31.81,0.256785
31.82,0.256429
31.83,0.256072
31.84,0.255713
31.85,0.255352
31.86,0.25499
31.87,0.254626
31.88,0.254261
31.89,0.253894
31.9,0.253525
31.91,0.253154
31.92,0.252782
31.93,0.252409
31.94,0.252033
31.95,0.251657
31.96,0.251278
31.97,0.250898
31.98,0.250516
31.99,0.250133
32,0.249748
32.01,0.249362
32.02,0.248974
32.03,0.248584
32.04,0.248193
32.05,0.2478
32.06,0.247406
32.07,0.24701
32.08,0.246612
32.09,0.246213
32.1,0.245812
32.11,0.24541
32.12,0.245006
32.13,0.244601
32.14,0.244194
32.15,0.243785
32.16,0.243375
32.17,0.242963
32.18,0.24255
32.19,0.242135
32.2,0.241719
32.21,0.241301
32.22,0.240881
32.23,0.24046
32.24,0.240038
32.25,0.239614
32.26,0.239188
32.27,0.238761
32.28,0.238333
32.29,0.237902
32.3,0.237471
32.31,0.237037
32.32,0.236603
32.33,0.236166
32.34,0.235729
32.35,0.235289
32.36,0.234849
32.37,0.234406
32.38,0.233962
32.39,0.233517
32.4,0.23307
32.41,0.232622
32.42,0.232172
32.43,0.231721
32.44,0.231268
32.45,0.230814
32.46,0.230358
32.47,0.229901
32.48,0.229443
32.49,0.228982
32.5,0.228521
32.51,0.228058
32.52,0.227593
32.53,0.227127
32.54,0.22666
32.55,0.226191
32.56,0.225721
32.57,0.225249
32.58,0.224776
32.59,0.224301
32.6,0.223825
32.61,0.223347
32.62,0.222868
32.63,0.222388
32.64,0.221906
32.65,0.221423
32.66,0.220938
32.67,0.220452
32.68,0.219965
32.69,0.219476
32.7,0.218985
32.71,0.218494
32.72,0.218001
32.73,0.217506
32.74,0.21701
32.75,0.216513
32.76,0.216014
32.77,0.215514
32.78,0.215013
32.79,0.21451
32.8,0.214006
32.81,0.2135
32.82,0.212993
32.83,0.212485
32.84,0.211975
32.85,0.211464
32.86,0.210952
32.87,0.210438
32.88,0.209923
32.89,0.209407
32.9,0.208889
32.91,0.20837
32.92,0.20785
32.93,0.207328
32.94,0.206805
32.95,0.206281
32.96,0.205755
32.97,0.205228
32.98,0.2047
32.99,0.20417
33,0.203639
33.01,0.203107
33.02,0.202573
33.03,0.202038
33.04,0.201502
33.05,0.200965
33.06,0.200426
33.07,0.199886
33.08,0.199345
33.09,0.198803
33.1,0.198259
33.11,0.197714
33.12,0.197168
33.13,0.19662
33.14,0.196071
33.15,0.195521
33.16,0.19497
33.17,0.194417
33.18,0.193864
33.19,0.193309
33.2,0.192752
33.21,0.192195
33.22,0.191636
33.23,0.191076
33.24,0.190515
33.25,0.189953
33.26,0.189389
33.27,0.188825
33.28,0.188259
33.29,0.187692
33.3,0.187123
33.31,0.186554
33.32,0.185983
33.33,0.185411
33.34,0.184838
33.35,0.184264
33.36,0.183689
33.37,0.183112
33.38,0.182534
33.39,0.181955
33.4,0.181375
33.41,0.180794
33.42,0.180212
33.43,0.179628
33.44,0.179044
33.45,0.178458
33.46,0.177871
33.47,0.177283
33.48,0.176694
33.49,0.176104
33.5,0.175513
33.51,0.17492
33.52,0.174327
33.53,0.173732
33.54,0.173136
33.55,0.172539
33.56,0.171942
33.57,0.171343
33.58,0.170743
33.59,0.170141
33.6,0.169539
33.61,0.168936
33.62,0.168331
33.63,0.167726
33.64,0.16712
33.65,0.166512
33.66,0.165904
33.67,0.165294
33.68,0.164683
33.69,0.164072
33.7,0.163459
33.71,0.162845
33.72,0.162231
33.73,0.161615
33.74,0.160998
33.75,0.16038
33.76,0.159761
33.77,0.159142
33.78,0.158521
33.79,0.157899
33.8,0.157276
33.81,0.156653
33.82,0.156028
33.83,0.155402
33.84,0.154776
33.85,0.154148
33.86,0.15352
33.87,0.15289
33.88,0.15226
33.89,0.151628
33.9,0.150996
33.91,0.150363
33.92,0.149728
33.93,0.149093
33.94,0.148457
33.95,0.14782
33.96,0.147182
33.97,0.146543
33.98,0.145904
33.99,0.145263
34,0.144622
34.01,0.143979
34.02,0.143336
34.03,0.142692
34.04,0.142047
34.05,0.141401
34.06,0.140754
34.07,0.140106
34.08,0.139458
34.09,0.138808
34.1,0.138158
34.11,0.137507
34.12,0.136855
34.13,0.136202
34.14,0.135549
34.15,0.134894
34.16,0.134239
34.17,0.133583
34.18,0.132926
34.19,0.132269
34.2,0.13161
34.21,0.130951
34.22,0.130291
34.23,0.12963
34.24,0.128968
34.25,0.128306
34.26,0.127643
34.27,0.126979
34.28,0.126314
34.29,0.125649
34.3,0.124982
34.31,0.124315
34.32,0.123648
34.33,0.122979
34.34,0.12231
34.35,0.12164
34.36,0.120969
34.37,0.120298
34.38,0.119626
34.39,0.118953
34.4,0.118279
34.41,0.117605
34.42,0.11693
34.43,0.116254
34.44,0.115578
34.45,0.114901
34.46,0.114223
34.47,0.113545
34.48,0.112866
34.49,0.112186
34.5,0.111506
34.51,0.110824
34.52,0.110143
34.53,0.10946
34.54,0.108777
34.55,0.108094
34.56,0.10741
34.57,0.106725
34.58,0.106039
34.59,0.105353
34.6,0.104666
34.61,0.103979
34.62,0.103291
34.63,0.102603
34.64,0.101913
34.65,0.101224
34.66,0.100533
34.67,0.0998425
34.68,0.099151
34.69,0.098459
34.7,0.0977664
34.71,0.0970733
34.72,0.0963796
34.73,0.0956854
34.74,0.0949906
34.75,0.0942952
34.76,0.0935994
34.77,0.092903
34.78,0.0922061
34.79,0.0915087
34.8,0.0908107
34.81,0.0901123
34.82,0.0894134
34.83,0.0887139
34.84,0.088014
34.85,0.0873135
34.86,0.0866126
34.87,0.0859112
34.88,0.0852094
34.89,0.0845071
34.9,0.0838043
34.91,0.083101
34.92,0.0823973
34.93,0.0816932
34.94,0.0809886
34.95,0.0802836
34.96,0.0795781
34.97,0.0788722
34.98,0.0781659
34.99,0.0774592
35,0.0767521
35.01,0.0760445
35.02,0.0753366
35.03,0.0746282
35.04,0.0739195
35.05,0.0732104
35.06,0.0725009
35.07,0.071791
35.08,0.0710807
35.09,0.0703701
35.1,0.0696592
35.11,0.0689478
35.12,0.0682361
35.13,0.0675241
35.14,0.0668118
35.15,0.0660991
35.16,0.065386
35.17,0.0646727
35.18,0.063959
35.19,0.063245
35.2,0.0625307
35.21,0.0618161
35.22,0.0611012
35.23,0.060386
35.24,0.0596705
35.25,0.0589547
35.26,0.0582387
35.27,0.0575223
35.28,0.0568058
35.29,0.0560889
35.3,0.0553718
35.31,0.0546544
35.32,0.0539368
35.33,0.0532189
35.34,0.0525009
35.35,0.0517825
35.36,0.051064
35.37,0.0503452
35.38,0.0496262
35.39,0.048907
35.4,0.0481876
35.41,0.047468
35.42,0.0467482
35.43,0.0460282
35.44,0.045308
35.45,0.0445876
35.46,0.0438671
35.47,0.0431464
35.48,0.0424255
35.49,0.0417045
35.5,0.0409833
35.51,0.040262
35.52,0.0395405
35.53,0.0388189
35.54,0.0380971
35.55,0.0373752
35.56,0.0366532
35.57,0.0359311
35.58,0.0352089
35.59,0.0344865
35.6,0.0337641
35.61,0.0330415
35.62,0.0323189
35.63,0.0315962
35.64,0.0308734
35.65,0.0301505
35.66,0.0294276
35.67,0.0287046
35.68,0.0279815
35.69,0.0272584
35.7,0.0265352
35.71,0.0258119
35.72,0.0250887
35.73,0.0243654
35.74,0.023642
35.75,0.0229187
35.76,0.0221953
35.77,0.0214719
35.78,0.0207485
35.79,0.0200251
35.8,0.0193017
35.81,0.0185784
35.82,0.017855
35.83,0.0171316
35.84,0.0164083
35.85,0.015685
35.86,0.0149617
35.87,0.0142385
35.88,0.0135153
35.89,0.0127921
35.9,0.012069
35.91,0.011346
35.92,0.010623
35.93,0.00990013
35.94,0.00917731
35.95,0.00845456
35.96,0.00773191
35.97,0.00700934
35.98,0.00628686
35.99,0.00556449
36,0.00484222
36.01,0.00412007
36.02,0.00339803
36.03,0.00267611
36.04,0.00195432
36.05,0.00123266
36.06,0.00051114
36.07,-0.00021024
36.08,-0.000931472
36.09,-0.00165255
36.1,-0.00237347
36.11,-0.00309423
36.12,-0.00381483
36.13,-0.00453524
36.14,-0.00525548
36.15,-0.00597554
36.16,-0.00669541
36.17,-0.00741508
36.18,-0.00813455
36.19,-0.00885382
36.2,-0.00957288
36.21,-0.0102917
36.22,-0.0110104
36.23,-0.0117288
36.24,-0.0124469
36.25,-0.0131649
36.26,-0.0138826
36.27,-0.0146
36.28,-0.0153172
36.29,-0.0160342
36.3,-0.0167508
36.31,-0.0174673
36.32,-0.0181834
36.33,-0.0188993
36.34,-0.0196149
36.35,-0.0203302
36.36,-0.0210452
36.37,-0.0217599
36.38,-0.0224743
36.39,-0.0231884
36.4,-0.0239022
36.41,-0.0246157
36.42,-0.0253288
36.43,-0.0260416
36.44,-0.0267541
36.45,-0.0274663
36.46,-0.0281781
36.47,-0.0288896
36.48,-0.0296007
36.49,-0.0303114
36.5,-0.0310218
36.51,-0.0317319
36.52,-0.0324415
36.53,-0.0331508
36.54,-0.0338597
36.55,-0.0345682
36.56,-0.0352763
36.57,-0.035984
36.58,-0.0366913
36.59,-0.0373982
36.6,-0.0381047
36.61,-0.0388107
36.62,-0.0395164
36.63,-0.0402216
36.64,-0.0409264
36.65,-0.0416307
36.66,-0.0423346
36.67,-0.0430381
36.68,-0.043741
36.69,-0.0444436
36.7,-0.0451457
36.71,-0.0458473
36.72,-0.0465484
36.73,-0.047249
36.74,-0.0479492
36.75,-0.0486489
36.76,-0.0493481
36.77,-0.0500468
36.78,-0.050745
36.79,-0.0514426
36.8,-0.0521398
36.81,-0.0528364
36.82,-0.0535326
36.83,-0.0542282
36.84,-0.0549232
36.85,-0.0556177
36.86,-0.0563117
36.87,-0.0570051
36.88,-0.057698
36.89,-0.0583903
36.9,-0.0590821
36.91,-0.0597733
36.92,-0.0604639
36.93,-0.061154
36.94,-0.0618434
36.95,-0.0625323
36.96,-0.0632206
36.97,-0.0639083
36.98,-0.0645953
36.99,-0.0652818
37,-0.0659677
37.01,-0.0666529
37.02,-0.0673376
37.03,-0.0680216
37.04,-0.0687049
37.05,-0.0693877
37.06,-0.0700698
37.07,-0.0707512
37.08,-0.071432
37.09,-0.0721122
37.1,-0.0727917
37.11,-0.0734705
37.12,-0.0741487
37.13,-0.0748261
37.14,-0.0755029
37.15,-0.0761791
37.16,-0.0768545
37.17,-0.0775292
37.18,-0.0782033
37.19,-0.0788766
37.2,-0.0795493
37.21,-0.0802212
37.22,-0.0808924
37.23,-0.0815629
37.24,-0.0822326
37.25,-0.0829017
37.26,-0.08357
37.27,-0.0842375
37.28,-0.0849043
37.29,-0.0855704
37.3,-0.0862357
37.31,-0.0869003
37.32,-0.0875641
37.33,-0.0882271
37.34,-0.0888893
37.35,-0.0895508
37.36,-0.0902115
37.37,-0.0908714
37.38,-0.0915305
37.39,-0.0921889
37.4,-0.0928464
37.41,-0.0935031
37.42,-0.094159
37.43,-0.0948141
37.44,-0.0954684
37.45,-0.0961218
37.46,-0.0967745
37.47,-0.0974263
37.48,-0.0980772
37.49,-0.0987273
37.5,-0.0993766
37.51,-0.100025
37.52,-0.100673
37.53,-0.101319
37.54,-0.101965
37.55,-0.10261
37.56,-0.103254
37.57,-0.103898
37.58,-0.10454
37.59,-0.105181
37.6,-0.105822
37.61,-0.106462
37.62,-0.1071
37.63,-0.107738
37.64,-0.108375
37.65,-0.109011
37.66,-0.109647
37.67,-0.110281
37.68,-0.110914
37.69,-0.111546
37.7,-0.112178
37.71,-0.112808
37.72,-0.113438
37.73,-0.114067
37.74,-0.114694
37.75,-0.115321
37.76,-0.115947
37.77,-0.116572
37.78,-0.117195
37.79,-0.117818
37.8,-0.11844
37.81,-0.119061
37.82,-0.119681
37.83,-0.1203
37.84,-0.120918
37.85,-0.121535
37.86,-0.122151
37.87,-0.122766
37.88,-0.123379
37.89,-0.123992
37.9,-0.124604
37.91,-0.125215
37.92,-0.125825
37.93,-0.126434
37.94,-0.127042
37.95,-0.127648
37.96,-0.128254
37.97,-0.128859
37.98,-0.129462
37.99,-0.130065
38,-0.130666
38.01,-0.131267
38.02,-0.131866
38.03,-0.132464
38.04,-0.133061
38.05,-0.133658
38.06,-0.134253
38.07,-0.134847
38.08,-0.135439
38.09,-0.136031
38.1,-0.136622
38.11,-0.137211
38.12,-0.1378
38.13,-0.138387
38.14,-0.138973
38.15,-0.139559
38.16,-0.140143
38.17,-0.140725
38.18,-0.141307
38.19,-0.141888
38.2,-0.142467
38.21,-0.143046
38.22,-0.143623
38.23,-0.144199
38.24,-0.144774
38.25,-0.145347
38.26,-0.14592
38.27,-0.146491
38.28,-0.147062
38.29,-0.147631
38.3,-0.148198
38.31,-0.148765
38.32,-0.149331
38.33,-0.149895
38.34,-0.150458
38.35,-0.15102
38.36,-0.151581
38.37,-0.15214
38.38,-0.152699
38.39,-0.153256
38.4,-0.153812
38.41,-0.154366
38.42,-0.15492
38.43,-0.155472
38.44,-0.156023
38.45,-0.156573
38.46,-0.157121
38.47,-0.157669
38.48,-0.158215
38.49,-0.15876
38.5,-0.159303
38.51,-0.159846
38.52,-0.160387
38.53,-0.160926
38.54,-0.161465
38.55,-0.162002
38.56,-0.162538
38.57,-0.163073
38.58,-0.163606
38.59,-0.164139
38.6,-0.16467
38.61,-0.165199
38.62,-0.165727
38.63,-0.166255
38.64,-0.16678
38.65,-0.167305
38.66,-0.167828
38.67,-0.16835
38.68,-0.16887
38.69,-0.169389
38.7,-0.169907
38.71,-0.170424
38.72,-0.170939
38.73,-0.171453
38.74,-0.171966
38.75,-0.172477
38.76,-0.172987
38.77,-0.173495
38.78,-0.174002
38.79,-0.174508
38.8,-0.175013
38.81,-0.175516
38.82,-0.176018
38.83,-0.176518
38.84,-0.177017
38.85,-0.177515
38.86,-0.178012
38.87,-0.178507
38.88,-0.179
38.89,-0.179492
38.9,-0.179983
38.91,-0.180473
38.92,-0.180961
38.93,-0.181448
38.94,-0.181933
38.95,-0.182417
38.96,-0.182899
38.97,-0.18338
38.98,-0.18386
38.99,-0.184338
39,-0.184815
39.01,-0.185291
39.02,-0.185765
39.03,-0.186238
39.04,-0.186709
39.05,-0.187179
39.06,-0.187647
39.07,-0.188114
39.08,-0.188579
39.09,-0.189044
39.1,-0.189506
39.11,-0.189967
39.12,-0.190427
39.13,-0.190885
39.14,-0.191342
39.15,-0.191798
39.16,-0.192252
39.17,-0.192704
39.18,-0.193155
39.19,-0.193605
39.2,-0.194053
39.21,-0.1945
39.22,-0.194945
39.23,-0.195388
39.24,-0.195831
39.25,-0.196271
39.26,-0.196711
39.27,-0.197148
39.28,-0.197585
39.29,-0.198019
39.3,-0.198453
39.31,-0.198885
39.32,-0.199315
39.33,-0.199744
39.34,-0.200171
39.35,-0.200597
39.36,-0.201021
39.37,-0.201444
39.38,-0.201865
39.39,-0.202285
39.4,-0.202703
39.41,-0.20312
39.42,-0.203535
39.43,-0.203949
39.44,-0.204361
39.45,-0.204772
39.46,-0.205181
39.47,-0.205588
39.48,-0.205994
39.49,-0.206399
39.5,-0.206802
39.51,-0.207203
39.52,-0.207603
39.53,-0.208001
39.54,-0.208398
39.55,-0.208793
39.56,-0.209187
39.57,-0.209579
39.58,-0.20997
39.59,-0.210359
39.6,-0.210746
39.61,-0.211132
39.62,-0.211516
39.63,-0.211899
39.64,-0.21228
39.65,-0.21266
39.66,-0.213038
39.67,-0.213414
39.68,-0.213789
39.69,-0.214163
39.7,-0.214534
39.71,-0.214905
39.72,-0.215273
39.73,-0.21564
39.74,-0.216005
39.75,-0.216369
39.76,-0.216731
39.77,-0.217092
39.78,-0.217451
39.79,-0.217808
39.8,-0.218164
39.81,-0.218518
39.82,-0.218871
39.83,-0.219222
39.84,-0.219571
39.85,-0.219919
39.86,-0.220265
39.87,-0.22061
39.88,-0.220953
39.89,-0.221294
39.9,-0.221634
39.91,-0.221972
39.92,-0.222308
39.93,-0.222643
39.94,-0.222976
39.95,-0.223308
39.96,-0.223638
39.97,-0.223966
39.98,-0.224293
39.99,-0.224618
40,-0.224941
40.01,-0.225263
40.02,-0.225583
40.03,-0.225902
40.04,-0.226219
40.05,-0.226534
40.06,-0.226848
40.07,-0.22716
40.08,-0.22747
40.09,-0.227779
40.1,-0.228086
40.11,-0.228391
40.12,-0.228695
40.13,-0.228997
40.14,-0.229297
40.15,-0.229596
40.16,-0.229893
40.17,-0.230188
40.18,-0.230482
40.19,-0.230774
40.2,-0.231065
40.21,-0.231354
40.22,-0.231641
40.23,-0.231926
40.24,-0.23221
40.25,-0.232492
40.26,-0.232773
40.27,-0.233051
40.28,-0.233328
40.29,-0.233604
40.3,-0.233878
40.31,-0.23415
40.32,-0.23442
40.33,-0.234689
40.34,-0.234956
40.35,-0.235221
40.36,-0.235485
40.37,-0.235747
40.38,-0.236008
40.39,-0.236266
40.4,-0.236523
40.41,-0.236778
40.42,-0.237032
40.43,-0.237284
40.44,-0.237534
40.45,-0.237783
40.46,-0.23803
40.47,-0.238275
40.48,-0.238518
40.49,-0.23876
40.5,-0.239
40.51,-0.239239
40.52,-0.239475
40.53,-0.23971
40.54,-0.239944
40.55,-0.240175
40.56,-0.240405
40.57,-0.240634
40.58,-0.24086
40.59,-0.241085
40.6,-0.241308
40.61,-0.24153
40.62,-0.241749
40.63,-0.241967
40.64,-0.242184
40.65,-0.242398
40.66,-0.242611
40.67,-0.242823
40.68,-0.243032
40.69,-0.24324
40.7,-0.243446
40.71,-0.24365
40.72,-0.243853
40.73,-0.244054
40.74,-0.244253
40.75,-0.244451
40.76,-0.244647
40.77,-0.244841
40.78,-0.245034
40.79,-0.245224
40.8,-0.245413
40.81,-0.245601
40.82,-0.245786
40.83,-0.24597
40.84,-0.246153
40.85,-0.246333
40.86,-0.246512
40.87,-0.246689
40.88,-0.246864
40.89,-0.247038
40.9,-0.24721
40.91,-0.24738
40.92,-0.247549
40.93,-0.247716
40.94,-0.247881
40.95,-0.248044
40.96,-0.248206
40.97,-0.248366
40.98,-0.248524
40.99,-0.248681
41,-0.248836
41.01,-0.248989
41.02,-0.24914
41.03,-0.24929
41.04,-0.249438
41.05,-0.249584
41.06,-0.249729
41.07,-0.249871
41.08,-0.250013
41.09,-0.250152
41.1,-0.25029
41.11,-0.250426
41.12,-0.25056
41.13,-0.250693
41.14,-0.250824
41.15,-0.250953
41.16,-0.25108
41.17,-0.251206
41.18,-0.25133
41.19,-0.251452
41.2,-0.251573
41.21,-0.251692
41.22,-0.251809
41.23,-0.251925
41.24,-0.252038
41.25,-0.25215
41.26,-0.252261
41.27,-0.252369
41.28,-0.252476
41.29,-0.252582
41.3,-0.252685
41.31,-0.252787
41.32,-0.252887
41.33,-0.252986
41.34,-0.253082
41.35,-0.253177
41.36,-0.253271
41.37,-0.253362
41.38,-0.253452
41.39,-0.25354
41.4,-0.253627
41.41,-0.253712
41.42,-0.253795
41.43,-0.253876
41.44,-0.253956
41.45,-0.254034
41.46,-0.25411
41.47,-0.254185
41.48,-0.254258
41.49,-0.254329
41.5,-0.254399
41.51,-0.254466
41.52,-0.254533
41.53,-0.254597
41.54,-0.25466
41.55,-0.254721
41.56,-0.25478
41.57,-0.254838
41.58,-0.254894
41.59,-0.254948
41.6,-0.255001
41.61,-0.255052
41.62,-0.255101
41.63,-0.255149
41.64,-0.255195
41.65,-0.255239
41.66,-0.255281
41.67,-0.255322
41.68,-0.255362
41.69,-0.255399
41.7,-0.255435
41.71,-0.255469
41.72,-0.255501
41.73,-0.255532
41.74,-0.255561
41.75,-0.255589
41.76,-0.255615
41.77,-0.255639
41.78,-0.255661
41.79,-0.255682
41.8,-0.255701
41.81,-0.255719
41.82,-0.255734
41.83,-0.255749
41.84,-0.255761
41.85,-0.255772
41.86,-0.255781
41.87,-0.255788
41.88,-0.255794
41.89,-0.255798
41.9,-0.255801
41.91,-0.255802
41.92,-0.255801
41.93,-0.255799
41.94,-0.255795
41.95,-0.255789
41.96,-0.255782
41.97,-0.255773
41.98,-0.255762
41.99,-0.25575
42,-0.255736
42.01,-0.25572
42.02,-0.255703
42.03,-0.255684
42.04,-0.255664
42.05,-0.255641
42.06,-0.255618
42.07,-0.255592
42.08,-0.255565
42.09,-0.255537
42.1,-0.255507
42.11,-0.255475
42.12,-0.255441
42.13,-0.255406
42.14,-0.255369
42.15,-0.255331
42.16,-0.255291
42.17,-0.25525
42.18,-0.255206
42.19,-0.255162
42.2,-0.255115
42.21,-0.255067
42.22,-0.255018
42.23,-0.254966
42.24,-0.254914
42.25,-0.254859
42.26,-0.254803
42.27,-0.254746
42.28,-0.254686
42.29,-0.254626
42.3,-0.254563
42.31,-0.254499
42.32,-0.254434
42.33,-0.254367
42.34,-0.254298
42.35,-0.254228
42.36,-0.254156
42.37,-0.254082
42.38,-0.254007
42.39,-0.253931
42.4,-0.253853
42.41,-0.253773
42.42,-0.253692
42.43,-0.253609
42.44,-0.253524
42.45,-0.253438
42.46,-0.253351
42.47,-0.253262
42.48,-0.253171
42.49,-0.253079
42.5,-0.252985
42.51,-0.25289
42.52,-0.252793
42.53,-0.252695
42.54,-0.252595
42.55,-0.252493
42.56,-0.25239
42.57,-0.252286
42.58,-0.25218
42.59,-0.252072
42.6,-0.251963
42.61,-0.251853
42.62,-0.25174
42.63,-0.251627
42.64,-0.251511
42.65,-0.251395
42.66,-0.251277
42.67,-0.251157
42.68,-0.251036
42.69,-0.250913
42.7,-0.250789
42.71,-0.250663
42.72,-0.250536
42.73,-0.250407
42.74,-0.250277
42.75,-0.250145
42.76,-0.250012
42.77,-0.249877
42.78,-0.249741
42.79,-0.249603
42.8,-0.249464
42.81,-0.249323
42.82,-0.249181
42.83,-0.249038
42.84,-0.248893
42.85,-0.248746
42.86,-0.248598
42.87,-0.248449
42.88,-0.248298
42.89,-0.248146
42.9,-0.247992
42.91,-0.247837
42.92,-0.24768
42.93,-0.247522
42.94,-0.247362
42.95,-0.247201
42.96,-0.247039
42.97,-0.246875
42.98,-0.24671
42.99,-0.246543
43,-0.246375
43.01,-0.246205
43.02,-0.246034
43.03,-0.245862
43.04,-0.245688
43.05,-0.245513
43.06,-0.245336
43.07,-0.245158
43.08,-0.244978
43.09,-0.244798
43.1,-0.244615
43.11,-0.244432
43.12,-0.244247
43.13,-0.24406
43.14,-0.243872
43.15,-0.243683
43.16,-0.243493
43.17,-0.243301
43.18,-0.243107
43.19,-0.242913
43.2,-0.242717
43.21,-0.242519
43.22,-0.24232
43.23,-0.24212
43.24,-0.241919
43.25,-0.241716
43.26,-0.241512
43.27,-0.241306
43.28,-0.241099
43.29,-0.240891
43.3,-0.240681
43.31,-0.240471
43.32,-0.240258
43.33,-0.240045
43.34,-0.23983
43.35,-0.239614
43.36,-0.239396
43.37,-0.239177
43.38,-0.238957
43.39,-0.238736
43.4,-0.238513
43.41,-0.238289
43.42,-0.238064
43.43,-0.237837
43.44,-0.237609
43.45,-0.23738
43.46,-0.237149
43.47,-0.236917
43.48,-0.236684
43.49,-0.23645
43.5,-0.236214
43.51,-0.235977
43.52,-0.235739
43.53,-0.2355
43.54,-0.235259
43.55,-0.235017
43.56,-0.234774
43.57,-0.23453
43.58,-0.234284
43.59,-0.234037
43.6,-0.233789
43.61,-0.23354
43.62,-0.233289
43.63,-0.233037
43.64,-0.232784
43.65,-0.23253
43.66,-0.232274
43.67,-0.232018
43.68,-0.23176
43.69,-0.2315
43.7,-0.23124
43.71,-0.230979
43.72,-0.230716
43.73,-0.230452
43.74,-0.230187
43.75,-0.229921
43.76,-0.229653
43.77,-0.229384
43.78,-0.229115
43.79,-0.228844
43.8,-0.228571
43.81,-0.228298
43.82,-0.228024
43.83,-0.227748
43.84,-0.227471
43.85,-0.227193
43.86,-0.226914
43.87,-0.226634
43.88,-0.226353
43.89,-0.22607
43.9,-0.225786
43.91,-0.225502
43.92,-0.225216
43.93,-0.224929
43.94,-0.224641
43.95,-0.224351
43.96,-0.224061
43.97,-0.22377
43.98,-0.223477
43.99,-0.223184
44,-0.222889
44.01,-0.222593
44.02,-0.222296
44.03,-0.221998
44.04,-0.221699
44.05,-0.221399
44.06,-0.221098
44.07,-0.220796
44.08,-0.220492
44.09,-0.220188
44.1,-0.219883
44.11,-0.219576
44.12,-0.219269
44.13,-0.21896
44.14,-0.21865
44.15,-0.21834
44.16,-0.218028
44.17,-0.217715
44.18,-0.217402
44.19,-0.217087
44.2,-0.216771
44.21,-0.216455
44.22,-0.216137
44.23,-0.215818
44.24,-0.215498
44.25,-0.215178
44.26,-0.214856
44.27,-0.214533
44.28,-0.214209
44.29,-0.213885
44.3,-0.213559
44.31,-0.213233
44.32,-0.212905
44.33,-0.212576
44.34,-0.212247
44.35,-0.211916
44.36,-0.211585
44.37,-0.211253
44.38,-0.210919
44.39,-0.210585
44.4,-0.21025
44.41,-0.209914
44.42,-0.209577
44.43,-0.209239
44.44,-0.2089
44.45,-0.20856
44.46,-0.20822
44.47,-0.207878
44.48,-0.207536
44.49,-0.207192
44.5,-0.206848
44.51,-0.206503
44.52,-0.206157
44.53,-0.20581
44.54,-0.205462
44.55,-0.205114
44.56,-0.204764
44.57,-0.204414
44.58,-0.204063
44.59,-0.203711
44.6,-0.203358
44.61,-0.203004
44.62,-0.202649
44.63,-0.202294
44.64,-0.201938
44.65,-0.201581
44.66,-0.201223
44.67,-0.200864
44.68,-0.200504
44.69,-0.200144
44.7,-0.199783
44.71,-0.199421
44.72,-0.199058
44.73,-0.198695
44.74,-0.19833
