dt,WRa
16.14,0.035612
16.15,0.0353037
16.16,0.0349956
16.17,0.0346878
16.18,0.0343803
16.19,0.0340732
16.2,0.0337662
16.21,0.0334597
16.22,0.0331534
16.23,0.0328474
16.24,0.0325417
16.25,0.0322364
16.26,0.0319314
16.27,0.0316267
16.28,0.0313223
16.29,0.0310183
16.3,0.0307146
16.31,0.0304113
16.32,0.0301083
16.33,0.0298057
16.34,0.0295034
16.35,0.0292015
16.36,0.0289
16.37,0.0285988
16.38,0.028298
16.39,0.0279976
16.4,0.0276976
16.41,0.027398
16.42,0.0270987
16.43,0.0267999
16.44,0.0265014
16.45,0.0262034
16.46,0.0259058
16.47,0.0256086
16.48,0.0253118
16.49,0.0250154
16.5,0.0247195
16.51,0.024424
16.52,0.0241289
16.53,0.0238343
16.54,0.0235401
16.55,0.0232464
16.56,0.0229531
16.57,0.0226603
16.58,0.0223679
16.59,0.022076
16.6,0.0217846
16.61,0.0214936
16.62,0.0212032
16.63,0.0209132
16.64,0.0206237
16.65,0.0203347
16.66,0.0200461
16.67,0.0197581
16.68,0.0194706
16.69,0.0191836
16.7,0.0188971
16.71,0.0186111
16.72,0.0183257
16.73,0.0180407
16.74,0.0177563
16.75,0.0174724
16.76,0.0171891
16.77,0.0169063
16.78,0.016624
16.79,0.0163423
16.8,0.0160612
16.81,0.0157806
16.82,0.0155006
16.83,0.0152211
16.84,0.0149422
16.85,0.0146639
16.86,0.0143861
16.87,0.0141089
16.88,0.0138323
16.89,0.0135563
16.9,0.0132809
16.91,0.0130061
16.92,0.0127319
16.93,0.0124583
16.94,0.0121853
16.95,0.011913
16.96,0.0116412
16.97,0.0113701
16.98,0.0110995
16.99,0.0108297
17,0.0105604
17.01,0.0102918
17.02,0.0100238
17.03,0.00975647
17.04,0.00948979
17.05,0.00922376
17.06,0.00895839
17.07,0.00869367
17.08,0.00842962
17.09,0.00816624
17.1,0.00790353
17.11,0.0076415
17.12,0.00738014
17.13,0.00711947
17.14,0.00685949
17.15,0.00660019
17.16,0.0063416
17.17,0.0060837
17.18,0.0058265
17.19,0.00557001
17.2,0.00531423
17.21,0.00505916
17.22,0.00480481
17.23,0.00455119
17.24,0.00429828
17.25,0.00404611
17.26,0.00379467
17.27,0.00354397
17.28,0.003294
17.29,0.00304478
17.3,0.00279631
17.31,0.00254859
17.32,0.00230162
17.33,0.00205541
17.34,0.00180997
17.35,0.00156529
17.36,0.00132138
17.37,0.00107824
17.38,0.000835884
17.39,0.000594306
17.4,0.000353511
17.41,0.000113505
17.42,-0.000125711
17.43,-0.000364131
17.44,-0.000601752
17.45,-0.000838572
17.46,-0.00107459
17.47,-0.00130979
17.48,-0.00154418
17.49,-0.00177776
17.5,-0.00201051
17.51,-0.00224244
17.52,-0.00247355
17.53,-0.00270382
17.54,-0.00293326
17.55,-0.00316186
17.56,-0.00338963
17.57,-0.00361654
17.58,-0.00384261
17.59,-0.00406783
17.6,-0.00429219
17.61,-0.0045157
17.62,-0.00473834
17.63,-0.00496012
17.64,-0.00518103
17.65,-0.00540106
17.66,-0.00562023
17.67,-0.00583851
17.68,-0.00605591
17.69,-0.00627243
17.7,-0.00648806
17.71,-0.00670279
17.72,-0.00691663
17.73,-0.00712957
17.74,-0.00734161
17.75,-0.00755275
17.76,-0.00776297
17.77,-0.00797229
17.78,-0.00818068
17.79,-0.00838816
17.8,-0.00859472
17.81,-0.00880036
17.82,-0.00900506
17.83,-0.00920884
17.84,-0.00941168
17.85,-0.00961358
17.86,-0.00981454
17.87,-0.0100146
17.88,-0.0102136
17.89,-0.0104117
17.9,-0.0106089
17.91,-0.0108051
17.92,-0.0110004
17.93,-0.0111947
17.94,-0.011388
17.95,-0.0115803
17.96,-0.0117717
17.97,-0.0119621
17.98,-0.0121515
17.99,-0.01234
18,-0.0125274
18.01,-0.0127139
18.02,-0.0128994
18.03,-0.0130839
18.04,-0.0132674
18.05,-0.0134499
18.06,-0.0136314
18.07,-0.0138118
18.08,-0.0139913
18.09,-0.0141698
18.1,-0.0143472
18.11,-0.0145237
18.12,-0.0146991
18.13,-0.0148735
18.14,-0.0150468
18.15,-0.0152192
18.16,-0.0153905
18.17,-0.0155607
18.18,-0.01573
18.19,-0.0158982
18.2,-0.0160653
18.21,-0.0162314
18.22,-0.0163965
18.23,-0.0165605
18.24,-0.0167234
18.25,-0.0168853
18.26,-0.0170462
18.27,-0.0172059
18.28,-0.0173646
18.29,-0.0175223
18.3,-0.0176788
18.31,-0.0178343
18.32,-0.0179888
18.33,-0.0181421
18.34,-0.0182944
18.35,-0.0184455
18.36,-0.0185956
18.37,-0.0187446
18.38,-0.0188925
18.39,-0.0190393
18.4,-0.0191851
18.41,-0.0193297
18.42,-0.0194732
18.43,-0.0196156
18.44,-0.0197569
18.45,-0.0198971
18.46,-0.0200362
18.47,-0.0201742
18.48,-0.020311
18.49,-0.0204467
18.5,-0.0205813
18.51,-0.0207148
18.52,-0.0208472
18.53,-0.0209784
18.54,-0.0211085
18.55,-0.0212375
18.56,-0.0213653
18.57,-0.021492
18.58,-0.0216175
18.59,-0.0217419
18.6,-0.0218652
18.61,-0.0219873
18.62,-0.0221083
18.63,-0.0222281
18.64,-0.0223467
18.65,-0.0224642
18.66,-0.0225805
18.67,-0.0226957
18.68,-0.0228097
18.69,-0.0229225
18.7,-0.0230342
18.71,-0.0231447
18.72,-0.023254
18.73,-0.0233622
18.74,-0.0234691
18.75,-0.0235749
18.76,-0.0236795
18.77,-0.023783
18.78,-0.0238852
18.79,-0.0239863
18.8,-0.0240861
18.81,-0.0241848
18.82,-0.0242823
18.83,-0.0243785
18.84,-0.0244736
18.85,-0.0245675
18.86,-0.0246602
18.87,-0.0247517
18.88,-0.0248419
18.89,-0.024931
18.9,-0.0250188
18.91,-0.0251055
18.92,-0.0251909
18.93,-0.0252751
18.94,-0.0253581
18.95,-0.0254398
18.96,-0.0255204
18.97,-0.0255997
18.98,-0.0256778
18.99,-0.0257546
19,-0.0258303
19.01,-0.0259047
19.02,-0.0259779
19.03,-0.0260498
19.04,-0.0261205
19.05,-0.02619
19.06,-0.0262582
19.07,-0.0263252
19.08,-0.0263909
19.09,-0.0264554
19.1,-0.0265186
19.11,-0.0265806
19.12,-0.0266414
19.13,-0.0267009
19.14,-0.0267591
19.15,-0.0268161
19.16,-0.0268718
19.17,-0.0269263
19.18,-0.0269795
19.19,-0.0270314
19.2,-0.0270821
19.21,-0.0271316
19.22,-0.0271797
19.23,-0.0272266
19.24,-0.0272722
19.25,-0.0273166
19.26,-0.0273596
19.27,-0.0274014
19.28,-0.0274419
19.29,-0.0274812
19.3,-0.0275192
19.31,-0.0275559
19.32,-0.0275913
19.33,-0.0276254
19.34,-0.0276582
19.35,-0.0276898
19.36,-0.0277201
19.37,-0.0277491
19.38,-0.0277767
19.39,-0.0278032
19.4,-0.0278283
19.41,-0.0278521
19.42,-0.0278746
19.43,-0.0278958
19.44,-0.0279158
19.45,-0.0279344
19.46,-0.0279518
19.47,-0.0279678
19.48,-0.0279825
19.49,-0.027996
19.5,-0.0280081
19.51,-0.0280189
19.52,-0.0280284
19.53,-0.0280367
19.54,-0.0280436
19.55,-0.0280492
19.56,-0.0280534
19.57,-0.0280564
19.58,-0.0280581
19.59,-0.0280584
19.6,-0.0280575
19.61,-0.0280552
19.62,-0.0280516
19.63,-0.0280467
19.64,-0.0280404
19.65,-0.0280329
19.66,-0.028024
19.67,-0.0280138
19.68,-0.0280023
19.69,-0.0279895
19.7,-0.0279753
19.71,-0.0279598
19.72,-0.027943
19.73,-0.0279249
19.74,-0.0279054
19.75,-0.0278846
19.76,-0.0278625
19.77,-0.0278391
19.78,-0.0278143
19.79,-0.0277882
19.8,-0.0277607
19.81,-0.027732
19.82,-0.0277019
19.83,-0.0276704
19.84,-0.0276376
19.85,-0.0276035
19.86,-0.0275681
19.87,-0.0275313
19.88,-0.0274932
19.89,-0.0274537
19.9,-0.0274129
19.91,-0.0273708
19.92,-0.0273273
19.93,-0.0272825
19.94,-0.0272364
19.95,-0.0271889
19.96,-0.0271401
19.97,-0.0270899
19.98,-0.0270384
19.99,-0.0269855
20,-0.0269313
20.01,-0.0268758
20.02,-0.0268189
20.03,-0.0267607
20.04,-0.0267011
20.05,-0.0266402
20.06,-0.0265779
20.07,-0.0265143
20.08,-0.0264494
20.09,-0.0263831
20.1,-0.0263154
20.11,-0.0262464
20.12,-0.0261761
20.13,-0.0261044
20.14,-0.0260313
20.15,-0.025957
20.16,-0.0258812
20.17,-0.0258042
20.18,-0.0257257
20.19,-0.025646
20.2,-0.0255648
20.21,-0.0254824
20.22,-0.0253985
20.23,-0.0253134
20.24,-0.0252269
20.25,-0.025139
20.26,-0.0250498
20.27,-0.0249592
20.28,-0.0248673
20.29,-0.024774
20.3,-0.0246794
20.31,-0.0245835
20.32,-0.0244862
20.33,-0.0243875
20.34,-0.0242875
20.35,-0.0241861
20.36,-0.0240834
20.37,-0.0239794
20.38,-0.023874
20.39,-0.0237672
20.4,-0.0236591
20.41,-0.0235497
20.42,-0.0234389
20.43,-0.0233267
20.44,-0.0232133
20.45,-0.0230984
20.46,-0.0229822
20.47,-0.0228647
20.48,-0.0227458
20.49,-0.0226256
20.5,-0.022504
20.51,-0.0223811
20.52,-0.0222569
20.53,-0.0221313
20.54,-0.0220043
20.55,-0.021876
20.56,-0.0217464
20.57,-0.0216154
20.58,-0.0214831
20.59,-0.0213494
20.6,-0.0212144
20.61,-0.0210781
20.62,-0.0209404
20.63,-0.0208014
20.64,-0.020661
20.65,-0.0205193
20.66,-0.0203762
20.67,-0.0202319
20.68,-0.0200861
20.69,-0.0199391
20.7,-0.0197907
20.71,-0.0196409
20.72,-0.0194899
20.73,-0.0193375
20.74,-0.0191837
20.75,-0.0190287
20.76,-0.0188723
20.77,-0.0187145
20.78,-0.0185554
20.79,-0.018395
20.8,-0.0182333
20.81,-0.0180703
20.82,-0.0179059
20.83,-0.0177402
20.84,-0.0175731
20.85,-0.0174047
20.86,-0.017235
20.87,-0.017064
20.88,-0.0168917
20.89,-0.016718
20.9,-0.016543
20.91,-0.0163667
20.92,-0.0161891
20.93,-0.0160101
20.94,-0.0158299
20.95,-0.0156483
20.96,-0.0154654
20.97,-0.0152812
20.98,-0.0150957
20.99,-0.0149088
21,-0.0147207
21.01,-0.0145312
21.02,-0.0143404
21.03,-0.0141483
21.04,-0.0139549
21.05,-0.0137602
21.06,-0.0135642
21.07,-0.0133669
21.08,-0.0131683
21.09,-0.0129684
21.1,-0.0127672
21.11,-0.0125646
21.12,-0.0123608
21.13,-0.0121557
21.14,-0.0119493
21.15,-0.0117416
21.16,-0.0115326
21.17,-0.0113223
21.18,-0.0111107
21.19,-0.0108978
21.2,-0.0106837
21.21,-0.0104682
21.22,-0.0102515
21.23,-0.0100335
21.24,-0.00981414
21.25,-0.00959356
21.26,-0.00937168
21.27,-0.00914854
21.28,-0.00892411
21.29,-0.0086984
21.3,-0.00847143
21.31,-0.00824317
21.32,-0.00801365
21.33,-0.00778285
21.34,-0.00755079
21.35,-0.00731746
21.36,-0.00708286
21.37,-0.006847
21.38,-0.00660987
21.39,-0.00637149
21.4,-0.00613184
21.41,-0.00589094
21.42,-0.00564878
21.43,-0.00540536
21.44,-0.00516069
21.45,-0.00491477
21.46,-0.0046676
21.47,-0.00441918
21.48,-0.00416952
21.49,-0.00391861
21.5,-0.00366645
21.51,-0.00341306
21.52,-0.00315842
21.53,-0.00290255
21.54,-0.00264544
21.55,-0.0023871
21.56,-0.00212753
21.57,-0.00186672
21.58,-0.00160469
21.59,-0.00134143
21.6,-0.00107694
21.61,-0.000811231
21.62,-0.0005443
21.63,-0.00027615
21.64,-6.78295e-06
21.65,0.0002638
21.66,0.000535597
21.67,0.000808605
21.68,0.00108282
21.69,0.00135825
21.7,0.00163488
21.71,0.00191271
21.72,0.00219175
21.73,0.00247199
21.74,0.00275342
21.75,0.00303605
21.76,0.00331987
21.77,0.00360489
21.78,0.00389109
21.79,0.00417848
21.8,0.00446705
21.81,0.00475681
21.82,0.00504775
21.83,0.00533987
21.84,0.00563316
21.85,0.00592763
21.86,0.00622327
21.87,0.00652008
21.88,0.00681805
21.89,0.00711719
21.9,0.0074175
21.91,0.00771896
21.92,0.00802159
21.93,0.00832537
21.94,0.0086303
21.95,0.00893638
21.96,0.00924362
21.97,0.009552
21.98,0.00986152
21.99,0.0101722
22,0.010484
22.01,0.0107969
22.02,0.011111
22.03,0.0114262
22.04,0.0117426
22.05,0.01206
22.06,0.0123786
22.07,0.0126983
22.08,0.0130192
22.09,0.0133411
22.1,0.0136642
22.11,0.0139884
22.12,0.0143137
22.13,0.0146401
22.14,0.0149676
22.15,0.0152962
22.16,0.0156259
22.17,0.0159567
22.18,0.0162886
22.19,0.0166215
22.2,0.0169556
22.21,0.0172908
22.22,0.017627
22.23,0.0179643
22.24,0.0183027
22.25,0.0186422
22.26,0.0189828
22.27,0.0193244
22.28,0.0196671
22.29,0.0200108
22.3,0.0203557
22.31,0.0207015
22.32,0.0210485
22.33,0.0213964
22.34,0.0217455
22.35,0.0220956
22.36,0.0224467
22.37,0.0227989
22.38,0.0231521
22.39,0.0235063
22.4,0.0238616
22.41,0.0242179
22.42,0.0245752
22.43,0.0249336
22.44,0.025293
22.45,0.0256534
22.46,0.0260148
22.47,0.0263772
22.48,0.0267407
22.49,0.0271051
22.5,0.0274706
22.51,0.027837
22.52,0.0282045
22.53,0.0285729
22.54,0.0289424
22.55,0.0293128
22.56,0.0296842
22.57,0.0300566
22.58,0.03043
22.59,0.0308044
22.6,0.0311797
22.61,0.031556
22.62,0.0319332
22.63,0.0323115
22.64,0.0326906
22.65,0.0330708
22.66,0.0334519
22.67,0.0338339
22.68,0.0342169
22.69,0.0346009
22.7,0.0349858
22.71,0.0353716
22.72,0.0357583
22.73,0.036146
22.74,0.0365347
22.75,0.0369242
22.76,0.0373147
22.77,0.037706
22.78,0.0380983
22.79,0.0384916
22.8,0.0388857
22.81,0.0392807
22.82,0.0396766
22.83,0.0400734
22.84,0.0404712
22.85,0.0408698
22.86,0.0412693
22.87,0.0416697
22.88,0.0420709
22.89,0.0424731
22.9,0.0428761
22.91,0.04328
22.92,0.0436847
22.93,0.0440904
22.94,0.0444968
22.95,0.0449042
22.96,0.0453124
22.97,0.0457214
22.98,0.0461313
22.99,0.046542
23,0.0469536
23.01,0.047366
23.02,0.0477793
23.03,0.0481933
23.04,0.0486082
23.05,0.0490239
23.06,0.0494405
23.07,0.0498578
23.08,0.050276
23.09,0.050695
23.1,0.0511147
23.11,0.0515353
23.12,0.0519567
23.13,0.0523788
23.14,0.0528018
23.15,0.0532255
23.16,0.05365
23.17,0.0540753
23.18,0.0545014
23.19,0.0549282
23.2,0.0553558
23.21,0.0557842
23.22,0.0562133
23.23,0.0566432
23.24,0.0570738
23.25,0.0575052
23.26,0.0579373
23.27,0.0583702
23.28,0.0588038
23.29,0.0592381
23.3,0.0596732
23.31,0.060109
23.32,0.0605455
23.33,0.0609827
23.34,0.0614207
23.35,0.0618593
23.36,0.0622987
23.37,0.0627387
23.38,0.0631795
23.39,0.0636209
23.4,0.064063
23.41,0.0645059
23.42,0.0649494
23.43,0.0653935
23.44,0.0658384
23.45,0.0662839
23.46,0.0667301
23.47,0.067177
23.48,0.0676245
23.49,0.0680726
23.5,0.0685215
23.51,0.0689709
23.52,0.069421
23.53,0.0698718
23.54,0.0703231
23.55,0.0707751
23.56,0.0712278
23.57,0.071681
23.58,0.0721349
23.59,0.0725894
23.6,0.0730445
23.61,0.0735002
23.62,0.0739565
23.63,0.0744134
23.64,0.0748709
23.65,0.0753289
23.66,0.0757876
23.67,0.0762468
23.68,0.0767067
23.69,0.0771671
23.7,0.077628
23.71,0.0780896
23.72,0.0785516
23.73,0.0790143
23.74,0.0794775
23.75,0.0799412
23.76,0.0804055
23.77,0.0808703
23.78,0.0813357
23.79,0.0818016
23.8,0.082268
23.81,0.0827349
23.82,0.0832024
23.83,0.0836703
23.84,0.0841388
23.85,0.0846078
23.86,0.0850773
23.87,0.0855473
23.88,0.0860177
23.89,0.0864887
23.9,0.0869601
23.91,0.087432
23.92,0.0879044
23.93,0.0883773
23.94,0.0888506
23.95,0.0893244
23.96,0.0897987
23.97,0.0902734
23.98,0.0907485
23.99,0.0912241
24,0.0917002
24.01,0.0921766
24.02,0.0926536
24.03,0.0931309
24.04,0.0936086
24.05,0.0940868
24.06,0.0945654
24.07,0.0950444
24.08,0.0955238
24.09,0.0960036
24.1,0.0964838
24.11,0.0969644
24.12,0.0974453
24.13,0.0979267
24.14,0.0984084
24.15,0.0988905
24.16,0.099373
24.17,0.0998558
24.18,0.100339
24.19,0.100823
24.2,0.101307
24.21,0.101791
24.22,0.102275
24.23,0.10276
24.24,0.103246
24.25,0.103731
24.26,0.104217
24.27,0.104703
24.28,0.10519
24.29,0.105677
24.3,0.106164
24.31,0.106651
24.32,0.107139
24.33,0.107627
24.34,0.108116
24.35,0.108604
24.36,0.109093
24.37,0.109582
24.38,0.110072
24.39,0.110561
24.4,0.111051
24.41,0.111542
24.42,0.112032
24.43,0.112523
24.44,0.113014
24.45,0.113505
24.46,0.113997
24.47,0.114488
24.48,0.11498
24.49,0.115472
24.5,0.115965
24.51,0.116457
24.52,0.11695
24.53,0.117443
24.54,0.117936
24.55,0.118429
24.56,0.118923
24.57,0.119417
24.58,0.11991
24.59,0.120404
24.6,0.120899
24.61,0.121393
24.62,0.121888
24.63,0.122382
24.64,0.122877
24.65,0.123372
24.66,0.123867
24.67,0.124362
24.68,0.124858
24.69,0.125353
24.7,0.125849
24.71,0.126345
24.72,0.126841
24.73,0.127337
24.74,0.127833
24.75,0.128329
24.76,0.128825
24.77,0.129321
24.78,0.129818
24.79,0.130314
24.8,0.130811
24.81,0.131308
24.82,0.131804
24.83,0.132301
24.84,0.132798
24.85,0.133295
24.86,0.133792
24.87,0.134289
24.88,0.134786
24.89,0.135283
24.9,0.13578
24.91,0.136277
24.92,0.136774
24.93,0.137271
24.94,0.137768
24.95,0.138265
24.96,0.138762
24.97,0.139259
24.98,0.139756
24.99,0.140254
25,0.140751
25.01,0.141248
25.02,0.141745
25.03,0.142242
25.04,0.142738
25.05,0.143235
25.06,0.143732
25.07,0.144229
25.08,0.144726
25.09,0.145222
25.1,0.145719
25.11,0.146215
25.12,0.146712
25.13,0.147208
25.14,0.147704
25.15,0.1482
25.16,0.148696
25.17,0.149192
25.18,0.149688
25.19,0.150184
25.2,0.150679
25.21,0.151175
25.22,0.15167
25.23,0.152165
25.24,0.152661
25.25,0.153155
25.26,0.15365
25.27,0.154145
25.28,0.154639
25.29,0.155134
25.3,0.155628
25.31,0.156122
25.32,0.156616
25.33,0.157109
25.34,0.157603
25.35,0.158096
25.36,0.158589
25.37,0.159082
25.38,0.159574
25.39,0.160067
25.4,0.160559
25.41,0.161051
25.42,0.161543
25.43,0.162034
25.44,0.162526
25.45,0.163017
25.46,0.163508
25.47,0.163998
25.48,0.164488
25.49,0.164979
25.5,0.165468
25.51,0.165958
25.52,0.166447
25.53,0.166936
25.54,0.167425
25.55,0.167913
25.56,0.168401
25.57,0.168889
25.58,0.169377
25.59,0.169864
25.6,0.170351
25.61,0.170837
25.62,0.171324
25.63,0.17181
25.64,0.172295
25.65,0.172781
25.66,0.173265
25.67,0.17375
25.68,0.174234
25.69,0.174718
25.7,0.175202
25.71,0.175685
25.72,0.176168
25.73,0.17665
25.74,0.177132
25.75,0.177614
25.76,0.178095
25.77,0.178576
25.78,0.179056
25.79,0.179536
25.8,0.180016
25.81,0.180495
25.82,0.180974
25.83,0.181453
25.84,0.181931
25.85,0.182408
25.86,0.182885
25.87,0.183362
25.88,0.183838
25.89,0.184314
25.9,0.184789
25.91,0.185264
25.92,0.185739
25.93,0.186213
25.94,0.186686
25.95,0.187159
25.96,0.187631
25.97,0.188104
25.98,0.188575
25.99,0.189046
26,0.189517
26.01,0.189987
26.02,0.190456
26.03,0.190925
26.04,0.191393
26.05,0.191861
26.06,0.192329
26.07,0.192796
26.08,0.193262
26.09,0.193728
26.1,0.194193
26.11,0.194658
26.12,0.195122
26.13,0.195585
26.14,0.196048
26.15,0.196511
26.16,0.196972
26.17,0.197434
26.18,0.197894
26.19,0.198354
26.2,0.198814
26.21,0.199273
26.22,0.199731
26.23,0.200189
26.24,0.200646
26.25,0.201102
26.26,0.201558
26.27,0.202013
26.28,0.202467
26.29,0.202921
26.3,0.203374
26.31,0.203827
26.32,0.204279
26.33,0.20473
26.34,0.205181
26.35,0.205631
26.36,0.20608
26.37,0.206529
26.38,0.206976
26.39,0.207424
26.4,0.20787
26.41,0.208316
26.42,0.208761
26.43,0.209206
26.44,0.209649
26.45,0.210092
26.46,0.210535
26.47,0.210976
26.48,0.211417
26.49,0.211857
26.5,0.212296
26.51,0.212735
26.52,0.213173
26.53,0.21361
26.54,0.214046
26.55,0.214482
26.56,0.214917
26.57,0.215351
26.58,0.215784
26.59,0.216217
26.6,0.216649
26.61,0.217079
26.62,0.21751
26.63,0.217939
26.64,0.218368
26.65,0.218795
26.66,0.219222
26.67,0.219648
26.68,0.220074
26.69,0.220498
26.7,0.220922
26.71,0.221345
26.72,0.221767
26.73,0.222188
26.74,0.222608
26.75,0.223028
26.76,0.223446
26.77,0.223864
26.78,0.224281
26.79,0.224697
26.8,0.225112
26.81,0.225527
26.82,0.22594
26.83,0.226353
26.84,0.226764
26.85,0.227175
26.86,0.227585
26.87,0.227994
26.88,0.228402
26.89,0.228809
26.9,0.229215
26.91,0.22962
26.92,0.230025
26.93,0.230428
26.94,0.230831
26.95,0.231232
26.96,0.231633
26.97,0.232033
26.98,0.232431
26.99,0.232829
27,0.233226
27.01,0.233622
27.02,0.234017
27.03,0.234411
27.04,0.234804
27.05,0.235196
27.06,0.235587
27.07,0.235977
27.08,0.236366
27.09,0.236754
27.1,0.237141
27.11,0.237527
27.12,0.237912
27.13,0.238296
27.14,0.238679
27.15,0.239061
27.16,0.239442
27.17,0.239822
27.18,0.240201
27.19,0.240578
27.2,0.240955
27.21,0.241331
27.22,0.241706
27.23,0.242079
27.24,0.242452
27.25,0.242823
27.26,0.243194
27.27,0.243563
27.28,0.243932
27.29,0.244299
27.3,0.244665
27.31,0.24503
27.32,0.245394
27.33,0.245757
27.34,0.246119
27.35,0.246479
27.36,0.246839
27.37,0.247197
27.38,0.247555
27.39,0.247911
27.4,0.248266
27.41,0.24862
27.42,0.248973
27.43,0.249325
27.44,0.249675
27.45,0.250025
27.46,0.250373
27.47,0.25072
27.48,0.251066
27.49,0.251411
27.5,0.251755
27.51,0.252097
27.52,0.252439
27.53,0.252779
27.54,0.253118
27.55,0.253456
27.56,0.253792
27.57,0.254128
27.58,0.254462
27.59,0.254795
27.6,0.255127
27.61,0.255457
27.62,0.255787
27.63,0.256115
27.64,0.256442
27.65,0.256768
27.66,0.257092
27.67,0.257416
27.68,0.257738
27.69,0.258059
27.7,0.258379
27.71,0.258697
27.72,0.259014
27.73,0.25933
27.74,0.259645
27.75,0.259958
27.76,0.26027
27.77,0.260581
27.78,0.260891
27.79,0.261199
27.8,0.261506
27.81,0.261812
27.82,0.262117
27.83,0.26242
27.84,0.262722
27.85,0.263022
27.86,0.263322
27.87,0.26362
27.88,0.263917
27.89,0.264212
27.9,0.264506
27.91,0.264799
27.92,0.265091
27.93,0.265381
27.94,0.26567
27.95,0.265957
27.96,0.266244
27.97,0.266529
27.98,0.266812
27.99,0.267094
28,0.267375
28.01,0.267655
28.02,0.267933
28.03,0.26821
28.04,0.268485
28.05,0.26876
28.06,0.269032
28.07,0.269304
28.08,0.269574
28.09,0.269842
28.1,0.27011
28.11,0.270376
28.12,0.27064
28.13,0.270903
28.14,0.271165
28.15,0.271425
28.16,0.271684
28.17,0.271942
28.18,0.272198
28.19,0.272453
28.2,0.272706
28.21,0.272958
28.22,0.273209
28.23,0.273458
28.24,0.273706
28.25,0.273952
28.26,0.274197
28.27,0.27444
28.28,0.274682
28.29,0.274923
28.3,0.275162
28.31,0.2754
28.32,0.275636
28.33,0.275871
28.34,0.276104
28.35,0.276336
28.36,0.276566
28.37,0.276795
28.38,0.277023
28.39,0.277249
28.4,0.277473
28.41,0.277696
28.42,0.277918
28.43,0.278138
28.44,0.278357
28.45,0.278574
28.46,0.27879
28.47,0.279004
28.48,0.279217
28.49,0.279428
28.5,0.279638
28.51,0.279846
28.52,0.280053
28.53,0.280258
28.54,0.280462
28.55,0.280664
28.56,0.280865
28.57,0.281064
28.58,0.281261
28.59,0.281458
28.6,0.281652
28.61,0.281845
28.62,0.282037
28.63,0.282227
28.64,0.282415
28.65,0.282602
28.66,0.282788
28.67,0.282972
28.68,0.283154
28.69,0.283335
28.7,0.283514
28.71,0.283692
28.72,0.283868
28.73,0.284042
28.74,0.284215
28.75,0.284387
28.76,0.284557
28.77,0.284725
28.78,0.284892
28.79,0.285057
28.8,0.285221
28.81,0.285383
28.82,0.285543
28.83,0.285702
28.84,0.285859
28.85,0.286015
28.86,0.286169
28.87,0.286322
28.88,0.286473
28.89,0.286622
28.9,0.28677
28.91,0.286916
28.92,0.28706
28.93,0.287203
28.94,0.287345
28.95,0.287484
28.96,0.287622
28.97,0.287759
28.98,0.287894
28.99,0.288027
29,0.288159
29.01,0.288289
29.02,0.288417
29.03,0.288544
29.04,0.288669
29.05,0.288793
29.06,0.288914
29.07,0.289035
29.08,0.289153
29.09,0.28927
29.1,0.289386
29.11,0.289499
29.12,0.289611
29.13,0.289722
29.14,0.28983
29.15,0.289938
29.16,0.290043
29.17,0.290147
29.18,0.290249
29.19,0.290349
29.2,0.290448
29.21,0.290545
29.22,0.290641
29.23,0.290735
29.24,0.290827
29.25,0.290917
29.26,0.291006
29.27,0.291093
29.28,0.291179
29.29,0.291263
29.3,0.291345
29.31,0.291425
29.32,0.291504
29.33,0.291581
29.34,0.291656
29.35,0.29173
29.36,0.291802
29.37,0.291872
29.38,0.291941
29.39,0.292008
29.4,0.292073
29.41,0.292137
29.42,0.292199
29.43,0.292259
29.44,0.292317
29.45,0.292374
29.46,0.292429
29.47,0.292482
29.48,0.292534
29.49,0.292584
29.5,0.292632
29.51,0.292679
29.52,0.292724
29.53,0.292767
29.54,0.292808
29.55,0.292848
29.56,0.292886
29.57,0.292922
29.58,0.292956
29.59,0.292989
29.6,0.29302
29.61,0.29305
29.62,0.293077
29.63,0.293103
29.64,0.293127
29.65,0.29315
29.66,0.29317
29.67,0.293189
29.68,0.293207
29.69,0.293222
29.7,0.293236
29.71,0.293248
29.72,0.293258
29.73,0.293267
29.74,0.293273
29.75,0.293279
29.76,0.293282
29.77,0.293283
29.78,0.293283
29.79,0.293281
29.8,0.293278
29.81,0.293272
29.82,0.293265
29.83,0.293256
29.84,0.293246
29.85,0.293233
29.86,0.293219
29.87,0.293203
29.88,0.293186
29.89,0.293166
29.9,0.293145
29.91,0.293122
29.92,0.293097
29.93,0.293071
29.94,0.293043
29.95,0.293013
29.96,0.292981
29.97,0.292948
29.98,0.292912
29.99,0.292875
30,0.292837
30.01,0.292796
30.02,0.292754
30.03,0.29271
30.04,0.292664
30.05,0.292616
30.06,0.292567
30.07,0.292516
30.08,0.292463
30.09,0.292408
30.1,0.292352
30.11,0.292294
30.12,0.292234
30.13,0.292172
30.14,0.292109
30.15,0.292043
30.16,0.291976
30.17,0.291908
30.18,0.291837
30.19,0.291765
30.2,0.291691
30.21,0.291615
30.22,0.291537
30.23,0.291457
30.24,0.291376
30.25,0.291293
30.26,0.291208
30.27,0.291122
30.28,0.291034
30.29,0.290943
30.3,0.290852
30.31,0.290758
30.32,0.290662
30.33,0.290565
30.34,0.290466
30.35,0.290366
30.36,0.290263
30.37,0.290159
30.38,0.290053
30.39,0.289945
30.4,0.289835
30.41,0.289724
