dt,U_aN
14.32,0.0919612
14.33,0.0916769
14.34,0.0913921
14.35,0.0911067
14.36,0.0908208
14.37,0.0905344
14.38,0.0902475
14.39,0.08996
14.4,0.0896721
14.41,0.0893836
14.42,0.0890946
14.43,0.0888051
14.44,0.0885152
14.45,0.0882247
14.46,0.0879338
14.47,0.0876424
14.48,0.0873505
14.49,0.0870581
14.5,0.0867653
14.51,0.086472
14.52,0.0861782
14.53,0.085884
14.54,0.0855893
14.55,0.0852942
14.56,0.0849987
14.57,0.0847027
14.58,0.0844062
14.59,0.0841094
14.6,0.0838121
14.61,0.0835144
14.62,0.0832163
14.63,0.0829178
14.64,0.0826189
14.65,0.0823196
14.66,0.0820198
14.67,0.0817197
14.68,0.0814192
14.69,0.0811183
14.7,0.0808171
14.71,0.0805154
14.72,0.0802134
14.73,0.079911
14.74,0.0796083
14.75,0.0793052
14.76,0.0790018
14.77,0.078698
14.78,0.0783938
14.79,0.0780894
14.8,0.0777845
14.81,0.0774794
14.82,0.0771739
14.83,0.0768681
14.84,0.076562
14.85,0.0762556
14.86,0.0759489
14.87,0.0756419
14.88,0.0753345
14.89,0.0750269
14.9,0.074719
14.91,0.0744108
14.92,0.0741023
14.93,0.0737936
14.94,0.0734845
14.95,0.0731752
14.96,0.0728657
14.97,0.0725559
14.98,0.0722458
14.99,0.0719355
15,0.0716249
15.01,0.0713141
15.02,0.0710031
15.03,0.0706918
15.04,0.0703803
15.05,0.0700686
15.06,0.0697567
15.07,0.0694445
15.08,0.0691322
15.09,0.0688196
15.1,0.0685068
15.11,0.0681939
15.12,0.0678807
15.13,0.0675674
15.14,0.0672539
15.15,0.0669402
15.16,0.0666263
15.17,0.0663123
15.18,0.0659981
15.19,0.0656838
15.2,0.0653693
15.21,0.0650546
15.22,0.0647398
15.23,0.0644249
15.24,0.0641098
15.25,0.0637946
15.26,0.0634793
15.27,0.0631638
15.28,0.0628482
15.29,0.0625325
15.3,0.0622167
15.31,0.0619008
15.32,0.0615848
15.33,0.0612688
15.34,0.0609526
15.35,0.0606363
15.36,0.0603199
15.37,0.0600035
15.38,0.059687
15.39,0.0593704
15.4,0.0590538
15.41,0.0587371
15.42,0.0584204
15.43,0.0581036
15.44,0.0577868
15.45,0.0574699
15.46,0.057153
15.47,0.056836
15.48,0.056519
15.49,0.056202
15.5,0.055885
15.51,0.055568
15.52,0.055251
15.53,0.0549339
15.54,0.0546169
15.55,0.0542999
15.56,0.0539828
15.57,0.0536658
15.58,0.0533488
15.59,0.0530319
15.6,0.0527149
15.61,0.052398
15.62,0.0520812
15.63,0.0517643
15.64,0.0514475
15.65,0.0511308
15.66,0.0508141
15.67,0.0504975
15.68,0.050181
15.69,0.0498645
15.7,0.0495481
15.71,0.0492317
15.72,0.0489155
15.73,0.0485993
15.74,0.0482832
15.75,0.0479672
15.76,0.0476514
15.77,0.0473356
15.78,0.0470199
15.79,0.0467044
15.8,0.0463889
15.81,0.0460736
15.82,0.0457584
15.83,0.0454434
15.84,0.0451284
15.85,0.0448137
15.86,0.044499
15.87,0.0441846
15.88,0.0438702
15.89,0.0435561
15.9,0.043242
15.91,0.0429282
15.92,0.0426145
15.93,0.042301
15.94,0.0419877
15.95,0.0416746
15.96,0.0413617
15.97,0.0410489
15.98,0.0407364
15.99,0.040424
16,0.0401119
16.01,0.0398
16.02,0.0394883
16.03,0.0391768
16.04,0.0388656
16.05,0.0385545
16.06,0.0382437
16.07,0.0379332
16.08,0.0376229
16.09,0.0373128
16.1,0.037003
16.11,0.0366934
16.12,0.0363841
16.13,0.0360751
16.14,0.0357663
16.15,0.0354579
16.16,0.0351497
16.17,0.0348417
16.18,0.0345341
16.19,0.0342267
16.2,0.0339197
16.21,0.033613
16.22,0.0333065
16.23,0.0330004
16.24,0.0326946
16.25,0.032389
16.26,0.0320839
16.27,0.031779
16.28,0.0314745
16.29,0.0311703
16.3,0.0308664
16.31,0.0305629
16.32,0.0302598
16.33,0.029957
16.34,0.0296545
16.35,0.0293525
16.36,0.0290507
16.37,0.0287494
16.38,0.0284484
16.39,0.0281478
16.4,0.0278476
16.41,0.0275478
16.42,0.0272483
16.43,0.0269493
16.44,0.0266507
16.45,0.0263524
16.46,0.0260546
16.47,0.0257572
16.48,0.0254602
16.49,0.0251636
16.5,0.0248675
16.51,0.0245717
16.52,0.0242765
16.53,0.0239816
16.54,0.0236872
16.55,0.0233932
16.56,0.0230997
16.57,0.0228067
16.58,0.0225141
16.59,0.022222
16.6,0.0219303
16.61,0.0216391
16.62,0.0213484
16.63,0.0210582
16.64,0.0207684
16.65,0.0204792
16.66,0.0201904
16.67,0.0199021
16.68,0.0196144
16.69,0.0193271
16.7,0.0190404
16.71,0.0187541
16.72,0.0184684
16.73,0.0181832
16.74,0.0178985
16.75,0.0176144
16.76,0.0173308
16.77,0.0170477
16.78,0.0167652
16.79,0.0164832
16.8,0.0162018
16.81,0.0159209
16.82,0.0156406
16.83,0.0153608
16.84,0.0150816
16.85,0.014803
16.86,0.014525
16.87,0.0142475
16.88,0.0139706
16.89,0.0136943
16.9,0.0134186
16.91,0.0131435
16.92,0.012869
16.93,0.0125951
16.94,0.0123218
16.95,0.0120491
16.96,0.0117771
16.97,0.0115056
16.98,0.0112348
16.99,0.0109646
17,0.010695
17.01,0.0104261
17.02,0.0101578
17.03,0.00989014
17.04,0.00962313
17.05,0.00935678
17.06,0.00909107
17.07,0.00882603
17.08,0.00856165
17.09,0.00829793
17.1,0.00803489
17.11,0.00777251
17.12,0.00751082
17.13,0.00724981
17.14,0.00698948
17.15,0.00672984
17.16,0.00647089
17.17,0.00621265
17.18,0.0059551
17.19,0.00569825
17.2,0.00544212
17.21,0.00518669
17.22,0.00493199
17.23,0.004678
17.24,0.00442473
17.25,0.0041722
17.26,0.00392039
17.27,0.00366932
17.28,0.00341898
17.29,0.00316939
17.3,0.00292055
17.31,0.00267245
17.32,0.0024251
17.33,0.00217852
17.34,0.00193269
17.35,0.00168763
17.36,0.00144333
17.37,0.00119981
17.38,0.000957064
17.39,0.000715095
17.4,0.000473908
17.41,0.000233508
17.42,-6.10305e-06
17.43,-0.000244921
17.44,-0.000482942
17.45,-0.000720162
17.46,-0.000956579
17.47,-0.00119219
17.48,-0.00142699
17.49,-0.00166097
17.5,-0.00189413
17.51,-0.00212648
17.52,-0.00235799
17.53,-0.00258868
17.54,-0.00281854
17.55,-0.00304756
17.56,-0.00327574
17.57,-0.00350308
17.58,-0.00372958
17.59,-0.00395522
17.6,-0.00418001
17.61,-0.00440394
17.62,-0.00462702
17.63,-0.00484923
17.64,-0.00507057
17.65,-0.00529105
17.66,-0.00551065
17.67,-0.00572937
17.68,-0.00594721
17.69,-0.00616417
17.7,-0.00638024
17.71,-0.00659542
17.72,-0.00680971
17.73,-0.0070231
17.74,-0.00723559
17.75,-0.00744718
17.76,-0.00765786
17.77,-0.00786763
17.78,-0.00807649
17.79,-0.00828442
17.8,-0.00849144
17.81,-0.00869754
17.82,-0.00890271
17.83,-0.00910695
17.84,-0.00931026
17.85,-0.00951263
17.86,-0.00971406
17.87,-0.00991455
17.88,-0.0101141
17.89,-0.0103127
17.9,-0.0105103
17.91,-0.010707
17.92,-0.0109027
17.93,-0.0110975
17.94,-0.0112913
17.95,-0.0114842
17.96,-0.011676
17.97,-0.0118669
17.98,-0.0120568
17.99,-0.0122458
18,-0.0124337
18.01,-0.0126207
18.02,-0.0128067
18.03,-0.0129916
18.04,-0.0131756
18.05,-0.0133586
18.06,-0.0135406
18.07,-0.0137216
18.08,-0.0139016
18.09,-0.0140805
18.1,-0.0142585
18.11,-0.0144354
18.12,-0.0146114
18.13,-0.0147863
18.14,-0.0149602
18.15,-0.015133
18.16,-0.0153048
18.17,-0.0154756
18.18,-0.0156454
18.19,-0.0158141
18.2,-0.0159817
18.21,-0.0161484
18.22,-0.0163139
18.23,-0.0164785
18.24,-0.016642
18.25,-0.0168044
18.26,-0.0169657
18.27,-0.017126
18.28,-0.0172853
18.29,-0.0174435
18.3,-0.0176006
18.31,-0.0177566
18.32,-0.0179115
18.33,-0.0180654
18.34,-0.0182182
18.35,-0.0183699
18.36,-0.0185206
18.37,-0.0186701
18.38,-0.0188186
18.39,-0.0189659
18.4,-0.0191122
18.41,-0.0192574
18.42,-0.0194014
18.43,-0.0195444
18.44,-0.0196863
18.45,-0.019827
18.46,-0.0199666
18.47,-0.0201052
18.48,-0.0202426
18.49,-0.0203789
18.5,-0.020514
18.51,-0.0206481
18.52,-0.020781
18.53,-0.0209128
18.54,-0.0210435
18.55,-0.021173
18.56,-0.0213014
18.57,-0.0214286
18.58,-0.0215548
18.59,-0.0216797
18.6,-0.0218036
18.61,-0.0219262
18.62,-0.0220478
18.63,-0.0221682
18.64,-0.0222874
18.65,-0.0224054
18.66,-0.0225224
18.67,-0.0226381
18.68,-0.0227527
18.69,-0.0228661
18.7,-0.0229784
18.71,-0.0230895
18.72,-0.0231994
18.73,-0.0233081
18.74,-0.0234157
18.75,-0.023522
18.76,-0.0236272
18.77,-0.0237313
18.78,-0.0238341
18.79,-0.0239357
18.8,-0.0240362
18.81,-0.0241355
18.82,-0.0242335
18.83,-0.0243304
18.84,-0.0244261
18.85,-0.0245206
18.86,-0.0246138
18.87,-0.0247059
18.88,-0.0247968
18.89,-0.0248864
18.9,-0.0249749
18.91,-0.0250621
18.92,-0.0251482
18.93,-0.025233
18.94,-0.0253166
18.95,-0.0253989
18.96,-0.0254801
18.97,-0.02556
18.98,-0.0256387
18.99,-0.0257162
19,-0.0257925
19.01,-0.0258675
19.02,-0.0259413
19.03,-0.0260138
19.04,-0.0260851
19.05,-0.0261552
19.06,-0.0262241
19.07,-0.0262917
19.08,-0.026358
19.09,-0.0264231
19.1,-0.026487
19.11,-0.0265496
19.12,-0.026611
19.13,-0.0266711
19.14,-0.02673
19.15,-0.0267876
19.16,-0.026844
19.17,-0.0268991
19.18,-0.0269529
19.19,-0.0270055
19.2,-0.0270568
19.21,-0.0271068
19.22,-0.0271556
19.23,-0.0272031
19.24,-0.0272494
19.25,-0.0272944
19.26,-0.0273381
19.27,-0.0273805
19.28,-0.0274217
19.29,-0.0274616
19.3,-0.0275002
19.31,-0.0275375
19.32,-0.0275736
19.33,-0.0276083
19.34,-0.0276418
19.35,-0.027674
19.36,-0.0277049
19.37,-0.0277346
19.38,-0.0277629
19.39,-0.02779
19.4,-0.0278157
19.41,-0.0278402
19.42,-0.0278634
19.43,-0.0278852
19.44,-0.0279058
19.45,-0.0279251
19.46,-0.0279431
19.47,-0.0279598
19.48,-0.0279752
19.49,-0.0279893
19.5,-0.028002
19.51,-0.0280135
19.52,-0.0280237
19.53,-0.0280326
19.54,-0.0280401
19.55,-0.0280464
19.56,-0.0280513
19.57,-0.0280549
19.58,-0.0280573
19.59,-0.0280583
19.6,-0.0280579
19.61,-0.0280563
19.62,-0.0280534
19.63,-0.0280491
19.64,-0.0280436
19.65,-0.0280367
19.66,-0.0280285
19.67,-0.0280189
19.68,-0.0280081
19.69,-0.0279959
19.7,-0.0279824
19.71,-0.0279676
19.72,-0.0279514
19.73,-0.027934
19.74,-0.0279152
19.75,-0.027895
19.76,-0.0278736
19.77,-0.0278508
19.78,-0.0278267
19.79,-0.0278012
19.8,-0.0277745
19.81,-0.0277463
19.82,-0.0277169
19.83,-0.0276861
19.84,-0.027654
19.85,-0.0276206
19.86,-0.0275858
19.87,-0.0275497
19.88,-0.0275122
19.89,-0.0274735
19.9,-0.0274333
19.91,-0.0273919
19.92,-0.0273491
19.93,-0.0273049
19.94,-0.0272595
19.95,-0.0272126
19.96,-0.0271645
19.97,-0.027115
19.98,-0.0270641
19.99,-0.027012
20,-0.0269584
20.01,-0.0269036
20.02,-0.0268473
20.03,-0.0267898
20.04,-0.0267309
20.05,-0.0266706
20.06,-0.026609
20.07,-0.0265461
20.08,-0.0264818
20.09,-0.0264162
20.1,-0.0263492
20.11,-0.0262809
20.12,-0.0262112
20.13,-0.0261402
20.14,-0.0260679
20.15,-0.0259942
20.16,-0.0259191
20.17,-0.0258427
20.18,-0.0257649
20.19,-0.0256858
20.2,-0.0256054
20.21,-0.0255236
20.22,-0.0254404
20.23,-0.025356
20.24,-0.0252701
20.25,-0.0251829
20.26,-0.0250944
20.27,-0.0250045
20.28,-0.0249133
20.29,-0.0248207
20.3,-0.0247267
20.31,-0.0246314
20.32,-0.0245348
20.33,-0.0244368
20.34,-0.0243375
20.35,-0.0242368
20.36,-0.0241348
20.37,-0.0240314
20.38,-0.0239267
20.39,-0.0238206
20.4,-0.0237132
20.41,-0.0236044
20.42,-0.0234943
20.43,-0.0233828
20.44,-0.02327
20.45,-0.0231558
20.46,-0.0230403
20.47,-0.0229235
20.48,-0.0228053
20.49,-0.0226857
20.5,-0.0225648
20.51,-0.0224426
20.52,-0.022319
20.53,-0.0221941
20.54,-0.0220678
20.55,-0.0219402
20.56,-0.0218112
20.57,-0.0216809
20.58,-0.0215493
20.59,-0.0214163
20.6,-0.0212819
20.61,-0.0211463
20.62,-0.0210092
20.63,-0.0208709
20.64,-0.0207312
20.65,-0.0205901
20.66,-0.0204478
20.67,-0.0203041
20.68,-0.020159
20.69,-0.0200126
20.7,-0.0198649
20.71,-0.0197158
20.72,-0.0195654
20.73,-0.0194137
20.74,-0.0192606
20.75,-0.0191062
20.76,-0.0189505
20.77,-0.0187934
20.78,-0.018635
20.79,-0.0184752
20.8,-0.0183142
20.81,-0.0181518
20.82,-0.0179881
20.83,-0.017823
20.84,-0.0176566
20.85,-0.0174889
20.86,-0.0173199
20.87,-0.0171495
20.88,-0.0169779
20.89,-0.0168049
20.9,-0.0166305
20.91,-0.0164549
20.92,-0.0162779
20.93,-0.0160996
20.94,-0.01592
20.95,-0.0157391
20.96,-0.0155569
20.97,-0.0153733
20.98,-0.0151884
20.99,-0.0150022
21,-0.0148147
21.01,-0.0146259
21.02,-0.0144358
21.03,-0.0142444
21.04,-0.0140516
21.05,-0.0138576
21.06,-0.0136622
21.07,-0.0134656
21.08,-0.0132676
21.09,-0.0130683
21.1,-0.0128678
21.11,-0.0126659
21.12,-0.0124627
21.13,-0.0122583
21.14,-0.0120525
21.15,-0.0118454
21.16,-0.0116371
21.17,-0.0114274
21.18,-0.0112165
21.19,-0.0110043
21.2,-0.0107907
21.21,-0.0105759
21.22,-0.0103598
21.23,-0.0101425
21.24,-0.0099238
21.25,-0.00970385
21.26,-0.00948262
21.27,-0.00926011
21.28,-0.00903632
21.29,-0.00881126
21.3,-0.00858492
21.31,-0.0083573
21.32,-0.00812841
21.33,-0.00789825
21.34,-0.00766682
21.35,-0.00743412
21.36,-0.00720016
21.37,-0.00696493
21.38,-0.00672844
21.39,-0.00649068
21.4,-0.00625166
21.41,-0.00601139
21.42,-0.00576986
21.43,-0.00552707
21.44,-0.00528303
21.45,-0.00503773
21.46,-0.00479119
21.47,-0.00454339
21.48,-0.00429435
21.49,-0.00404406
21.5,-0.00379253
21.51,-0.00353976
21.52,-0.00328574
21.53,-0.00303049
21.54,-0.002774
21.55,-0.00251627
21.56,-0.00225731
21.57,-0.00199712
21.58,-0.0017357
21.59,-0.00147306
21.6,-0.00120918
21.61,-0.000944086
21.62,-0.000677766
21.63,-0.000410225
21.64,-0.000141467
21.65,0.000128509
21.66,0.000399698
21.67,0.000672101
21.68,0.000945714
21.69,0.00122054
21.7,0.00149656
21.71,0.0017738
21.72,0.00205223
21.73,0.00233187
21.74,0.0026127
21.75,0.00289474
21.76,0.00317796
21.77,0.00346238
21.78,0.00374799
21.79,0.00403478
21.8,0.00432277
21.81,0.00461193
21.82,0.00490228
21.83,0.00519381
21.84,0.00548651
21.85,0.00578039
21.86,0.00607545
21.87,0.00637167
21.88,0.00666906
21.89,0.00696762
21.9,0.00726735
21.91,0.00756823
21.92,0.00787027
21.93,0.00817348
21.94,0.00847783
21.95,0.00878334
21.96,0.00909
21.97,0.00939781
21.98,0.00970676
21.99,0.0100169
22,0.0103281
22.01,0.0106405
22.02,0.010954
22.03,0.0112686
22.04,0.0115844
22.05,0.0119013
22.06,0.0122193
22.07,0.0125385
22.08,0.0128588
22.09,0.0131801
22.1,0.0135027
22.11,0.0138263
22.12,0.014151
22.13,0.0144769
22.14,0.0148038
22.15,0.0151319
22.16,0.015461
22.17,0.0157913
22.18,0.0161226
22.19,0.016455
22.2,0.0167886
22.21,0.0171232
22.22,0.0174589
22.23,0.0177957
22.24,0.0181335
22.25,0.0184725
22.26,0.0188125
22.27,0.0191536
22.28,0.0194957
22.29,0.019839
22.3,0.0201832
22.31,0.0205286
22.32,0.020875
22.33,0.0212225
22.34,0.021571
22.35,0.0219205
22.36,0.0222711
22.37,0.0226228
22.38,0.0229755
22.39,0.0233292
22.4,0.023684
22.41,0.0240398
22.42,0.0243966
22.43,0.0247544
22.44,0.0251133
22.45,0.0254732
22.46,0.0258341
22.47,0.026196
22.48,0.026559
22.49,0.0269229
22.5,0.0272879
22.51,0.0276538
22.52,0.0280208
22.53,0.0283887
22.54,0.0287577
22.55,0.0291276
22.56,0.0294985
22.57,0.0298704
22.58,0.0302433
22.59,0.0306172
22.6,0.030992
22.61,0.0313678
22.62,0.0317446
22.63,0.0321223
22.64,0.0325011
22.65,0.0328807
22.66,0.0332613
22.67,0.0336429
22.68,0.0340254
22.69,0.0344089
22.7,0.0347933
22.71,0.0351787
22.72,0.035565
22.73,0.0359522
22.74,0.0363403
22.75,0.0367294
22.76,0.0371194
22.77,0.0375104
22.78,0.0379022
22.79,0.0382949
22.8,0.0386886
22.81,0.0390832
22.82,0.0394787
22.83,0.039875
22.84,0.0402723
22.85,0.0406705
22.86,0.0410695
22.87,0.0414695
22.88,0.0418703
22.89,0.042272
22.9,0.0426746
22.91,0.043078
22.92,0.0434824
22.93,0.0438875
22.94,0.0442936
22.95,0.0447005
22.96,0.0451083
22.97,0.0455169
22.98,0.0459264
22.99,0.0463367
23,0.0467478
23.01,0.0471598
23.02,0.0475726
23.03,0.0479863
23.04,0.0484008
23.05,0.0488161
23.06,0.0492322
23.07,0.0496492
23.08,0.0500669
23.09,0.0504855
23.1,0.0509048
23.11,0.051325
23.12,0.051746
23.13,0.0521677
23.14,0.0525903
23.15,0.0530136
23.16,0.0534378
23.17,0.0538627
23.18,0.0542884
23.19,0.0547148
23.2,0.055142
23.21,0.05557
23.22,0.0559988
23.23,0.0564283
23.24,0.0568585
23.25,0.0572895
23.26,0.0577213
23.27,0.0581538
23.28,0.058587
23.29,0.059021
23.3,0.0594557
23.31,0.0598911
23.32,0.0603272
23.33,0.0607641
23.34,0.0612017
23.35,0.06164
23.36,0.062079
23.37,0.0625187
23.38,0.0629591
23.39,0.0634002
23.4,0.063842
23.41,0.0642844
23.42,0.0647276
23.43,0.0651714
23.44,0.065616
23.45,0.0660612
23.46,0.066507
23.47,0.0669535
23.48,0.0674007
23.49,0.0678486
23.5,0.068297
23.51,0.0687462
23.52,0.069196
23.53,0.0696464
23.54,0.0700974
23.55,0.0705491
23.56,0.0710015
23.57,0.0714544
23.58,0.071908
23.59,0.0723621
23.6,0.0728169
23.61,0.0732723
23.62,0.0737283
23.63,0.0741849
23.64,0.0746421
23.65,0.0750999
23.66,0.0755583
23.67,0.0760172
23.68,0.0764768
23.69,0.0769369
23.7,0.0773975
23.71,0.0778588
23.72,0.0783206
23.73,0.078783
23.74,0.0792459
23.75,0.0797093
23.76,0.0801734
23.77,0.0806379
23.78,0.081103
23.79,0.0815686
23.8,0.0820348
23.81,0.0825015
23.82,0.0829686
23.83,0.0834364
23.84,0.0839046
23.85,0.0843733
23.86,0.0848425
23.87,0.0853123
23.88,0.0857825
23.89,0.0862532
23.9,0.0867244
23.91,0.0871961
23.92,0.0876682
23.93,0.0881409
23.94,0.088614
23.95,0.0890875
23.96,0.0895616
23.97,0.090036
23.98,0.090511
23.99,0.0909863
24,0.0914622
24.01,0.0919384
24.02,0.0924151
24.03,0.0928922
24.04,0.0933698
24.05,0.0938477
24.06,0.0943261
24.07,0.0948049
24.08,0.0952841
24.09,0.0957637
24.1,0.0962437
24.11,0.0967241
24.12,0.0972048
24.13,0.097686
24.14,0.0981676
24.15,0.0986495
24.16,0.0991318
24.17,0.0996144
24.18,0.100097
24.19,0.100581
24.2,0.101065
24.21,0.101549
24.22,0.102033
24.23,0.102518
24.24,0.103003
24.25,0.103488
24.26,0.103974
24.27,0.10446
24.28,0.104947
24.29,0.105433
24.3,0.10592
24.31,0.106408
24.32,0.106895
24.33,0.107383
24.34,0.107871
24.35,0.10836
24.36,0.108849
24.37,0.109338
24.38,0.109827
24.39,0.110317
24.4,0.110806
24.41,0.111297
24.42,0.111787
24.43,0.112278
24.44,0.112768
24.45,0.11326
24.46,0.113751
24.47,0.114242
24.48,0.114734
24.49,0.115226
24.5,0.115718
24.51,0.116211
24.52,0.116703
24.53,0.117196
24.54,0.117689
24.55,0.118183
24.56,0.118676
24.57,0.11917
24.58,0.119663
24.59,0.120157
24.6,0.120652
24.61,0.121146
24.62,0.12164
24.63,0.122135
24.64,0.12263
24.65,0.123125
24.66,0.12362
24.67,0.124115
24.68,0.12461
24.69,0.125106
24.7,0.125601
24.71,0.126097
24.72,0.126593
24.73,0.127089
24.74,0.127585
24.75,0.128081
24.76,0.128577
24.77,0.129073
24.78,0.12957
24.79,0.130066
24.8,0.130563
24.81,0.131059
24.82,0.131556
24.83,0.132053
24.84,0.132549
24.85,0.133046
24.86,0.133543
24.87,0.13404
24.88,0.134537
24.89,0.135034
24.9,0.135531
24.91,0.136028
24.92,0.136525
24.93,0.137022
24.94,0.137519
24.95,0.138017
24.96,0.138514
24.97,0.139011
24.98,0.139508
24.99,0.140005
25,0.140502
25.01,0.140999
25.02,0.141496
25.03,0.141993
25.04,0.14249
25.05,0.142987
25.06,0.143484
25.07,0.14398
25.08,0.144477
25.09,0.144974
25.1,0.14547
25.11,0.145967
25.12,0.146463
25.13,0.14696
25.14,0.147456
25.15,0.147952
25.16,0.148448
25.17,0.148944
25.18,0.14944
25.19,0.149936
25.2,0.150432
25.21,0.150927
25.22,0.151423
25.23,0.151918
25.24,0.152413
25.25,0.152908
25.26,0.153403
25.27,0.153898
25.28,0.154392
25.29,0.154887
25.3,0.155381
25.31,0.155875
25.32,0.156369
25.33,0.156862
25.34,0.157356
25.35,0.157849
25.36,0.158342
25.37,0.158835
25.38,0.159328
25.39,0.159821
25.4,0.160313
25.41,0.160805
25.42,0.161297
25.43,0.161789
25.44,0.16228
25.45,0.162771
25.46,0.163262
25.47,0.163753
25.48,0.164243
25.49,0.164734
25.5,0.165223
25.51,0.165713
25.52,0.166203
25.53,0.166692
25.54,0.16718
25.55,0.167669
25.56,0.168157
25.57,0.168645
25.58,0.169133
25.59,0.16962
25.6,0.170107
25.61,0.170594
25.62,0.171081
25.63,0.171567
25.64,0.172052
25.65,0.172538
25.66,0.173023
25.67,0.173508
25.68,0.173992
25.69,0.174476
25.7,0.17496
25.71,0.175443
25.72,0.175926
25.73,0.176409
25.74,0.176891
25.75,0.177373
25.76,0.177854
25.77,0.178335
25.78,0.178816
25.79,0.179296
25.8,0.179776
25.81,0.180256
25.82,0.180735
25.83,0.181213
25.84,0.181692
25.85,0.182169
25.86,0.182647
25.87,0.183124
25.88,0.1836
25.89,0.184076
25.9,0.184552
25.91,0.185027
25.92,0.185501
25.93,0.185976
25.94,0.186449
25.95,0.186923
25.96,0.187395
25.97,0.187868
25.98,0.188339
25.99,0.188811
26,0.189281
26.01,0.189752
26.02,0.190221
26.03,0.190691
26.04,0.191159
26.05,0.191627
26.06,0.192095
26.07,0.192562
26.08,0.193029
26.09,0.193495
26.1,0.19396
26.11,0.194425
26.12,0.19489
26.13,0.195353
26.14,0.195817
26.15,0.196279
26.16,0.196742
26.17,0.197203
26.18,0.197664
26.19,0.198124
26.2,0.198584
26.21,0.199043
26.22,0.199502
26.23,0.19996
26.24,0.200417
26.25,0.200874
26.26,0.20133
26.27,0.201785
26.28,0.20224
26.29,0.202694
26.3,0.203148
26.31,0.203601
26.32,0.204053
26.33,0.204505
26.34,0.204955
26.35,0.205406
26.36,0.205855
26.37,0.206304
26.38,0.206752
26.39,0.2072
26.4,0.207647
26.41,0.208093
26.42,0.208539
26.43,0.208983
26.44,0.209427
26.45,0.209871
26.46,0.210313
26.47,0.210755
26.48,0.211197
26.49,0.211637
26.5,0.212077
26.51,0.212516
26.52,0.212954
26.53,0.213391
26.54,0.213828
26.55,0.214264
26.56,0.214699
26.57,0.215134
26.58,0.215568
26.59,0.216001
26.6,0.216433
26.61,0.216864
26.62,0.217295
26.63,0.217724
26.64,0.218153
26.65,0.218581
26.66,0.219009
26.67,0.219435
26.68,0.219861
26.69,0.220286
26.7,0.22071
26.71,0.221133
26.72,0.221556
26.73,0.221977
26.74,0.222398
26.75,0.222818
26.76,0.223237
26.77,0.223655
26.78,0.224073
26.79,0.224489
26.8,0.224905
26.81,0.225319
26.82,0.225733
26.83,0.226146
26.84,0.226558
26.85,0.22697
26.86,0.22738
26.87,0.227789
26.88,0.228198
26.89,0.228605
26.9,0.229012
26.91,0.229418
26.92,0.229823
26.93,0.230227
26.94,0.23063
26.95,0.231032
26.96,0.231433
26.97,0.231833
26.98,0.232232
26.99,0.23263
27,0.233028
27.01,0.233424
27.02,0.233819
27.03,0.234214
27.04,0.234607
27.05,0.235
27.06,0.235391
27.07,0.235782
27.08,0.236171
27.09,0.23656
27.1,0.236947
27.11,0.237334
27.12,0.237719
27.13,0.238104
27.14,0.238487
27.15,0.23887
27.16,0.239251
27.17,0.239632
27.18,0.240011
27.19,0.240389
27.2,0.240767
27.21,0.241143
27.22,0.241518
27.23,0.241892
27.24,0.242266
27.25,0.242638
27.26,0.243009
27.27,0.243379
27.28,0.243747
27.29,0.244115
27.3,0.244482
27.31,0.244847
27.32,0.245212
27.33,0.245575
27.34,0.245938
27.35,0.246299
27.36,0.246659
27.37,0.247018
27.38,0.247376
27.39,0.247733
27.4,0.248089
27.41,0.248443
27.42,0.248797
27.43,0.249149
27.44,0.2495
27.45,0.24985
27.46,0.250199
27.47,0.250547
27.48,0.250893
27.49,0.251239
27.5,0.251583
27.51,0.251926
27.52,0.252268
27.53,0.252609
27.54,0.252948
27.55,0.253287
27.56,0.253624
27.57,0.25396
27.58,0.254295
27.59,0.254628
27.6,0.254961
27.61,0.255292
27.62,0.255622
27.63,0.255951
27.64,0.256279
27.65,0.256605
27.66,0.25693
27.67,0.257254
27.68,0.257577
27.69,0.257898
27.7,0.258219
27.71,0.258538
27.72,0.258856
27.73,0.259172
27.74,0.259487
27.75,0.259801
27.76,0.260114
27.77,0.260426
27.78,0.260736
27.79,0.261045
27.8,0.261353
27.81,0.261659
27.82,0.261964
27.83,0.262268
27.84,0.262571
27.85,0.262872
27.86,0.263172
27.87,0.263471
27.88,0.263768
27.89,0.264064
27.9,0.264359
27.91,0.264653
27.92,0.264945
27.93,0.265236
27.94,0.265525
27.95,0.265814
27.96,0.266101
27.97,0.266386
27.98,0.26667
27.99,0.266953
28,0.267235
28.01,0.267515
28.02,0.267794
28.03,0.268072
28.04,0.268348
28.05,0.268623
28.06,0.268896
28.07,0.269168
28.08,0.269439
28.09,0.269708
28.1,0.269976
28.11,0.270243
28.12,0.270508
28.13,0.270772
28.14,0.271034
28.15,0.271295
28.16,0.271555
28.17,0.271813
28.18,0.27207
28.19,0.272326
28.2,0.27258
28.21,0.272832
28.22,0.273084
28.23,0.273333
28.24,0.273582
28.25,0.273829
28.26,0.274074
28.27,0.274319
28.28,0.274561
28.29,0.274802
28.3,0.275042
28.31,0.275281
28.32,0.275518
28.33,0.275753
28.34,0.275987
28.35,0.27622
28.36,0.276451
28.37,0.276681
28.38,0.276909
28.39,0.277136
28.4,0.277361
28.41,0.277585
28.42,0.277807
28.43,0.278028
