dt,U_aN
42.96,-0.24712
42.97,-0.246957
42.98,-0.246792
42.99,-0.246626
43,-0.246459
43.01,-0.24629
43.02,-0.24612
43.03,-0.245948
43.04,-0.245775
43.05,-0.2456
43.06,-0.245424
43.07,-0.245247
43.08,-0.245068
43.09,-0.244888
43.1,-0.244706
43.11,-0.244524
43.12,-0.244339
43.13,-0.244153
43.14,-0.243966
43.15,-0.243778
43.16,-0.243588
43.17,-0.243397
43.18,-0.243204
43.19,-0.24301
43.2,-0.242815
43.21,-0.242618
43.22,-0.24242
43.23,-0.24222
43.24,-0.242019
43.25,-0.241817
43.26,-0.241614
43.27,-0.241409
43.28,-0.241203
43.29,-0.240995
43.3,-0.240786
43.31,-0.240576
43.32,-0.240364
43.33,-0.240152
43.34,-0.239937
43.35,-0.239722
43.36,-0.239505
43.37,-0.239287
43.38,-0.239067
43.39,-0.238846
43.4,-0.238624
43.41,-0.238401
43.42,-0.238176
43.43,-0.23795
43.44,-0.237723
43.45,-0.237494
43.46,-0.237264
43.47,-0.237033
43.48,-0.236801
43.49,-0.236567
43.5,-0.236332
43.51,-0.236096
43.52,-0.235858
43.53,-0.23562
43.54,-0.23538
43.55,-0.235138
43.56,-0.234896
43.57,-0.234652
43.58,-0.234407
43.59,-0.234161
43.6,-0.233913
43.61,-0.233664
43.62,-0.233414
43.63,-0.233163
43.64,-0.232911
43.65,-0.232657
43.66,-0.232402
43.67,-0.232146
43.68,-0.231889
43.69,-0.23163
43.7,-0.23137
43.71,-0.231109
43.72,-0.230847
43.73,-0.230584
43.74,-0.230319
43.75,-0.230054
43.76,-0.229787
43.77,-0.229519
43.78,-0.229249
43.79,-0.228979
43.8,-0.228707
43.81,-0.228435
43.82,-0.228161
43.83,-0.227886
43.84,-0.22761
43.85,-0.227332
43.86,-0.227054
43.87,-0.226774
43.88,-0.226493
43.89,-0.226211
43.9,-0.225928
43.91,-0.225644
43.92,-0.225359
43.93,-0.225072
43.94,-0.224785
43.95,-0.224496
43.96,-0.224206
43.97,-0.223915
43.98,-0.223623
43.99,-0.22333
44,-0.223036
44.01,-0.222741
44.02,-0.222445
44.03,-0.222147
44.04,-0.221849
44.05,-0.221549
44.06,-0.221248
44.07,-0.220947
44.08,-0.220644
44.09,-0.22034
44.1,-0.220035
44.11,-0.219729
44.12,-0.219422
44.13,-0.219114
44.14,-0.218805
44.15,-0.218495
44.16,-0.218184
44.17,-0.217872
44.18,-0.217559
44.19,-0.217244
44.2,-0.216929
44.21,-0.216613
44.22,-0.216296
44.23,-0.215977
44.24,-0.215658
44.25,-0.215338
44.26,-0.215017
44.27,-0.214694
44.28,-0.214371
44.29,-0.214047
44.3,-0.213722
44.31,-0.213396
44.32,-0.213069
44.33,-0.212741
44.34,-0.212412
44.35,-0.212082
44.36,-0.211751
44.37,-0.211419
44.38,-0.211086
44.39,-0.210752
44.4,-0.210418
44.41,-0.210082
44.42,-0.209745
44.43,-0.209408
44.44,-0.20907
44.45,-0.20873
44.46,-0.20839
44.47,-0.208049
44.48,-0.207707
44.49,-0.207364
44.5,-0.20702
44.51,-0.206676
44.52,-0.20633
44.53,-0.205984
44.54,-0.205636
44.55,-0.205288
44.56,-0.204939
44.57,-0.204589
44.58,-0.204238
44.59,-0.203887
44.6,-0.203534
44.61,-0.203181
44.62,-0.202827
44.63,-0.202472
44.64,-0.202116
44.65,-0.201759
44.66,-0.201402
44.67,-0.201043
44.68,-0.200684
44.69,-0.200324
44.7,-0.199964
44.71,-0.199602
44.72,-0.19924
44.73,-0.198876
44.74,-0.198513
44.75,-0.198148
44.76,-0.197782
44.77,-0.197416
44.78,-0.197049
44.79,-0.196681
44.8,-0.196313
44.81,-0.195943
44.82,-0.195573
44.83,-0.195202
44.84,-0.194831
44.85,-0.194458
44.86,-0.194085
44.87,-0.193712
44.88,-0.193337
44.89,-0.192962
44.9,-0.192586
44.91,-0.192209
44.92,-0.191832
44.93,-0.191454
44.94,-0.191075
44.95,-0.190695
44.96,-0.190315
44.97,-0.189934
44.98,-0.189553
44.99,-0.189171
45,-0.188788
45.01,-0.188404
45.02,-0.18802
45.03,-0.187635
45.04,-0.187249
45.05,-0.186863
45.06,-0.186476
45.07,-0.186089
45.08,-0.185701
45.09,-0.185312
45.1,-0.184922
45.11,-0.184532
45.12,-0.184142
45.13,-0.183751
45.14,-0.183359
45.15,-0.182966
45.16,-0.182573
45.17,-0.182179
45.18,-0.181785
45.19,-0.18139
45.2,-0.180995
45.21,-0.180599
45.22,-0.180202
45.23,-0.179805
45.24,-0.179407
45.25,-0.179009
45.26,-0.17861
45.27,-0.178211
45.28,-0.177811
45.29,-0.17741
45.3,-0.177009
45.31,-0.176608
45.32,-0.176206
45.33,-0.175803
45.34,-0.1754
45.35,-0.174996
45.36,-0.174592
45.37,-0.174187
45.38,-0.173782
45.39,-0.173377
45.4,-0.17297
45.41,-0.172564
45.42,-0.172157
45.43,-0.171749
45.44,-0.171341
45.45,-0.170933
45.46,-0.170524
45.47,-0.170114
45.48,-0.169704
45.49,-0.169294
45.5,-0.168883
45.51,-0.168472
45.52,-0.16806
45.53,-0.167648
45.54,-0.167235
45.55,-0.166822
45.56,-0.166409
45.57,-0.165995
45.58,-0.165581
45.59,-0.165167
45.6,-0.164752
45.61,-0.164336
45.62,-0.16392
45.63,-0.163504
45.64,-0.163088
45.65,-0.162671
45.66,-0.162253
45.67,-0.161836
45.68,-0.161418
45.69,-0.160999
45.7,-0.160581
45.71,-0.160162
45.72,-0.159742
45.73,-0.159323
45.74,-0.158902
45.75,-0.158482
45.76,-0.158061
45.77,-0.15764
45.78,-0.157219
45.79,-0.156797
45.8,-0.156375
45.81,-0.155953
45.82,-0.15553
45.83,-0.155108
45.84,-0.154684
45.85,-0.154261
45.86,-0.153837
45.87,-0.153413
45.88,-0.152989
45.89,-0.152565
45.9,-0.15214
45.91,-0.151715
45.92,-0.15129
45.93,-0.150864
45.94,-0.150439
45.95,-0.150013
45.96,-0.149586
45.97,-0.14916
45.98,-0.148733
45.99,-0.148306
46,-0.147879
46.01,-0.147452
46.02,-0.147025
46.03,-0.146597
46.04,-0.146169
46.05,-0.145741
46.06,-0.145313
46.07,-0.144885
46.08,-0.144456
46.09,-0.144027
46.1,-0.143598
46.11,-0.143169
46.12,-0.14274
46.13,-0.142311
46.14,-0.141881
46.15,-0.141452
46.16,-0.141022
46.17,-0.140592
46.18,-0.140162
46.19,-0.139732
46.2,-0.139302
46.21,-0.138871
46.22,-0.138441
46.23,-0.13801
46.24,-0.13758
46.25,-0.137149
46.26,-0.136718
46.27,-0.136287
46.28,-0.135856
46.29,-0.135425
46.3,-0.134994
46.31,-0.134563
46.32,-0.134131
46.33,-0.1337
46.34,-0.133269
46.35,-0.132837
46.36,-0.132406
46.37,-0.131974
46.38,-0.131543
46.39,-0.131111
46.4,-0.13068
46.41,-0.130248
46.42,-0.129817
46.43,-0.129385
46.44,-0.128953
46.45,-0.128522
46.46,-0.12809
46.47,-0.127659
46.48,-0.127227
46.49,-0.126796
46.5,-0.126364
46.51,-0.125933
46.52,-0.125501
46.53,-0.12507
46.54,-0.124638
46.55,-0.124207
46.56,-0.123776
46.57,-0.123345
46.58,-0.122913
46.59,-0.122482
46.6,-0.122051
46.61,-0.12162
46.62,-0.12119
46.63,-0.120759
46.64,-0.120328
46.65,-0.119898
46.66,-0.119467
46.67,-0.119037
46.68,-0.118607
46.69,-0.118176
46.7,-0.117746
46.71,-0.117317
46.72,-0.116887
46.73,-0.116457
46.74,-0.116028
46.75,-0.115598
46.76,-0.115169
46.77,-0.11474
46.78,-0.114311
46.79,-0.113882
46.8,-0.113454
46.81,-0.113025
46.82,-0.112597
46.83,-0.112169
46.84,-0.111741
46.85,-0.111314
46.86,-0.110886
46.87,-0.110459
46.88,-0.110032
46.89,-0.109605
46.9,-0.109178
46.91,-0.108752
46.92,-0.108326
46.93,-0.1079
46.94,-0.107474
46.95,-0.107048
46.96,-0.106623
46.97,-0.106198
46.98,-0.105773
46.99,-0.105348
47,-0.104924
47.01,-0.1045
47.02,-0.104076
47.03,-0.103653
47.04,-0.103229
47.05,-0.102806
47.06,-0.102384
47.07,-0.101961
47.08,-0.101539
47.09,-0.101117
47.1,-0.100696
47.11,-0.100275
47.12,-0.0998538
47.13,-0.0994333
47.14,-0.099013
47.15,-0.098593
47.16,-0.0981734
47.17,-0.0977541
47.18,-0.0973352
47.19,-0.0969166
47.2,-0.0964983
47.21,-0.0960804
47.22,-0.0956628
47.23,-0.0952456
47.24,-0.0948288
47.25,-0.0944123
47.26,-0.0939962
47.27,-0.0935805
47.28,-0.0931651
47.29,-0.0927502
47.3,-0.0923356
47.31,-0.0919214
47.32,-0.0915076
47.33,-0.0910943
47.34,-0.0906813
47.35,-0.0902687
47.36,-0.0898566
47.37,-0.0894448
47.38,-0.0890335
47.39,-0.0886227
47.4,-0.0882122
47.41,-0.0878022
47.42,-0.0873926
47.43,-0.0869835
47.44,-0.0865748
47.45,-0.0861666
47.46,-0.0857588
47.47,-0.0853515
47.48,-0.0849447
47.49,-0.0845383
47.5,-0.0841324
47.51,-0.083727
47.52,-0.083322
47.53,-0.0829176
47.54,-0.0825136
47.55,-0.0821102
47.56,-0.0817072
47.57,-0.0813048
47.58,-0.0809028
47.59,-0.0805014
47.6,-0.0801005
47.61,-0.0797001
47.62,-0.0793002
47.63,-0.0789008
47.64,-0.078502
47.65,-0.0781037
47.66,-0.077706
47.67,-0.0773088
47.68,-0.0769122
47.69,-0.0765161
47.7,-0.0761206
47.71,-0.0757256
47.72,-0.0753312
47.73,-0.0749374
47.74,-0.0745441
47.75,-0.0741514
47.76,-0.0737593
47.77,-0.0733678
47.78,-0.0729769
47.79,-0.0725865
47.8,-0.0721968
47.81,-0.0718077
47.82,-0.0714192
47.83,-0.0710313
47.84,-0.070644
47.85,-0.0702573
47.86,-0.0698712
47.87,-0.0694858
47.88,-0.069101
47.89,-0.0687168
47.9,-0.0683333
47.91,-0.0679504
47.92,-0.0675681
47.93,-0.0671865
47.94,-0.0668056
47.95,-0.0664253
47.96,-0.0660457
47.97,-0.0656667
47.98,-0.0652885
47.99,-0.0649108
48,-0.0645339
48.01,-0.0641576
48.02,-0.0637821
48.03,-0.0634072
48.04,-0.063033
48.05,-0.0626595
48.06,-0.0622867
48.07,-0.0619146
48.08,-0.0615432
48.09,-0.0611725
48.1,-0.0608026
48.11,-0.0604333
48.12,-0.0600648
48.13,-0.059697
48.14,-0.0593299
48.15,-0.0589636
48.16,-0.058598
48.17,-0.0582331
48.18,-0.057869
48.19,-0.0575057
48.2,-0.0571431
48.21,-0.0567812
48.22,-0.0564201
48.23,-0.0560598
48.24,-0.0557002
48.25,-0.0553414
48.26,-0.0549834
48.27,-0.0546262
48.28,-0.0542697
48.29,-0.053914
48.3,-0.0535591
48.31,-0.053205
48.32,-0.0528517
48.33,-0.0524992
48.34,-0.0521475
48.35,-0.0517966
48.36,-0.0514465
48.37,-0.0510972
48.38,-0.0507488
48.39,-0.0504011
48.4,-0.0500543
48.41,-0.0497083
48.42,-0.0493632
48.43,-0.0490189
48.44,-0.0486754
48.45,-0.0483327
48.46,-0.0479909
48.47,-0.04765
48.48,-0.0473099
48.49,-0.0469706
48.5,-0.0466322
48.51,-0.0462947
48.52,-0.045958
48.53,-0.0456222
48.54,-0.0452873
48.55,-0.0449532
48.56,-0.0446201
48.57,-0.0442878
48.58,-0.0439563
48.59,-0.0436258
48.6,-0.0432962
48.61,-0.0429675
48.62,-0.0426396
48.63,-0.0423127
48.64,-0.0419866
48.65,-0.0416615
48.66,-0.0413373
48.67,-0.041014
48.68,-0.0406916
48.69,-0.0403701
48.7,-0.0400496
48.71,-0.03973
48.72,-0.0394113
48.73,-0.0390935
48.74,-0.0387767
48.75,-0.0384608
48.76,-0.0381459
48.77,-0.0378319
48.78,-0.0375188
48.79,-0.0372067
48.8,-0.0368956
48.81,-0.0365854
48.82,-0.0362762
48.83,-0.0359679
48.84,-0.0356606
48.85,-0.0353543
48.86,-0.0350489
48.87,-0.0347446
48.88,-0.0344412
48.89,-0.0341387
48.9,-0.0338373
48.91,-0.0335369
48.92,-0.0332374
48.93,-0.0329389
48.94,-0.0326415
48.95,-0.032345
48.96,-0.0320495
48.97,-0.0317551
48.98,-0.0314616
48.99,-0.0311692
49,-0.0308777
49.01,-0.0305873
49.02,-0.0302979
49.03,-0.0300096
49.04,-0.0297222
49.05,-0.0294359
49.06,-0.0291506
49.07,-0.0288663
49.08,-0.0285831
49.09,-0.0283009
49.1,-0.0280198
49.11,-0.0277397
49.12,-0.0274606
49.13,-0.0271826
49.14,-0.0269056
49.15,-0.0266297
49.16,-0.0263549
49.17,-0.0260811
49.18,-0.0258084
49.19,-0.0255367
49.2,-0.0252661
49.21,-0.0249966
49.22,-0.0247281
49.23,-0.0244607
49.24,-0.0241944
49.25,-0.0239292
49.26,-0.0236651
49.27,-0.023402
49.28,-0.0231401
49.29,-0.0228792
49.3,-0.0226194
49.31,-0.0223607
49.32,-0.0221031
49.33,-0.0218466
49.34,-0.0215913
49.35,-0.021337
49.36,-0.0210838
49.37,-0.0208317
49.38,-0.0205808
49.39,-0.0203309
49.4,-0.0200822
49.41,-0.0198346
49.42,-0.0195881
49.43,-0.0193428
49.44,-0.0190985
49.45,-0.0188554
49.46,-0.0186134
49.47,-0.0183726
49.48,-0.0181329
49.49,-0.0178943
49.5,-0.0176569
49.51,-0.0174206
49.52,-0.0171854
49.53,-0.0169514
49.54,-0.0167186
49.55,-0.0164869
49.56,-0.0162563
49.57,-0.0160269
49.58,-0.0157987
49.59,-0.0155716
49.6,-0.0153457
49.61,-0.0151209
49.62,-0.0148973
49.63,-0.0146749
49.64,-0.0144536
49.65,-0.0142335
49.66,-0.0140146
49.67,-0.0137969
49.68,-0.0135803
49.69,-0.0133649
49.7,-0.0131507
49.71,-0.0129377
49.72,-0.0127259
49.73,-0.0125152
49.74,-0.0123057
49.75,-0.0120975
49.76,-0.0118904
49.77,-0.0116845
49.78,-0.0114798
49.79,-0.0112763
49.8,-0.011074
49.81,-0.0108729
49.82,-0.010673
49.83,-0.0104744
49.84,-0.0102769
49.85,-0.0100806
49.86,-0.00988555
49.87,-0.0096917
49.88,-0.00949907
49.89,-0.00930765
49.9,-0.00911745
49.91,-0.00892847
49.92,-0.00874071
49.93,-0.00855417
49.94,-0.00836885
49.95,-0.00818476
49.96,-0.00800189
49.97,-0.00782026
49.98,-0.00763985
49.99,-0.00746068
50,-0.00728273
50.01,-0.00710603
50.02,-0.00693056
50.03,-0.00675632
50.04,-0.00658333
50.05,-0.00641157
50.06,-0.00624106
50.07,-0.00607179
50.08,-0.00590377
50.09,-0.00573699
50.1,-0.00557146
50.11,-0.00540718
50.12,-0.00524415
50.13,-0.00508238
50.14,-0.00492185
50.15,-0.00476258
50.16,-0.00460457
50.17,-0.00444781
50.18,-0.00429231
50.19,-0.00413807
50.2,-0.00398509
50.21,-0.00383338
50.22,-0.00368293
50.23,-0.00353374
50.24,-0.00338582
50.25,-0.00323916
50.26,-0.00309378
50.27,-0.00294966
50.28,-0.00280681
50.29,-0.00266524
50.3,-0.00252494
50.31,-0.00238591
50.32,-0.00224816
50.33,-0.00211169
50.34,-0.00197649
50.35,-0.00184257
50.36,-0.00170993
50.37,-0.00157857
50.38,-0.00144849
50.39,-0.00131969
50.4,-0.00119218
50.41,-0.00106595
50.42,-0.000941005
50.43,-0.000817348
50.44,-0.000694978
50.45,-0.000573896
50.46,-0.000454103
50.47,-0.0003356
50.48,-0.000218388
50.49,-0.000102467
50.5,1.21612e-05
50.51,0.000125496
50.52,0.000237537
50.53,0.000348283
50.54,0.000457734
50.55,0.000565888
50.56,0.000672745
50.57,0.000778304
50.58,0.000882564
50.59,0.000985525
50.6,0.00108719
50.61,0.00118755
50.62,0.00128661
50.63,0.00138436
50.64,0.00148082
50.65,0.00157597
50.66,0.00166981
50.67,0.00176236
50.68,0.00185359
50.69,0.00194353
50.7,0.00203215
50.71,0.00211947
50.72,0.00220548
50.73,0.00229019
50.74,0.00237358
50.75,0.00245567
50.76,0.00253645
50.77,0.00261591
50.78,0.00269407
50.79,0.00277092
50.8,0.00284645
50.81,0.00292068
50.82,0.00299359
50.83,0.00306519
50.84,0.00313548
50.85,0.00320446
50.86,0.00327212
50.87,0.00333847
50.88,0.00340351
50.89,0.00346723
50.9,0.00352964
50.91,0.00359073
50.92,0.00365051
50.93,0.00370898
50.94,0.00376613
50.95,0.00382196
50.96,0.00387648
50.97,0.00392968
50.98,0.00398157
50.99,0.00403214
51,0.00408139
51.01,0.00412933
51.02,0.00417596
51.03,0.00422126
51.04,0.00426525
51.05,0.00430793
51.06,0.00434929
51.07,0.00438933
51.08,0.00442805
51.09,0.00446546
51.1,0.00450155
51.11,0.00453633
51.12,0.00456979
51.13,0.00460193
51.14,0.00463276
51.15,0.00466227
51.16,0.00469047
51.17,0.00471735
51.18,0.00474291
51.19,0.00476716
51.2,0.00479009
51.21,0.00481171
51.22,0.00483202
51.23,0.00485101
51.24,0.00486868
51.25,0.00488504
51.26,0.00490009
51.27,0.00491382
51.28,0.00492624
51.29,0.00493735
51.3,0.00494714
51.31,0.00495562
51.32,0.00496279
51.33,0.00496865
51.34,0.0049732
51.35,0.00497644
51.36,0.00497836
51.37,0.00497898
51.38,0.00497828
51.39,0.00497628
51.4,0.00497297
51.41,0.00496835
51.42,0.00496242
51.43,0.00495519
51.44,0.00494665
51.45,0.0049368
51.46,0.00492565
51.47,0.00491319
51.48,0.00489943
51.49,0.00488436
51.5,0.00486799
51.51,0.00485032
51.52,0.00483134
51.53,0.00481107
51.54,0.00478949
51.55,0.00476662
51.56,0.00474244
51.57,0.00471697
51.58,0.0046902
51.59,0.00466213
51.6,0.00463276
51.61,0.0046021
51.62,0.00457015
51.63,0.0045369
51.64,0.00450236
51.65,0.00446652
51.66,0.0044294
51.67,0.00439098
51.68,0.00435127
51.69,0.00431028
51.7,0.00426799
51.71,0.00422442
51.72,0.00417957
51.73,0.00413343
51.74,0.004086
51.75,0.00403729
51.76,0.0039873
51.77,0.00393602
51.78,0.00388347
51.79,0.00382964
51.8,0.00377453
51.81,0.00371814
51.82,0.00366048
51.83,0.00360154
51.84,0.00354132
51.85,0.00347984
51.86,0.00341708
51.87,0.00335305
51.88,0.00328775
51.89,0.00322119
51.9,0.00315336
51.91,0.00308426
51.92,0.00301389
51.93,0.00294227
51.94,0.00286938
51.95,0.00279523
51.96,0.00271982
51.97,0.00264315
51.98,0.00256522
51.99,0.00248604
52,0.00240561
52.01,0.00232392
52.02,0.00224098
52.03,0.00215679
52.04,0.00207135
52.05,0.00198466
52.06,0.00189672
52.07,0.00180755
52.08,0.00171712
52.09,0.00162546
52.1,0.00153255
52.11,0.00143841
52.12,0.00134303
52.13,0.00124641
52.14,0.00114856
52.15,0.00104947
52.16,0.000949155
52.17,0.000847608
52.18,0.000744832
52.19,0.00064083
52.2,0.000535603
52.21,0.000429152
52.22,0.000321479
52.23,0.000212586
52.24,0.000102474
52.25,-8.85453e-06
52.26,-0.000121399
52.27,-0.000235157
52.28,-0.000350127
52.29,-0.000466307
52.3,-0.000583695
52.31,-0.000702291
52.32,-0.000822091
52.33,-0.000943095
52.34,-0.0010653
52.35,-0.0011887
52.36,-0.00131331
52.37,-0.00143911
52.38,-0.0015661
52.39,-0.00169428
52.4,-0.00182366
52.41,-0.00195422
52.42,-0.00208597
52.43,-0.00221891
52.44,-0.00235303
52.45,-0.00248833
52.46,-0.00262481
52.47,-0.00276246
52.48,-0.00290129
52.49,-0.0030413
52.5,-0.00318247
52.51,-0.00332482
52.52,-0.00346833
52.53,-0.003613
52.54,-0.00375884
52.55,-0.00390584
52.56,-0.004054
52.57,-0.00420332
52.58,-0.00435379
52.59,-0.00450541
52.6,-0.00465819
52.61,-0.00481211
52.62,-0.00496717
52.63,-0.00512339
52.64,-0.00528074
52.65,-0.00543923
52.66,-0.00559886
52.67,-0.00575963
52.68,-0.00592153
52.69,-0.00608456
52.7,-0.00624872
52.71,-0.006414
52.72,-0.00658041
52.73,-0.00674794
52.74,-0.00691659
52.75,-0.00708636
52.76,-0.00725724
52.77,-0.00742923
52.78,-0.00760233
52.79,-0.00777654
52.8,-0.00795186
52.81,-0.00812828
52.82,-0.0083058
52.83,-0.00848442
52.84,-0.00866413
52.85,-0.00884494
52.86,-0.00902684
52.87,-0.00920982
52.88,-0.00939389
52.89,-0.00957905
52.9,-0.00976528
52.91,-0.0099526
52.92,-0.010141
52.93,-0.0103304
52.94,-0.010521
52.95,-0.0107126
52.96,-0.0109053
52.97,-0.011099
52.98,-0.0112938
52.99,-0.0114896
53,-0.0116865
53.01,-0.0118845
53.02,-0.0120835
53.03,-0.0122835
53.04,-0.0124846
53.05,-0.0126868
53.06,-0.01289
53.07,-0.0130942
53.08,-0.0132994
53.09,-0.0135057
53.1,-0.013713
53.11,-0.0139213
53.12,-0.0141307
53.13,-0.0143411
53.14,-0.0145525
53.15,-0.0147649
53.16,-0.0149783
53.17,-0.0151927
53.18,-0.0154082
53.19,-0.0156246
53.2,-0.015842
53.21,-0.0160605
53.22,-0.0162799
53.23,-0.0165003
53.24,-0.0167217
53.25,-0.0169441
53.26,-0.0171675
53.27,-0.0173919
53.28,-0.0176172
53.29,-0.0178435
53.3,-0.0180708
53.31,-0.018299
53.32,-0.0185282
53.33,-0.0187584
53.34,-0.0189896
53.35,-0.0192216
53.36,-0.0194547
53.37,-0.0196887
53.38,-0.0199236
53.39,-0.0201595
53.4,-0.0203963
53.41,-0.0206341
53.42,-0.0208728
53.43,-0.0211124
53.44,-0.021353
53.45,-0.0215945
53.46,-0.0218369
53.47,-0.0220802
53.48,-0.0223244
53.49,-0.0225696
53.5,-0.0228157
53.51,-0.0230626
53.52,-0.0233105
53.53,-0.0235593
53.54,-0.0238089
53.55,-0.0240595
53.56,-0.0243109
53.57,-0.0245633
53.58,-0.0248165
53.59,-0.0250706
53.6,-0.0253256
53.61,-0.0255814
53.62,-0.0258382
53.63,-0.0260958
53.64,-0.0263542
53.65,-0.0266135
53.66,-0.0268737
53.67,-0.0271347
53.68,-0.0273966
53.69,-0.0276593
53.7,-0.0279229
53.71,-0.0281873
53.72,-0.0284526
53.73,-0.0287186
53.74,-0.0289855
53.75,-0.0292533
53.76,-0.0295218
53.77,-0.0297912
53.78,-0.0300614
53.79,-0.0303324
53.8,-0.0306042
53.81,-0.0308769
53.82,-0.0311503
53.83,-0.0314245
53.84,-0.0316995
53.85,-0.0319753
53.86,-0.0322519
53.87,-0.0325293
53.88,-0.0328075
53.89,-0.0330864
53.9,-0.0333661
53.91,-0.0336466
53.92,-0.0339279
53.93,-0.0342099
53.94,-0.0344927
53.95,-0.0347762
53.96,-0.0350605
53.97,-0.0353455
53.98,-0.0356313
53.99,-0.0359178
54,-0.0362051
54.01,-0.0364931
54.02,-0.0367818
54.03,-0.0370712
54.04,-0.0373614
54.05,-0.0376523
54.06,-0.0379439
54.07,-0.0382362
54.08,-0.0385292
54.09,-0.038823
54.1,-0.0391174
54.11,-0.0394125
54.12,-0.0397083
54.13,-0.0400048
54.14,-0.040302
54.15,-0.0405999
54.16,-0.0408985
54.17,-0.0411977
54.18,-0.0414976
54.19,-0.0417982
54.2,-0.0420994
54.21,-0.0424013
54.22,-0.0427038
54.23,-0.043007
54.24,-0.0433109
54.25,-0.0436153
54.26,-0.0439205
54.27,-0.0442262
54.28,-0.0445326
54.29,-0.0448396
54.3,-0.0451473
54.31,-0.0454555
54.32,-0.0457644
54.33,-0.0460739
54.34,-0.046384
54.35,-0.0466947
54.36,-0.047006
54.37,-0.0473179
54.38,-0.0476304
54.39,-0.0479435
54.4,-0.0482572
54.41,-0.0485714
54.42,-0.0488862
54.43,-0.0492016
54.44,-0.0495176
54.45,-0.0498341
54.46,-0.0501512
54.47,-0.0504688
54.48,-0.050787
54.49,-0.0511058
54.5,-0.0514251
54.51,-0.0517449
54.52,-0.0520653
54.53,-0.0523862
54.54,-0.0527076
54.55,-0.0530295
54.56,-0.053352
54.57,-0.053675
54.58,-0.0539985
54.59,-0.0543225
54.6,-0.054647
54.61,-0.054972
54.62,-0.0552975
54.63,-0.0556235
54.64,-0.0559499
54.65,-0.0562769
54.66,-0.0566043
54.67,-0.0569322
54.68,-0.0572606
54.69,-0.0575895
54.7,-0.0579188
54.71,-0.0582486
54.72,-0.0585788
54.73,-0.0589094
54.74,-0.0592406
54.75,-0.0595721
54.76,-0.0599041
54.77,-0.0602365
54.78,-0.0605694
54.79,-0.0609026
54.8,-0.0612363
54.81,-0.0615705
54.82,-0.061905
54.83,-0.0622399
54.84,-0.0625752
54.85,-0.062911
54.86,-0.0632471
54.87,-0.0635836
54.88,-0.0639205
54.89,-0.0642578
54.9,-0.0645954
54.91,-0.0649334
54.92,-0.0652718
54.93,-0.0656106
54.94,-0.0659497
54.95,-0.0662892
54.96,-0.066629
54.97,-0.0669692
54.98,-0.0673097
54.99,-0.0676505
55,-0.0679917
55.01,-0.0683332
55.02,-0.0686751
55.03,-0.0690172
55.04,-0.0693597
55.05,-0.0697025
55.06,-0.0700456
55.07,-0.070389
55.08,-0.0707327
55.09,-0.0710767
55.1,-0.071421
55.11,-0.0717655
55.12,-0.0721104
55.13,-0.0724555
55.14,-0.0728009
55.15,-0.0731466
55.16,-0.0734925
55.17,-0.0738387
55.18,-0.0741851
55.19,-0.0745318
55.2,-0.0748787
55.21,-0.0752259
55.22,-0.0755733
55.23,-0.075921
55.24,-0.0762688
55.25,-0.0766169
55.26,-0.0769652
55.27,-0.0773138
55.28,-0.0776625
55.29,-0.0780115
55.3,-0.0783606
55.31,-0.07871
55.32,-0.0790595
55.33,-0.0794092
55.34,-0.0797591
55.35,-0.0801092
55.36,-0.0804595
55.37,-0.0808099
55.38,-0.0811605
55.39,-0.0815112
55.4,-0.0818622
55.41,-0.0822132
55.42,-0.0825644
55.43,-0.0829158
55.44,-0.0832673
55.45,-0.0836189
55.46,-0.0839706
55.47,-0.0843225
55.48,-0.0846745
55.49,-0.0850266
55.5,-0.0853789
55.51,-0.0857312
55.52,-0.0860836
55.53,-0.0864362
55.54,-0.0867888
55.55,-0.0871415
55.56,-0.0874943
55.57,-0.0878472
55.58,-0.0882001
55.59,-0.0885531
55.6,-0.0889062
55.61,-0.0892594
55.62,-0.0896126
55.63,-0.0899658
55.64,-0.0903191
55.65,-0.0906725
55.66,-0.0910259
55.67,-0.0913793
55.68,-0.0917327
55.69,-0.0920862
55.7,-0.0924397
55.71,-0.0927932
55.72,-0.0931467
55.73,-0.0935002
55.74,-0.0938537
55.75,-0.0942073
55.76,-0.0945608
55.77,-0.0949143
55.78,-0.0952678
55.79,-0.0956212
55.8,-0.0959747
55.81,-0.0963281
55.82,-0.0966815
55.83,-0.0970348
55.84,-0.0973881
55.85,-0.0977413
55.86,-0.0980945
55.87,-0.0984476
55.88,-0.0988007
55.89,-0.0991537
55.9,-0.0995066
55.91,-0.0998595
55.92,-0.100212
55.93,-0.100565
55.94,-0.100918
55.95,-0.10127
55.96,-0.101622
55.97,-0.101975
55.98,-0.102327
55.99,-0.102679
56,-0.103031
56.01,-0.103383
56.02,-0.103734
56.03,-0.104086
56.04,-0.104437
56.05,-0.104789
56.06,-0.10514
56.07,-0.105491
56.08,-0.105842
56.09,-0.106192
56.1,-0.106543
56.11,-0.106893
56.12,-0.107244
56.13,-0.107594
56.14,-0.107943
56.15,-0.108293
56.16,-0.108642
56.17,-0.108992
56.18,-0.109341
56.19,-0.10969
56.2,-0.110038
56.21,-0.110387
56.22,-0.110735
56.23,-0.111083
56.24,-0.111431
56.25,-0.111778
56.26,-0.112125
56.27,-0.112472
56.28,-0.112819
56.29,-0.113166
56.3,-0.113512
56.31,-0.113858
