dt,WR
6.22,-6.61023
6.23,-6.64154
6.24,-6.67314
6.25,-6.70502
6.26,-6.73718
6.27,-6.7696
6.28,-6.80228
6.29,-6.8352
6.3,-6.86837
6.31,-6.90176
6.32,-6.93537
6.33,-6.9692
6.34,-7.00321
6.35,-7.03742
6.36,-7.0718
6.37,-7.10635
6.38,-7.14105
6.39,-7.17589
6.4,-7.21086
6.41,-7.24595
6.42,-7.28114
6.43,-7.31643
6.44,-7.3518
6.45,-7.38724
6.46,-7.42273
6.47,-7.45827
6.48,-7.49383
6.49,-7.52942
6.5,-7.56502
6.51,-7.60061
6.52,-7.63619
6.53,-7.67173
6.54,-7.70724
6.55,-7.7427
6.56,-7.77809
6.57,-7.81341
6.58,-7.84864
6.59,-7.88378
6.6,-7.9188
6.61,-7.95372
6.62,-7.9885
6.63,-8.02315
6.64,-8.05765
6.65,-8.092
6.66,-8.12618
6.67,-8.16018
6.68,-8.19401
6.69,-8.22764
6.7,-8.26108
6.71,-8.29431
6.72,-8.32732
6.73,-8.36012
6.74,-8.39269
6.75,-8.42503
6.76,-8.45713
6.77,-8.48898
6.78,-8.52059
6.79,-8.55194
6.8,-8.58303
6.81,-8.61385
6.82,-8.64441
6.83,-8.6747
6.84,-8.70472
6.85,-8.73446
6.86,-8.76392
6.87,-8.79309
6.88,-8.82199
6.89,-8.85059
6.9,-8.87891
6.91,-8.90695
6.92,-8.93469
6.93,-8.96215
6.94,-8.98931
6.95,-9.01619
6.96,-9.04278
6.97,-9.06909
6.98,-9.09511
6.99,-9.12084
7,-9.14629
7.01,-9.17146
7.02,-9.19636
7.03,-9.22097
7.04,-9.24532
7.05,-9.26939
7.06,-9.2932
7.07,-9.31675
7.08,-9.34004
7.09,-9.36308
7.1,-9.38586
7.11,-9.4084
7.12,-9.4307
7.13,-9.45277
7.14,-9.4746
7.15,-9.49621
7.16,-9.51761
7.17,-9.53879
7.18,-9.55976
7.19,-9.58054
7.2,-9.60112
7.21,-9.62152
7.22,-9.64173
7.23,-9.66177
7.24,-9.68165
7.25,-9.70137
7.26,-9.72093
7.27,-9.74035
7.28,-9.75964
7.29,-9.77879
7.3,-9.79782
7.31,-9.81674
7.32,-9.83555
7.33,-9.85426
7.34,-9.87288
7.35,-9.89141
7.36,-9.90987
7.37,-9.92826
7.38,-9.94658
7.39,-9.96485
7.4,-9.98307
7.41,-10.0013
7.42,-10.0194
7.43,-10.0375
7.44,-10.0556
7.45,-10.0737
7.46,-10.0918
7.47,-10.1098
7.48,-10.1279
7.49,-10.146
7.5,-10.164
7.51,-10.1821
7.52,-10.2003
7.53,-10.2184
7.54,-10.2366
7.55,-10.2548
7.56,-10.273
7.57,-10.2913
7.58,-10.3096
7.59,-10.3279
7.6,-10.3463
7.61,-10.3647
7.62,-10.3832
7.63,-10.4016
7.64,-10.4202
7.65,-10.4387
7.66,-10.4573
7.67,-10.4759
7.68,-10.4945
7.69,-10.5132
7.7,-10.5319
7.71,-10.5505
7.72,-10.5692
7.73,-10.5879
7.74,-10.6066
7.75,-10.6252
7.76,-10.6438
7.77,-10.6624
7.78,-10.681
7.79,-10.6995
7.8,-10.7179
7.81,-10.7362
7.82,-10.7545
7.83,-10.7726
7.84,-10.7907
7.85,-10.8086
7.86,-10.8264
7.87,-10.844
7.88,-10.8615
7.89,-10.8787
7.9,-10.8958
7.91,-10.9127
7.92,-10.9293
7.93,-10.9457
7.94,-10.9618
7.95,-10.9777
7.96,-10.9932
7.97,-11.0085
7.98,-11.0234
7.99,-11.038
8,-11.0522
8.01,-11.066
8.02,-11.0794
8.03,-11.0925
8.04,-11.105
8.05,-11.1172
8.06,-11.1288
8.07,-11.14
8.08,-11.1507
8.09,-11.1609
8.1,-11.1705
8.11,-11.1796
8.12,-11.1881
8.13,-11.196
8.14,-11.2034
8.15,-11.2101
8.16,-11.2162
8.17,-11.2217
8.18,-11.2266
8.19,-11.2307
8.2,-11.2342
8.21,-11.237
8.22,-11.2392
8.23,-11.2406
8.24,-11.2413
8.25,-11.2413
8.26,-11.2405
8.27,-11.239
8.28,-11.2368
8.29,-11.2338
8.3,-11.2301
8.31,-11.2256
8.32,-11.2204
8.33,-11.2144
8.34,-11.2076
8.35,-11.2001
8.36,-11.1918
8.37,-11.1827
8.38,-11.1729
8.39,-11.1623
8.4,-11.1509
8.41,-11.1388
8.42,-11.126
8.43,-11.1124
8.44,-11.098
8.45,-11.083
8.46,-11.0672
8.47,-11.0507
8.48,-11.0335
8.49,-11.0156
8.5,-10.997
8.51,-10.9777
8.52,-10.9578
8.53,-10.9373
8.54,-10.9161
8.55,-10.8942
8.56,-10.8718
8.57,-10.8488
8.58,-10.8251
8.59,-10.801
8.6,-10.7762
8.61,-10.751
8.62,-10.7252
8.63,-10.6989
8.64,-10.6721
8.65,-10.6449
8.66,-10.6172
8.67,-10.5891
8.68,-10.5605
8.69,-10.5316
8.7,-10.5023
8.71,-10.4726
8.72,-10.4426
8.73,-10.4123
8.74,-10.3816
8.75,-10.3507
8.76,-10.3195
8.77,-10.288
8.78,-10.2563
8.79,-10.2244
8.8,-10.1923
8.81,-10.1599
8.82,-10.1275
8.83,-10.0948
8.84,-10.062
8.85,-10.0291
8.86,-9.99614
8.87,-9.96304
8.88,-9.92987
8.89,-9.89664
8.9,-9.86335
8.91,-9.83003
8.92,-9.79669
8.93,-9.76334
8.94,-9.73
8.95,-9.69667
8.96,-9.66336
8.97,-9.63009
8.98,-9.59687
8.99,-9.56371
9,-9.53061
9.01,-9.49759
9.02,-9.46466
9.03,-9.43182
9.04,-9.39907
9.05,-9.36644
9.06,-9.33392
9.07,-9.30151
9.08,-9.26924
9.09,-9.23709
9.1,-9.20508
9.11,-9.1732
9.12,-9.14147
9.13,-9.10989
9.14,-9.07845
9.15,-9.04717
9.16,-9.01603
9.17,-8.98505
9.18,-8.95423
9.19,-8.92356
9.2,-8.89305
9.21,-8.86269
9.22,-8.83248
9.23,-8.80243
9.24,-8.77253
9.25,-8.74278
9.26,-8.71318
9.27,-8.68372
9.28,-8.6544
9.29,-8.62522
9.3,-8.59618
9.31,-8.56726
9.32,-8.53847
9.33,-8.5098
9.34,-8.48124
9.35,-8.4528
9.36,-8.42446
9.37,-8.39622
9.38,-8.36807
9.39,-8.34
9.4,-8.31202
9.41,-8.2841
9.42,-8.25625
9.43,-8.22846
9.44,-8.20071
9.45,-8.17301
9.46,-8.14534
9.47,-8.11769
9.48,-8.09006
9.49,-8.06243
9.5,-8.0348
9.51,-8.00716
9.52,-7.9795
9.53,-7.95181
9.54,-7.92408
9.55,-7.8963
9.56,-7.86846
9.57,-7.84055
9.58,-7.81256
9.59,-7.78448
9.6,-7.75631
9.61,-7.72802
9.62,-7.69962
9.63,-7.67108
9.64,-7.64241
9.65,-7.61358
9.66,-7.5846
9.67,-7.55545
9.68,-7.52611
9.69,-7.49659
9.7,-7.46687
9.71,-7.43693
9.72,-7.40678
9.73,-7.37641
9.74,-7.34579
9.75,-7.31493
9.76,-7.28381
9.77,-7.25243
9.78,-7.22077
9.79,-7.18884
9.8,-7.15662
9.81,-7.1241
9.82,-7.09128
9.83,-7.05815
9.84,-7.0247
9.85,-6.99094
9.86,-6.95684
9.87,-6.92241
9.88,-6.88763
9.89,-6.85252
9.9,-6.81706
9.91,-6.78124
9.92,-6.74507
9.93,-6.70855
9.94,-6.67166
9.95,-6.63441
9.96,-6.5968
9.97,-6.55882
9.98,-6.52048
9.99,-6.48177
10,-6.4427
10.01,-6.40327
10.02,-6.36348
10.03,-6.32333
10.04,-6.28282
10.05,-6.24196
10.06,-6.20076
10.07,-6.15921
10.08,-6.11733
10.09,-6.07511
10.1,-6.03257
10.11,-5.9897
10.12,-5.94653
10.13,-5.90305
10.14,-5.85927
10.15,-5.81521
10.16,-5.77087
10.17,-5.72626
10.18,-5.6814
10.19,-5.63628
10.2,-5.59093
10.21,-5.54535
10.22,-5.49956
10.23,-5.45357
10.24,-5.40738
10.25,-5.36103
10.26,-5.3145
10.27,-5.26783
10.28,-5.22102
10.29,-5.17409
10.3,-5.12704
10.31,-5.0799
10.32,-5.03268
10.33,-4.98539
10.34,-4.93805
10.35,-4.89067
10.36,-4.84326
10.37,-4.79585
10.38,-4.74843
10.39,-4.70104
10.4,-4.65368
10.41,-4.60636
10.42,-4.5591
10.43,-4.51192
10.44,-4.46482
10.45,-4.41782
10.46,-4.37093
10.47,-4.32417
10.48,-4.27755
10.49,-4.23107
10.5,-4.18476
10.51,-4.13862
10.52,-4.09266
10.53,-4.04689
10.54,-4.00133
10.55,-3.95598
10.56,-3.91085
10.57,-3.86595
10.58,-3.82129
10.59,-3.77687
10.6,-3.73271
10.61,-3.68881
10.62,-3.64517
10.63,-3.60181
10.64,-3.55872
10.65,-3.51591
10.66,-3.47339
10.67,-3.43116
10.68,-3.38922
10.69,-3.34757
10.7,-3.30622
